osmid,bridge,oneway,name,highway,reversed,length,geometry,maxspeed,access,junction,ref,lanes,tunnel
789065129,yes,False,Axular Ibiltokia,residential,False,1.936,"LINESTRING (-2.2582063 43.2946921, -2.2581852 43.2947003)",,,,,,
"[789065131, 27088478]",yes,False,Axular Ibiltokia,residential,True,19.203000000000003,"LINESTRING (-2.2582063 43.2946921, -2.2582614 43.2946563, -2.2583024 43.2946136, -2.2583445 43.2945542)",,,,,,
1235207600,,False,Patxita Etxezarreta kalea,residential,False,4.694,"LINESTRING (-2.257771 43.2946827, -2.2577156 43.2946702)",50,,,,,
789065128,yes,False,Axular Ibiltokia,residential,True,17.807,"LINESTRING (-2.257771 43.2946827, -2.257796 43.2946879, -2.2579822 43.2947276)",,,,,,
44181655,,False,Foruen enparantza,living_street,True,45.47,"LINESTRING (-2.2581787 43.2965988, -2.2583617 43.2966988, -2.2586892 43.2967427)",,,,,,
361339661,,True,Kale Nagusia,living_street,False,63.974000000000004,"LINESTRING (-2.2581787 43.2965988, -2.2583847 43.2964816, -2.2586098 43.2963535, -2.2588013 43.2962443)",,,,,,
"[27088480, 59041594, 1235207599]",,False,Txomin Agirre kalea,residential,False,146.017,"LINESTRING (-2.2577743 43.2954393, -2.2575775 43.2956151, -2.2570456 43.2960902, -2.2567059 43.2963918, -2.2566276 43.2964529)",,,,,,
1235207599,,False,Txomin Agirre kalea,residential,True,46.494,"LINESTRING (-2.2577743 43.2954393, -2.2580533 43.2951959, -2.2581411 43.2951175)",,,,,,
26523364,,True,Bonifazio Etxegarai kalea,living_street,False,28.583,"LINESTRING (-2.2588013 43.2962443, -2.2585392 43.296072)",,,,,,
44181655,,False,Foruen enparantza,living_street,False,45.47,"LINESTRING (-2.2586892 43.2967427, -2.2583617 43.2966988, -2.2581787 43.2965988)",,,,,,
361339712,,False,Txomin Agirre kalea,residential,False,46.153000000000006,"LINESTRING (-2.2558049 43.2970925, -2.25573 43.2972394, -2.2556791 43.2973393, -2.2556021 43.2974804)",,,,,,
