osmid,lanes,highway,junction,oneway,reversed,length,geometry,name,tunnel,maxspeed
9612842,,residential,,False,True,98.701,"LINESTRING (-3.6211466 40.5432277, -3.6205208 40.5439772)",Calle de Marie Curie,,
9613087,,residential,,False,True,89.6,"LINESTRING (-3.6211466 40.5432277, -3.6220412 40.5436603)",Avenida de Séneca,,30
87095522,,residential,,False,True,89.248,"LINESTRING (-3.6239191 40.5428783, -3.6248096 40.5433099)",Avenida de Severo Ochoa,,
9613160,,residential,,False,False,159.127,"LINESTRING (-3.6239191 40.5428783, -3.6236 40.5432611, -3.6229113 40.5440872)",Calle de Alfonso X,,
9613087,,residential,,False,False,87.514,"LINESTRING (-3.6229113 40.5440872, -3.6220412 40.5436603)",Avenida de Séneca,,30
9613160,,residential,,False,False,100.268,"LINESTRING (-3.6229113 40.5440872, -3.6226612 40.5444013, -3.622297 40.5448587)",Calle de Alfonso X,,
9613160,,residential,,False,True,159.127,"LINESTRING (-3.6229113 40.5440872, -3.6236 40.5432611, -3.6239191 40.5428783)",Calle de Alfonso X,,
9613087,,residential,,False,False,89.6,"LINESTRING (-3.6220412 40.5436603, -3.6211466 40.5432277)",Avenida de Séneca,,30
9613087,,residential,,False,True,87.514,"LINESTRING (-3.6220412 40.5436603, -3.6229113 40.5440872)",Avenida de Séneca,,30
128320934,,residential,,True,False,8.55,"LINESTRING (-3.6308615 40.5445226, -3.6308278 40.5445951)",,,
493545150,3,secondary,,True,False,73.623,"LINESTRING (-3.6308615 40.5445226, -3.6307395 40.544491, -3.6300375 40.5443074)",Avenida de España,,
493545152,2,secondary,,True,False,23.712,"LINESTRING (-3.6300375 40.5443074, -3.6297728 40.5442366)",Avenida de España,,
128320941,,residential,,True,False,18.067999999999998,"LINESTRING (-3.6300375 40.5443074, -3.6300614 40.5442207, -3.6301037 40.5441861, -3.6301369 40.5441774)",Calle de la Unión,,30
493545152,2,secondary,,True,False,31.177,"LINESTRING (-3.6297728 40.5442366, -3.6296902 40.5442099, -3.6294333 40.5441268)",Avenida de España,,
31696394,3,secondary,,True,False,30.244,"LINESTRING (-3.6291403 40.544011, -3.6288483 40.5438537)",Avenida de España,,
23784430,,residential,,True,False,12.948,"LINESTRING (-3.6291403 40.544011, -3.6291668 40.5439667, -3.6291562 40.5438994)",,,
31696390,,residential,,True,False,10.841,"LINESTRING (-3.6288483 40.5438537, -3.6287881 40.5439398)",,,
31696391,3,secondary,,True,False,89.17900000000002,"LINESTRING (-3.6288483 40.5438537, -3.6286267 40.5437386, -3.6284969 40.5436711, -3.6284668 40.5436552, -3.6282866 40.5435368, -3.6282369 40.5434961, -3.6281306 40.5434125, -3.6280572 40.5433321)",Avenida de España,,
155732117,,residential,,False,False,8.763,"LINESTRING (-3.6300096 40.5485257, -3.6299563 40.5484581)",,,
155732117,,residential,,False,True,9.955,"LINESTRING (-3.6300096 40.5485257, -3.6300489 40.5486101)",,,
23784308,,residential,,True,False,101.158,"LINESTRING (-3.6300096 40.5485257, -3.6303521 40.5485078, -3.6307714 40.5484979, -3.6312051 40.5484787)",Calle de Asturias,,
25340606,,residential,roundabout,True,False,15.934,"LINESTRING (-3.6299485 40.5458318, -3.6299665 40.5457925, -3.629942 40.5457411, -3.6298923 40.5457131)",,,
156475752,,residential,,False,True,69.908,"LINESTRING (-3.6299485 40.5458318, -3.6300084 40.5458887, -3.6303784 40.5462405, -3.6304571 40.5463274)",Avenida de Colmenar Viejo,,
156475752,,residential,,False,False,19.532,"LINESTRING (-3.6317204 40.5475473, -3.6316139 40.5473914)",Avenida de Colmenar Viejo,,
23784328,,residential,,False,True,15.623000000000001,"LINESTRING (-3.6300053 40.5456019, -3.6299378 40.5456683, -3.6298923 40.5457131)",Calle Pilar,,
299362809,,residential,,True,False,55.771,"LINESTRING (-3.6300053 40.5456019, -3.6300867 40.5456121, -3.6306565 40.5456837)",Calle Santa Teresa de Jesús,,
23784328,,residential,,False,False,15.623000000000001,"LINESTRING (-3.6298923 40.5457131, -3.6299378 40.5456683, -3.6300053 40.5456019)",Calle Pilar,,
25340606,,residential,roundabout,True,False,8.08,"LINESTRING (-3.6298923 40.5457131, -3.6298388 40.54572, -3.6298041 40.5457371)",,,
300542621,,residential,,False,False,42.145,"LINESTRING (-3.6291422 40.5449434, -3.6293984 40.5446182)",Calle Ramón Esteban,,
300542620,,residential,,True,False,106.348,"LINESTRING (-3.6291422 40.5449434, -3.6294774 40.5450564, -3.6300932 40.5452011, -3.6302461 40.5452399, -3.6302635 40.545304)",Calle Sacramento,,
23784360,,residential,,True,False,52.494,"LINESTRING (-3.6288272 40.5453503, -3.6289088 40.5452449, -3.6291422 40.5449434)",Calle Ramón Esteban,,
23784520,,residential,,False,False,86.149,"LINESTRING (-3.6288272 40.5453503, -3.6287385 40.5453117, -3.6280734 40.5450223, -3.6279397 40.5449691)",Avenida de Colmenar Viejo,,
23784520,,residential,,False,True,38.54,"LINESTRING (-3.6288272 40.5453503, -3.6289389 40.5453903, -3.629002 40.5454145, -3.6291133 40.5454562, -3.6292348 40.5455057)",Avenida de Colmenar Viejo,,
23784362,,residential,,True,False,47.27,"LINESTRING (-3.6305539 40.5461016, -3.6306565 40.5456837)",Calle del Perpetuo Socorro,,30
23784533,,residential,,True,False,30.166,"LINESTRING (-3.6305539 40.5461016, -3.6309057 40.5461478)",Calle Palmeras,,
23784362,,residential,,True,False,43.673,"LINESTRING (-3.6306565 40.5456837, -3.6307581 40.5452986)",Calle del Perpetuo Socorro,,30
299362809,,residential,,True,False,30.255,"LINESTRING (-3.6306565 40.5456837, -3.6310097 40.5457284)",Calle Santa Teresa de Jesús,,
23784362,,residential,,True,False,69.312,"LINESTRING (-3.6307581 40.5452986, -3.6308835 40.5447725, -3.6309011 40.5447361, -3.6309646 40.5447234)",Calle del Perpetuo Socorro,,30
"[300542619, 300542622]",,residential,,True,False,44.122,"LINESTRING (-3.6307581 40.5452986, -3.6303313 40.5452569, -3.6302635 40.545304)","['Calle Pilar', 'Calle Sacramento']",,
23784377,,residential,,True,False,140.686,"LINESTRING (-3.6291562 40.5438994, -3.629264 40.5437088, -3.6292903 40.5436623, -3.6294753 40.5434851, -3.6295763 40.5433883, -3.6297491 40.5432228, -3.6297853 40.5431882, -3.630114 40.5428733)",Calle de la Marquesa Viuda de Aldama,,
242254222,,residential,,True,False,29.374,"LINESTRING (-3.6291562 40.5438994, -3.6290809 40.5438498, -3.6290111 40.5438268, -3.6289279 40.5438241, -3.6288483 40.5438537)",,,
1032485838,,residential,,True,False,2.905,"LINESTRING (-3.6312955 40.5443893, -3.6313134 40.544367)",Calle de Nuestra Señora del Pilar,,
128320937,,residential,,True,False,18.957,"LINESTRING (-3.6312955 40.5443893, -3.6311791 40.5444473, -3.6311079 40.5444828)",,,
493545151,2,secondary,,True,False,36.646,"LINESTRING (-3.6312725 40.5446278, -3.6308615 40.5445226)",Avenida de España,,
1032485839,,residential,,True,False,9.882,"LINESTRING (-3.6312725 40.5446278, -3.6312732 40.5445855, -3.6312543 40.5445412)",,,
1032485840,,residential,,True,False,34.087,"LINESTRING (-3.6313134 40.544367, -3.6315116 40.5441)",Calle de Nuestra Señora del Pilar,,
"[23784409, 157164999]",,residential,,True,False,97.83599999999998,"LINESTRING (-3.6315116 40.5441, -3.6311524 40.5438733, -3.6310436 40.5437865, -3.6308891 40.5434899, -3.6308098 40.5434283)",Calle de San Vicente,,30
157164998,,residential,,True,False,91.673,"LINESTRING (-3.6308098 40.5434283, -3.6301215 40.5430288, -3.6300798 40.5429601, -3.630114 40.5428733)",Calle de San Vicente,,
299362681,,residential,,True,False,96.246,"LINESTRING (-3.6308098 40.5434283, -3.6306371 40.5435949, -3.6305362 40.5436912, -3.6302769 40.5439275, -3.6302572 40.5439454, -3.6301535 40.5440399, -3.6300893 40.5440986)",Calle de Ramiro Gómez Garibay,,30
157106213,,residential,,True,False,35.341,"LINESTRING (-3.631329 40.54293, -3.6312832 40.542974, -3.6310689 40.5431789)",Calle de Ramiro Gómez Garibay,,
242254225,,residential,,True,False,5.383,"LINESTRING (-3.6288872 40.5441765, -3.6289509 40.5441765)",,,
156734445,,secondary,roundabout,True,False,24.545,"LINESTRING (-3.6221774 40.5504626, -3.622159 40.5504416, -3.6221337 40.5504253, -3.6221036 40.5504148, -3.6220657 40.550411, -3.6220282 40.5504165, -3.6219948 40.5504306, -3.6219685 40.5504528, -3.6219533 40.5504785)",,,
"[941954353, 159820725]",,secondary,,True,False,52.676,"LINESTRING (-3.6221774 40.5504626, -3.6221762 40.5504211, -3.6221841 40.5503763, -3.6222231 40.5503326, -3.6223932 40.5501953, -3.6225241 40.5500889)",Calle Real,,
156475752,,residential,,False,False,12.738,"LINESTRING (-3.6316139 40.5473914, -3.6315093 40.5473089)",Avenida de Colmenar Viejo,,
156475752,,residential,,False,True,19.532,"LINESTRING (-3.6316139 40.5473914, -3.6317204 40.5475473)",Avenida de Colmenar Viejo,,
23784520,,residential,,False,False,20.047,"LINESTRING (-3.6298041 40.5457371, -3.6297613 40.5457189, -3.6295971 40.545649)",Avenida de Colmenar Viejo,,
156475758,,residential,roundabout,True,False,12.419,"LINESTRING (-3.6298041 40.5457371, -3.6297723 40.5457954, -3.6297964 40.5458404)",,,
128320933,,tertiary,,False,True,20.86,"LINESTRING (-3.6279397 40.5449691, -3.6280965 40.5448242)",Calle Real,,
156475795,,tertiary,,False,False,17.922,"LINESTRING (-3.6279397 40.5449691, -3.6278058 40.5450941)",Calle Real,,
23784520,,residential,,False,True,86.149,"LINESTRING (-3.6279397 40.5449691, -3.6280734 40.5450223, -3.6287385 40.5453117, -3.6288272 40.5453503)",Avenida de Colmenar Viejo,,
25741447,,residential,,True,False,82.901,"LINESTRING (-3.6297964 40.5458404, -3.6297761 40.5458769, -3.6297009 40.5460123, -3.6295964 40.5462118, -3.6294352 40.5465335)",Calle del Pilar,,
156475758,,residential,roundabout,True,False,14.559000000000001,"LINESTRING (-3.6297964 40.5458404, -3.629842 40.5458611, -3.6298946 40.5458615, -3.6299485 40.5458318)",,,
23784510,,residential,,True,False,61.832,"LINESTRING (-3.6319522 40.5465754, -3.6317593 40.5471118)",Calle Canarias,,
23784538,,residential,,True,False,54.82,"LINESTRING (-3.6307864 40.5466324, -3.6309057 40.5461478)",Calle San José,,
156475752,,residential,,False,False,17.331,"LINESTRING (-3.6307864 40.5466324, -3.6306563 40.5465119)",Avenida de Colmenar Viejo,,
156475752,,residential,,False,True,3.001,"LINESTRING (-3.6307864 40.5466324, -3.6308098 40.5466527)",Avenida de Colmenar Viejo,,
23784533,,residential,,True,False,29.858,"LINESTRING (-3.6309057 40.5461478, -3.6312509 40.5462052)",Calle Palmeras,,
23784538,,residential,,True,False,47.456,"LINESTRING (-3.6309057 40.5461478, -3.6310097 40.5457284)",Calle San José,,
23784538,,residential,,True,False,42.849,"LINESTRING (-3.6310097 40.5457284, -3.6311056 40.54535)",Calle San José,,
299362809,,residential,,True,False,29.343,"LINESTRING (-3.6310097 40.5457284, -3.6313461 40.5457939)",Calle Santa Teresa de Jesús,,
300542622,,residential,,True,False,29.914,"LINESTRING (-3.6311056 40.54535, -3.6307581 40.5452986)",Calle Sacramento,,
300542623,,residential,,False,False,16.406,"LINESTRING (-3.6311056 40.54535, -3.6311422 40.5452051)",Calle San José,,
300542623,,residential,,False,True,16.406,"LINESTRING (-3.6311422 40.5452051, -3.6311056 40.54535)",Calle San José,,
23784544,,residential,,False,False,47.421,"LINESTRING (-3.631555 40.5449798, -3.6314569 40.5453997)",Calle Nuestra Señora del Carmen,,
23784544,,residential,,False,True,47.421,"LINESTRING (-3.6314569 40.5453997, -3.631555 40.5449798)",Calle Nuestra Señora del Carmen,,
300542624,,residential,,True,False,30.194,"LINESTRING (-3.6314569 40.5453997, -3.6311056 40.54535)",Calle Sacramento,,
300542625,,residential,,True,False,44.822,"LINESTRING (-3.6314569 40.5453997, -3.6313461 40.5457939)",Calle Nuestra Señora del Carmen,,
300542625,,residential,,True,False,46.437,"LINESTRING (-3.6313461 40.5457939, -3.6312509 40.5462052)",Calle Nuestra Señora del Carmen,,
359881867,,residential,,False,False,47.309,"LINESTRING (-3.6312509 40.5462052, -3.6311379 40.5466219)",Calle Nuestra Señora del Carmen,,
23784533,,residential,,True,False,93.12299999999999,"LINESTRING (-3.6312509 40.5462052, -3.631548 40.5462505, -3.6314943 40.5464979, -3.6319522 40.5465754)",Calle Palmeras,,
"[155732114, 23784550]",,residential,,False,False,109.206,"LINESTRING (-3.6311217 40.5469436, -3.6309257 40.5477988, -3.6307779 40.547779)",Calle Río Duero,,
156475752,,residential,,False,False,41.725,"LINESTRING (-3.6311217 40.5469436, -3.6310516 40.5468763, -3.6310047 40.5468325, -3.6308098 40.5466527)",Avenida de Colmenar Viejo,,
156475752,,residential,,False,True,52.18,"LINESTRING (-3.6311217 40.5469436, -3.6314286 40.5472302, -3.6315093 40.5473089)",Avenida de Colmenar Viejo,,
23784308,,residential,,True,False,23.234,"LINESTRING (-3.6312051 40.5484787, -3.63148 40.5484737)",Calle de Asturias,,
156475752,,residential,,False,True,12.738,"LINESTRING (-3.6315093 40.5473089, -3.6316139 40.5473914)",Avenida de Colmenar Viejo,,
23784548,,residential,,True,False,132.737,"LINESTRING (-3.6315093 40.5473089, -3.6314717 40.5473822, -3.6312051 40.5484787)",Calle Río Tajo,,
156475752,,residential,,False,False,52.18,"LINESTRING (-3.6315093 40.5473089, -3.6314286 40.5472302, -3.6311217 40.5469436)",Avenida de Colmenar Viejo,,
23784551,,residential,,True,False,110.243,"LINESTRING (-3.6301754 40.5488516, -3.6314799 40.5488719)",Calle Lorenzo Colmenar,,
828132518,,residential,,False,False,28.903,"LINESTRING (-3.6301754 40.5488516, -3.6300489 40.5486101)",Avenida del Chaparral,,
828132518,,residential,,False,True,12.86,"LINESTRING (-3.6301754 40.5488516, -3.6301938 40.5489664)",Avenida del Chaparral,,
23784552,,residential,,True,False,44.278,"LINESTRING (-3.63148 40.5484737, -3.6314799 40.5488719)",Calle Hermanos del Cristo,,
23784552,,residential,,True,False,44.651,"LINESTRING (-3.6314799 40.5488719, -3.6314651 40.5492733)",Calle Hermanos del Cristo,,
25741441,,residential,,False,False,41.187,"LINESTRING (-3.6307626 40.5515846, -3.6305513 40.5512508)",Avenida del Chaparral,,
"[25741570, 25741571]",,residential,,True,False,153.825,"LINESTRING (-3.6307626 40.5515846, -3.6303715 40.5517475, -3.6297868 40.5508022)","['Calle Antonio del Campo', 'Calle Hermanos del Cristo']",,
828132518,,residential,,False,False,28.082,"LINESTRING (-3.6302194 40.5492182, -3.6301938 40.5489664)",Avenida del Chaparral,,
828132518,,residential,,False,True,46.206,"LINESTRING (-3.6302194 40.5492182, -3.6302916 40.5496301)",Avenida del Chaparral,,
23784552,,residential,,True,False,72.278,"LINESTRING (-3.6314651 40.5492733, -3.6314492 40.5499232)",Calle Hermanos del Cristo,,
23784555,,residential,,True,False,46.879,"LINESTRING (-3.6314651 40.5492733, -3.6309112 40.5492488)",Calle San Pancracio,,
155732091,,residential,,False,False,77.364,"LINESTRING (-3.6314175 40.5506974, -3.630502 40.5506843)",Calle Navas de Tolosa,,
23784552,,residential,,True,False,125.98400000000001,"LINESTRING (-3.6314175 40.5506974, -3.6313966 40.5511648, -3.6313734 40.5512294, -3.6313058 40.5513203, -3.6312252 40.5513877, -3.6307626 40.5515846)",Calle Hermanos del Cristo,,
25741441,,residential,,False,False,13.777,"LINESTRING (-3.630502 40.5506843, -3.6304694 40.5505629)",Avenida del Chaparral,,
155732091,,residential,,False,True,77.364,"LINESTRING (-3.630502 40.5506843, -3.6314175 40.5506974)",Calle Navas de Tolosa,,
25741441,,residential,,False,True,63.184,"LINESTRING (-3.630502 40.5506843, -3.630502 40.5508458, -3.6305513 40.5512508)",Avenida del Chaparral,,
24377183,,residential,,True,False,50.001,"LINESTRING (-3.6280572 40.5433321, -3.6283407 40.5429374)",Calle de Barcelona,,
24377286,,residential,,False,False,16.459,"LINESTRING (-3.6284466 40.5444931, -3.6283047 40.5443917)",Calle Silvio Abad,,
128320933,,tertiary,,False,False,47.230999999999995,"LINESTRING (-3.6284466 40.5444931, -3.6283953 40.5445415, -3.6282557 40.5446704, -3.6280965 40.5448242)",Calle Real,,
128320933,,tertiary,,False,True,32.415,"LINESTRING (-3.6284466 40.5444931, -3.6285654 40.5443865, -3.6286068 40.5443494, -3.6286919 40.544269)",Calle Real,,
300531532,,residential,,False,True,42.595,"LINESTRING (-3.6263145 40.5429702, -3.6266853 40.5432297)",Calle Silvio Abad,,
24377342,,residential,roundabout,True,False,9.455,"LINESTRING (-3.6263145 40.5429702, -3.6263274 40.5429478, -3.6263294 40.5429233, -3.6263123 40.5428897)",,,
300531532,,residential,,False,False,42.595,"LINESTRING (-3.6266853 40.5432297, -3.6263145 40.5429702)",Calle Silvio Abad,,
24377286,,residential,,False,True,76.452,"LINESTRING (-3.6266853 40.5432297, -3.6272616 40.5436465, -3.6273407 40.5437037)",Calle Silvio Abad,,
86058790,,residential,,False,False,20.595,"LINESTRING (-3.6254268 40.5439764, -3.6255529 40.5438179)",Calle Cristo de los Remedios,,
86058790,,residential,,False,True,77.374,"LINESTRING (-3.6254268 40.5439764, -3.6249326 40.5445622)",Calle Cristo de los Remedios,,
300531531,,residential,,True,False,103.21100000000001,"LINESTRING (-3.6254268 40.5439764, -3.6255964 40.5440562, -3.6263195 40.5435074)",Calle Dos de mayo,,
24377286,,residential,,False,False,76.452,"LINESTRING (-3.6273407 40.5437037, -3.6272616 40.5436465, -3.6266853 40.5432297)",Calle Silvio Abad,,
"[85815745, 155442052, 24377287]",,residential,,True,False,204.707,"LINESTRING (-3.6273407 40.5437037, -3.6274137 40.5436412, -3.6276743 40.543418, -3.6274391 40.5428412, -3.6273127 40.5427183, -3.6266853 40.5432297)","['Calle Dos de mayo', 'Calle Juan XXIII', 'Calle Juan Zapata']",,
24377286,,residential,,False,True,46.152,"LINESTRING (-3.6273407 40.5437037, -3.6275982 40.5438829, -3.6277434 40.5439841)",Calle Silvio Abad,,
85815745,,residential,,True,False,48.824,"LINESTRING (-3.6269424 40.5440218, -3.6272867 40.5437468, -3.6273407 40.5437037)",Calle Juan XXIII,,
24377292,,residential,,True,False,46.776,"LINESTRING (-3.6264515 40.5442714, -3.6264772 40.54431, -3.6267013 40.5446468)",Calle Real cedula,,
85815745,,residential,,True,False,50.122,"LINESTRING (-3.6264515 40.5442714, -3.6265932 40.5442153, -3.6268626 40.5440793, -3.6269424 40.5440218)",Calle Juan XXIII,,
85815745,,residential,,True,False,70.036,"LINESTRING (-3.6256573 40.5444501, -3.6257684 40.5444335, -3.6264515 40.5442714)",Calle Juan XXIII,,
85815745,,residential,,True,False,62.491,"LINESTRING (-3.6249326 40.5445622, -3.6256573 40.5444501)",Calle Juan XXIII,,
86058790,,residential,,False,False,77.374,"LINESTRING (-3.6249326 40.5445622, -3.6254268 40.5439764)",Calle Cristo de los Remedios,,
86058790,,residential,,False,True,23.005,"LINESTRING (-3.6249326 40.5445622, -3.6247849 40.544736)",Calle Cristo de los Remedios,,
24377289,,residential,,True,False,36.836999999999996,"LINESTRING (-3.6257311 40.5447766, -3.6257239 40.5447446, -3.6256712 40.5445114, -3.6256573 40.5444501)",Calle Medina del Campo,,
24377290,,residential,,True,False,78.497,"LINESTRING (-3.6257311 40.5447766, -3.6256658 40.5447984, -3.6248233 40.5449204)",Calle Prensa,,
24377286,,residential,,False,True,16.459,"LINESTRING (-3.6283047 40.5443917, -3.6284466 40.5444931)",Calle Silvio Abad,,
24377286,,residential,,False,False,45.286,"LINESTRING (-3.6283047 40.5443917, -3.6281908 40.5443103, -3.6279144 40.5441126)",Calle Silvio Abad,,
24377290,,residential,,True,False,85.04100000000001,"LINESTRING (-3.6283047 40.5443917, -3.6282223 40.5444377, -3.6281848 40.544449, -3.6274057 40.5445547, -3.6273344 40.5445644)",Calle Prensa,,
24377305,,residential,,False,False,30.161,"LINESTRING (-3.6248233 40.5449204, -3.6249627 40.5451701)",Calle Higueras,,
24377305,,residential,,False,True,12.831,"LINESTRING (-3.6248233 40.5449204, -3.6247551 40.5448173)",Calle Higueras,,
24377290,,residential,,True,False,57.626999999999995,"LINESTRING (-3.6267013 40.5446468, -3.6260963 40.5447243, -3.6260288 40.544733)",Calle Prensa,,
24377294,,residential,,True,False,39.697,"LINESTRING (-3.6271804 40.5443296, -3.6269895 40.5440827, -3.6269424 40.5440218)",Calle Año 1492,,
24377290,,residential,,True,False,54.274,"LINESTRING (-3.6273344 40.5445644, -3.6267013 40.5446468)",Calle Prensa,,
24377294,,residential,,True,False,29.172,"LINESTRING (-3.6273344 40.5445644, -3.6272807 40.5444825, -3.6271804 40.5443296)",Calle Año 1492,,
24377286,,residential,,False,True,20.321,"LINESTRING (-3.6277434 40.5439841, -3.6279144 40.5441126)",Calle Silvio Abad,,
24377286,,residential,,False,False,46.152,"LINESTRING (-3.6277434 40.5439841, -3.6275982 40.5438829, -3.6273407 40.5437037)",Calle Silvio Abad,,
24377295,,residential,,True,False,61.634,"LINESTRING (-3.6277434 40.5439841, -3.6276802 40.5440374, -3.6275717 40.5441288, -3.6274908 40.5441804, -3.6273945 40.5442304, -3.6272825 40.544283, -3.6272376 40.5443035, -3.6271804 40.5443296)",Calle Jarama,,
