osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel,junction,access
77708121,True,,Carrer de Sant Joan,residential,,False,90.043,"LINESTRING (-0.3008538 39.6163456, -0.2998269 39.6161725)",,,,
23525613,True,,Plaza Pío XII,residential,,False,38.268,"LINESTRING (-0.3001058 39.6158912, -0.3002258 39.6155597)",,,,
23525614,False,,Plaza Pío XII,residential,,False,44.763,"LINESTRING (-0.3001058 39.6158912, -0.3005369 39.6159798, -0.3006011 39.6159479)",,,,
23525609,False,,Plaza San Juan de la Ribera,residential,,False,34.714,"LINESTRING (-0.3002258 39.6155597, -0.3006211 39.6156285)",,,,
23525613,True,,Plaza Pío XII,residential,,False,17.809,"LINESTRING (-0.3002258 39.6155597, -0.3001015 39.6155491, -0.3000277 39.6155781)",,,,
77707286,True,,Carrer de Palau,residential,,False,50.13,"LINESTRING (-0.3000277 39.6155781, -0.2994577 39.6154759)",,,,
77707279,True,,Plaza Pío XII,residential,,False,14.262,"LINESTRING (-0.2999458 39.6158557, -0.3001058 39.6158912)",,,,
77707278,True,,Plaza Pío XII,residential,,False,31.659,"LINESTRING (-0.2999458 39.6158557, -0.300024 39.6155961, -0.3000277 39.6155781)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,48.927,"LINESTRING (-0.2989827 39.6186172, -0.2991368 39.6181935)",,,,
77626324,True,,Carrer de Nicolau Factor,residential,,False,93.967,"LINESTRING (-0.2989827 39.6186172, -0.3000678 39.6187416)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,54.993,"LINESTRING (-0.2991368 39.6181935, -0.2992976 39.6177147)",,,,
77707769,True,,Carrer Verge al Peu de la Creu,residential,,False,50.169,"LINESTRING (-0.2991368 39.6181935, -0.2985564 39.6181329)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,55.374,"LINESTRING (-0.2992976 39.6177147, -0.2994519 39.6172311)",,,,
77621800,True,,Carrer les Germanes Martinez,residential,,False,90.68,"LINESTRING (-0.2992976 39.6177147, -0.3003468 39.6178235)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,53.45,"LINESTRING (-0.2994519 39.6172311, -0.2996242 39.6167691)",,,,
77621794,True,,Carrer d'en María Amigó,residential,,False,51.507,"LINESTRING (-0.2994519 39.6172311, -0.2988558 39.6171702)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,68.573,"LINESTRING (-0.2996242 39.6167691, -0.2998269 39.6161725)",,,,
77707766,True,,Carrer de Sant Vicent,residential,,False,86.316,"LINESTRING (-0.2996242 39.6167691, -0.3006081 39.6169368)",,,,
23525615,True,,Carrer del Mestre Martí,residential,,False,36.669,"LINESTRING (-0.2998269 39.6161725, -0.2999458 39.6158557)",,,,
77708121,True,,Carrer de Sant Joan,residential,,False,49.706,"LINESTRING (-0.2998269 39.6161725, -0.2992556 39.6160941)",,,,
23525616,True,,Carrer del Dr. Fleming,residential,,False,58.429,"LINESTRING (-0.3002001 39.6150697, -0.3000277 39.6155781)",,,,
1238455138,False,,Carrer de les Barreres,residential,,False,49.215,"LINESTRING (-0.3002001 39.6150697, -0.3007644 39.6151529)",,,,
1238455137,False,,Carrer de les Barreres,residential,,True,50.096,"LINESTRING (-0.3002001 39.6150697, -0.2999067 39.6149808, -0.2997858 39.6149132, -0.2997106 39.614841)",,,,
77621788,False,,Carrer de les Rotgeres,residential,,False,137.785,"LINESTRING (-0.2974954 39.6157597, -0.2976201 39.6145243)",,,,
23525617,False,,Carrer de Sant Joan,residential,,False,101.166,"LINESTRING (-0.2974954 39.6157597, -0.2983421 39.6159479, -0.2983707 39.6159534, -0.298633 39.6160038)",,,,
77621788,False,,Carrer de les Rotgeres,residential,,True,193.257,"LINESTRING (-0.2974954 39.6157597, -0.2974746 39.615863, -0.2974075 39.6165571, -0.2973095 39.6174915)",,,,
77621048,False,,Carrer Assali de Gudal,residential,,True,76.524,"LINESTRING (-0.298633 39.6160038, -0.2988525 39.6153367)",,,,
23525617,False,,Carrer de Sant Joan,residential,,False,54.587,"LINESTRING (-0.298633 39.6160038, -0.299118 39.6160963, -0.2992556 39.6160941)",,,,
23525617,False,,Carrer de Sant Joan,residential,,True,101.166,"LINESTRING (-0.298633 39.6160038, -0.2983707 39.6159534, -0.2983421 39.6159479, -0.2974954 39.6157597)",,,,
77621792,True,,Carrer la Plana,residential,,False,66.493,"LINESTRING (-0.2992556 39.6160941, -0.2990513 39.616671)",,,,
77707287,True,,Carrer Vicente Sebastia,residential,,False,70.887,"LINESTRING (-0.2992556 39.6160941, -0.2994577 39.6154759)",,,,
23525617,False,,Carrer de Sant Joan,residential,,True,54.587,"LINESTRING (-0.2992556 39.6160941, -0.299118 39.6160963, -0.298633 39.6160038)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,53.677,"LINESTRING (-0.3017187 39.6165207, -0.3017633 39.6160392)",,,,
77708121,True,,Carrer de Sant Joan,residential,,False,76.601,"LINESTRING (-0.3017187 39.6165207, -0.3009519 39.6163654, -0.3008538 39.6163456)",,,,
77707273,False,,Calle de la Torreta,residential,,True,45.235,"LINESTRING (-0.3025758 39.6166203, -0.3026875 39.6162227)",,,,
77708121,True,,Carrer de Sant Joan,residential,,False,74.247,"LINESTRING (-0.3025758 39.6166203, -0.3017187 39.6165207)",,,,
77708121,True,,Carrer de Sant Joan,residential,,False,66.295,"LINESTRING (-0.3033318 39.616748, -0.3025758 39.6166203)",,,,
1192219601,False,,Carrer de Sant Joan,residential,,True,4.003,"LINESTRING (-0.3033318 39.616748, -0.3033773 39.6167562)",,,,
1192219600,True,,Carrer de Sant Joan,residential,,False,87.368,"LINESTRING (-0.3043704 39.6169354, -0.3033773 39.6167562)",,,,
"[77707768, 77707274]",True,,"['Carrer de Coladers', 'Carrer de Sant Pere']","['residential', 'living_street']",10,False,135.801,"LINESTRING (-0.3043704 39.6169354, -0.3045568 39.6165399, -0.3035369 39.6163863)",,,,
77707268,False,,Passeig de la Constitució,residential,,False,46.762,"LINESTRING (-0.3046982 39.6169985, -0.3044959 39.6173891)",,,,
1192219600,True,,Carrer de Sant Joan,residential,,False,28.942,"LINESTRING (-0.3046982 39.6169985, -0.3043704 39.6169354)",,,,
"[77613369, 77613370, 77613375]",False,,"['Carrer de Sant Joan', 'Avinguda València']",residential,,True,131.01500000000001,"LINESTRING (-0.3046982 39.6169985, -0.3050953 39.6170498, -0.3053708 39.6171029, -0.3054816 39.6171242, -0.3058892 39.6171986, -0.3059866 39.6172207, -0.3061903 39.6172542)",,yes,,
77626321,False,,Carrer Riu Palancia,residential,,True,31.354,"LINESTRING (-0.299989 39.6190223, -0.2996268 39.6189815)",,,,
77626322,True,,Carrer Riu Palancia,residential,,False,70.405,"LINESTRING (-0.299989 39.6190223, -0.300803 39.6191103)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,31.934,"LINESTRING (-0.3000678 39.6187416, -0.299989 39.6190223)",,,,
77626324,True,,Carrer de Nicolau Factor,residential,,False,74.689,"LINESTRING (-0.3000678 39.6187416, -0.300931 39.6188367)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,49.347,"LINESTRING (-0.3001917 39.6183082, -0.3000678 39.6187416)",,,,
77707769,True,,Carrer Verge al Peu de la Creu,residential,,False,91.253,"LINESTRING (-0.3001917 39.6183082, -0.2991368 39.6181935)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,55.509,"LINESTRING (-0.3003468 39.6178235, -0.3001917 39.6183082)",,,,
77621800,True,,Carrer les Germanes Martinez,residential,,False,100.5,"LINESTRING (-0.3003468 39.6178235, -0.301508 39.617953)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,52.323,"LINESTRING (-0.3004864 39.6173654, -0.3003468 39.6178235)",,,,
77621794,True,,Carrer d'en María Amigó,residential,,False,89.861,"LINESTRING (-0.3004864 39.6173654, -0.2994519 39.6172311)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,33.608,"LINESTRING (-0.3005632 39.617069, -0.3004864 39.6173654)",,,,
77707760,True,,Travessera de l'Escorxador,residential,,False,84.05099999999999,"LINESTRING (-0.3005632 39.617069, -0.300986 39.6171271, -0.3011679 39.6171529, -0.3011157 39.6174326)",,,,
23525618,True,,Calle Obispo Amigo,residential,,False,15.195,"LINESTRING (-0.3006081 39.6169368, -0.3005632 39.617069)",,,,
23525646,True,,Carrer Cavallers,residential,,False,8.762,"LINESTRING (-0.3017738 39.6156476, -0.3018716 39.6156245)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,43.553,"LINESTRING (-0.3017633 39.6160392, -0.3017738 39.6156476)",,,,
77707274,True,,Carrer de Sant Pere,living_street,10,False,62.771,"LINESTRING (-0.3017633 39.6160392, -0.3015327 39.6160422, -0.3010372 39.6159793)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,35.911,"LINESTRING (-0.3016849 39.6168426, -0.3017187 39.6165207)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,71.696,"LINESTRING (-0.3015853 39.6174828, -0.3016849 39.6168426)",,,,
77621794,True,,Carrer d'en María Amigó,residential,,False,40.609,"LINESTRING (-0.3015853 39.6174828, -0.3011157 39.6174326)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,52.702,"LINESTRING (-0.301508 39.617953, -0.3015853 39.6174828)",,,,
77621800,True,,Carrer les Germanes Martinez,residential,,False,86.378,"LINESTRING (-0.301508 39.617953, -0.3025069 39.6180596)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,54.606,"LINESTRING (-0.3014174 39.6184391, -0.301508 39.617953)",,,,
77707769,True,,Carrer Verge al Peu de la Creu,residential,,False,105.991,"LINESTRING (-0.3014174 39.6184391, -0.3001917 39.6183082)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,49.35,"LINESTRING (-0.3013363 39.6188785, -0.3014174 39.6184391)",,,,
77626324,True,,Carrer de Nicolau Factor,residential,,False,85.415,"LINESTRING (-0.3013363 39.6188785, -0.3023242 39.6189832)",,,,
23525619,True,,Carrer de Morvedre,residential,,False,31.225,"LINESTRING (-0.3012985 39.6191578, -0.3013363 39.6188785)",,,,
77626319,True,,Carrer Riu Palancia,residential,,False,42.769,"LINESTRING (-0.3012985 39.6191578, -0.300803 39.6191103)",,,,
77621788,False,,Carrer de les Rotgeres,residential,,True,10.167,"LINESTRING (-0.2976153 39.6144331, -0.2976219 39.6145061, -0.2976201 39.6145243)",,,,
77706093,False,,Camí del Mar,tertiary,,False,141.256,"LINESTRING (-0.2976153 39.6144331, -0.2979919 39.6143719, -0.2983063 39.6143441, -0.2987331 39.6143139, -0.2992522 39.6143123)",2,,,
77706092,True,,Camí del Mar,tertiary,,False,23.317999999999998,"LINESTRING (-0.2992522 39.6143123, -0.2993045 39.6143269, -0.299328 39.6143335, -0.2993456 39.6143384, -0.2995039 39.6143919)",1,,,
77706093,False,,Camí del Mar,tertiary,,True,141.256,"LINESTRING (-0.2992522 39.6143123, -0.2987331 39.6143139, -0.2983063 39.6143441, -0.2979919 39.6143719, -0.2976153 39.6144331)",2,,,
23525634,True,,Carrer del Caminàs,tertiary,,False,29.339,"LINESTRING (-0.2998518 39.6144404, -0.3001859 39.6143823)",1,,,
23525631,True,,,tertiary,,False,14.021,"LINESTRING (-0.2998518 39.6144404, -0.2998883 39.6144092, -0.2999141 39.6143721, -0.2999276 39.6143314)",2,,roundabout,
23525631,True,,,tertiary,,False,9.961,"LINESTRING (-0.2999276 39.6143314, -0.2999276 39.6142866, -0.2999128 39.6142433)",2,,roundabout,
23525631,True,,,tertiary,,False,19.428,"LINESTRING (-0.299839 39.6141695, -0.2997718 39.6141428, -0.2996969 39.6141346, -0.2996228 39.6141459)",2,,roundabout,
23525631,True,,,tertiary,,False,14.209,"LINESTRING (-0.2996228 39.6141459, -0.2995519 39.6141791, -0.2995013 39.6142297)",2,,roundabout,
23525631,True,,,tertiary,,False,18.679000000000002,"LINESTRING (-0.2995013 39.6142297, -0.2994791 39.614283, -0.29948 39.614339, -0.2995039 39.6143919)",2,,roundabout,
23525632,True,,Camí del Mar,tertiary,,False,23.258,"LINESTRING (-0.2995013 39.6142297, -0.2993424 39.6142877, -0.2993182 39.6142943, -0.2992945 39.6143008, -0.2992522 39.6143123)",1,,,
23525631,True,,,tertiary,,False,11.135000000000002,"LINESTRING (-0.2995039 39.6143919, -0.2995427 39.6144321, -0.2995947 39.6144621)",2,,roundabout,
23525631,True,,,tertiary,,False,16.847,"LINESTRING (-0.2995947 39.6144621, -0.2996562 39.6144796, -0.2997216 39.6144828, -0.2997855 39.6144714)",2,,roundabout,
23525647,True,,Carrer de les Barreres,residential,,False,25.605999999999998,"LINESTRING (-0.2995947 39.6144621, -0.2996383 39.6145392, -0.2996573 39.6145781, -0.2996649 39.6146215, -0.2996662 39.6146501, -0.2996784 39.6146809)",,,,
23525635,True,,Carrer del Caminàs,tertiary,,False,22.942999999999998,"LINESTRING (-0.3001859 39.6143823, -0.3000387 39.6143634, -0.2999276 39.6143314)",1,,,
"[1093505040, 1093505039]",False,,Carrer del Caminàs,tertiary,,False,31.936,"LINESTRING (-0.3001859 39.6143823, -0.3002887 39.6143918, -0.3004361 39.6144163, -0.3004626 39.6144212, -0.3005513 39.6144377)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,True,37.107,"LINESTRING (-0.3009757 39.6145046, -0.3005513 39.6144377)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,False,108.264,"LINESTRING (-0.3009757 39.6145046, -0.3010538 39.6145168, -0.3022199 39.6146757)",2,,,
77708797,True,,Carrer de Calderón de la Barca,residential,,False,14.435,"LINESTRING (-0.3022199 39.6146757, -0.3022929 39.6145587)",,,,
23525636,False,,Carrer del Caminàs,tertiary,,False,82.53999999999999,"LINESTRING (-0.3022199 39.6146757, -0.302588 39.6147284, -0.3028237 39.6147595, -0.3031677 39.6148094)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,True,108.264,"LINESTRING (-0.3022199 39.6146757, -0.3010538 39.6145168, -0.3009757 39.6145046)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,False,79.30600000000001,"LINESTRING (-0.3031677 39.6148094, -0.3032255 39.6148177, -0.3034952 39.6148566, -0.3037105 39.6148868, -0.3040777 39.6149407)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,True,82.53999999999999,"LINESTRING (-0.3031677 39.6148094, -0.3028237 39.6147595, -0.302588 39.6147284, -0.3022199 39.6146757)",2,,,
77708780,False,,Carrer de Vicente Aleixandre,residential,,True,105.273,"LINESTRING (-0.3031677 39.6148094, -0.3031888 39.6147076, -0.3033382 39.6139849, -0.3033638 39.6138748)",,,,
23525636,False,,Carrer del Caminàs,tertiary,,False,84.614,"LINESTRING (-0.3040777 39.6149407, -0.3041985 39.6149575, -0.3044668 39.6149952, -0.3047052 39.6150286, -0.3049374 39.6150585, -0.3050513 39.6150682)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,True,79.30600000000001,"LINESTRING (-0.3040777 39.6149407, -0.3037105 39.6148868, -0.3034952 39.6148566, -0.3032255 39.6148177, -0.3031677 39.6148094)",2,,,
77707265,True,,Carrer de la Font,residential,,False,28.228,"LINESTRING (-0.3040777 39.6149407, -0.3040648 39.6149891, -0.3040091 39.615189)",,,,
77708808,True,,Carrer Miajadas,residential,,False,114.47,"LINESTRING (-0.3040777 39.6149407, -0.3041501 39.6148425, -0.3043047 39.6141308, -0.3043552 39.6139398)",,,,
678603864,False,,Carrer del Caminàs,tertiary,,False,13.293,"LINESTRING (-0.3050513 39.6150682, -0.3052064 39.6150723)",2,,,
23525636,False,,Carrer del Caminàs,tertiary,,True,84.614,"LINESTRING (-0.3050513 39.6150682, -0.3049374 39.6150585, -0.3047052 39.6150286, -0.3044668 39.6149952, -0.3041985 39.6149575, -0.3040777 39.6149407)",2,,,
77461959,False,,Carrer del Caminàs,tertiary,,False,41.843,"LINESTRING (-0.3075117 39.6154129, -0.3077583 39.6154618, -0.3079845 39.6155075)",2,,,
"[678603862, 77461958, 77461959]",False,,Carrer del Caminàs,tertiary,,True,201.241,"LINESTRING (-0.3075117 39.6154129, -0.3064559 39.615245, -0.306291 39.6152214, -0.3058865 39.6151499, -0.305472 39.6150893, -0.305385 39.6150808, -0.3052995 39.6150758, -0.3052064 39.6150723)",2,yes,,
77614139,False,,Carrer Nord,residential,,True,123.37800000000001,"LINESTRING (-0.3075117 39.6154129, -0.3074407 39.6154746, -0.3073852 39.615465, -0.3066011 39.6153279, -0.306438 39.6153036, -0.3063184 39.6155208)",,,,
1213526109,False,,Calle del Caminás,tertiary,,True,4.198,"LINESTRING (-0.3080307 39.6155201, -0.3079845 39.6155075)",2,,,
23525641,True,,Carrer del Caminàs,tertiary,,False,29.365000000000002,"LINESTRING (-0.3080307 39.6155201, -0.3081861 39.6155767, -0.3082936 39.6156137, -0.3083425 39.6156298)",1,,,
23525638,True,,,tertiary,,False,7.872,"LINESTRING (-0.3085777 39.6156633, -0.3085886 39.6156424, -0.308591 39.6156163, -0.308577 39.615597)",1,,roundabout,
23525638,True,,,tertiary,,False,8.027000000000001,"LINESTRING (-0.308577 39.615597, -0.3085538 39.6155829, -0.308493 39.6155671)",1,,roundabout,
23525638,True,,,tertiary,,False,8.366,"LINESTRING (-0.3083663 39.615562, -0.3083497 39.6155759, -0.3083361 39.6156022, -0.3083425 39.6156298)",1,,roundabout,
23525640,True,,Carrer del Caminàs,tertiary,,False,29.134999999999998,"LINESTRING (-0.3083663 39.615562, -0.308184 39.6155352, -0.3080307 39.6155201)",1,,,
23525638,True,,,tertiary,,False,19.522000000000002,"LINESTRING (-0.3083548 39.6156431, -0.3083903 39.6156593, -0.3085082 39.6156783, -0.3085442 39.6156798, -0.3085714 39.6156698)",1,,roundabout,
77613374,True,,Avinguda de la Mancomunitat de l'Horta Nord,residential,,False,23.896,"LINESTRING (-0.3083548 39.6156431, -0.3083395 39.6156821, -0.3082711 39.6158481)",,,,
23525646,True,,Carrer Cavallers,residential,,False,29.309,"LINESTRING (-0.3021348 39.614931, -0.3022199 39.6146757)",,,,
77707275,True,,Carrer de Sant Antoni,residential,,False,108.007,"LINESTRING (-0.3021348 39.614931, -0.3008927 39.6147639)",,,,
23525646,True,,Carrer Cavallers,residential,,False,45.066,"LINESTRING (-0.3019716 39.6153163, -0.3021348 39.614931)",,,,
77707277,True,,Carrer de les Barreres,residential,,False,44.311,"LINESTRING (-0.3019716 39.6153163, -0.3024756 39.6154061)",,,,
23525646,True,,Carrer Cavallers,residential,,False,35.325,"LINESTRING (-0.3018716 39.6156245, -0.3019716 39.6153163)",,,,
77707272,True,,Carrer de Sant Miguel,residential,,False,44.061,"LINESTRING (-0.3018716 39.6156245, -0.3023661 39.6157336)",,,,
23525648,True,,Carrer de les Barreres,residential,,False,25.266999999999996,"LINESTRING (-0.2996784 39.6146809, -0.2996961 39.6146536, -0.299704 39.6146166, -0.2997202 39.6145669, -0.2997531 39.6145218, -0.2997855 39.6144714)",,,,
23525649,False,,Carrer de les Barreres,residential,,False,18.171,"LINESTRING (-0.2996784 39.6146809, -0.2996777 39.6147458, -0.2997106 39.614841)",,,,
23525649,False,,Carrer de les Barreres,residential,,True,18.171,"LINESTRING (-0.2997106 39.614841, -0.2996777 39.6147458, -0.2996784 39.6146809)",,,,
77707288,False,,Camí de la Mar,residential,,True,184.543,"LINESTRING (-0.2997106 39.614841, -0.2996203 39.6148259, -0.2995469 39.6147802, -0.2994871 39.6147492, -0.2994252 39.6147295, -0.2977335 39.6145154, -0.2976849 39.6145167, -0.2976201 39.6145243)",,,,
1238455137,False,,Carrer de les Barreres,residential,,False,50.096000000000004,"LINESTRING (-0.2997106 39.614841, -0.2997858 39.6149132, -0.2999067 39.6149808, -0.3002001 39.6150697)",,,,
23525650,False,,Carrer del Puig,residential,,True,54.29,"LINESTRING (-0.3007644 39.6151529, -0.3006211 39.6156285)",,,,
77707282,True,,Carrer del Puig,residential,,False,44.629,"LINESTRING (-0.3007644 39.6151529, -0.3008927 39.6147639)",,,,
1238455138,False,,Carrer de les Barreres,residential,,True,49.215,"LINESTRING (-0.3007644 39.6151529, -0.3002001 39.6150697)",,,,
77707277,True,,Carrer de les Barreres,residential,,False,105.025,"LINESTRING (-0.3007644 39.6151529, -0.3014982 39.6152404, -0.3019716 39.6153163)",,,,
77707277,True,,Carrer de les Barreres,residential,,False,43.818,"LINESTRING (-0.3024756 39.6154061, -0.3029735 39.6154965)",,,,
77707270,True,,Carrer de Sant Josep,residential,,False,47.181,"LINESTRING (-0.3024756 39.6154061, -0.3025695 39.6152057, -0.3026445 39.6150025)",,,,
77707271,False,,Carrer Don Paco Roca,residential,,False,38.315,"LINESTRING (-0.3029735 39.6154965, -0.3028625 39.6158303)",,,,
77707271,False,,Carrer Don Paco Roca,residential,,True,48.496,"LINESTRING (-0.3029735 39.6154965, -0.3031279 39.6150769)",,,,
77707277,True,,Carrer de les Barreres,residential,,False,80.487,"LINESTRING (-0.3029735 39.6154965, -0.3038898 39.6156568)",,,,
77461955,True,,Avinguda de la Llibertat,residential,,False,27.252,"LINESTRING (-0.3074227 39.6140459, -0.3071109 39.6139972)",,,,
1213526108,True,,Carrer de Gutiérrez Mellado,residential,,False,48.185,"LINESTRING (-0.3074227 39.6140459, -0.3072758 39.6144642)",,,,
77617222,True,,Carrer de Gutiérrez Mellado,residential,,False,113.523,"LINESTRING (-0.3074227 39.6140459, -0.3076803 39.6134096, -0.3077193 39.6133096, -0.3077881 39.6130653)",,,,
77465925,True,,Carrer de Buenos Aires,residential,,False,46.251,"LINESTRING (-0.3073745 39.6209195, -0.3078788 39.6210682)",1,,,
"[77464274, 77461964]",True,,Carrer Picaio,residential,,False,112.22,"LINESTRING (-0.3073745 39.6209195, -0.3075354 39.620217, -0.3076423 39.6199645, -0.3076781 39.619952)",,,,
77464264,True,,,residential,,False,55.115999999999985,"LINESTRING (-0.305535 39.6201288, -0.3055774 39.6201468, -0.3056252 39.6201526, -0.3056797 39.6201432, -0.3057198 39.6201223, -0.3057481 39.620092, -0.3057617 39.6200527, -0.3057567 39.6200156, -0.3057216 39.6199695, -0.305682 39.619948, -0.3056583 39.6199431, -0.3056353 39.6199383, -0.305587 39.6199414, -0.3055593 39.6199495, -0.3055207 39.619972)",,,roundabout,
77594412,True,,Avinguda dels Collidors,residential,,False,21.492,"LINESTRING (-0.3055207 39.619972, -0.3052747 39.6200101)",1,,,
77464264,True,,,residential,,False,15.004,"LINESTRING (-0.3055207 39.619972, -0.3054943 39.6200032, -0.3054856 39.6200253, -0.3054851 39.6200626, -0.3055011 39.6200978)",,,roundabout,
77464264,True,,,residential,,False,4.507,"LINESTRING (-0.3055011 39.6200978, -0.305535 39.6201288)",,,roundabout,
23308813,False,CV-3007,Carretera de Barcelona,secondary,50,True,86.408,"LINESTRING (-0.3076377 39.6197272, -0.3075721 39.6198705, -0.3075327 39.6199486, -0.3074356 39.6201189, -0.3073544 39.6202218, -0.3071921 39.6204207)",,,,
77464275,False,CV-3007,Avinguda dels Hostalets,secondary,50,False,221.789,"LINESTRING (-0.3076377 39.6197272, -0.3077165 39.6195596, -0.3084309 39.6180103, -0.3085078 39.6178486)",2,,,
77465923,True,,Carrer Mallaeta,residential,,False,32.371,"LINESTRING (-0.3076781 39.619952, -0.3080504 39.6200021)",,,,
77464274,True,,Carrer Picaio,residential,,False,28.742,"LINESTRING (-0.3076781 39.619952, -0.3077015 39.6198096, -0.3077094 39.6197585, -0.3076377 39.6197272)",,,,
77464825,True,,Carrer d'Altamira,residential,,False,93.319,"LINESTRING (-0.3081148 39.6211509, -0.3085761 39.6203906)",,,,
77465926,True,,Carrer d'el Convent,residential,,False,23.026,"LINESTRING (-0.3080504 39.6200021, -0.3080173 39.6202076)",,,,
77570397,False,,Carrer Mallaeta,residential,,False,14.157,"LINESTRING (-0.3080504 39.6200021, -0.3082056 39.6200459)",,,,
77465925,True,,Carrer de Buenos Aires,residential,,False,22.207,"LINESTRING (-0.3078788 39.6210682, -0.3081148 39.6211509)",1,,,
77465926,True,,Carrer d'el Convent,residential,,False,96.427,"LINESTRING (-0.3080173 39.6202076, -0.3078788 39.6210682)",,,,
77465929,True,,Carrer en Lluis Vives,residential,,False,52.008,"LINESTRING (-0.3080173 39.6202076, -0.3085761 39.6203906)",,,,
77570397,False,,Carrer Mallaeta,residential,,True,14.157,"LINESTRING (-0.3082056 39.6200459, -0.3080504 39.6200021)",,,,
77570428,True,,Carrer del Cid,residential,,False,74.188,"LINESTRING (-0.3085226 39.619425, -0.3082056 39.6200459)",,,,
77594407,True,,Carrer de la Font de Mora,residential,,False,54.359,"LINESTRING (-0.3034556 39.6200076, -0.3035666 39.6201204, -0.3037442 39.6202057, -0.3038303 39.6202471, -0.3039382 39.6202735, -0.3039638 39.6202798)",1,,,
77594569,False,,,unclassified,,False,300.605,"LINESTRING (-0.3034556 39.6200076, -0.3034698 39.6198604, -0.3036737 39.6195464, -0.3043925 39.6187447, -0.3047787 39.6183232, -0.3052401 39.6177034)",,,,
77594570,True,,Carrer Font de Mora,residential,,False,143.741,"LINESTRING (-0.3047432 39.6197781, -0.3048909 39.6196956, -0.3050255 39.6196125, -0.3058963 39.6189208, -0.3058871 39.6188655)",,,,
