osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,access,maxspeed,junction
175997539,True,Travesía Rúa Atranco,residential,False,116.702,"LINESTRING (-8.7778508 42.2644123, -8.7778757 42.2645772, -8.77786 42.2649153, -8.7778346 42.2650624, -8.7777472 42.2654541)",,,,,
282310083,False,Avenida de Ourense,primary,False,147.862,"LINESTRING (-8.7778508 42.2644123, -8.7777043 42.26444, -8.7775632 42.2644667, -8.7773087 42.2645126, -8.7771222 42.2645197, -8.7768832 42.2644929, -8.7765849 42.2644105, -8.7761974 42.2643034, -8.7761248 42.2642833)",2,PO-551,yes,,
282310083,False,Avenida de Ourense,primary,True,108.86,"LINESTRING (-8.7778508 42.2644123, -8.7779746 42.2643878, -8.7782289 42.2643336, -8.7785367 42.264268, -8.7789791 42.2642218, -8.7791402 42.2642034)",2,PO-551,yes,,
282310083,False,Avenida de Ourense,primary,False,116.63300000000001,"LINESTRING (-8.7753852 42.2638709, -8.775259 42.2638141, -8.7751573 42.2637783, -8.7750028 42.2637455, -8.774916 42.2637312, -8.7746396 42.2636959, -8.7740215 42.2636186)",2,PO-551,yes,,
282310083,False,Avenida de Ourense,primary,True,76.214,"LINESTRING (-8.7753852 42.2638709, -8.775511 42.2639421, -8.7757409 42.2640743, -8.775941 42.2641865, -8.776097 42.2642686, -8.7761248 42.2642833)",2,PO-551,yes,,
282310083,False,Avenida de Ourense,primary,True,3.979,"LINESTRING (-8.7739739 42.2636123, -8.7740215 42.2636186)",2,PO-551,yes,,
175997538,False,,residential,False,21.357,"LINESTRING (-8.7739739 42.2636123, -8.7739568 42.2636734, -8.7739214 42.2638004)",,,,,
1097499252,False,Avenida de Ourense,primary,False,16.063,"LINESTRING (-8.7796695 42.2641414, -8.7794761 42.264161)",,PO-551,yes,,
"[244262944, 22974723, 1097499253]",False,"['Paseo Castelao', 'Rúa Méndez Núñez']",primary,True,62.456,"LINESTRING (-8.7796695 42.2641414, -8.779887 42.2641285, -8.7799768 42.2641196, -8.7801112 42.2641013, -8.7801742 42.2640837, -8.780285 42.2640382, -8.7803894 42.2639952)",,PO-551,yes,,
"[22979734, 1097499254]",True,Avenida de Marín,residential,False,79.42699999999999,"LINESTRING (-8.7796695 42.2641414, -8.7796624 42.2641978, -8.7796535 42.2642689, -8.7796433 42.2643877, -8.7795944 42.2647592, -8.7795821 42.2648527)",,,,,
22979734,True,Avenida de Marín,residential,False,65.38900000000001,"LINESTRING (-8.7795821 42.2648527, -8.779559 42.2649324, -8.7794137 42.2654274)",,,,,
242840367,True,Rúa Baiona,residential,False,59.157,"LINESTRING (-8.7795821 42.2648527, -8.7794512 42.2648357, -8.7791044 42.2647913, -8.7788738 42.2647617)",,,,,
243649765,False,Rúa Baiona,residential,False,44.733,"LINESTRING (-8.7795821 42.2648527, -8.7796702 42.2648593, -8.780125 42.2648706)",,,,,
22980018,False,Avenida de Galicia,residential,True,48.777,"LINESTRING (-8.7784621 42.2664187, -8.7785242 42.2664315, -8.7790282 42.2665487)",,,,,
256022865,True,,residential,False,60.67,"LINESTRING (-8.7784621 42.2664187, -8.7784203 42.2663817, -8.7783915 42.2663312, -8.7783609 42.2662637, -8.7783452 42.2661948, -8.7783509 42.2660902, -8.778363 42.2659705, -8.778387 42.2658958)",,,,,
256022865,True,,residential,False,47.19,"LINESTRING (-8.778387 42.2658958, -8.7784403 42.2657791, -8.7785411 42.2656179, -8.7785511 42.2655569, -8.778532 42.2654964)",,,,,
53820704,True,Rúa Atranco,residential,False,64.807,"LINESTRING (-8.778532 42.2654964, -8.7780347 42.2654579, -8.7777472 42.2654541)",1,,,,
258354262,True,Rúa Noria,residential,False,23.55,"LINESTRING (-8.778532 42.2654964, -8.7785099 42.2653914, -8.7784961 42.2653377, -8.7785016 42.265287)",,,,,
282310083,False,Avenida de Ourense,primary,False,108.86,"LINESTRING (-8.7791402 42.2642034, -8.7789791 42.2642218, -8.7785367 42.264268, -8.7782289 42.2643336, -8.7779746 42.2643878, -8.7778508 42.2644123)",2,PO-551,yes,,
1097499251,False,Avenida de Ourense,primary,True,28.045,"LINESTRING (-8.7791402 42.2642034, -8.7792732 42.2641844, -8.7794761 42.264161)",,PO-551,yes,,
244262944,False,Paseo Castelao,primary,False,144.608,"LINESTRING (-8.7835175 42.2634956, -8.7834055 42.2635462, -8.7832757 42.2635839, -8.7831323 42.2636077, -8.7828279 42.2636339, -8.7827494 42.2636373, -8.7824092 42.2636514, -8.7820763 42.2636637, -8.7817962 42.2636751)",,PO-551,yes,,
244262944,False,Paseo Castelao,primary,True,39.769999999999996,"LINESTRING (-8.7835175 42.2634956, -8.783581 42.263449, -8.7836556 42.2633923, -8.7838295 42.2632565, -8.783853 42.2632382)",,PO-551,yes,,
1108259528,True,Avenida Eduardo Vicenti,residential,False,47.27499999999999,"LINESTRING (-8.7835175 42.2634956, -8.7835699 42.2635466, -8.7836761 42.2635618, -8.7839636 42.2635288, -8.7840175 42.2635128, -8.784046 42.2635043)",,,,,
258354262,True,Rúa Noria,residential,False,66.876,"LINESTRING (-8.7788738 42.2647617, -8.7789367 42.2646732, -8.7791045 42.2644007, -8.7791424 42.2643185, -8.7791414 42.2642665, -8.7791402 42.2642034)",,,,,
"[241375875, 290149717]",True,Rúa de Antonio Nores,residential,False,70.497,"LINESTRING (-8.7816283 42.2649105, -8.7815698 42.2653284, -8.7815508 42.2655418)",,,,,
"[264832304, 243649765]",False,Rúa Baiona,residential,False,127.026,"LINESTRING (-8.7816283 42.2649105, -8.7821207 42.2649459, -8.7821913 42.2649547, -8.7822132 42.2649623, -8.7822532 42.2649882, -8.7822754 42.2650252, -8.7822958 42.2655057, -8.7822961 42.2655777, -8.7822983 42.2656505)",,,,,
243649765,False,Rúa Baiona,residential,True,85.58,"LINESTRING (-8.7816283 42.2649105, -8.7812457 42.2648975, -8.7805894 42.2648753)",,,,,
244262944,False,Paseo Castelao,primary,False,21.361,"LINESTRING (-8.7843399 42.2628441, -8.7841623 42.2629842)",,PO-551,yes,,
244262943,False,Avenida do 25 de Xullo,primary,True,105.036,"LINESTRING (-8.7843399 42.2628441, -8.7847218 42.2625392, -8.7849037 42.2623866, -8.7850908 42.2621775, -8.7851414 42.262113)",,PO-551,yes,,
"[1108259532, 244262943]",False,"['Avenida do 25 de Xullo', 'Avenida Montero Ríos']",primary,False,38.006,"LINESTRING (-8.7852753 42.261786, -8.7852488 42.2618607, -8.7851876 42.2620121, -8.7851414 42.262113)",,PO-551,yes,,
"[267577867, 1108259533]",False,Avenida Montero Ríos,primary,True,120.673,"LINESTRING (-8.7852753 42.261786, -8.785304 42.2616981, -8.7853541 42.2614951, -8.785436 42.2610644, -8.7854859 42.2607554, -8.7854915 42.2607133)",,PO-551,yes,,
