osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,access,junction
413813305,False,2,GC-15,Calle Calvo Sotelo,primary,40,True,34.16,"LINESTRING (-15.4982554 28.0329923, -15.4984327 28.0329716, -15.4985877 28.0329117)",,
1120566637,False,,GC-320,Paseo de Guiniguada,secondary,,True,43.229,"LINESTRING (-15.4982554 28.0329923, -15.4982117 28.0331547, -15.4980662 28.0333356)",,
46677642,True,,,Calle Presbítero Blas Marrero,residential,,False,17.587,"LINESTRING (-15.4998571 28.035368, -15.4997169 28.0352695)",,
"[413813324, 46677645]",True,,,"['Calle Nueva', 'Calle Ramón y Cajal']",residential,,False,90.815,"LINESTRING (-15.4998571 28.035368, -15.5001914 28.0349828, -15.5001119 28.0348022, -15.5000698 28.0347361, -15.5000157 28.0346967)",,
46677642,True,,,Calle Presbítero Blas Marrero,residential,,False,17.925,"LINESTRING (-15.4995786 28.0351815, -15.4994329 28.0350843)",,
46677646,True,,,Calle Joaquín Costa,residential,,False,115.59,"LINESTRING (-15.4995786 28.0351815, -15.4988634 28.0360074)",,
46677647,True,,,Calle Juan Morales Navarro,residential,,False,73.995,"LINESTRING (-15.4986335 28.0345581, -15.4989974 28.0341039, -15.4990038 28.0339949)",yes,
47133167,True,,,Calle Gonzalo Medina,residential,,False,69.751,"LINESTRING (-15.4987462 28.0354133, -15.499174 28.0349124)",,
46677643,True,,,Calle Maestro Terron Sobrado,residential,,False,35.391,"LINESTRING (-15.4981984 28.0350657, -15.4983006 28.0351323, -15.4984882 28.0352551)",,
46677647,True,,,Calle Juan Morales Navarro,residential,,False,70.817,"LINESTRING (-15.4981984 28.0350657, -15.4984921 28.0347068, -15.4986335 28.0345581)",yes,
46677645,True,,,Calle Nueva,residential,,False,32.493,"LINESTRING (-15.4995943 28.0344024, -15.4993352 28.0342205)",,
46677645,True,,,Calle Nueva,residential,,False,52.74,"LINESTRING (-15.5000157 28.0346967, -15.4995943 28.0344024)",,
251373776,False,,,Calle Heredad de Satautejo y La Higuera,residential,,False,22.118,"LINESTRING (-15.5000157 28.0346967, -15.500181 28.0345615)",,
46677646,True,,,Calle Joaquín Costa,residential,,False,69.905,"LINESTRING (-15.5000157 28.0346967, -15.4999855 28.0347348, -15.4996449 28.035158, -15.4995786 28.0351815)",,
251373770,True,,,Calle Circunvalación,residential,,False,23.803,"LINESTRING (-15.4988634 28.0360074, -15.4991055 28.03602)",,
113813565,False,,,Calle Circunvalación,residential,,False,34.392,"LINESTRING (-15.4983117 28.0359744, -15.4980409 28.0357781)",,
47133167,True,,,Calle Gonzalo Medina,residential,,False,75.58,"LINESTRING (-15.4983117 28.0359744, -15.4983888 28.0358686, -15.4987462 28.0354133)",,
251373770,True,,,Calle Circunvalación,residential,,False,36.549,"LINESTRING (-15.4983117 28.0359744, -15.4984387 28.0359911, -15.4984968 28.0359903, -15.4986825 28.0359976)",,
113813565,False,,,Calle Circunvalación,residential,,True,6.133,"LINESTRING (-15.4977682 28.0355798, -15.4978083 28.0356221)",,
46677647,True,,,Calle Juan Morales Navarro,residential,,False,71.072,"LINESTRING (-15.4977682 28.0355798, -15.49783 28.03551, -15.4981392 28.0351382, -15.4981984 28.0350657)",yes,
113813565,False,,,Calle Circunvalación,residential,,False,136.32100000000003,"LINESTRING (-15.4977682 28.0355798, -15.4973013 28.035247, -15.4968341 28.0349055, -15.4966885 28.0348088)",,
99248471,False,,GC-320,Paseo de Guiniguada,secondary,,False,69.882,"LINESTRING (-15.4966885 28.0348088, -15.4967298 28.0347607, -15.4969605 28.0345169, -15.4970021 28.0344617, -15.4970323 28.0344025, -15.4970599 28.0343263, -15.4970684 28.0342878)",,
99248471,False,,GC-320,Paseo de Guiniguada,secondary,,True,59.917,"LINESTRING (-15.4966885 28.0348088, -15.4965865 28.0349187, -15.4964235 28.0350818, -15.4962755 28.0352046)",,
113813565,False,,,Calle Circunvalación,residential,,True,136.321,"LINESTRING (-15.4966885 28.0348088, -15.4968341 28.0349055, -15.4973013 28.035247, -15.4977682 28.0355798)",,
251373776,False,,,Calle Heredad de Satautejo y La Higuera,residential,,False,10.777,"LINESTRING (-15.500181 28.0345615, -15.5002806 28.0345207)",,
251373776,False,,,Calle Heredad de Satautejo y La Higuera,residential,,True,22.118,"LINESTRING (-15.500181 28.0345615, -15.5000157 28.0346967)",,
113813565,False,,,Calle Circunvalación,residential,,False,6.133,"LINESTRING (-15.4978083 28.0356221, -15.4977682 28.0355798)",,
47133165,True,,,Calle Concejal Antonio González,residential,,False,64.551,"LINESTRING (-15.4978083 28.0356221, -15.4977612 28.0357149, -15.4974163 28.0360845)",,
113813565,False,,,Calle Circunvalación,residential,,True,28.682,"LINESTRING (-15.4978083 28.0356221, -15.4978571 28.0356584, -15.4980409 28.0357781)",,
47133165,True,,,Calle Concejal Antonio González,residential,,False,43.794,"LINESTRING (-15.4974163 28.0360845, -15.4972792 28.0364593)",,
248096806,False,,,Calle Doctor Juan González Rosales,residential,,False,63.858000000000004,"LINESTRING (-15.4974163 28.0360845, -15.4973631 28.0360342, -15.4970033 28.0357651, -15.4969249 28.0357088)",,
47133165,True,,,Calle Concejal Antonio González,residential,,False,3.802,"LINESTRING (-15.4971848 28.0367557, -15.497176 28.036789)",,
99248471,False,,GC-320,Paseo de Guiniguada,secondary,,False,29.814999999999998,"LINESTRING (-15.495608 28.03614, -15.4956585 28.0359681, -15.4956906 28.0358821)",,
99248471,False,,GC-320,Paseo de Guiniguada,secondary,,True,197.64000000000001,"LINESTRING (-15.495608 28.03614, -15.4955479 28.0363264, -15.4953923 28.0367619, -15.4953011 28.0369454, -15.4947689 28.0375767, -15.4946949 28.0377002)",,
113813566,True,,,Calle Acequia de Tafira,residential,,False,169.45799999999997,"LINESTRING (-15.495608 28.03614, -15.4960433 28.0362714, -15.4968996 28.0366336, -15.4971848 28.0367557)",,
46677645,True,,,Calle Nueva,residential,,False,41.076,"LINESTRING (-15.4993352 28.0342205, -15.4991653 28.0341045, -15.4990038 28.0339949)",,
