osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,junction,ref
152105256,unclassified,False,True,19.127,"LINESTRING (-1.305486 38.1191121, -1.3055778 38.1191265, -1.3056046 38.1191011, -1.3055912 38.1190366)",,,,,
393011298,primary,False,False,19.826,"LINESTRING (-1.305486 38.1191121, -1.3054305 38.1190839, -1.3052956 38.1190154)",2,Avenida Daniel Ayala,,,
393011298,primary,False,True,22.875,"LINESTRING (-1.305486 38.1191121, -1.3055168 38.1191271, -1.3057084 38.1192203)",2,Avenida Daniel Ayala,,,
393011298,primary,False,True,81.038,"LINESTRING (-1.3044105 38.1185807, -1.3051972 38.1189655)",2,Avenida Daniel Ayala,,,
154035791,residential,False,True,27.497,"LINESTRING (-1.3044105 38.1185807, -1.3043994 38.1186028, -1.3043898 38.1186262, -1.3043001 38.1188122)",,Calle Moscú,30,,
393011298,primary,False,False,105.72999999999999,"LINESTRING (-1.3044105 38.1185807, -1.3043437 38.1185497, -1.3040635 38.1184572, -1.3036937 38.1183758, -1.3032611 38.1183001)",2,Avenida Daniel Ayala,,,
151749671,primary,False,False,41.826,"LINESTRING (-1.3061533 38.1160833, -1.3057902 38.116328)",,Avenida Antonete Gálvez,30,,
151749671,primary,False,True,38.071,"LINESTRING (-1.3061533 38.1160833, -1.3064861 38.1158627)",,Avenida Antonete Gálvez,30,,
152105238,residential,True,False,77.335,"LINESTRING (-1.3061533 38.1160833, -1.3067344 38.1166074)",,Calle Orquídea,,,
152522235,residential,False,True,114.659,"LINESTRING (-1.3061533 38.1160833, -1.3058493 38.115824, -1.3053799 38.1161418, -1.30524 38.1162981)",,Calle Dulcinea,,,
151749670,primary,False,True,16.418,"LINESTRING (-1.3030181 38.1181501, -1.3031655 38.1180587)",,Avenida Antonete Gálvez,30,,
28890968,primary,True,False,16.424,"LINESTRING (-1.3030181 38.1181501, -1.3029627 38.1181273, -1.3029002 38.1181302, -1.3028486 38.1181581)",1,,30,roundabout,
28890968,primary,True,False,7.492,"LINESTRING (-1.302978 38.1183037, -1.3030149 38.1182866, -1.3030415 38.1182602)",1,,30,roundabout,
154035796,residential,True,False,26.125,"LINESTRING (-1.302978 38.1183037, -1.303016 38.1183415, -1.3032504 38.118371)",,Calle París,,,
28890963,primary,True,False,32.775,"LINESTRING (-1.3028486 38.1181581, -1.3027804 38.1181748, -1.3024783 38.1181543)",,Avenida Daniel Ayala,,,
28890968,primary,True,False,7.147,"LINESTRING (-1.3028486 38.1181581, -1.3028282 38.1181859, -1.3028212 38.1182176)",1,,30,roundabout,
393011298,primary,False,True,19.717,"LINESTRING (-1.3030415 38.1182602, -1.3032611 38.1183001)",2,Avenida Daniel Ayala,,,
28890968,primary,True,False,13.232,"LINESTRING (-1.3030415 38.1182602, -1.3030549 38.118222, -1.3030466 38.1181829, -1.3030181 38.1181501)",1,,30,roundabout,
28890968,primary,True,False,10.467,"LINESTRING (-1.3028238 38.1182365, -1.3028509 38.1182785, -1.3029008 38.1183044)",1,,30,roundabout,
152107971,residential,True,False,20.014,"LINESTRING (-1.3028238 38.1182365, -1.3027949 38.118276, -1.302665 38.1183633)",,Calle Vicente Aleixandre,,,
143753949,primary,False,False,18.354,"LINESTRING (-1.2987363 38.1173351, -1.2986809 38.1171759)",2,Avenida del Carril,,,T-554
1148781398,primary,True,False,17.143,"LINESTRING (-1.2987363 38.1173351, -1.2987472 38.1173841, -1.2987558 38.1174307, -1.2987585 38.117488)",,Avenida del Carril,,,T-554
75752909,residential,False,True,18.48,"LINESTRING (-1.2978896 38.1222153, -1.2977648 38.1220812)",,Carretera del Balneario,,,
75752909,residential,False,False,42.72,"LINESTRING (-1.2982448 38.1193879, -1.2981037 38.1197557)",,Carretera del Balneario,,,
75752909,residential,False,True,72.64,"LINESTRING (-1.2982448 38.1193879, -1.2984998 38.1187662)",,Carretera del Balneario,,,
80878983,residential,False,False,56.027,"LINESTRING (-1.2982448 38.1193879, -1.2988555 38.1195397)",,Calle del Maestro Rodrigo,,,
80878983,residential,False,False,71.088,"LINESTRING (-1.2988555 38.1195397, -1.2996369 38.1197152)",,Calle del Maestro Rodrigo,,,
80878983,residential,False,True,56.027,"LINESTRING (-1.2988555 38.1195397, -1.2982448 38.1193879)",,Calle del Maestro Rodrigo,,,
80878984,residential,True,False,41.594,"LINESTRING (-1.2988555 38.1195397, -1.2987319 38.1199009)",,Calle Alcalde Roque Carrillo,,,
80878986,residential,True,False,23.868,"LINESTRING (-1.2983277 38.1209259, -1.2985879 38.1209905)",,Calle Brasil,,,
75752909,residential,False,True,89.334,"LINESTRING (-1.2977292 38.120794, -1.2979997 38.1200193)",,Carretera del Balneario,,,
80878986,residential,True,False,54.371,"LINESTRING (-1.2977292 38.120794, -1.2983277 38.1209259)",,Calle Brasil,,,
75752909,residential,False,False,84.15899999999999,"LINESTRING (-1.2977292 38.120794, -1.2978461 38.1212583, -1.2978388 38.1214536, -1.2978048 38.1215376)",,Carretera del Balneario,,,
152107975,residential,False,True,106.427,"LINESTRING (-1.2985879 38.1209905, -1.2988485 38.1207339, -1.2990295 38.1205556, -1.2993386 38.1203536, -1.2994211 38.1202997)",,Ronda del Ope,30,,
152259413,secondary,True,False,20.916,"LINESTRING (-1.3016155 38.1136301, -1.301418 38.1137361)",,Calle Ramón y Cajal,,,T-533
152273293,residential,False,False,69.884,"LINESTRING (-1.3002962 38.1143543, -1.2998521 38.1138319)",,Calle del Carmen,,,
152273293,residential,False,True,47.577,"LINESTRING (-1.3002962 38.1143543, -1.3006024 38.1147079)",,Calle del Carmen,,,
154035799,secondary,True,False,42.693,"LINESTRING (-1.3002962 38.1143543, -1.2999356 38.114613)",,Calle Ramón y Cajal,,,T-533
152411468,residential,True,False,33.452,"LINESTRING (-1.2994284 38.1149825, -1.2991723 38.1147591)",,Calle Mayor,,,
154035790,residential,True,False,36.203,"LINESTRING (-1.2994284 38.1149825, -1.2997008 38.1152276)",,Calle Mayor,,,
244698525,primary,False,True,24.805,"LINESTRING (-1.2977008 38.1150578, -1.2978554 38.1152448)",,Avenida del Carril,,,T-554
152508112,residential,False,False,56.05800000000001,"LINESTRING (-1.2977008 38.1150578, -1.2980892 38.1150822, -1.2983354 38.1150432)",,Calle las Monjas,,,
154035805,residential,False,True,81.01,"LINESTRING (-1.2977008 38.1150578, -1.2970676 38.1153467, -1.2969296 38.115454)",,Calle San Roque,,,
244698525,primary,False,False,29.24,"LINESTRING (-1.2977008 38.1150578, -1.2974366 38.1149131, -1.2974248 38.1149103)",,Avenida del Carril,,,T-554
143753949,primary,False,True,45.023,"LINESTRING (-1.2982981 38.1157179, -1.2985155 38.1160849)",2,Avenida del Carril,,,T-554
154035801,secondary,True,False,45.25,"LINESTRING (-1.2982981 38.1157179, -1.2986452 38.1154162)",,Calle Ramón y Cajal,,,T-533
244698525,primary,False,False,41.634,"LINESTRING (-1.2982981 38.1157179, -1.2980154 38.1154167)",,Avenida del Carril,,,T-554
28890968,primary,True,False,6.754,"LINESTRING (-1.3029008 38.1183044, -1.302978 38.1183037)",1,,30,roundabout,
151883855,unclassified,False,False,38.528,"LINESTRING (-1.3071309 38.1164566, -1.3067344 38.1166074)",,Avenida La Rosaleda,,,
151883855,unclassified,False,True,33.249,"LINESTRING (-1.3071309 38.1164566, -1.3074718 38.1163244)",,Avenida La Rosaleda,,,
152105266,residential,False,False,86.851,"LINESTRING (-1.3071309 38.1164566, -1.3064861 38.1158627)",,Calle Alberca,,,
151883855,unclassified,False,True,20.41,"LINESTRING (-1.3065123 38.1166636, -1.3067344 38.1166074)",,Avenida La Rosaleda,,,
152105257,unclassified,False,True,28.982,"LINESTRING (-1.3065123 38.1166636, -1.306244 38.1168165)",,,,,
151883855,unclassified,False,False,33.922,"LINESTRING (-1.3065123 38.1166636, -1.3063046 38.1166752, -1.3061262 38.1166594)",,Avenida La Rosaleda,,,
152105251,residential,True,False,20.282,"LINESTRING (-1.3061262 38.1166594, -1.306244 38.1168165)",,Calle Rodrigo López de Mendoza,,,
151883855,unclassified,False,False,54.521,"LINESTRING (-1.3061262 38.1166594, -1.3058993 38.1166494, -1.305537 38.1167751)",,Avenida La Rosaleda,,,
151883855,unclassified,False,True,33.922,"LINESTRING (-1.3061262 38.1166594, -1.3063046 38.1166752, -1.3065123 38.1166636)",,Avenida La Rosaleda,,,
151883855,unclassified,False,False,47.298,"LINESTRING (-1.305537 38.1167751, -1.3053388 38.1168401, -1.305142 38.1169061, -1.305033 38.1169263)",,Avenida La Rosaleda,,,
151883855,unclassified,False,True,54.521,"LINESTRING (-1.305537 38.1167751, -1.3058993 38.1166494, -1.3061262 38.1166594)",,Avenida La Rosaleda,,,
152259417,secondary,True,False,84.585,"LINESTRING (-1.3079802 38.1153077, -1.3071868 38.1155353, -1.3070664 38.1155181)",,Calle Paira,,,
151749672,primary,True,False,11.085,"LINESTRING (-1.3070525 38.1154854, -1.3070148 38.1154704, -1.3069744 38.1154801, -1.3069538 38.1155091)",,,30,roundabout,
151797275,primary,False,True,77.603,"LINESTRING (-1.3070525 38.1154854, -1.3071205 38.1154103, -1.3074828 38.1151821, -1.3077164 38.1150269)",,Avenida Antonete Gálvez,30,,
151749672,primary,True,False,3.91,"LINESTRING (-1.3070664 38.1155181, -1.3070636 38.1155006, -1.3070525 38.1154854)",,,30,roundabout,
151749672,primary,True,False,4.099,"LINESTRING (-1.3069538 38.1155091, -1.3069677 38.1155443)",,,30,roundabout,
152262458,residential,False,False,12.733,"LINESTRING (-1.3069538 38.1155091, -1.3068107 38.11553)",,Calle Joaquín Morte,,,
151749671,primary,False,False,20.153,"LINESTRING (-1.3069677 38.1155443, -1.3067944 38.1156637)",,Avenida Antonete Gálvez,30,,
151749672,primary,True,False,5.712,"LINESTRING (-1.3069677 38.1155443, -1.3069955 38.1155578, -1.3070281 38.1155569)",,,30,roundabout,
151749672,primary,True,False,5.7010000000000005,"LINESTRING (-1.3070281 38.1155569, -1.3070546 38.115542, -1.3070664 38.1155181)",,,30,roundabout,
151884272,residential,True,False,73.67599999999999,"LINESTRING (-1.3070281 38.1155569, -1.3070982 38.1155927, -1.3077991 38.115821)",,Calle del Norte,,,
151749671,primary,False,True,28.721,"LINESTRING (-1.305018 38.1168688, -1.3052655 38.1166991)",,Avenida Antonete Gálvez,30,,
151749673,primary,True,False,15.405000000000001,"LINESTRING (-1.305018 38.1168688, -1.3049858 38.1168576, -1.3049511 38.1168623, -1.3049254 38.1168813, -1.3049174 38.1169083, -1.3049298 38.1169342)",,,,roundabout,
151749673,primary,True,False,6.966000000000001,"LINESTRING (-1.305033 38.1169263, -1.3050392 38.116906, -1.3050339 38.1168856, -1.305018 38.1168688)",,,,roundabout,
151883855,unclassified,False,True,47.298,"LINESTRING (-1.305033 38.1169263, -1.305142 38.1169061, -1.3053388 38.1168401, -1.305537 38.1167751)",,Avenida La Rosaleda,,,
151749670,primary,False,False,26.79,"LINESTRING (-1.3049298 38.1169342, -1.3048163 38.1169977, -1.304671 38.1170624)",,Avenida Antonete Gálvez,30,,
151749673,primary,True,False,4.944,"LINESTRING (-1.3049298 38.1169342, -1.3049516 38.1169483, -1.3049792 38.1169532)",,,,roundabout,
151749673,primary,True,False,5.792999999999999,"LINESTRING (-1.3049792 38.1169532, -1.3050109 38.1169457, -1.305033 38.1169263)",,,,roundabout,
152105237,residential,True,False,78.842,"LINESTRING (-1.3049792 38.1169532, -1.3050038 38.1170163, -1.3055627 38.1174855)",,Calle J.A. Campuzano,,,
155084972,residential,False,False,58.566,"LINESTRING (-1.3078292 38.1133955, -1.3071872 38.1135447)",,Camino de los Valientes,,,
151800453,residential,False,False,26.048,"LINESTRING (-1.306233 38.114772, -1.3060743 38.1145738)",,Calle Cibeles,,,
151800453,residential,False,True,49.271,"LINESTRING (-1.306233 38.114772, -1.3065252 38.1151508)",,Calle Cibeles,,,
151800456,residential,False,True,95.752,"LINESTRING (-1.306233 38.114772, -1.307084 38.1142305)",,Calle La Alcazaba,,,
151800457,residential,False,False,54.253,"LINESTRING (-1.3077164 38.1150269, -1.307383 38.1146155)",,Calle La Alhambra de Granada,,,
151797275,primary,False,False,77.603,"LINESTRING (-1.3077164 38.1150269, -1.3074828 38.1151821, -1.3071205 38.1154103, -1.3070525 38.1154854)",,Avenida Antonete Gálvez,30,,
151800460,residential,False,True,54.662,"LINESTRING (-1.3071872 38.1135447, -1.3075865 38.1139228)",,Calle Dama de Elche,,,
155084972,residential,False,False,10.336,"LINESTRING (-1.3071872 38.1135447, -1.3070722 38.113566)",,Camino de los Valientes,,,
155084972,residential,False,True,58.566,"LINESTRING (-1.3071872 38.1135447, -1.3078292 38.1133955)",,Camino de los Valientes,,,
151800453,residential,False,True,26.048,"LINESTRING (-1.3060743 38.1145738, -1.306233 38.114772)",,Calle Cibeles,,,
152262451,residential,False,False,95.875,"LINESTRING (-1.3060743 38.1145738, -1.3065813 38.1138094)",,Calle Delicias,,,
152262451,residential,False,True,56.292,"LINESTRING (-1.3060743 38.1145738, -1.305759 38.1150151)",,Calle Delicias,,,
151800453,residential,False,False,51.28,"LINESTRING (-1.3060743 38.1145738, -1.3058558 38.1143723, -1.3057149 38.1142103)",,Calle Cibeles,,,
151800457,residential,False,False,50.169,"LINESTRING (-1.307383 38.1146155, -1.307084 38.1142305)",,Calle La Alhambra de Granada,,,
151800457,residential,False,True,54.253,"LINESTRING (-1.307383 38.1146155, -1.3077164 38.1150269)",,Calle La Alhambra de Granada,,,
151800459,residential,False,False,95.785,"LINESTRING (-1.307383 38.1146155, -1.3065252 38.1151508)",,Calle La Giralda,,,
151800459,residential,False,True,64.322,"LINESTRING (-1.307383 38.1146155, -1.3079633 38.1142603)",,Calle La Giralda,,,
151800453,residential,False,False,49.271,"LINESTRING (-1.3065252 38.1151508, -1.306233 38.114772)",,Calle Cibeles,,,
151800459,residential,False,False,53.022,"LINESTRING (-1.3065252 38.1151508, -1.3060823 38.1154763)",,Calle La Giralda,,,
151800459,residential,False,True,95.785,"LINESTRING (-1.3065252 38.1151508, -1.307383 38.1146155)",,Calle La Giralda,,,
151800453,residential,False,True,49.009,"LINESTRING (-1.3065252 38.1151508, -1.3067424 38.115442, -1.3068107 38.11553)",,Calle Cibeles,,,
151800456,residential,False,False,95.752,"LINESTRING (-1.307084 38.1142305, -1.306233 38.114772)",,Calle La Alcazaba,,,
151800456,residential,False,True,55.707,"LINESTRING (-1.307084 38.1142305, -1.3075865 38.1139228)",,Calle La Alcazaba,,,
151800457,residential,False,False,54.788,"LINESTRING (-1.307084 38.1142305, -1.3067652 38.1138064)",,Calle La Alhambra de Granada,,,
151800457,residential,False,True,50.169,"LINESTRING (-1.307084 38.1142305, -1.307383 38.1146155)",,Calle La Alhambra de Granada,,,
151800456,residential,False,False,55.707,"LINESTRING (-1.3075865 38.1139228, -1.307084 38.1142305)",,Calle La Alcazaba,,,
151800460,residential,False,False,54.662,"LINESTRING (-1.3075865 38.1139228, -1.3071872 38.1135447)",,Calle Dama de Elche,,,
151800460,residential,False,True,49.951,"LINESTRING (-1.3075865 38.1139228, -1.3079633 38.1142603)",,Calle Dama de Elche,,,
151800459,residential,False,False,64.322,"LINESTRING (-1.3079633 38.1142603, -1.307383 38.1146155)",,Calle La Giralda,,,
