osmid,lanes,ref,name,highway,oneway,reversed,length,geometry,junction
83687769,2,CV-715,Carrer la Carretera,secondary,False,True,47.574,"LINESTRING (-0.1259646 38.6142756, -0.1258245 38.6143719, -0.1255805 38.6145256, -0.1255441 38.6145495)",
664612571,,CV-715,Avinguda d'Altea,secondary,False,False,48.771,"LINESTRING (-0.1259646 38.6142756, -0.1261158 38.6141018, -0.12615 38.6140179, -0.1261989 38.6138828)",
977649461,,CV-760,Avinguda d'Altea,secondary,True,False,54.32599999999999,"LINESTRING (-0.1259646 38.6142756, -0.125789 38.6143179, -0.1256233 38.6143649, -0.1254931 38.6144228, -0.1254216 38.6144546, -0.1253937 38.6144686)",
24973158,,CV-760,Avinguda d'Altea,secondary,False,False,50.019000000000005,"LINESTRING (-0.1238344 38.6151595, -0.1238685 38.6152222, -0.1239146 38.6152583, -0.1239564 38.6152781, -0.1240275 38.6152847, -0.1240986 38.6152798, -0.1241693 38.6152689, -0.124318 38.6152242)",
123368876,,,Carrer El mirador,residential,True,False,94.183,"LINESTRING (-0.1238344 38.6151595, -0.123768 38.6152568, -0.1236971 38.6153947, -0.1236005 38.6155959, -0.1234934 38.6157735, -0.1234795 38.6158476, -0.1235033 38.6159479)",
446246390,2,CV-760,,secondary,False,True,77.163,"LINESTRING (-0.1238344 38.6151595, -0.1238411 38.6148294, -0.1238411 38.6147221, -0.1239184 38.6146215, -0.1240665 38.6145442)",
24973158,,CV-760,Avinguda d'Altea,secondary,False,True,116.883,"LINESTRING (-0.125297 38.6145172, -0.1251346 38.6145944, -0.1250115 38.6146458, -0.1249196 38.6147045, -0.1248245 38.6147853, -0.1244985 38.6150628, -0.1243834 38.6151634, -0.124318 38.6152242)",
977649459,,CV-760,Avinguda d'Altea,secondary,True,False,19.951,"LINESTRING (-0.125297 38.6145172, -0.1253754 38.614517, -0.1254176 38.6145247, -0.1254511 38.6145403, -0.1254636 38.6145516, -0.1254959 38.6145812)",
446246391,,,Carrer Calvari,residential,False,True,7.242,"LINESTRING (-0.1235033 38.6159479, -0.1234396 38.6159899)",
235280227,,,Carrer Calvari,residential,False,False,109.544,"LINESTRING (-0.1235033 38.6159479, -0.1242442 38.6154031, -0.1242807 38.6153573, -0.124318 38.6152242)",
123368842,,,Carrer Sant Rafel,residential,True,False,30.665,"LINESTRING (-0.1246494 38.6159269, -0.1249976 38.6158818)",
598271051,,,Carrer Tobias,residential,False,False,83.273,"LINESTRING (-0.1246494 38.6159269, -0.124318 38.6152242)",
83687769,2,CV-715,Carrer la Carretera,secondary,False,True,65.369,"LINESTRING (-0.1249976 38.6158818, -0.1251271 38.6164609)",
83687769,2,CV-715,Carrer la Carretera,secondary,False,False,157.166,"LINESTRING (-0.1249976 38.6158818, -0.124981 38.6157372, -0.1249635 38.6156128, -0.1249614 38.6154905, -0.1250017 38.6153347, -0.125048 38.6151977, -0.1251027 38.6150786, -0.1251693 38.6149293, -0.1252193 38.6148485, -0.1253138 38.6147283, -0.1254209 38.6146391, -0.1254959 38.6145812)",
446246391,,,Carrer Calvari,residential,False,False,7.242,"LINESTRING (-0.1234396 38.6159899, -0.1235033 38.6159479)",
123368842,,,Carrer Sant Rafel,residential,True,False,27.621000000000002,"LINESTRING (-0.1234396 38.6159899, -0.1235624 38.6161073, -0.1236101 38.6161214, -0.1236829 38.6161192)",
170245574,,,,residential,False,True,88.36900000000001,"LINESTRING (-0.1266582 38.6168875, -0.1267156 38.6168763, -0.1267653 38.6168568, -0.1268038 38.6168283, -0.1268355 38.6167983, -0.1268629 38.616763, -0.1268824 38.6167296, -0.126898 38.6166631, -0.1269457 38.6162748, -0.1269551 38.6161861)",
"[664612570, 172004094]",,,"['Carrer de les Forques', 'Carrer de Collao']",residential,False,False,139.44699999999997,"LINESTRING (-0.1266582 38.6168875, -0.1266739 38.6169521, -0.1266916 38.6170092, -0.1267128 38.617062, -0.1267543 38.6171653, -0.1267728 38.6171842, -0.126795 38.6171971, -0.1268387 38.6172138, -0.1268957 38.617229, -0.1270374 38.6172472, -0.127298 38.6172799, -0.1275577 38.6173179, -0.1278413 38.6173607, -0.1279479 38.6173773)",
172004094,,,Carrer de Collao,residential,False,True,15.27,"LINESTRING (-0.1266582 38.6168875, -0.1266483 38.6168384, -0.1266403 38.616751)",
170245536,,,Carrer d'Alcoletja,residential,False,False,74.924,"LINESTRING (-0.1282145 38.6101791, -0.1281023 38.6101514, -0.1273776 38.6100177)",
464734566,,,Carrer de l'Ermita,residential,False,True,28.907,"LINESTRING (-0.1282145 38.6101791, -0.1281778 38.610326, -0.1281411 38.6104325)",
664529282,,,Carrer de Guadalest,residential,False,False,43.092,"LINESTRING (-0.1282145 38.6101791, -0.1282663 38.6099718, -0.128334 38.6098036)",
170245542,,,Carrer del Tossalet,residential,False,True,26.025,"LINESTRING (-0.1286691 38.6130036, -0.1284949 38.6128654, -0.1284658 38.6128324)",
170245551,,,Calle Ali,residential,False,False,86.291,"LINESTRING (-0.1286691 38.6130036, -0.1290331 38.6129536, -0.1292181 38.6129431, -0.1294273 38.6129661, -0.1296508 38.6129964)",
170245580,,,Carrer d'Antonio Ramos,residential,True,False,41.834,"LINESTRING (-0.1282341 38.6132709, -0.1277643 38.6131885)",
172004094,,,Carrer de Collao,residential,False,False,57.852,"LINESTRING (-0.1282341 38.6132709, -0.1280987 38.6137803)",
