osmid,name,highway,oneway,reversed,length,geometry,access,lanes,maxspeed,ref,bridge,junction,tunnel
54848328,Carrer Sant Joaquim,residential,False,True,124.787,"LINESTRING (2.222464 41.4273126, 2.2224518 41.4272337, 2.2216983 41.4263572)",,,,,,,
237809638,Carrer Sant Joaquim,residential,True,False,143.838,"LINESTRING (2.222464 41.4273126, 2.2223431 41.4272681, 2.2220262 41.4271515, 2.2211082 41.4268136, 2.2210537 41.4267935, 2.2209153 41.4267426)",,,,,,,
4747133,Carrer de la Mare de Déu del Carme,residential,True,False,63.289,"LINESTRING (2.2239584 41.4265392, 2.2234353 41.4267993, 2.2233258 41.4268538)",,,,,,,
895184526,Carrer de Pi i Gibert,residential,False,True,9.621,"LINESTRING (2.224207 41.4278691, 2.2242178 41.4278835, 2.2242636 41.4279445)",,,,,,,
4747133,Carrer de la Mare de Déu del Carme,residential,True,False,88.621,"LINESTRING (2.2233258 41.4268538, 2.2232179 41.4269046, 2.2225627 41.4272238, 2.222464 41.4273126)",,,,,,,
208617160,Carrer Pi i Gilbert,residential,True,False,134.702,"LINESTRING (2.2233258 41.4268538, 2.2233892 41.4269219, 2.2241006 41.4277464, 2.2241165 41.4277648, 2.224207 41.4278691)",,,,,,,
4788314,Carrer de Josep Royo,residential,True,False,84.014,"LINESTRING (2.2166392 41.4319187, 2.2165981 41.4318778, 2.216126 41.4314082, 2.2161027 41.431385, 2.2160327 41.4313153)",,,,,,,
206450282,Avinguda de Catalunya,residential,True,False,102.088,"LINESTRING (2.2166392 41.4319187, 2.2165216 41.4319829, 2.2158736 41.4323358, 2.215826 41.4323615, 2.2156477 41.4324575)",,,,,,,
4788301,Carrer de Mossen Josep Pons,residential,True,False,84.875,"LINESTRING (2.2172163 41.4316113, 2.2171537 41.4315656, 2.2166603 41.4310722, 2.2165954 41.4310073)",,,,,,,
49287866,Plaça del Mercat,residential,False,True,53.690999999999995,"LINESTRING (2.2172163 41.4316113, 2.2172644 41.4316398, 2.2176522 41.4318428, 2.2177422 41.4318899)",no,,,,,,
