osmid,oneway,ref,highway,reversed,length,geometry,name,junction,lanes,maxspeed,width,access
431464741,True,CV-735,secondary,False,21.997,"LINESTRING (0.1577378 38.7873382, 0.1578717 38.7873064, 0.1579706 38.7872625)",,,,,,
23801403,True,CV-7421,secondary,False,13.258000000000001,"LINESTRING (0.1595947 38.784976, 0.1595449 38.7849773, 0.1595123 38.7849669, 0.1594965 38.7849573, 0.159477 38.7849375, 0.1594723 38.7849257)",,,,,,
233463491,True,,secondary,False,16.709,"LINESTRING (0.1595947 38.784976, 0.159506 38.7850262, 0.1594537 38.7850766)",avinguda d'Ondara,,,,,
233463494,False,,secondary,True,159.256,"LINESTRING (0.1582392 38.7869153, 0.1591032 38.7856513)",avinguda d'Ondara,,,,,
23801424,True,,secondary,False,25.814,"LINESTRING (0.1582392 38.7869153, 0.1582226 38.7869802, 0.1582289 38.7871461)",avinguda d'Ondara,,,,,
23801430,True,CV-734,secondary,False,11.327,"LINESTRING (0.1582289 38.7871461, 0.1582591 38.7871665, 0.1582815 38.7872007, 0.158285 38.7872329)",,roundabout,,,,
23801429,True,,secondary,False,33.409,"LINESTRING (0.1580632 38.7871826, 0.1582392 38.7869153)",avinguda d'Ondara,,,,,
23801430,True,CV-734,secondary,False,16.619999999999997,"LINESTRING (0.1580632 38.7871826, 0.1580866 38.7871581, 0.1581363 38.7871361, 0.158175 38.7871329, 0.1582289 38.7871461)",,roundabout,,,,
23801430,True,CV-734,secondary,False,13.200999999999999,"LINESTRING (0.1582685 38.787272, 0.1582424 38.7872954, 0.1582042 38.7873117, 0.1581715 38.7873162, 0.158136 38.7873128)",,roundabout,,,,
431464742,True,CV-735,secondary,False,20.022,"LINESTRING (0.1580993 38.7872991, 0.1578754 38.7873434)",,,,,,
23801430,True,CV-734,secondary,False,11.177,"LINESTRING (0.1580993 38.7872991, 0.1580644 38.7872682, 0.1580523 38.7872419, 0.1580515 38.7872105)",,roundabout,,,,
223637858,True,,secondary,False,12.207,"LINESTRING (0.1578754 38.7873434, 0.1579706 38.7872625)",carretera de Dénia,,,,,
223637867,True,,living_street,False,5.38,"LINESTRING (0.1578754 38.7873434, 0.1579053 38.7873858)",Carrer Santo Domingo,,,,,
431464742,True,CV-735,secondary,False,11.94,"LINESTRING (0.1578754 38.7873434, 0.1577378 38.7873382)",,,,,,
23801510,False,,secondary,True,72.515,"LINESTRING (0.1613387 38.7919491, 0.161284 38.7919167, 0.1612123 38.7918833, 0.1611225 38.7918491, 0.1607548 38.791721, 0.1605888 38.7916633)",Avinguda d'Àngel Domènech,,,,,
243209287,True,,secondary,False,38.777,"LINESTRING (0.1613387 38.7919491, 0.1614463 38.7919932, 0.1614769 38.7920115, 0.1615091 38.7920345, 0.1615507 38.7920638, 0.1615789 38.7920815, 0.1616302 38.7921169, 0.1616959 38.7921562)",,,,,,
23840077,True,CV-7421,secondary,False,9.612,"LINESTRING (0.1601844 38.7851196, 0.1602121 38.7851207, 0.1602385 38.7851271, 0.1602621 38.7851385, 0.1602812 38.7851542)",,roundabout,,,,
"[23840064, 23801403]",True,CV-7421,secondary,False,52.528999999999996,"LINESTRING (0.1600854 38.7851879, 0.1599805 38.7850881, 0.1599104 38.7850404, 0.1598703 38.7850165, 0.1598182 38.7849914, 0.1597788 38.7849766, 0.1597387 38.7849646, 0.1596919 38.7849596, 0.1596605 38.7849584, 0.1596344 38.7849612, 0.1596187 38.7849664, 0.1595947 38.784976)",Avinguda de València,,,,,
23840077,True,CV-7421,secondary,False,12.243,"LINESTRING (0.1600854 38.7851879, 0.1600979 38.7851621, 0.1601203 38.7851408, 0.1601501 38.7851262, 0.1601844 38.7851196)",,roundabout,,,,
23840070,True,,tertiary,False,13.883,"LINESTRING (0.1601855 38.7863842, 0.1602615 38.7864941)",carrer de Sant Joaquim,,,,,
23840071,False,,tertiary,True,66.212,"LINESTRING (0.1601855 38.7863842, 0.1601796 38.7862185, 0.1601588 38.785854, 0.1601535 38.7857893)",Avinguda de València,,,,,
95812632,True,,residential,False,37.376999999999995,"LINESTRING (0.1601855 38.7863842, 0.1603053 38.7863687, 0.1603511 38.7863461, 0.160545 38.7862163)",Camí Sortetes,,,,,
101506187,False,,residential,True,124.83700000000002,"LINESTRING (0.1601855 38.7863842, 0.1600541 38.7863084, 0.1596628 38.7861004, 0.1595966 38.7860473, 0.1591032 38.7856513)",,,,,,
95812627,False,,living_street,False,29.298,"LINESTRING (0.1613943 38.7872574, 0.1615727 38.7870336)",Calle Virgen de la Merced,,,,,
23840080,True,,tertiary,False,235.36199999999997,"LINESTRING (0.1613943 38.7872574, 0.1614154 38.7872711, 0.1614372 38.7872835, 0.1614545 38.7872918, 0.1624016 38.7876183, 0.1628608 38.7877807, 0.1632044 38.7879019, 0.1634083 38.7879639, 0.1635551 38.7879995, 0.1638938 38.7880717)",Ronda Sud,,,,,
23840071,False,,tertiary,False,56.435,"LINESTRING (0.1601553 38.7852852, 0.1601349 38.7853242, 0.1601349 38.7854591, 0.1601535 38.7857893)",Avinguda de València,,,,,
