osmid,oneway,ref,name,highway,reversed,length,lanes,maxspeed,access,junction,geometry,bridge,tunnel
312480099,True,LV-4008,Passeig del Parc,tertiary,False,22.455,,,,,"LINESTRING (1.4544605 42.3604891, 1.4545007 42.3604462, 1.454523 42.3603951, 1.4545415 42.3603)",,
509672106,True,N-260,,primary,False,32.790000000000006,1,50,yes,,"LINESTRING (1.4544605 42.3604891, 1.4545692 42.3604938, 1.4546674 42.3605092, 1.454769 42.3605408, 1.4548389 42.3605689)",,
15090469,True,N-260,,primary,False,23.179000000000002,1,50,yes,,"LINESTRING (1.4544067 42.3605685, 1.4543172 42.3605592, 1.4542068 42.3605651, 1.4541316 42.3605428)",,
528559153,True,N-260a,,tertiary,False,11.077,,50,yes,roundabout,"LINESTRING (1.4554293 42.3603713, 1.4554508 42.3603421, 1.455487 42.3603224, 1.455531 42.3603159)",,
15090478,True,N-260a,,tertiary,False,71.581,1,50,yes,,"LINESTRING (1.455253 42.3604661, 1.4551695 42.3605249, 1.4551194 42.3605828, 1.4551011 42.3606428, 1.4550953 42.3607126, 1.4551086 42.3608018, 1.4551391 42.3608769, 1.4551925 42.361009, 1.4551902 42.3610613)",,
15090479,True,N-260a,,tertiary,False,36.013000000000005,1,50,yes,,"LINESTRING (1.455253 42.3604661, 1.4551063 42.3605128, 1.4549808 42.360545, 1.454867 42.3605664, 1.4548389 42.3605689)",,
15090489,False,N-145,Avinguda de les Valls d'Andorra,tertiary,False,33.419,,,,,"LINESTRING (1.4578321 42.3605509, 1.4578627 42.3604623, 1.4579024 42.3603248, 1.457911 42.3602903, 1.4579241 42.3602583)",,
15090489,False,N-145,Avinguda de les Valls d'Andorra,tertiary,True,141.379,,,,,"LINESTRING (1.4578321 42.3605509, 1.4577416 42.3606308, 1.4575881 42.360722, 1.45753 42.3607526, 1.4572263 42.3609124, 1.4571566 42.3609939, 1.4571179 42.3610392, 1.4570203 42.3611534, 1.4568162 42.3614347, 1.4567651 42.3615156)",,
561376801,True,,Carrer del Monturull,residential,False,89.66300000000001,,,,,"LINESTRING (1.4578321 42.3605509, 1.4579241 42.3605269, 1.4589022 42.3606565)",,
509672111,False,N-145,Avinguda de les Valls d'Andorra,tertiary,False,31.567,3,,,,"LINESTRING (1.4565102 42.3618633, 1.4565525 42.3618003, 1.456616 42.3617053, 1.456662 42.3616395, 1.4566878 42.3616119)",,
15090560,True,,Carrer dels Tres Ponts,residential,False,85.825,,,,,"LINESTRING (1.457563 42.3597859, 1.4574902 42.3598164, 1.4568916 42.3599864, 1.4566586 42.3600051, 1.4565739 42.3600119)",,
"[15090501, 578415237]",True,,"['Carrer del general Moragues', 'Carrer de Llorenç Tomàs i Costa']",residential,False,118.611,,,,,"LINESTRING (1.4590545 42.3531364, 1.4583507 42.3530286, 1.4582734 42.3530413, 1.4582477 42.353092, 1.4581494 42.3534078, 1.4581344 42.353506)",,
208401130,False,,Carrer de Circumval·lació,residential,True,102.872,,,,,"LINESTRING (1.4529179 42.3536509, 1.4524134 42.3544976)",,
15090506,True,,Carrer de la Mare Janer,residential,False,90.969,,,,,"LINESTRING (1.4529179 42.3536509, 1.4524509 42.3535952, 1.451825 42.3535206)",,
14633354,True,LV-4008,Passeig del Parc,tertiary,False,90.232,,,,,"LINESTRING (1.4552712 42.3538917, 1.4554599 42.3530923)",,
15090506,True,,Carrer de la Mare Janer,residential,False,100.931,,,,,"LINESTRING (1.4552712 42.3538917, 1.4540545 42.3537674)",,
15090506,True,,Carrer de la Mare Janer,residential,False,68.43,,,,,"LINESTRING (1.4579764 42.3543655, 1.4571764 42.3541946)",,
578415235,True,,Carrer de Llorenç Tomàs i Costa,residential,False,90.608,,,,,"LINESTRING (1.4579764 42.3543655, 1.4578625 42.355176)",,
15090506,True,,Carrer de la Mare Janer,residential,False,61.657,,,,,"LINESTRING (1.4599042 42.3547348, 1.4591799 42.35459)",,
62520050,True,,Carrer del Bisbe Guitart,residential,False,53.787,,,,,"LINESTRING (1.4599042 42.3547348, 1.4596948 42.3551931)",,
75353964,False,,Carrer de la Mare Janer,residential,False,40.494,,,,,"LINESTRING (1.4599042 42.3547348, 1.460395 42.3547676)",,
550168456,False,,Avinguda del Salòria,tertiary,False,90.236,,,,,"LINESTRING (1.4564495 42.3532175, 1.4562845 42.3540198)",,
"[75353963, 127632363]",True,,Carrer del Bisbe Iglesias Navarri,residential,False,77.124,,30,yes,,"LINESTRING (1.4564495 42.3532175, 1.4567653 42.3532686, 1.4573688 42.3533571)",,
604061591,False,,Carrer del Bisbe Iglesias Navarri,tertiary,True,35.607,,50,yes,,"LINESTRING (1.4564495 42.3532175, 1.4560792 42.3531525, 1.456027 42.3531471)",,
550168456,False,,Avinguda del Salòria,tertiary,False,105.001,,,,,"LINESTRING (1.4562845 42.3540198, 1.456079 42.3549518)",,
550168456,False,,Avinguda del Salòria,tertiary,True,90.236,,,,,"LINESTRING (1.4562845 42.3540198, 1.4564495 42.3532175)",,
15090506,True,,Carrer de la Mare Janer,residential,False,84.479,,,,,"LINESTRING (1.4562845 42.3540198, 1.4559128 42.3539697, 1.4552712 42.3538917)",,
15090508,False,,Avinguda del Salòria,tertiary,True,28.131,,,,,"LINESTRING (1.455531 42.3603159, 1.4555366 42.360229, 1.4555472 42.3600632)",,
509672108,True,N-260a,,tertiary,False,8.218,,50,yes,roundabout,"LINESTRING (1.455531 42.3603159, 1.4555741 42.3603236, 1.4556089 42.360344, 1.4556164 42.3603502)",,
578415236,True,,Carrer de Llorenç Tomàs i Costa,residential,False,96.45,,,,,"LINESTRING (1.4581344 42.353506, 1.4579764 42.3543655)",,
127632363,True,,Carrer del Bisbe Iglesias Navarri,residential,False,86.241,,30,yes,,"LINESTRING (1.4581344 42.353506, 1.4583424 42.3535484, 1.4589213 42.3539918)",,
67045417,False,,Carrer del Gregal,residential,True,47.3,,,,,"LINESTRING (1.4535117 42.3564523, 1.4540871 42.3564647)",,
604059283,True,,Carrer de Setúria,residential,False,93.26,,,,,"LINESTRING (1.4536662 42.3556214, 1.4535117 42.3564523)",,
987107386,True,,Carrer Josep de Zulueta,residential,False,97.321,,,,,"LINESTRING (1.4536662 42.3556214, 1.4548402 42.355737)",,
15090552,True,,Carrer de l'Orri,residential,False,98.92,,,,,"LINESTRING (1.4538808 42.3546573, 1.4550634 42.3548236)",,
604059283,True,,Carrer de Setúria,residential,False,108.644,,,,,"LINESTRING (1.4538808 42.3546573, 1.4536662 42.3556214)",,
604059283,True,,Carrer de Setúria,residential,False,99.977,,,,,"LINESTRING (1.4540545 42.3537674, 1.4538808 42.3546573)",,
15090506,True,,Carrer de la Mare Janer,residential,False,94.307,,,,,"LINESTRING (1.4540545 42.3537674, 1.4534248 42.3537104, 1.4529179 42.3536509)",,
550168456,False,,Avinguda del Salòria,tertiary,False,28.524,,,,,"LINESTRING (1.455788 42.3565026, 1.4557586 42.3567582)",,
550168456,False,,Avinguda del Salòria,tertiary,True,72.465,,,,,"LINESTRING (1.455788 42.3565026, 1.4559131 42.3558575)",,
"[15090514, 604059715]",False,,Passatge del Pare Fiter,residential,False,113.469,,,,,"LINESTRING (1.455788 42.3565026, 1.4553433 42.3564931, 1.4554816 42.355809)",,
208401130,False,,Carrer de Circumval·lació,residential,False,107.402,,,,,"LINESTRING (1.452085 42.3554325, 1.4524134 42.3544976)",,
208401130,False,,Carrer de Circumval·lació,residential,True,142.654,,,,,"LINESTRING (1.452085 42.3554325, 1.4518197 42.3561472, 1.4516333 42.3566479, 1.4516252 42.3566696)",,
987107386,True,,Carrer Josep de Zulueta,residential,False,84.214,,,,,"LINESTRING (1.452085 42.3554325, 1.4525691 42.3554908, 1.4530965 42.3555544)",,
1183769478,False,,Carrer Josep de Zulueta,residential,True,54.238,,,,,"LINESTRING (1.452085 42.3554325, 1.451993 42.3554229, 1.4514314 42.3553644)",,
14633354,True,LV-4008,Passeig del Parc,tertiary,False,103.208,,,,,"LINESTRING (1.4548402 42.355737, 1.4550634 42.3548236)",,
15090519,True,,Carrer Josep de Zulueta,tertiary,False,53.309,,,,,"LINESTRING (1.4548402 42.355737, 1.4554816 42.355809)",,
208401130,False,,Carrer de Circumval·lació,residential,False,102.872,,,,,"LINESTRING (1.4524134 42.3544976, 1.4529179 42.3536509)",,
208401130,False,,Carrer de Circumval·lació,residential,True,107.402,,,,,"LINESTRING (1.4524134 42.3544976, 1.452085 42.3554325)",,
15090552,True,,Carrer de l'Orri,residential,False,122.032,,,,,"LINESTRING (1.4524134 42.3544976, 1.4525882 42.3545034, 1.4529445 42.3545302, 1.4538808 42.3546573)",,
15090523,False,,Carrer de la Regència d'Urgell,residential,False,35.295,,,,,"LINESTRING (1.4529948 42.3573924, 1.453424 42.3573797)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,False,93.103,,,,,"LINESTRING (1.4545827 42.3573417, 1.4545656 42.3581789)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,True,43.587,,,,,"LINESTRING (1.4545827 42.3573417, 1.4545941 42.3569498)",,
299033214,True,,Carrer de la Regència d'Urgell,residential,False,93.729,,,,,"LINESTRING (1.4545827 42.3573417, 1.4557229 42.3573169)",,
15090528,False,,Carrer del Setúria,residential,False,93.103,,,,,"LINESTRING (1.4534412 42.3582169, 1.453424 42.3573797)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,79.076,,30,yes,,"LINESTRING (1.4534412 42.3582169, 1.4532953 42.3582613, 1.4531493 42.3583565, 1.4526773 42.3586419)",,
15090523,False,,Carrer de la Regència d'Urgell,residential,True,35.295,,,,,"LINESTRING (1.453424 42.3573797, 1.4529948 42.3573924)",,
15090528,False,,Carrer del Setúria,residential,True,93.103,,,,,"LINESTRING (1.453424 42.3573797, 1.4534412 42.3582169)",,
299033214,True,,Carrer de la Regència d'Urgell,residential,False,95.302,,,,,"LINESTRING (1.453424 42.3573797, 1.4545827 42.3573417)",,
299033216,False,,Carrer del Setúria,residential,False,60.662,,,,,"LINESTRING (1.453424 42.3573797, 1.4534068 42.3568343)",,
14633329,False,,Carrer de Sant Ermengol,residential,True,76.579,,,,,"LINESTRING (1.4534068 42.3568343, 1.4543384 42.3568148)",,
299033216,False,,Carrer del Setúria,residential,True,60.662,,,,,"LINESTRING (1.4534068 42.3568343, 1.453424 42.3573797)",,
14633329,False,,Carrer de Sant Ermengol,residential,False,136.678,,,,,"LINESTRING (1.4534068 42.3568343, 1.4520988 42.3568913, 1.4517462 42.3569052)",,
15090532,False,,Carrer de Circumval·lació,residential,True,10.149,,,,,"LINESTRING (1.4526773 42.3586419, 1.4525982 42.3585718)",,
15090532,False,,Carrer de Circumval·lació,residential,False,99.146,,,,,"LINESTRING (1.4526773 42.3586419, 1.4530999 42.3590435, 1.4534337 42.3593364)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,92.485,,30,yes,,"LINESTRING (1.4545656 42.3581789, 1.4534412 42.3582169)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,True,93.103,,,,,"LINESTRING (1.4545656 42.3581789, 1.4545827 42.3573417)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,False,124.85900000000001,,,,,"LINESTRING (1.4545656 42.3581789, 1.4545487 42.3587309, 1.4545312 42.3593015)",,
15090508,False,,Avinguda del Salòria,tertiary,True,91.838,,,,,"LINESTRING (1.4556701 42.3581419, 1.4557229 42.3573169)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,90.847,,30,yes,,"LINESTRING (1.4556701 42.3581419, 1.4545656 42.3581789)",,
15090508,False,,Avinguda del Salòria,tertiary,False,127.706,,,,,"LINESTRING (1.4556701 42.3581419, 1.4556332 42.3587187, 1.4555967 42.3592891)",,
15090533,True,,Carrer Germandat de Sant sebastià,residential,False,90.26,,,,,"LINESTRING (1.4534337 42.3593364, 1.4545312 42.3593015)",,
15090532,False,,Carrer de Circumval·lació,residential,False,47.614,,,,,"LINESTRING (1.4534337 42.3593364, 1.4535008 42.3594699, 1.4535442 42.359644, 1.4535491 42.3597527)",,
15090532,False,,Carrer de Circumval·lació,residential,True,99.146,,,,,"LINESTRING (1.4534337 42.3593364, 1.4530999 42.3590435, 1.4526773 42.3586419)",,
15090533,True,,Carrer Germandat de Sant sebastià,residential,False,31.515,,,,,"LINESTRING (1.4545312 42.3593015, 1.4549147 42.359297)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,False,50.74,,,,,"LINESTRING (1.4545312 42.3593015, 1.4545359 42.3597578)",,
75353965,False,LV-4008,Passeig del Parc,tertiary,True,124.85900000000001,,,,,"LINESTRING (1.4545312 42.3593015, 1.4545487 42.3587309, 1.4545656 42.3581789)",,
15090533,True,,Carrer Germandat de Sant sebastià,residential,False,84.535,,,,,"LINESTRING (1.4555967 42.3592891, 1.4566255 42.3592951)",,
15090508,False,,Avinguda del Salòria,tertiary,False,86.172,,,,,"LINESTRING (1.4555967 42.3592891, 1.4555679 42.3597396, 1.4555472 42.3600632)",,
15090508,False,,Avinguda del Salòria,tertiary,True,127.706,,,,,"LINESTRING (1.4555967 42.3592891, 1.4556332 42.3587187, 1.4556701 42.3581419)",,
15090533,True,,Carrer Germandat de Sant sebastià,residential,False,70.555,,,,,"LINESTRING (1.457561 42.3593015, 1.4584193 42.3593205)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,53.863,,,,,"LINESTRING (1.457561 42.3593015, 1.4575626 42.3596779, 1.457563 42.3597859)",,
86705256,True,,Avinguda Pau Claris,tertiary,False,147.147,,40,,,"LINESTRING (1.4584193 42.3593205, 1.4587198 42.3587497, 1.4588162 42.3585702, 1.4589515 42.3583184, 1.4590593 42.3580848)",,
15090508,False,,Avinguda del Salòria,tertiary,False,91.838,,,,,"LINESTRING (1.4557229 42.3573169, 1.4556701 42.3581419)",,
15090508,False,,Avinguda del Salòria,tertiary,True,62.194,,,,,"LINESTRING (1.4557229 42.3573169, 1.4557444 42.3569808, 1.4557586 42.3567582)",,
299033214,True,,Carrer de la Regència d'Urgell,residential,False,94.852,,,,,"LINESTRING (1.4557229 42.3573169, 1.4562995 42.3572834, 1.4568737 42.35725)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,96.62,,,,,"LINESTRING (1.4576125 42.3572275, 1.457604 42.3580964)",,
299033214,True,,Carrer de la Regència d'Urgell,residential,False,152.195,,,,,"LINESTRING (1.4576125 42.3572275, 1.4585223 42.3571958, 1.4594611 42.3572476)",,
15093056,False,,Carrer de Sant Ot,tertiary,False,17.838,1,40,,,"LINESTRING (1.4594611 42.3572476, 1.4595272 42.3570948)",,
15093054,False,,Avinguda Pau Claris,tertiary,True,82.99000000000001,,40,,,"LINESTRING (1.4594611 42.3572476, 1.4592736 42.3577352, 1.4591759 42.3579635)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,118.409,,30,yes,,"LINESTRING (1.4590433 42.3580436, 1.457604 42.3580964)",,
15090537,True,,,tertiary,False,16.024,1,40,yes,roundabout,"LINESTRING (1.4590433 42.3580436, 1.4590498 42.3580154, 1.4590685 42.3579913, 1.4590919 42.3579757, 1.4591247 42.3579648, 1.4591759 42.3579635)",,
15093054,False,,Avinguda Pau Claris,tertiary,False,82.99000000000001,,40,,,"LINESTRING (1.4591759 42.3579635, 1.4592736 42.3577352, 1.4594611 42.3572476)",,
374937484,True,,,tertiary,False,19.248,1,40,yes,roundabout,"LINESTRING (1.4591759 42.3579635, 1.4592072 42.3579731, 1.459237 42.3579919, 1.4592547 42.3580147, 1.459261 42.3580504, 1.4592512 42.358077, 1.4592282 42.3581008)",,
15090537,True,,,tertiary,False,15.944,1,40,yes,roundabout,"LINESTRING (1.4592282 42.3581008, 1.4591951 42.358117, 1.4591409 42.3581229, 1.4591014 42.358114, 1.4590808 42.3581036, 1.4590593 42.3580848)",,
15090544,False,,Avinguda de Joan Garriga i Massó,residential,True,113.22399999999999,2,,,,"LINESTRING (1.4592282 42.3581008, 1.4592661 42.3586114, 1.4595794 42.3589784, 1.4596237 42.3590436)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,76.63,,30,yes,,"LINESTRING (1.457604 42.3580964, 1.4566715 42.358086)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,134.05,,,,,"LINESTRING (1.457604 42.3580964, 1.4575868 42.358718, 1.457561 42.3593015)",,
15090537,True,,,tertiary,False,4.805,1,40,yes,roundabout,"LINESTRING (1.4590593 42.3580848, 1.4590455 42.3580587, 1.4590433 42.3580436)",,
106701735,False,,Avinguda de Joan Garriga i Massó,residential,True,34.858,,,,,"LINESTRING (1.4589768 42.3603479, 1.4589022 42.3606565)",,
15090544,False,,Avinguda de Joan Garriga i Massó,residential,False,46.68300000000001,2,,,,"LINESTRING (1.4589768 42.3603479, 1.4590106 42.3602969, 1.4590333 42.3602625, 1.4591141 42.360149, 1.4592151 42.3600104, 1.4592348 42.3599741)",,
80476816,False,N-260a,Avinguda de Guillem Graells,tertiary,False,79.789,2,,,,"LINESTRING (1.4589768 42.3603479, 1.4588602 42.36033, 1.4581533 42.3602215, 1.458026 42.360202)",,
80476816,False,N-260a,Avinguda de Guillem Graells,tertiary,True,159.087,2,,,,"LINESTRING (1.4589768 42.3603479, 1.45914 42.3603655, 1.4608927 42.3605546)",,
15090544,False,,Avinguda de Joan Garriga i Massó,residential,False,24.05,2,,,,"LINESTRING (1.4597068 42.359296, 1.4596362 42.3590861)",,
15090544,False,,Avinguda de Joan Garriga i Massó,residential,True,84.905,2,,,,"LINESTRING (1.4597068 42.359296, 1.4596381 42.3594283, 1.4592348 42.3599741)",,
283743222,True,,Carrer del Bisbe Benlloch,residential,False,173.137,1,,,,"LINESTRING (1.4597068 42.359296, 1.4597688 42.3592707, 1.4598275 42.359245, 1.4600406 42.3592122, 1.4601393 42.3592019, 1.4607088 42.3591374, 1.4608356 42.359124, 1.4615318 42.3590657, 1.4616259 42.3590578, 1.4617762 42.3590697)",,
14633354,True,LV-4008,Passeig del Parc,tertiary,False,105.02,,,,,"LINESTRING (1.4550634 42.3548236, 1.4552712 42.3538917)",,
15090552,True,,Carrer de l'Orri,residential,False,84.662,,,,,"LINESTRING (1.4550634 42.3548236, 1.456079 42.3549518)",,
15090552,True,,Carrer de l'Orri,residential,False,90.077,,,,,"LINESTRING (1.456079 42.3549518, 1.4571576 42.3550964)",,
550168456,False,,Avinguda del Salòria,tertiary,False,101.628,,,,,"LINESTRING (1.456079 42.3549518, 1.4559131 42.3558575)",,
550168456,False,,Avinguda del Salòria,tertiary,True,105.001,,,,,"LINESTRING (1.456079 42.3549518, 1.4562845 42.3540198)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,71.324,,,,,"LINESTRING (1.4578625 42.355176, 1.4577716 42.3558139)",,
6142253,True,LV-4008,Plaça de Mossèn Pere Pujol,tertiary,False,24.106,1,20,yes,roundabout,"LINESTRING (1.4547573 42.3567897, 1.454748 42.3568449, 1.4547162 42.356891, 1.4546594 42.3569299, 1.4545941 42.3569498)",,
550168455,True,,Carrer de Sant Ermengol,tertiary,False,82.35,,,,,"LINESTRING (1.4557586 42.3567582, 1.4547573 42.3567897)",,
550168456,False,,Avinguda del Salòria,tertiary,True,28.524,,,,,"LINESTRING (1.4557586 42.3567582, 1.455788 42.3565026)",,
15090508,False,,Avinguda del Salòria,tertiary,False,62.194,,,,,"LINESTRING (1.4557586 42.3567582, 1.4557444 42.3569808, 1.4557229 42.3573169)",,
15093060,True,,Carrer de Sant Ermengol,tertiary,False,20.186,,,,,"LINESTRING (1.4576321 42.3566978, 1.4573865 42.3567021)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,58.922,,,,,"LINESTRING (1.4576321 42.3566978, 1.4576125 42.3572275)",,
15093060,True,,Carrer de Sant Ermengol,tertiary,False,78.181,,,,,"LINESTRING (1.4585824 42.356663, 1.4576321 42.3566978)",,
62520051,True,,Carrer de Sant Joan Baptista de La Salle,residential,False,57.399,,,,,"LINESTRING (1.4585824 42.356663, 1.4586511 42.3561493)",,
15090506,True,,Carrer de la Mare Janer,residential,False,74.524,,,,,"LINESTRING (1.4588571 42.3545255, 1.4579764 42.3543655)",,
62520051,True,,Carrer de Sant Joan Baptista de La Salle,residential,False,59.579,,,,,"LINESTRING (1.4588571 42.3545255, 1.4588914 42.3542338, 1.4589213 42.3539918)",,
77960334,False,,Carrer Comptat d'Urgell,residential,False,28.412999999999997,,,,,"LINESTRING (1.4565739 42.3600119, 1.4565444 42.3600508, 1.4565223 42.3602332, 1.4565256 42.3602609)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,79.817,,,,,"LINESTRING (1.4565739 42.3600119, 1.4565786 42.359946, 1.4566255 42.3592951)",,
15090533,True,,Carrer Germandat de Sant sebastià,residential,False,76.907,,,,,"LINESTRING (1.4566255 42.3592951, 1.4569688 42.3593078, 1.457561 42.3593015)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,134.512,,,,,"LINESTRING (1.4566255 42.3592951, 1.4566598 42.358699, 1.4566715 42.358086)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,94.432,,,,,"LINESTRING (1.4566715 42.358086, 1.4568737 42.35725)",,
15090530,True,,Carrer de Joaquim Viola Lafuerza,residential,False,82.517,,30,yes,,"LINESTRING (1.4566715 42.358086, 1.4562029 42.3581122, 1.4556701 42.3581419)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,60.053,,,,,"LINESTRING (1.4568737 42.35725, 1.4569784 42.3567155)",,
299033214,True,,Carrer de la Regència d'Urgell,residential,False,37.757,,,,,"LINESTRING (1.4568737 42.35725, 1.4573328 42.3572357)",,
15093060,True,,Carrer de Sant Ermengol,tertiary,False,100.342,,,,,"LINESTRING (1.4569784 42.3567155, 1.4557586 42.3567582)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,46.561,,,,,"LINESTRING (1.4569784 42.3567155, 1.4570381 42.3562991)",,
15090519,True,,Carrer Josep de Zulueta,tertiary,False,54.061,,,,,"LINESTRING (1.4570718 42.3559907, 1.4577241 42.3560541)",,
268046206,True,,Carrer del Comptat d'Urgell,residential,False,26.43,,,,,"LINESTRING (1.4570718 42.3559907, 1.4570945 42.3557536)",,
15090552,True,,Carrer de l'Orri,residential,False,58.595,,,,,"LINESTRING (1.4571576 42.3550964, 1.4578625 42.355176)",,
77960334,False,,Carrer Comptat d'Urgell,residential,True,28.412999999999997,,,,,"LINESTRING (1.4565256 42.3602609, 1.4565223 42.3602332, 1.4565444 42.3600508, 1.4565739 42.3600119)",,
987107389,True,N-260a,Avinguda de la Valira,tertiary,False,113.059,,50,yes,,"LINESTRING (1.4565256 42.3602609, 1.4566452 42.3602491, 1.4576251 42.3601524, 1.457713 42.3601485, 1.4578909 42.3601361)",,
15090560,True,,Carrer dels Tres Ponts,residential,False,73.831,,,,,"LINESTRING (1.4583507 42.3594664, 1.457563 42.3597859)",,
86705256,True,,Avinguda Pau Claris,tertiary,False,17.175,,40,,,"LINESTRING (1.4583507 42.3594664, 1.4584193 42.3593205)",,
15090519,True,,Carrer Josep de Zulueta,tertiary,False,47.244,,,,,"LINESTRING (1.4586511 42.3561493, 1.4591999 42.356276)",,
62520051,True,,Carrer de Sant Joan Baptista de La Salle,residential,False,94.115,,,,,"LINESTRING (1.4586511 42.3561493, 1.458758 42.3553066)",,
15090519,True,,Carrer Josep de Zulueta,tertiary,False,76.904,,,,,"LINESTRING (1.4577241 42.3560541, 1.4586511 42.3561493)",,
86351376,True,,Carrer de Llorenç Tomàs i Costa,residential,False,32.504,,,,,"LINESTRING (1.4577241 42.3560541, 1.4576839 42.3563449)",,
15090519,True,,Carrer Josep de Zulueta,tertiary,False,96.356,,,,,"LINESTRING (1.4559131 42.3558575, 1.4570718 42.3559907)",,
550168456,False,,Avinguda del Salòria,tertiary,False,72.465,,,,,"LINESTRING (1.4559131 42.3558575, 1.455788 42.3565026)",,
550168456,False,,Avinguda del Salòria,tertiary,True,101.628,,,,,"LINESTRING (1.4559131 42.3558575, 1.456079 42.3549518)",,
