osmid,oneway,lanes,ref,highway,reversed,length,name,maxspeed,geometry,junction,width
86462928,True,,,residential,False,16.842,,,"LINESTRING (-8.4100588 43.0789495, -8.4100727 43.078986, -8.4100999 43.0790182, -8.4101382 43.0790437, -8.4101847 43.0790605)",roundabout,
737167526,True,1,,residential,False,18.575000000000003,Rúa da Canteira,30,"LINESTRING (-8.4100588 43.0789495, -8.4100311 43.0789699, -8.4099618 43.0790119, -8.4098858 43.0790586)",,
87605717,False,1,,residential,False,25.142,Rúa do Parque Municipal,50,"LINESTRING (-8.4096485 43.0764618, -8.4097112 43.0766114, -8.4097391 43.076678)",,
947926476,False,,DP-5903,secondary,False,77.599,Rúa do Recreo,30,"LINESTRING (-8.4096485 43.0764618, -8.4095665 43.0764734, -8.4094898 43.0764737, -8.4094063 43.0764694, -8.4092742 43.0764561, -8.4091739 43.0764365, -8.4090902 43.0764142, -8.4090084 43.0763798, -8.4089154 43.0763146, -8.4088091 43.0762254)",,
"[947926476, 947926477, 86462918]",False,2,DP-5903,secondary,True,90.51999999999998,Rúa do Recreo,30,"LINESTRING (-8.4096485 43.0764618, -8.4097725 43.0764328, -8.4099772 43.076385, -8.4100403 43.0763688, -8.410091 43.0763538, -8.4101292 43.0763419, -8.4101935 43.0763139, -8.4102457 43.0762889, -8.4102918 43.0762635, -8.410346 43.0762268, -8.4104109 43.0761794, -8.4105547 43.076034)",,
87605721,False,2,AC-417,tertiary,False,110.666,Prolongación da Rúa dos Lagartos,,"LINESTRING (-8.4043699 43.0757243, -8.4035034 43.0764168, -8.4034505 43.0764588)",,
87605721,False,2,AC-417,tertiary,True,17.518,Prolongación da Rúa dos Lagartos,,"LINESTRING (-8.4043699 43.0757243, -8.4044124 43.0756914, -8.4045179 43.0756097)",,
"[951580945, 291649709]",False,,,residential,True,297.081,Camiño do Vilar,,"LINESTRING (-8.4078997 43.0752365, -8.4078763 43.0752, -8.4078795 43.0751744, -8.4079417 43.0750535, -8.4079202 43.0749813, -8.4077962 43.0748465, -8.4076452 43.0747603, -8.4075266 43.0746417, -8.4074991 43.0745812, -8.4074458 43.0744638, -8.4073744 43.0744467, -8.4071566 43.0743775, -8.4069485 43.0743089, -8.4068375 43.0742724, -8.4065939 43.0741619, -8.4065772 43.074121, -8.4065465 43.0740783, -8.4065464 43.0740524, -8.406549 43.0740232, -8.4065533 43.0739992, -8.4066101 43.073682, -8.4065832 43.0735688, -8.4061959 43.0731968)",,
"[955088328, 955088327]",True,,,residential,False,55.213,Rúa da Igrexa,,"LINESTRING (-8.4078997 43.0752365, -8.4077312 43.0753121, -8.4076992 43.0753278, -8.4075292 43.0754815, -8.4074996 43.0755528, -8.407479 43.0756024)",,
87605737,True,,DP-5904,residential,False,67.348,Rúa Rosalía de Castro,30,"LINESTRING (-8.4046168 43.0763025, -8.4046112 43.0762894, -8.4045324 43.0761048, -8.4043699 43.0757243)",,
86462918,False,,DP-5903,secondary,True,31.208,Rúa do Recreo,30,"LINESTRING (-8.4105547 43.076034, -8.4107635 43.0757984)",,
"[947926476, 947926477, 86462918]",False,2,DP-5903,secondary,False,90.52,Rúa do Recreo,30,"LINESTRING (-8.4105547 43.076034, -8.4104109 43.0761794, -8.410346 43.0762268, -8.4102918 43.0762635, -8.4102457 43.0762889, -8.4101935 43.0763139, -8.4101292 43.0763419, -8.410091 43.0763538, -8.4100403 43.0763688, -8.4099772 43.076385, -8.4097725 43.0764328, -8.4096485 43.0764618)",,
87605721,False,2,AC-417,tertiary,False,109.388,Prolongación da Rúa dos Lagartos,,"LINESTRING (-8.4027716 43.0770246, -8.4022918 43.0773642, -8.4019952 43.0775314, -8.4017027 43.077592)",,
87605721,False,2,AC-417,tertiary,True,83.71000000000001,Prolongación da Rúa dos Lagartos,,"LINESTRING (-8.4027716 43.0770246, -8.4029818 43.0768305, -8.4034505 43.0764588)",,
87609489,False,,,residential,False,132.41,Rúa de Galicia,,"LINESTRING (-8.4027716 43.0770246, -8.4028482 43.0771753, -8.403065 43.0776137, -8.4032511 43.0779888, -8.4032815 43.0780415, -8.4033071 43.0780857, -8.4033481 43.0781374)",,
86462926,False,,,residential,False,67.186,,,"LINESTRING (-8.4059999 43.0729387, -8.4059582 43.0729438, -8.4058533 43.0729605, -8.4055569 43.0729149, -8.4051823 43.0729149)",,
737167521,False,,,residential,False,32.823,Camiño do Vilar,,"LINESTRING (-8.4059999 43.0729387, -8.4061317 43.0731113, -8.406153 43.0731374, -8.4061959 43.0731968)",,
955088329,False,2,,tertiary,True,60.718,Rúa dos Lagartos,30,"LINESTRING (-8.4067329 43.0756364, -8.407479 43.0756024)",,
272023093,True,,,residential,False,103.22599999999998,Rúa Nova,30,"LINESTRING (-8.4067329 43.0756364, -8.4066904 43.0757436, -8.4066815 43.0757626, -8.4064685 43.0760918, -8.4062556 43.0764209, -8.4062159 43.076483)",,
955088329,False,2,,tertiary,False,180.57799999999997,Rúa dos Lagartos,30,"LINESTRING (-8.4067329 43.0756364, -8.4056001 43.0756879, -8.405486 43.0756869, -8.4047221 43.0756331, -8.4045179 43.0756097)",,
272023095,True,,,residential,False,131.432,Rúa República Arxentina,30,"LINESTRING (-8.4062159 43.076483, -8.4061311 43.0764712, -8.4053847 43.0763831, -8.4046168 43.0763025)",,
892008886,True,,,residential,False,155.835,Rúa Nova,30,"LINESTRING (-8.4062159 43.076483, -8.4056858 43.0772463, -8.4054632 43.0775781, -8.4053571 43.0777362)",,
86462918,False,,DP-5903,secondary,False,27.42,Rúa do Recreo,30,"LINESTRING (-8.4109499 43.0755928, -8.4107635 43.0757984)",,
87609468,False,,,residential,False,12.354,Rúa de Campeiras,,"LINESTRING (-8.4109499 43.0755928, -8.4110826 43.0756471)",,
86462918,False,,DP-5903,secondary,True,76.903,Rúa do Recreo,30,"LINESTRING (-8.4109499 43.0755928, -8.4110262 43.075508, -8.4113828 43.0751121, -8.4114137 43.0750766, -8.4114681 43.075014)",,
87605717,False,1,,residential,True,25.142,Rúa do Parque Municipal,50,"LINESTRING (-8.4097391 43.076678, -8.4097112 43.0766114, -8.4096485 43.0764618)",,
592198386,True,1,,residential,False,107.553,Rúa do Parque Municipal,50,"LINESTRING (-8.4097391 43.076678, -8.409732 43.0767001, -8.4097177 43.0767193, -8.4096948 43.0767393, -8.4096576 43.0767526, -8.4094712 43.0767808, -8.4085992 43.0769125, -8.4084947 43.0769219)",,
947926476,False,,DP-5903,secondary,False,21.201,Rúa do Recreo,30,"LINESTRING (-8.4088091 43.0762254, -8.4086432 43.0760782)",,
947926476,False,,DP-5903,secondary,True,77.59900000000002,Rúa do Recreo,30,"LINESTRING (-8.4088091 43.0762254, -8.4089154 43.0763146, -8.4090084 43.0763798, -8.4090902 43.0764142, -8.4091739 43.0764365, -8.4092742 43.0764561, -8.4094063 43.0764694, -8.4094898 43.0764737, -8.4095665 43.0764734, -8.4096485 43.0764618)",,
87605737,True,,DP-5904,residential,False,171.598,Rúa Rosalía de Castro,30,"LINESTRING (-8.4053571 43.0777362, -8.4052689 43.0776627, -8.4052048 43.0775914, -8.4051363 43.0774883, -8.4050883 43.0774093, -8.4046168 43.0763025)",,
272023092,True,,,residential,False,171.733,Rúa Ramón Carro Romero,30,"LINESTRING (-8.4053571 43.0777362, -8.405094 43.0781322, -8.4050703 43.0781678, -8.4044572 43.0790376, -8.4044031 43.0791144)",,4
113578971,True,1,,tertiary,False,34.091,Rúa dos Lagartos,,"LINESTRING (-8.4026412 43.0751622, -8.4025769 43.0750834, -8.4025128 43.0749813, -8.4024654 43.0748848)",,
955088329,False,2,,tertiary,True,165.726,Rúa dos Lagartos,30,"LINESTRING (-8.4026412 43.0751622, -8.4028628 43.0753447, -8.4030456 43.0754227, -8.403084 43.0754298, -8.4034375 43.0754823, -8.4045179 43.0756097)",,
87605721,False,2,AC-417,tertiary,False,17.518,Prolongación da Rúa dos Lagartos,,"LINESTRING (-8.4045179 43.0756097, -8.4044124 43.0756914, -8.4043699 43.0757243)",,
955088329,False,2,,tertiary,False,165.726,Rúa dos Lagartos,30,"LINESTRING (-8.4045179 43.0756097, -8.4034375 43.0754823, -8.403084 43.0754298, -8.4030456 43.0754227, -8.4028628 43.0753447, -8.4026412 43.0751622)",,
955088329,False,2,,tertiary,True,180.578,Rúa dos Lagartos,30,"LINESTRING (-8.4045179 43.0756097, -8.4047221 43.0756331, -8.405486 43.0756869, -8.4056001 43.0756879, -8.4067329 43.0756364)",,
290167079,False,2,,tertiary,False,38.137,Rúa dos Lagartos,30,"LINESTRING (-8.4079414 43.075653, -8.4077182 43.0756127, -8.407479 43.0756024)",,
944049456,False,2,N-550,trunk,False,113.871,Rúa Alfonso Senra,50,"LINESTRING (-8.4079414 43.075653, -8.4078647 43.0758214, -8.4075405 43.0765668, -8.4075144 43.0766284)",,
947926476,False,,DP-5903,secondary,True,75.43199999999999,Rúa do Recreo,30,"LINESTRING (-8.4079414 43.075653, -8.4081498 43.0757275, -8.4082221 43.0757523, -8.408295 43.0757946, -8.4083892 43.0758493, -8.4084879 43.0759382, -8.4086117 43.0760498, -8.4086432 43.0760782)",,
955088326,False,2,N-550,trunk,True,42.153,Rúa Alfonso Senra,50,"LINESTRING (-8.4079414 43.075653, -8.4080023 43.0755201, -8.4081081 43.075294)",,
344890105,False,,,residential,True,97.231,Rúa da Canteira,30,"LINESTRING (-8.4098858 43.0790586, -8.4091878 43.0790277, -8.4087749 43.0789924, -8.4086933 43.0789854)",,10
443260028,True,,,residential,False,24.288,Rúa da Canteira,,"LINESTRING (-8.4098858 43.0790586, -8.4099455 43.0790614, -8.4099789 43.0790615, -8.4100599 43.0790611, -8.4101613 43.0790606, -8.4101847 43.0790605)",,
944049460,False,2,N-550,trunk,True,33.147,Rúa Alfonso Senra,50,"LINESTRING (-8.4067329 43.0783883, -8.4068582 43.0781046)",,
87609430,False,,,residential,False,174.211,Rúa da Canteira,30,"LINESTRING (-8.4067329 43.0783883, -8.4068851 43.0784339, -8.4070526 43.078484, -8.4078288 43.0787782, -8.4083478 43.0789645, -8.4085553 43.0789771, -8.4086933 43.0789854)",,4
"[953118454, 944049461, 944049462]",False,2,N-550,trunk,False,140.496,Rúa Alfonso Senra,50,"LINESTRING (-8.4067329 43.0783883, -8.4066576 43.0785558, -8.4065417 43.0788134, -8.4065027 43.0788999, -8.4063488 43.0792296, -8.4062089 43.0795293, -8.4061794 43.0795853)",,
87609415,True,1,,residential,False,112.513,Rúa do Mercado,30,"LINESTRING (-8.4086859 43.077924, -8.4086714 43.0778633, -8.4085081 43.0769826, -8.4084947 43.0769219)",,
87609529,True,1,,residential,False,118.066,Rúa Compostela,30,"LINESTRING (-8.4086859 43.077924, -8.4087854 43.0779458, -8.409979 43.0778221, -8.4100722 43.0778124, -8.4101218 43.0778073)",,
87609419,False,,,residential,True,161.70499999999998,Travesía de Campeiras,,"LINESTRING (-8.4127542 43.0748649, -8.4119737 43.0752954, -8.4110826 43.0756471)",,
87609426,False,,,residential,False,99.508,Rúa da Reverencia,,"LINESTRING (-8.4127542 43.0748649, -8.4128557 43.0749081, -8.413361 43.0751229, -8.413813 43.0753151)",,
87609426,False,,,residential,True,57.471,Rúa da Reverencia,,"LINESTRING (-8.4127542 43.0748649, -8.4126686 43.074812, -8.4125907 43.0747316, -8.4124357 43.0744687, -8.4124085 43.0744226)",,
"[87609489, 953118453]",False,,,residential,False,83.974,Rúa de Galicia,,"LINESTRING (-8.4036283 43.0784468, -8.4039332 43.07876, -8.4041857 43.0790144, -8.404243 43.0790526)",,
87609489,False,,,residential,True,41.25,Rúa de Galicia,,"LINESTRING (-8.4036283 43.0784468, -8.4035318 43.07834, -8.4033481 43.0781374)",,
737167514,False,,,residential,True,93.49600000000001,Rúa Juanjo Liñares,,"LINESTRING (-8.4036283 43.0784468, -8.4035636 43.0784797, -8.4026841 43.0789278)",,
320042460,False,,,residential,False,38.399,Rúa do Laranxal,,"LINESTRING (-8.4033942 43.0806465, -8.4037285 43.0806315, -8.4038661 43.0806253)",,
320042460,False,,,residential,True,57.918,Rúa do Laranxal,,"LINESTRING (-8.4033942 43.0806465, -8.4031296 43.0806585, -8.4026832 43.0806864)",,
"[320042331, 87609493]",False,,,residential,True,125.753,"['Rúa Casavella', 'Rúa Camposanto']",,"LINESTRING (-8.4038661 43.0806253, -8.4038814 43.0807531, -8.4038949 43.0809246, -8.4039222 43.0812153, -8.4045044 43.0811922, -8.4046595 43.0811835)",,
320042460,False,,,residential,True,38.399,Rúa do Laranxal,,"LINESTRING (-8.4038661 43.0806253, -8.4037285 43.0806315, -8.4033942 43.0806465)",,
320042765,False,,,residential,False,63.17699999999999,Rúa do Camposanto,,"LINESTRING (-8.4038661 43.0806253, -8.4039257 43.0805394, -8.4041398 43.080231, -8.4041754 43.0801798, -8.4042201 43.0801194)",,
87609518,False,,,residential,True,111.511,Rúa da Fonte Seca,,"LINESTRING (-8.4073716 43.0811003, -8.4071654 43.0810009, -8.4070663 43.0809632, -8.4070408 43.0809534, -8.4067741 43.0808621, -8.406673 43.0808409, -8.4065742 43.0808252, -8.406445 43.0807873, -8.4064038 43.0807766, -8.406117 43.0807084)",,4
190007263,False,,,residential,True,43.311,,,"LINESTRING (-8.4029124 43.0800141, -8.4023867 43.0799487)",,
737167515,False,,,residential,True,19.174,Rúa do Piñeiro,,"LINESTRING (-8.4029124 43.0800141, -8.4028438 43.0801791)",,
"[190007261, 190007263]",False,,,residential,"[False, True]",63.773,Rúa da Mina,,"LINESTRING (-8.4029124 43.0800141, -8.4029198 43.0799656, -8.4036279 43.0800542)",,
87609426,False,,,residential,True,99.508,Rúa da Reverencia,,"LINESTRING (-8.413813 43.0753151, -8.413361 43.0751229, -8.4128557 43.0749081, -8.4127542 43.0748649)",,
737167499,False,,,living_street,False,81.387,Rúa Maside,,"LINESTRING (-8.413813 43.0753151, -8.4137889 43.0753624, -8.413714 43.0755092, -8.4136818 43.0756933, -8.4136657 43.0760323)",,
87609518,False,,,residential,False,111.511,Rúa da Fonte Seca,,"LINESTRING (-8.406117 43.0807084, -8.4064038 43.0807766, -8.406445 43.0807873, -8.4065742 43.0808252, -8.406673 43.0808409, -8.4067741 43.0808621, -8.4070408 43.0809534, -8.4070663 43.0809632, -8.4071654 43.0810009, -8.4073716 43.0811003)",,4
87609518,False,,,residential,True,36.831,Rúa da Fonte Seca,,"LINESTRING (-8.406117 43.0807084, -8.4057649 43.0806026, -8.4056968 43.0805839)",,4
87609515,False,,,residential,True,35.317,,30,"LINESTRING (-8.4094786 43.0796972, -8.4099134 43.0796927)",,
"[963209552, 592198378]",True,,,residential,False,172.867,"['Rúa Severo Ochoa', 'Rúa Ramón Ferreiro']",30,"LINESTRING (-8.4094786 43.0796972, -8.4094784 43.0797299, -8.4094756 43.0802357, -8.4093536 43.0802353, -8.408683 43.0802333, -8.4086861 43.0798214, -8.4086863 43.0797961)",,
"[900455963, 895927524, 895927525]",False,2,N-550,trunk,False,117.761,Rúa Alfonso Senra,50,"LINESTRING (-8.4061794 43.0795853, -8.4061383 43.0796703, -8.4060913 43.0797635, -8.4060446 43.0798574, -8.4059031 43.0801411, -8.4056968 43.0805839)",,
"[944049462, 944049461, 953118454]",False,2,N-550,trunk,True,140.49599999999998,Rúa Alfonso Senra,50,"LINESTRING (-8.4061794 43.0795853, -8.4062089 43.0795293, -8.4063488 43.0792296, -8.4065027 43.0788999, -8.4065417 43.0788134, -8.4066576 43.0785558, -8.4067329 43.0783883)",,
87609468,False,,,residential,False,96.278,Rúa de Campeiras,,"LINESTRING (-8.4110826 43.0756471, -8.4121197 43.0760664)",,
87609468,False,,,residential,True,12.354,Rúa de Campeiras,,"LINESTRING (-8.4110826 43.0756471, -8.4109499 43.0755928)",,
87609419,False,,,residential,False,161.70499999999998,Travesía de Campeiras,,"LINESTRING (-8.4110826 43.0756471, -8.4119737 43.0752954, -8.4127542 43.0748649)",,
257373704,False,,,residential,False,201.544,Rúa da Feira,30,"LINESTRING (-8.4106101 43.0787401, -8.4106448 43.0786909, -8.4109115 43.0783123, -8.4109509 43.0782426, -8.411137 43.0779055, -8.4111668 43.0778407, -8.4111698 43.0778341, -8.4112986 43.0775541, -8.4113099 43.0775079, -8.4113178 43.0774594, -8.4113372 43.0771159, -8.4113478 43.077034)",,
257373705,True,,,residential,False,24.436,Rúa da Feira,,"LINESTRING (-8.4106101 43.0787401, -8.4104124 43.0788025, -8.4103277 43.078811)",,
87609493,False,,,residential,False,65.85,Rúa Casavella,,"LINESTRING (-8.4054684 43.0811479, -8.4053689 43.0811459, -8.4046595 43.0811835)",,
895927524,False,2,N-550,trunk,True,65.402,Rúa Alfonso Senra,50,"LINESTRING (-8.4054684 43.0811479, -8.4055028 43.0810581, -8.4055872 43.0808474, -8.4056968 43.0805839)",,
257373706,False,,,residential,False,182.93,Rúa Campomaior,,"LINESTRING (-8.4108652 43.0792651, -8.4116293 43.0794776, -8.4121494 43.0795199, -8.4124535 43.0795344, -8.4125791 43.0795404, -8.4126445 43.0795395, -8.4127116 43.0795386, -8.4130598 43.079534)",,
257373706,False,,,residential,True,34.23,Rúa Campomaior,,"LINESTRING (-8.4108652 43.0792651, -8.410549 43.0791857, -8.4104692 43.0791602)",,
87609515,False,,,residential,False,35.317,,30,"LINESTRING (-8.4099134 43.0796927, -8.4094786 43.0796972)",,
87609529,True,1,,residential,False,135.16400000000002,Rúa Compostela,30,"LINESTRING (-8.4071272 43.0774982, -8.4072198 43.0775233, -8.4075173 43.0776069, -8.4076532 43.0776446, -8.408614 43.0779052, -8.4086859 43.077924)",,
944049458,False,2,N-550,trunk,True,83.715,Rúa Alfonso Senra,50,"LINESTRING (-8.4071272 43.0774982, -8.4071362 43.0774793, -8.407144 43.0774631, -8.4074098 43.0768666, -8.407447 43.0767825)",,
944049459,False,2,N-550,trunk,False,70.88,Rúa Alfonso Senra,50,"LINESTRING (-8.4071272 43.0774982, -8.4068937 43.0780278, -8.4068582 43.0781046)",,
190007266,False,,,residential,False,19.09,Rúa da Fábrica,,"LINESTRING (-8.4026841 43.0789278, -8.4027545 43.0790916)",,
737167514,False,,,residential,False,93.49600000000001,Rúa Juanjo Liñares,,"LINESTRING (-8.4026841 43.0789278, -8.4035636 43.0784797, -8.4036283 43.0784468)",,
291649703,False,2,N-550,trunk,True,11.984,Rúa Alfonso Senra,50,"LINESTRING (-8.4091804 43.0737922, -8.4092461 43.0736957)",,
87609508,False,,,residential,False,213.79300000000003,Rúa Carnota,,"LINESTRING (-8.4091804 43.0737922, -8.4090748 43.073791, -8.4084311 43.0737972, -8.4083847 43.0737852, -8.4083209 43.0733724, -8.4083339 43.073118, -8.4082948 43.0729615, -8.4080795 43.0726288, -8.4080153 43.0724945)",,
291649703,False,2,N-550,trunk,False,179.48499999999999,Rúa Alfonso Senra,50,"LINESTRING (-8.4091804 43.0737922, -8.4090217 43.0739849, -8.4083612 43.0747843, -8.4082785 43.0749486, -8.4081461 43.0752119)",,
913199819,False,2,,residential,False,86.49300000000001,Rúa do Muíño,30,"LINESTRING (-8.4101218 43.0778073, -8.4100694 43.0782724, -8.4100641 43.0783211, -8.4100357 43.0785826)",,
86462918,False,,DP-5903,secondary,False,76.903,Rúa do Recreo,30,"LINESTRING (-8.4114681 43.075014, -8.4114137 43.0750766, -8.4113828 43.0751121, -8.4110262 43.075508, -8.4109499 43.0755928)",,
86462918,False,,DP-5903,secondary,True,103.42,Rúa do Recreo,30,"LINESTRING (-8.4114681 43.075014, -8.411552 43.0749177, -8.4117481 43.074719, -8.4119745 43.0745756, -8.4121592 43.0745089, -8.4123367 43.0744449, -8.4124085 43.0744226)",,
256499072,False,2,,residential,True,189.09199999999998,Rúa do Mediodía,30,"LINESTRING (-8.4114681 43.075014, -8.4099982 43.0738846, -8.4098532 43.0737897)",,
257807409,True,,,residential,False,81.559,Rúa Félix Rodríguez de la Fuente,,"LINESTRING (-8.4084947 43.0769219, -8.4085451 43.0767964, -8.4086783 43.0765063, -8.4088091 43.0762254)",,
344888146,True,,,residential,False,89.338,Rúa do Parque Municipal,,"LINESTRING (-8.4084947 43.0769219, -8.4084571 43.0769276, -8.4084006 43.0769417, -8.408317 43.0769598, -8.4082396 43.0769695, -8.4082041 43.0769683, -8.4081466 43.0769634, -8.4080837 43.0769524, -8.4077748 43.0768753, -8.4075494 43.0768102, -8.407447 43.0767825)",,
87609539,False,,,residential,True,20.936,,,"LINESTRING (-8.4041725 43.0792337, -8.4042055 43.0791486, -8.4042084 43.0791411, -8.404243 43.0790526)",,
