osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access,junction
32797565,True,2,Calle Arcos,residential,False,39.339,"LINESTRING (-6.1326908 36.6838552, -6.1322535 36.6839019)",,,
32808169,True,,Calle Honsario,residential,False,150.396,"LINESTRING (-6.1326908 36.6838552, -6.1325581 36.684266, -6.1324111 36.6846612, -6.1323395 36.6848554, -6.1322643 36.6851628)",,,
32797565,True,2,Calle Arcos,residential,False,40.225,"LINESTRING (-6.1331381 36.6838084, -6.1326908 36.6838552)",,,
1225199596,True,1,Calle Arcos,residential,False,17.252,"LINESTRING (-6.133327 36.6837749, -6.1331381 36.6838084)",30,,
1225199596,True,1,Calle Arcos,residential,False,36.947,"LINESTRING (-6.1337264 36.6836865, -6.133327 36.6837749)",30,,
32823690,True,,Calle Fontana,residential,False,119.83,"LINESTRING (-6.1337264 36.6836865, -6.1337908 36.6834932, -6.1338134 36.6834491, -6.1339217 36.6833071, -6.1341422 36.683015, -6.1343241 36.6827693, -6.1343471 36.6827381)",,,
1225199596,True,1,Calle Arcos,residential,False,86.602,"LINESTRING (-6.1351805 36.6833611, -6.1348309 36.6834325, -6.1343332 36.6835447, -6.1342454 36.6835703)",30,,
401480047,True,1,Calle Cerrón,living_street,False,53.194,"LINESTRING (-6.1360228 36.6830902, -6.1359709 36.6831061, -6.1359417 36.6831152, -6.135585 36.6832356, -6.1355581 36.6832447, -6.135472 36.6832738)",20,,
"[295518154, 295678140]",True,1,"['Calle Mora', 'Calle Naranjas']",residential,False,193.139,"LINESTRING (-6.1357193 36.6836654, -6.1356983 36.6837111, -6.1356823 36.6837459, -6.1354852 36.684252, -6.1353426 36.6846813, -6.1353681 36.6846838, -6.1361338 36.6847619, -6.1361796 36.6847669)",,,
295518155,True,1,Calle Honda,residential,False,129.193,"LINESTRING (-6.1357193 36.6836654, -6.1357672 36.6837632, -6.1361796 36.6847669)",30,,
32807617,True,1,Calle Bizcocheros,living_street,False,74.011,"LINESTRING (-6.1363827 36.6852418, -6.1362972 36.685231, -6.1360174 36.6851975, -6.1355586 36.6851654)",10,,
295678137,False,2,Calle Larga,residential,True,113.49499999999999,"LINESTRING (-6.1363827 36.6852418, -6.1364091 36.6853094, -6.1364328 36.685357, -6.136491 36.6854443, -6.1365703 36.6855445, -6.1366042 36.6855736, -6.1366916 36.6856486, -6.1370759 36.6859651, -6.1371544 36.6860385)",30,,
"[1261870745, 299870358]",True,1,Calle Larga,residential,False,30.704,"LINESTRING (-6.1363827 36.6852418, -6.1364086 36.6850619, -6.1364222 36.6849675)",30,designated,
28209364,False,,Avenida Torresoto,secondary,False,15.507000000000001,"LINESTRING (-6.1431633 36.6786042, -6.1430794 36.6786118, -6.1429902 36.6786065)",50,,
295526743,False,,Calle Puerto,residential,False,41.641000000000005,"LINESTRING (-6.1431633 36.6786042, -6.1429842 36.6787029, -6.1427767 36.6788142)",,,
"[401781576, 295526742]",True,,"['Calle Cayetano Picado', 'Calle Quintos']",residential,False,148.918,"LINESTRING (-6.141318 36.679592, -6.1410428 36.6790572, -6.1408424 36.6791107, -6.1401374 36.6792838)",,,
"[1259750662, 401781575]",False,2,Calle Puerto,residential,False,22.653999999999996,"LINESTRING (-6.141318 36.679592, -6.141162 36.67967, -6.141103 36.6797005)","['50', '30']",,
401781575,False,2,Calle Puerto,residential,True,156.211,"LINESTRING (-6.141318 36.679592, -6.1418327 36.6793197, -6.1427767 36.6788142)",50,,
32925986,True,,Calle Cruz de la Palma,residential,False,36.393,"LINESTRING (-6.13876 36.678342, -6.1387401 36.6786689)",,,
28209364,False,,Avenida Torresoto,secondary,True,149.62099999999998,"LINESTRING (-6.13876 36.678342, -6.1389274 36.6783637, -6.1390902 36.6783677, -6.1397084 36.6783451, -6.1400464 36.6783443, -6.1402822 36.6783437, -6.1404348 36.6783398)",50,,
323302719,False,,Calle Ronda de Muleros,secondary,False,137.914,"LINESTRING (-6.13876 36.678342, -6.1380856 36.6781576, -6.1377503 36.6780752, -6.1375029 36.6780444, -6.1372946 36.6779608)",30,,
"[32823684, 32862839]",True,,"['Calle Ávila', 'Calle Arboledilla']",residential,False,95.043,"LINESTRING (-6.1327077 36.6826114, -6.1327568 36.6824697, -6.1329882 36.6825052, -6.1330732 36.6825125, -6.1332102 36.6825073, -6.1334316 36.6824927, -6.1335447 36.6824058, -6.1335775 36.6823806)",,,
32612437,True,1,Calle Morenos,residential,False,86.269,"LINESTRING (-6.1342454 36.6835703, -6.1342499 36.6836622, -6.1342086 36.6838674, -6.1340963 36.6843348)",30,,
1225199596,True,1,Calle Arcos,residential,False,48.074,"LINESTRING (-6.1342454 36.6835703, -6.1341476 36.6835977, -6.1337264 36.6836865)",30,,
1230362790,True,1,Calle Bizcocheros,living_street,False,84.363,"LINESTRING (-6.1339487 36.6850047, -6.1330159 36.684878)",10,,
32808165,True,1,Calle Gaspar Fernández,residential,False,126.39699999999999,"LINESTRING (-6.1330159 36.684878, -6.1332391 36.6842275, -6.133298 36.6840132, -6.1333408 36.6838291, -6.133327 36.6837749)",30,,
32862523,True,1,Calle Caldereros,living_street,False,43.534000000000006,"LINESTRING (-6.1330159 36.684878, -6.1329467 36.685041, -6.1328719 36.6852038, -6.1328423 36.685243)",20,,
295678137,False,2,Calle Larga,residential,False,113.49499999999999,"LINESTRING (-6.1371544 36.6860385, -6.1370759 36.6859651, -6.1366916 36.6856486, -6.1366042 36.6855736, -6.1365703 36.6855445, -6.136491 36.6854443, -6.1364328 36.685357, -6.1364091 36.6853094, -6.1363827 36.6852418)",30,,
32612442,False,2,Plaza del Arroyo,living_street,False,41.05,"LINESTRING (-6.1421292 36.6823781, -6.1421953 36.6823443, -6.1423955 36.6822093, -6.1424893 36.6821488)",10,,
"[32612442, 1263291847]",False,2,Plaza del Arroyo,living_street,True,102.851,"LINESTRING (-6.1421292 36.6823781, -6.1418435 36.6824817, -6.1417294 36.6825223, -6.1416136 36.6825635, -6.1414492 36.6826213, -6.1413167 36.6826983, -6.1412661 36.6827219, -6.1411024 36.6827938)",10,,
"[34644740, 1263743135]",True,1,Calle Cuesta de la Encarnación,living_street,False,75.873,"LINESTRING (-6.1421292 36.6823781, -6.1419552 36.6821307, -6.1419167 36.682102, -6.141762 36.6820127, -6.1415563 36.6818939)",,,
32612848,False,1,Calle Limones,living_street,False,11.919,"LINESTRING (-6.1395289 36.6831371, -6.139564 36.6831918, -6.1395901 36.6832324)",10,,
32763721,False,1,Calle José Luis Diez,living_street,False,67.09299999999999,"LINESTRING (-6.1395289 36.6831371, -6.1394965 36.6831539, -6.1392243 36.6832923, -6.1389843 36.6834101, -6.1388867 36.683451)",10,,
299136471,False,,Calle Amargura,living_street,True,40.536,"LINESTRING (-6.1395289 36.6831371, -6.1394901 36.6830775, -6.1394645 36.6830382, -6.1393845 36.6829143, -6.1393334 36.6828085)",,,
1231238556,False,2,Calle José Luis Diez,living_street,True,46.328,"LINESTRING (-6.1395289 36.6831371, -6.1395712 36.683118, -6.139887 36.6829751, -6.139995 36.6829823)",10,,
32651605,True,1,Calle Juana de Dios Lacoste,living_street,False,8.072,"LINESTRING (-6.1396789 36.6843749, -6.1395926 36.684353)",20,,
"[32649837, 34650277]",False,1,Plaza del Carmen,living_street,False,84.548,"LINESTRING (-6.1395926 36.684353, -6.1396642 36.6842161, -6.139662 36.6841806, -6.1397746 36.6839863, -6.1398103 36.6839451, -6.1400728 36.6837149)",,,
