osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed,lanes
763128570,False,primary,True,51.824,"LINESTRING (-2.9770685 43.3034388, -2.9770593 43.3033021, -2.9770371 43.3029733)",BI-711,Avenida Jose Luis Goyoaga,50,2
40325692,True,residential,False,85.429,"LINESTRING (-2.9747258 43.303844, -2.9748875 43.3038159, -2.9757526 43.3036654)",,Jado kalea,,
109061332,False,residential,False,51.069,"LINESTRING (-2.9747258 43.303844, -2.9747473 43.3039335, -2.9748175 43.3042093, -2.9748399 43.3042957)",,Geltoki etorbidea,,
109061332,False,residential,True,41.89099999999999,"LINESTRING (-2.9747258 43.303844, -2.974683 43.3036875, -2.9746385 43.3035206, -2.9746226 43.3034998, -2.9745943 43.3034888)",,Geltoki etorbidea,,
109061332,False,residential,False,41.891000000000005,"LINESTRING (-2.9745943 43.3034888, -2.9746226 43.3034998, -2.9746385 43.3035206, -2.974683 43.3036875, -2.9747258 43.303844)",,Geltoki etorbidea,,
"[108696362, 109061332]",False,residential,True,8.741,"LINESTRING (-2.9745943 43.3034888, -2.9745622 43.3034897, -2.9745359 43.303493, -2.974501 43.3034762, -2.9744961 43.3034722)",,"['Geltoki etorbidea', 'Legazpi kalea']",,
40325683,True,residential,False,90.361,"LINESTRING (-2.9728922 43.3044861, -2.9730953 43.3050341, -2.9731622 43.3052147, -2.973183 43.3052707)",,Atzagako Ibarra kalea,,
40325693,True,residential,False,68.45700000000001,"LINESTRING (-2.9728922 43.3044861, -2.9727784 43.3045077, -2.9723336 43.3045924, -2.9720737 43.3046418)",,Ibarrondo kalea,,
126511824,False,residential,False,33.81,"LINESTRING (-2.9728922 43.3044861, -2.9730053 43.3044637, -2.9730501 43.3044549, -2.973296 43.304408)",,Ibarrondo kalea,,
40325693,True,residential,False,58.897,"LINESTRING (-2.9720737 43.3046418, -2.9719514 43.3046651, -2.9716571 43.3047204, -2.9714382 43.3047627, -2.9713696 43.304776)",,Ibarrondo kalea,,
108696384,True,residential,False,69.64,"LINESTRING (-2.9720737 43.3046418, -2.9720566 43.3045981, -2.9718674 43.3041151, -2.9718475 43.3040643, -2.9718378 43.3040395)",,Txorierri kalea,,
40325684,False,residential,True,43.605999999999995,"LINESTRING (-2.9718378 43.3040395, -2.9718248 43.3040037, -2.9718007 43.3039375, -2.9716999 43.3036604)",,Txorierri kalea,,
40325688,False,residential,True,57.411,"LINESTRING (-2.9718378 43.3040395, -2.9716724 43.3040728, -2.9712796 43.3041517, -2.9711539 43.3041769)",,Obieta kalea,,
108696357,True,residential,False,70.091,"LINESTRING (-2.9718378 43.3040395, -2.9719934 43.3040081, -2.9725634 43.3038931, -2.9726725 43.3038711)",,Obieta kalea,,
40325683,True,residential,False,70.658,"LINESTRING (-2.9726725 43.3038711, -2.9726984 43.3039436, -2.9728922 43.3044861)",,Atzagako Ibarra kalea,,
"[413333618, 108696357]",True,residential,False,156.855,"LINESTRING (-2.9726725 43.3038711, -2.972791 43.3038488, -2.974019 43.3036172, -2.9742462 43.3035744, -2.9744119 43.3035398, -2.9744541 43.303531, -2.9744848 43.3035127, -2.9744961 43.3034722)",,"['Calle Obieta', 'Obieta kalea']",,
40325688,False,residential,False,34.628,"LINESTRING (-2.9707414 43.3042598, -2.9708606 43.3042359, -2.9711223 43.3041833, -2.9711539 43.3041769)",,Obieta kalea,,
40325688,False,residential,True,45.155,"LINESTRING (-2.9707414 43.3042598, -2.9703385 43.304345, -2.9702216 43.304291)",,Obieta kalea,,
126511491,False,residential,True,72.26599999999999,"LINESTRING (-2.9707414 43.3042598, -2.9707386 43.3042874, -2.9707257 43.3044173, -2.9706767 43.304908)",,Desanexio kalea,,
"[126511496, 126511494]",True,residential,False,127.165,"LINESTRING (-2.9707414 43.3042598, -2.9707466 43.3037835, -2.9707478 43.3036687, -2.9711071 43.3032572, -2.971155 43.3032024)",,"['Desanexion kalea', 'Pagoetabidea']",,
108696386,False,primary,False,68.14099999999999,"LINESTRING (-2.9767243 43.3016143, -2.976779 43.3018042, -2.9768252 43.3019811, -2.9768893 43.3022152)",BI-711,Avenida Jose Luis Goyoaga,50,2
40325716,True,residential,False,83.04899999999999,"LINESTRING (-2.9741222 43.3021272, -2.9742491 43.3021043, -2.9751109 43.3019271)",,Antonio Trueba kalea,,
108696362,False,residential,False,67.79899999999999,"LINESTRING (-2.9741222 43.3021272, -2.9741362 43.3021964, -2.974145 43.3022293, -2.974249 43.302618, -2.9742782 43.3027262)",,Legazpi kalea,,
108696376,False,residential,False,20.365000000000002,"LINESTRING (-2.9741222 43.3021272, -2.9740069 43.3021492, -2.9738795 43.3021756)",,Antonio Trueba kalea,,
40325718,False,residential,True,71.098,"LINESTRING (-2.972857 43.3019425, -2.972544 43.3022754, -2.9723627 43.3024711)",,Gernika kalea,,
"[40325721, 126514884, 109061333]",True,residential,False,108.713,"LINESTRING (-2.9738795 43.3021756, -2.9738715 43.3021314, -2.9738386 43.3019487, -2.9738228 43.3017525, -2.9738326 43.3015862, -2.9738685 43.3014031, -2.9739326 43.3012077)",,Calle Bereterretxe,,
108696376,False,residential,False,127.12999999999998,"LINESTRING (-2.9738795 43.3021756, -2.9736768 43.302217, -2.97265 43.3024247, -2.9724971 43.3024556, -2.9723627 43.3024711)",,Antonio Trueba kalea,,
108696376,False,residential,True,20.365000000000002,"LINESTRING (-2.9738795 43.3021756, -2.9740069 43.3021492, -2.9741222 43.3021272)",,Antonio Trueba kalea,,
40325692,True,residential,False,109.423,"LINESTRING (-2.9757526 43.3036654, -2.9770685 43.3034388)",,Jado kalea,,
1174228512,False,living_street,False,44.495999999999995,"LINESTRING (-2.9757526 43.3036654, -2.9757448 43.3036427, -2.9756186 43.3032773)",,Ibarra kalea,,
40325683,True,residential,False,43.263999999999996,"LINESTRING (-2.972527 43.3034967, -2.9725574 43.3035749, -2.9726309 43.3037639, -2.9726725 43.3038711)",,Atzagako Ibarra kalea,,
108696370,False,residential,False,69.36,"LINESTRING (-2.972527 43.3034967, -2.972426 43.3035167, -2.9717945 43.3036417, -2.9716999 43.3036604)",,Mitxelena kalea,,
108696370,False,residential,True,136.734,"LINESTRING (-2.972527 43.3034967, -2.9726481 43.3034719, -2.9741536 43.3031637)",,Mitxelena kalea,,
108696365,True,residential,False,64.2,"LINESTRING (-2.9750426 43.3025716, -2.9744093 43.3026995, -2.9742782 43.3027262)",,San Jeronimo kalea,,
147870949,False,residential,False,57.703,"LINESTRING (-2.9750426 43.3025716, -2.9750709 43.3026493, -2.9752254 43.3030732)",,Santi Brouad plaza,,
108696389,True,residential,False,61.864000000000004,"LINESTRING (-2.9716539 43.3055647, -2.9715347 43.305589, -2.9711215 43.305673, -2.9709176 43.3057145)",,Anton Fernandez kalea,,
108696362,False,residential,False,84.809,"LINESTRING (-2.9742782 43.3027262, -2.974396 43.3031118, -2.9744712 43.3033827, -2.9744961 43.3034722)",,Legazpi kalea,,
108696362,False,residential,True,67.79899999999999,"LINESTRING (-2.9742782 43.3027262, -2.974249 43.302618, -2.974145 43.3022293, -2.9741362 43.3021964, -2.9741222 43.3021272)",,Legazpi kalea,,
40325693,True,residential,False,57.958000000000006,"LINESTRING (-2.9713696 43.304776, -2.9713405 43.3047815, -2.9713109 43.3047871, -2.9707912 43.3048862, -2.9707168 43.3049004, -2.9706767 43.304908)",,Ibarrondo kalea,,
108696360,True,residential,False,46.928000000000004,"LINESTRING (-2.9713696 43.304776, -2.9713835 43.304816, -2.9715115 43.3051852)",,Nafarroa Beherea kalea,,
40325684,False,residential,True,31.898,"LINESTRING (-2.9716999 43.3036604, -2.971591 43.3033847)",,Txorierri kalea,,
40325684,False,residential,False,43.605999999999995,"LINESTRING (-2.9716999 43.3036604, -2.9718007 43.3039375, -2.9718248 43.3040037, -2.9718378 43.3040395)",,Txorierri kalea,,
108696370,False,residential,True,69.36,"LINESTRING (-2.9716999 43.3036604, -2.9717945 43.3036417, -2.972426 43.3035167, -2.972527 43.3034967)",,Mitxelena kalea,,
108696372,False,residential,False,37.398,"LINESTRING (-2.9753481 43.3025108, -2.9757963 43.3024288)",,San Jeronimo kalea,,
108696365,True,residential,False,25.629,"LINESTRING (-2.9753481 43.3025108, -2.9753056 43.3025189, -2.9750426 43.3025716)",,San Jeronimo kalea,,
40325645,True,residential,False,52.241,"LINESTRING (-2.9733846 43.3057855, -2.9739101 43.3056879, -2.9740099 43.3056686)",,Ramon Rubial kalea,,
40325718,False,residential,False,71.098,"LINESTRING (-2.9723627 43.3024711, -2.972544 43.3022754, -2.972857 43.3019425)",,Gernika kalea,,
40325718,False,residential,True,27.169999999999998,"LINESTRING (-2.9723627 43.3024711, -2.9723519 43.3024841, -2.9722284 43.3026337, -2.9721918 43.3026814)",,Gernika kalea,,
108696376,False,residential,True,127.13,"LINESTRING (-2.9723627 43.3024711, -2.9724971 43.3024556, -2.97265 43.3024247, -2.9736768 43.302217, -2.9738795 43.3021756)",,Antonio Trueba kalea,,
108696386,False,primary,False,85.263,"LINESTRING (-2.9768893 43.3022152, -2.9769618 43.3024877, -2.9770161 43.3027347, -2.9770241 43.3028259, -2.9770371 43.3029733)",BI-711,Avenida Jose Luis Goyoaga,50,2
108696386,False,primary,True,68.141,"LINESTRING (-2.9768893 43.3022152, -2.9768252 43.3019811, -2.976779 43.3018042, -2.9767243 43.3016143)",BI-711,Avenida Jose Luis Goyoaga,50,2
"[108696388, 108696391]",False,living_street,"[False, True]",96.358,"LINESTRING (-2.9768893 43.3022152, -2.9768132 43.3022303, -2.9762279 43.3023466, -2.976355 43.3027024)",,"['San Jeronimo kalea', 'Jesús Aranburu kalea']",,
40325688,False,residential,False,57.411,"LINESTRING (-2.9711539 43.3041769, -2.9712796 43.3041517, -2.9716724 43.3040728, -2.9718378 43.3040395)",,Obieta kalea,,
40325688,False,residential,True,34.628,"LINESTRING (-2.9711539 43.3041769, -2.9711223 43.3041833, -2.9708606 43.3042359, -2.9707414 43.3042598)",,Obieta kalea,,
108696360,True,residential,False,68.86500000000001,"LINESTRING (-2.9711539 43.3041769, -2.9711785 43.3042453, -2.9713509 43.3047242, -2.9713696 43.304776)",,Nafarroa Beherea kalea,,
108696370,False,residential,False,136.734,"LINESTRING (-2.9741536 43.3031637, -2.9726481 43.3034719, -2.972527 43.3034967)",,Mitxelena kalea,,
108696378,False,residential,True,138.502,"LINESTRING (-2.9740642 43.3028603, -2.9724142 43.3031914)",,Calle de Llona,,
108696378,False,residential,False,138.502,"LINESTRING (-2.9724142 43.3031914, -2.9740642 43.3028603)",,Calle de Llona,,
40325683,True,residential,False,35.153999999999996,"LINESTRING (-2.9724142 43.3031914, -2.9724877 43.3033904, -2.9725116 43.3034551, -2.972527 43.3034967)",,Atzagako Ibarra kalea,,
"[126511489, 126511487]",False,residential,"[False, True]",134.749,"LINESTRING (-2.9734077 43.301295, -2.9736793 43.3011106, -2.9738752 43.3009437, -2.9740328 43.3007933, -2.9740879 43.3007788, -2.9741258 43.3007883, -2.9741493 43.3008126, -2.9741583 43.3008405, -2.9741396 43.300879, -2.9740301 43.3010364, -2.9739326 43.3012077)",,"['Avenida Gernika', 'Calle Bereterretxe']",,
126511492,True,residential,False,84.674,"LINESTRING (-2.9734077 43.301295, -2.9733328 43.301383, -2.972857 43.3019425)",,Gernika kalea,,
40325716,True,residential,False,39.666,"LINESTRING (-2.9751109 43.3019271, -2.9752724 43.3018943, -2.9755833 43.3018319)",,Antonio Trueba kalea,,
109061329,True,residential,False,67.683,"LINESTRING (-2.9751109 43.3019271, -2.9751644 43.3020597, -2.9753145 43.3024284, -2.9753481 43.3025108)",,Antonio Trueba zeharkalea,,
109061330,True,residential,False,43.572,"LINESTRING (-2.9739326 43.3012077, -2.973804 43.3012292, -2.9734077 43.301295)",,,,
"[126511489, 126511487]",False,residential,"[False, True]",134.749,"LINESTRING (-2.9739326 43.3012077, -2.9740301 43.3010364, -2.9741396 43.300879, -2.9741583 43.3008405, -2.9741493 43.3008126, -2.9741258 43.3007883, -2.9740879 43.3007788, -2.9740328 43.3007933, -2.9738752 43.3009437, -2.9736793 43.3011106, -2.9734077 43.301295)",,"['Calle Bereterretxe', 'Avenida Gernika']",,
126511488,True,residential,False,214.00099999999998,"LINESTRING (-2.973296 43.304408, -2.9733847 43.3046456, -2.9739978 43.3045165, -2.9739613 43.304427, -2.973838 43.3040838, -2.9738245 43.3040406, -2.9732059 43.3041611, -2.973296 43.304408)",,San Agustin plaza,,
126511824,False,residential,True,33.81,"LINESTRING (-2.973296 43.304408, -2.9730501 43.3044549, -2.9730053 43.3044637, -2.9728922 43.3044861)",,Ibarrondo kalea,,
40325633,False,residential,False,8.239,"LINESTRING (-2.9738558 43.3083009, -2.9739323 43.3083498)",,Tartanga kalea,,
40325633,False,residential,True,41.951,"LINESTRING (-2.9738558 43.3083009, -2.973743 43.3082169, -2.9736367 43.3081378, -2.9735235 43.3080427, -2.9735025 43.308025)",,Tartanga kalea,,
164338199,False,unclassified,False,124.817,"LINESTRING (-2.9738558 43.3083009, -2.9737953 43.3083361, -2.9735666 43.3084741, -2.9733812 43.308591, -2.9732575 43.308693, -2.9731586 43.3088234, -2.9730247 43.3087964, -2.9728949 43.308714, -2.9727568 43.3085895)",,,,
147870949,False,residential,True,57.703,"LINESTRING (-2.9752254 43.3030732, -2.9750709 43.3026493, -2.9750426 43.3025716)",,Santi Brouad plaza,,
40325690,False,residential,False,7.521,"LINESTRING (-2.9748403 43.3046515, -2.9748589 43.3046405, -2.9749125 43.3046089)",,Tartanga kalea,,
40325690,False,residential,True,18.834,"LINESTRING (-2.9748403 43.3046515, -2.9746697 43.3046852, -2.9746204 43.3047045)",,Tartanga kalea,,
398875183,True,living_street,False,80.65700000000001,"LINESTRING (-2.9748403 43.3046515, -2.9748453 43.3046664, -2.9749244 43.3049347, -2.9749357 43.3049409, -2.9749566 43.3049523, -2.9750075 43.3049562, -2.9750424 43.3049445, -2.9750612 43.304923, -2.9749823 43.3046339, -2.9749769 43.3046134)",,Martiartu kalea,,
"[108696388, 108696391]",False,living_street,"[False, True]",96.35799999999999,"LINESTRING (-2.976355 43.3027024, -2.9762279 43.3023466, -2.9768132 43.3022303, -2.9768893 43.3022152)",,"['San Jeronimo kalea', 'Jesús Aranburu kalea']",,
164338189,False,residential,True,141.81900000000002,"LINESTRING (-2.9739978 43.3025932, -2.9731763 43.3027586, -2.9723087 43.3029333)",,,,
40325683,True,residential,False,29.942,"LINESTRING (-2.9723087 43.3029333, -2.9724142 43.3031914)",,Atzagako Ibarra kalea,,
164338189,False,residential,False,141.81900000000002,"LINESTRING (-2.9723087 43.3029333, -2.9731763 43.3027586, -2.9739978 43.3025932)",,,,
40325633,False,residential,False,41.951,"LINESTRING (-2.9735025 43.308025, -2.9735235 43.3080427, -2.9736367 43.3081378, -2.973743 43.3082169, -2.9738558 43.3083009)",,Tartanga kalea,,
1228547046,True,residential,False,18.527,"LINESTRING (-2.9735025 43.308025, -2.9735298 43.3080075, -2.9735489 43.3079832, -2.9735556 43.3079556, -2.9735493 43.3079279, -2.9735306 43.3079034, -2.9735018 43.3078848)",,,,1
164338199,False,unclassified,True,124.81700000000001,"LINESTRING (-2.9727568 43.3085895, -2.9728949 43.308714, -2.9730247 43.3087964, -2.9731586 43.3088234, -2.9732575 43.308693, -2.9733812 43.308591, -2.9735666 43.3084741, -2.9737953 43.3083361, -2.9738558 43.3083009)",,,,
164338195,False,residential,False,29.358,"LINESTRING (-2.9741477 43.30872, -2.9738493 43.3088702)",,,,
164338168,False,residential,False,32.447,"LINESTRING (-2.9738493 43.3088702, -2.9740746 43.3091116)",,María Nieves Urrutia kalea,,
164338195,False,residential,False,31.506,"LINESTRING (-2.9738493 43.3088702, -2.973527 43.3090292)",,,,
