osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,geometry,lanes
160630128,False,BI-3724,Calle Catalina Gibaja,tertiary,50,yes,False,22.057000000000002,"LINESTRING (-3.0533846 43.3092712, -3.0534901 43.3093064, -3.053589 43.3093285, -3.0536415 43.3093342)",
271417184,False,BI-3724,Avenida Bilbao hiribidea,tertiary,50,yes,True,66.75399999999999,"LINESTRING (-3.0533846 43.3092712, -3.0532247 43.3092064, -3.0531106 43.3091442, -3.0529255 43.3090143, -3.0527592 43.3088861)",
160630123,False,BI-3724,Calle Catalina Gibaja,tertiary,50,,False,39.248999999999995,"LINESTRING (-3.0558628 43.3097151, -3.0559828 43.3098379, -3.0560675 43.3099461, -3.0561051 43.3100189)",
160630128,False,BI-3724,Calle Catalina Gibaja,tertiary,50,yes,True,78.94900000000001,"LINESTRING (-3.0558628 43.3097151, -3.0558196 43.3096836, -3.0557228 43.3096209, -3.0555422 43.3095372, -3.0552921 43.3094467, -3.0551114 43.3093979, -3.0550188 43.3093728)",
445241268,False,BI-3724,Avenida Lasagabaster / Lasagabaster etorbidea,tertiary,50,,False,190.602,"LINESTRING (-3.0587263 43.3120498, -3.0588652 43.3121201, -3.0590198 43.3122169, -3.0591472 43.3123183, -3.0592591 43.3124335, -3.0593705 43.3125559, -3.060102 43.3134229)",
445241268,False,BI-3724,Avenida Lasagabaster / Lasagabaster etorbidea,tertiary,50,,True,92.90299999999999,"LINESTRING (-3.0587263 43.3120498, -3.0584814 43.3119365, -3.0577504 43.3116096)",
556313224,True,,Calle Lasagabaster,residential,,,False,103.482,"LINESTRING (-3.0587263 43.3120498, -3.0587257 43.312011, -3.0587211 43.3119821, -3.0587047 43.3119549, -3.058672 43.3119328, -3.0578314 43.3115573, -3.0577964 43.3115641, -3.0577504 43.3116096)",
27563338,True,,Avenida de la Estación / Geltoki Etorbidea,tertiary,,,False,18.067,"LINESTRING (-3.0564904 43.3099756, -3.0562986 43.3098924)",
86452871,False,BI-3756,Avenida de la Estación / Geltoki Etorbidea,tertiary,,,False,133.36499999999998,"LINESTRING (-3.0564904 43.3099756, -3.0566841 43.3100758, -3.0569864 43.3102322, -3.0570185 43.3102545, -3.0570361 43.3102667, -3.0573998 43.310519, -3.057465 43.3105648, -3.0575336 43.310613, -3.0575553 43.3106283, -3.0576989 43.3107313, -3.0577359 43.3107565)",
86452871,False,BI-3756,Avenida de la Estación / Geltoki Etorbidea,tertiary,,,False,13.222,"LINESTRING (-3.0605766 43.3117995, -3.0607288 43.3118428)",
86452871,False,BI-3756,Avenida de la Estación / Geltoki Etorbidea,tertiary,,,True,9.527,"LINESTRING (-3.0605766 43.3117995, -3.0604786 43.311752)",
107346839,False,,Avenida de la Estación / Geltoki Etorbidea,residential,,,False,62.042,"LINESTRING (-3.0605766 43.3117995, -3.0605868 43.3118755, -3.0605909 43.3119059, -3.0605963 43.3119528, -3.0606108 43.3119792, -3.0608028 43.3123278)",
277270973,False,BI-3749,Avenida del Minero,tertiary,,yes,False,15.669,"LINESTRING (-3.0495363 43.3077136, -3.0497108 43.3077747)",
107249393,True,,Gorbea taldea,residential,,,False,25.061,"LINESTRING (-3.0495363 43.3077136, -3.0495203 43.3078562, -3.0495564 43.3079342)",
159551331,True,BI-3749,Avenida del Minero,tertiary,,yes,False,18.58,"LINESTRING (-3.0524167 43.3088784, -3.0526056 43.3089734)",
277270973,False,BI-3749,Avenida del Minero,tertiary,,yes,True,251.27499999999998,"LINESTRING (-3.0524167 43.3088784, -3.0523251 43.3088315, -3.0520398 43.3086852, -3.0514228 43.3084347, -3.0510234 43.3082726, -3.0509663 43.3082494, -3.0508131 43.3081872, -3.0498497 43.3078204, -3.0497108 43.3077747)",
86452875,False,,Calle Catalina Gibaja,residential,,,True,7.073,"LINESTRING (-3.0562524 43.3099464, -3.0562986 43.3098924)",
696696393,True,,Calle Catalina Gibaja,residential,,,False,14.498,"LINESTRING (-3.0562524 43.3099464, -3.0562127 43.3099608, -3.0561837 43.3099713, -3.0561622 43.309983, -3.0561381 43.3099961, -3.0561051 43.3100189)",
595228105,True,,Calle Catalina Gibaja,residential,,,False,14.823,"LINESTRING (-3.0563125 43.3100655, -3.0563084 43.3100255, -3.0562911 43.3099714, -3.0562524 43.3099464)",
696696396,True,,Calle Catalina Gibaja,residential,,,False,17.629,"LINESTRING (-3.0563125 43.3100655, -3.0563788 43.3100245, -3.0564182 43.3100021, -3.0564904 43.3099756)",
86452875,False,,Calle Catalina Gibaja,residential,,,False,7.073,"LINESTRING (-3.0562986 43.3098924, -3.0562524 43.3099464)",
27563338,True,,Avenida de la Estación / Geltoki Etorbidea,tertiary,,,False,40.455,"LINESTRING (-3.0562986 43.3098924, -3.0561738 43.3098372, -3.0559771 43.3097521, -3.0558628 43.3097151)",
696696394,False,BI-3724,Calle Catalina Gibaja,tertiary,50,,True,19.027,"LINESTRING (-3.0562852 43.310342, -3.0562235 43.310236, -3.056196 43.3101837)",
"[445241268, 696696399]",False,BI-3724,"['Avenida Lasagabaster / Lasagabaster etorbidea', 'Calle Catalina Gibaja']",tertiary,50,,False,186.65,"LINESTRING (-3.0562852 43.310342, -3.0563227 43.3103959, -3.0566123 43.3107721, -3.0567264 43.310895, -3.0568622 43.3110127, -3.0570162 43.3111462, -3.0571275 43.3112324, -3.0571758 43.3112698, -3.057314 43.3113685, -3.0573567 43.3114057, -3.0576776 43.3115744, -3.0577114 43.3115922, -3.0577504 43.3116096)",
107758240,True,,Grupo Mendialde,living_street,20,,False,18.044,"LINESTRING (-3.0559792 43.3101238, -3.0559454 43.3101495, -3.0558515 43.3102562)",
696696398,True,,Calle Catalina Gibaja,residential,,,False,13.363,"LINESTRING (-3.0559792 43.3101238, -3.0559986 43.3101596, -3.0560341 43.3101973, -3.0560702 43.3102219)",
86452874,True,,Calle Catalina Gibaja,residential,,,False,21.967,"LINESTRING (-3.0560702 43.3102219, -3.0562083 43.3103058, -3.0562852 43.310342)",
696696397,True,,Calle Catalina Gibaja,residential,,,False,11.058,"LINESTRING (-3.0560702 43.3102219, -3.0561439 43.3102033, -3.056196 43.3101837)",
445305103,False,,Grupo Mendialde,unclassified,,,False,29.717,"LINESTRING (-3.0515555 43.3114857, -3.0511897 43.3115097)",
445305103,False,,Grupo Mendialde,unclassified,,,True,118.97200000000001,"LINESTRING (-3.0515555 43.3114857, -3.0517556 43.3114804, -3.0520507 43.3114785, -3.0522819 43.3114749, -3.0525259 43.3114698, -3.0526272 43.3114689, -3.0527207 43.3114685, -3.052801 43.3114601, -3.0528811 43.311448, -3.0529689 43.3114345, -3.05302 43.3114266)",
549568076,False,,Calle del Eskurto,living_street,,,False,332.34599999999995,"LINESTRING (-3.0515555 43.3114857, -3.0524494 43.3120415, -3.0525634 43.3120933, -3.0526546 43.3121186, -3.0527297 43.3121216, -3.0531588 43.3121459, -3.0532956 43.3121557, -3.0539158 43.3123411, -3.0542817 43.3124505, -3.0551914 43.312736)",
445305103,False,,Grupo Mendialde,unclassified,,,True,29.717,"LINESTRING (-3.0511897 43.3115097, -3.0515555 43.3114857)",
107229683,True,,Grupo Otxartaga,residential,,,False,55.678999999999995,"LINESTRING (-3.0549798 43.3106843, -3.0550496 43.3105925, -3.0551247 43.3104579, -3.0551344 43.3104302, -3.0551676 43.3103349, -3.0551823 43.3102382, -3.0551863 43.310212)",
1157793794,False,,Grupo Mendialde,living_street,20,,True,41.608000000000004,"LINESTRING (-3.0549798 43.3106843, -3.0550188 43.3107024, -3.0550817 43.3107316, -3.0552129 43.3107924, -3.0553579 43.3108553, -3.055374 43.3108636, -3.0554088 43.310889)",1
107229683,True,,Grupo Otxartaga,residential,,,False,102.762,"LINESTRING (-3.0537299 43.3105964, -3.0537701 43.3106023, -3.0548243 43.3106316, -3.0548994 43.3106452, -3.0549798 43.3106843)",
146084482,True,,Grupo Otxartaga,residential,,,False,119.38600000000001,"LINESTRING (-3.0537299 43.3105964, -3.0538692 43.3107895, -3.0547485 43.3108178, -3.0548584 43.310747, -3.0549456 43.310702, -3.0549798 43.3106843)",
107758235,False,,Grupo Mendialde,living_street,20,,False,7.629,"LINESTRING (-3.0557808 43.3103016, -3.0558348 43.3102669, -3.0558515 43.3102562)",
107758235,False,,Grupo Mendialde,living_street,20,,True,53.692,"LINESTRING (-3.0557808 43.3103016, -3.0556074 43.3104696, -3.0555986 43.3104873, -3.055535 43.310616, -3.0555315 43.3106917, -3.0555296 43.3107331)",
182611060,False,,Grupo Otxartaga,residential,,,False,5.233,"LINESTRING (-3.0535529 43.3098099, -3.0535652 43.3097637)",
107229683,True,,Grupo Otxartaga,residential,,,False,24.422,"LINESTRING (-3.0535529 43.3098099, -3.0535636 43.3099407, -3.0535648 43.3100293)",
107758236,True,,Otxartaga Etxetaldea,residential,,,False,76.593,"LINESTRING (-3.0535529 43.3098099, -3.0535022 43.309789, -3.0528099 43.30948, -3.0527462 43.3094496)",
160630128,False,BI-3724,Calle Catalina Gibaja,tertiary,50,yes,False,78.94900000000001,"LINESTRING (-3.0550188 43.3093728, -3.0551114 43.3093979, -3.0552921 43.3094467, -3.0555422 43.3095372, -3.0557228 43.3096209, -3.0558196 43.3096836, -3.0558628 43.3097151)",
160630128,False,BI-3724,Calle Catalina Gibaja,tertiary,50,yes,True,112.602,"LINESTRING (-3.0550188 43.3093728, -3.0547493 43.3093236, -3.0544804 43.3092944, -3.0542208 43.3092914, -3.053835 43.3093187, -3.0536415 43.3093342)",
