osmid,oneway,name,highway,reversed,length,geometry,junction,bridge,lanes
73349831,True,Calle Real de Utrera,tertiary,False,83.1,"LINESTRING (-5.9177502 37.2799648, -5.9178173 37.2800275, -5.9183424 37.280518, -5.9183585 37.2805342)",,,
692602247,True,Plaza de la Constitución,residential,False,32.730000000000004,"LINESTRING (-5.9216747 37.2834209, -5.9216902 37.283542, -5.9217127 37.2836533, -5.9217442 37.2837077)",roundabout,,
40229576,True,Avenida de Andalucía,secondary,False,112.87,"LINESTRING (-5.9245717 37.2810475, -5.9256139 37.2816329)",,,
144068655,True,Calle Calderón de la Barca,residential,False,42.326,"LINESTRING (-5.9245717 37.2810475, -5.9243311 37.2813765)",,,
40854258,False,Calle José Carreras,residential,True,31.438,"LINESTRING (-5.9174001 37.2812074, -5.9176665 37.2810203)",,,
40854258,False,Calle José Carreras,residential,False,42.288999999999994,"LINESTRING (-5.9174001 37.2812074, -5.9173587 37.2812395, -5.917082 37.2814911)",,,
40234393,True,Calle Nuestra Señora del Carmen,tertiary,False,167.84199999999998,"LINESTRING (-5.9205559 37.2842978, -5.9202242 37.2837767, -5.9197079 37.2830201, -5.9196585 37.2829691)",,,
40854258,False,Calle José Carreras,residential,True,42.288999999999994,"LINESTRING (-5.917082 37.2814911, -5.9173587 37.2812395, -5.9174001 37.2812074)",,,
73349831,True,Calle Real de Utrera,tertiary,False,35.155,"LINESTRING (-5.9174673 37.2797428, -5.9177502 37.2799648)",,,
40854258,False,Calle José Carreras,residential,False,81.671,"LINESTRING (-5.9183585 37.2805342, -5.9176665 37.2810203)",,,
385565186,True,Calle Real de Utrera,tertiary,False,175.494,"LINESTRING (-5.9183585 37.2805342, -5.9193294 37.2815082, -5.9194153 37.2815967, -5.9195785 37.2817649, -5.9195844 37.2817746)",,,
73980407,True,Plaza de Hidalgo Carret,residential,False,20.319,"LINESTRING (-5.9193304 37.2799625, -5.9194283 37.2801278)",roundabout,,
73980409,True,Calle Álvarez Quintero,residential,False,84.722,"LINESTRING (-5.9193304 37.2799625, -5.9185627 37.2804179)",,,
40855246,True,Calle Miguel Fleta,tertiary,False,24.17,"LINESTRING (-5.9180423 37.2835219, -5.9182456 37.2836671)",,yes,
40854260,True,Calle Plácido Domingo,residential,False,51.648,"LINESTRING (-5.9188629 37.2821588, -5.9184664 37.2824997)",,,
110464377,True,Calle Nuestra Señora del Carmen,tertiary,False,167.157,"LINESTRING (-5.9188629 37.2821588, -5.9174001 37.2812074)",,,
385565185,True,Calle Miguel Fleta,tertiary,False,51.086,"LINESTRING (-5.9176143 37.2832135, -5.9180423 37.2835219)",,,
755394522,False,Calle Plácido Domingo,residential,True,60.878,"LINESTRING (-5.9176143 37.2832135, -5.9180884 37.2828167)",,,
40854259,True,Calle Marcos Redondo,residential,False,56.514,"LINESTRING (-5.9185889 37.2832589, -5.9180423 37.2835219)",,,
40854262,True,Calle Alfredo Kraus,residential,False,67.044,"LINESTRING (-5.9185889 37.2832589, -5.9184359 37.2830528, -5.9180884 37.2828167)",,,
203570626,True,Calle Alfredo Kraus,residential,False,41.503,"LINESTRING (-5.9180884 37.2828167, -5.9177376 37.2825689)",,,
755394522,False,Calle Plácido Domingo,residential,False,60.878,"LINESTRING (-5.9180884 37.2828167, -5.9176143 37.2832135)",,,
203570626,True,Calle Alfredo Kraus,residential,False,43.25,"LINESTRING (-5.9173936 37.2823259, -5.917028 37.2820677)",,,
203570626,True,Calle Alfredo Kraus,residential,False,40.699,"LINESTRING (-5.9177376 37.2825689, -5.9173936 37.2823259)",,,
40854265,True,Calle Fuencisla Martín,residential,False,60.455,"LINESTRING (-5.9172763 37.28297, -5.9177376 37.2825689)",,,
385565185,True,Calle Miguel Fleta,tertiary,False,40.34,"LINESTRING (-5.9172763 37.28297, -5.9176143 37.2832135)",,,
40854258,False,Calle José Carreras,residential,False,31.438,"LINESTRING (-5.9176665 37.2810203, -5.9174001 37.2812074)",,,
40854258,False,Calle José Carreras,residential,True,81.671,"LINESTRING (-5.9176665 37.2810203, -5.9183585 37.2805342)",,,
40854259,True,Calle Marcos Redondo,residential,False,48.305,"LINESTRING (-5.9190561 37.2830341, -5.9185889 37.2832589)",,,
40854267,True,Calle Pedro Lavirgen,residential,False,79.788,"LINESTRING (-5.9190561 37.2830341, -5.9188879 37.2828121, -5.9184664 37.2824997)",,,
40854260,True,Calle Plácido Domingo,residential,False,48.589,"LINESTRING (-5.9184664 37.2824997, -5.9180884 37.2828167)",,,
110279019,True,Calle Marcos Redondo,residential,False,142.052,"LINESTRING (-5.9182456 37.2836671, -5.9183384 37.2836216, -5.9185229 37.2835304, -5.9188052 37.2833943, -5.9195575 37.283023, -5.9195902 37.2829792)",,,
"[1107429614, 206238310]",True,Calle Miguel Fleta,tertiary,False,190.033,"LINESTRING (-5.9182456 37.2836671, -5.9183261 37.2837232, -5.9195737 37.284593, -5.9198611 37.2847934)",,,
40932249,True,Avenida de los Reyes Católicos,tertiary,False,59.555,"LINESTRING (-5.9240348 37.2792802, -5.923653 37.2797213)",,,
79176905,True,Calle Toneleros,residential,False,139.772,"LINESTRING (-5.9240348 37.2792802, -5.9253214 37.2800096)",,,
40932249,True,Avenida de los Reyes Católicos,tertiary,False,56.307,"LINESTRING (-5.923653 37.2797213, -5.9234794 37.2799072, -5.9232331 37.2800998)",,,
40229576,True,Avenida de Andalucía,secondary,False,111.84,"LINESTRING (-5.9232331 37.2800998, -5.9241708 37.2807743)",,,
206238313,True,Calle Romera,residential,False,145.69,"LINESTRING (-5.9232331 37.2800998, -5.9227726 37.2804607, -5.9220747 37.2810309)",,,
110273740,True,Calle Melliza,residential,False,150.613,"LINESTRING (-5.9238794 37.2830777, -5.923998 37.2844289)",,,
56434012,True,Calle Santa María Magdalena,tertiary,False,59.571999999999996,"LINESTRING (-5.9238794 37.2830777, -5.9242643 37.2830296, -5.9245468 37.2830087)",,,1
56434012,True,Calle Santa María Magdalena,tertiary,False,28.316,"LINESTRING (-5.9228478 37.2832961, -5.923163 37.2832519)",,,1
73379783,True,Calle Canónigo,tertiary,False,92.181,"LINESTRING (-5.9228478 37.2832961, -5.9222902 37.2825958)",,,
56434012,True,Calle Santa María Magdalena,tertiary,False,18.406,"LINESTRING (-5.9245468 37.2830087, -5.9247546 37.2830007)",,,1
73345032,True,Calle Jesús de Grimarest,residential,False,87.352,"LINESTRING (-5.9197134 37.2792139, -5.9189671 37.2795104, -5.9188285 37.2795622)",,,
"[73375011, 73364972]",True,"['Calle Portugal', 'Calle Cristo de la Veracruz']",residential,False,83.043,"LINESTRING (-5.9197134 37.2792139, -5.9198846 37.2793291, -5.9200195 37.279383, -5.9204943 37.2794405, -5.9205766 37.2794499)",,,
73345032,True,Calle Jesús de Grimarest,residential,False,105.385,"LINESTRING (-5.9188285 37.2795622, -5.9177502 37.2799648)",,,
206642437,True,,residential,False,14.798,"LINESTRING (-5.9205766 37.2794499, -5.9206745 37.279342)",,,
1107426784,True,Avenida de Andalucía,secondary,False,21.198999999999998,"LINESTRING (-5.9206745 37.279342, -5.9207928 37.2794002, -5.9208891 37.2794231)",,,
73379783,True,Calle Canónigo,tertiary,False,166.985,"LINESTRING (-5.9239332 37.2863495, -5.9239088 37.2856688, -5.9237914 37.2851956, -5.9237353 37.2850172, -5.9237032 37.2848648)",,,
401681986,True,Plaza El Arenal,tertiary,False,9.788,"LINESTRING (-5.9239332 37.2863495, -5.9238364 37.2863476, -5.9238243 37.2863529)",circular,,
73379783,True,Calle Canónigo,tertiary,False,190.64499999999998,"LINESTRING (-5.9237032 37.2848648, -5.923689 37.2848153, -5.9235999 37.284572, -5.9235345 37.2844278, -5.9231785 37.2838082, -5.9228478 37.2832961)",,,
73379783,True,Calle Canónigo,tertiary,False,134.689,"LINESTRING (-5.9222902 37.2825958, -5.9218918 37.2821519, -5.9213818 37.2817487, -5.9212903 37.2816896)",,,
73379785,True,Calle El Ejido,residential,False,257.45,"LINESTRING (-5.9212903 37.2816896, -5.9212603 37.2815813, -5.9212028 37.2813972, -5.9211996 37.2813792, -5.9211408 37.2810507, -5.9210335 37.2806067, -5.9205987 37.2795059, -5.9205766 37.2794499)",,,
206642445,True,Calle Santiago Apóstol,residential,False,90.457,"LINESTRING (-5.9212903 37.2816896, -5.9212146 37.2816644, -5.9211593 37.2816612, -5.9203968 37.2820185)",,,
73980403,True,Calle Tarancón,residential,False,73.449,"LINESTRING (-5.9185627 37.2804179, -5.9193856 37.2805051)",,,
73980409,True,Calle Álvarez Quintero,residential,False,22.218,"LINESTRING (-5.9185627 37.2804179, -5.9183585 37.2805342)",,,
"[73980403, 73980412]",True,"['Calle Tarancón', 'Calle Pereda']",residential,False,125.87700000000001,"LINESTRING (-5.9193856 37.2805051, -5.9196307 37.2805741, -5.9201519 37.2808304, -5.9204368 37.2809473, -5.9202983 37.2810929)",,,
"[73980408, 73980404]",True,Gonzalo Nazareno,residential,False,63.122,"LINESTRING (-5.9193856 37.2805051, -5.9196465 37.2804269, -5.9194283 37.2801278)",,,
73980407,True,Plaza de Hidalgo Carret,residential,False,66.646,"LINESTRING (-5.9194283 37.2801278, -5.9196643 37.2800254, -5.9195785 37.2798717, -5.9193304 37.2799625)",roundabout,,
385565186,True,Calle Real de Utrera,tertiary,False,110.87,"LINESTRING (-5.9195844 37.2817746, -5.919853 37.2820477, -5.9202307 37.2825599, -5.9202745 37.2826043)",,,
73982067,False,Calle Purísima Concepción,residential,False,61.653999999999996,"LINESTRING (-5.9202745 37.2826043, -5.9197144 37.2828544, -5.9196662 37.2828748)",,,
385565186,True,Calle Real de Utrera,tertiary,False,162.167,"LINESTRING (-5.9202745 37.2826043, -5.9206684 37.2830038, -5.9212349 37.2833999, -5.9215651 37.2834134, -5.9216747 37.2834209)",,,
"[73982072, 73982061]",True,"['Calle Purísima Concepción', 'Calle Echegaray']",residential,False,91.829,"LINESTRING (-5.9203968 37.2820185, -5.9204163 37.2820472, -5.9206728 37.2824242, -5.9202745 37.2826043)",,,
73982072,True,Calle Echegaray,residential,False,42.225,"LINESTRING (-5.9201483 37.2816943, -5.9203968 37.2820185)",,,
73980412,True,Calle Pereda,residential,False,48.053,"LINESTRING (-5.9202983 37.2810929, -5.9199583 37.2814299)",,,
"[73982065, 73982066]",True,"['Calle Jesús del Gran Poder', 'Calle Pérez Galdós']",residential,False,91.548,"LINESTRING (-5.9202983 37.2810929, -5.9205462 37.2814986, -5.9201483 37.2816943)",,,
73982072,True,Calle Echegaray,residential,False,33.866,"LINESTRING (-5.9199583 37.2814299, -5.9201483 37.2816943)",,,
136531289,True,Calle Pereda,residential,False,50.63,"LINESTRING (-5.9199583 37.2814299, -5.9195844 37.2817746)",,,
75765627,False,Calle Manuel Calvo Leal,tertiary,False,65.775,"LINESTRING (-5.9224975 37.2866765, -5.9221623 37.2864329, -5.9219525 37.2862742)",,,
