osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width,bridge,lanes,access
560164163,B-502,tertiary,50,roundabout,True,False,18.163,"LINESTRING (2.3965004 41.5108584, 2.3964503 41.5108515, 2.396425 41.5108423, 2.3963894 41.5108194, 2.3963642 41.5107865, 2.3963557 41.5107561)",,,,,
232780641,B-502,tertiary,50,roundabout,True,False,19.791,"LINESTRING (2.3965927 41.5106647, 2.3966219 41.5106887, 2.3966387 41.5107139, 2.3966466 41.5107476, 2.3966403 41.5107811, 2.3966074 41.5108238)",,,,,
232780685,B-502,tertiary,50,,False,True,62.373999999999995,"LINESTRING (2.3965927 41.5106647, 2.3966773 41.5106442, 2.3966882 41.5106261, 2.3967121 41.5105869, 2.3967246 41.5105659, 2.3967747 41.5104829, 2.3969494 41.5101938)",Carretera d'Argentona,6,,,
560332192,B-502,tertiary,50,roundabout,True,False,7.245,"LINESTRING (2.396512 41.5106407, 2.3965517 41.5106503, 2.3965927 41.5106647)",,,,,
36331030,,tertiary,30,,True,False,90.09,"LINESTRING (2.3963557 41.5107561, 2.3963487 41.5106831, 2.396306 41.5106508, 2.3962435 41.5106117, 2.3955411 41.5102639)",Avinguda de l'Arquitecte Eduard Ferres,4,,,
560164161,B-502,tertiary,50,roundabout,True,False,20.593,"LINESTRING (2.3963557 41.5107561, 2.3963614 41.5107185, 2.3963747 41.5106953, 2.3964058 41.5106669, 2.3964557 41.5106458, 2.396512 41.5106407)",,,,,
232780641,B-502,tertiary,50,roundabout,True,False,9.91,"LINESTRING (2.3966074 41.5108238, 2.3965638 41.5108477, 2.3965004 41.5108584)",,,,,
232780683,,residential,,,False,True,10.603,"LINESTRING (2.3971664 41.5098088, 2.397217 41.5098502, 2.3972555 41.5098768)",Ronda de Catalunya,8,,,
560343897,B-502,tertiary,30,,False,False,46.467,"LINESTRING (2.3971664 41.5098088, 2.3970873 41.5099492, 2.3970507 41.5100141, 2.3969494 41.5101938)",Carretera d'Argentona,6,,,
245210860,,residential,30,,True,False,60.512,"LINESTRING (2.3970064 41.5064742, 2.3965657 41.5069069)",Carrer d'Enrique Granados,4,,,
36331038,,residential,,,True,False,150.067,"LINESTRING (2.393832 41.5046008, 2.3938916 41.5046363, 2.3952158 41.5054653)",Carrer de Sant Josep,4,,,
67359551,,residential,,,True,False,18.52,"LINESTRING (2.3917303 41.5082753, 2.3919253 41.5081952)",Carrer de la Riera d'en Cintet,4,,,
69277564,,tertiary,30,,True,False,103.18,"LINESTRING (2.3917303 41.5082753, 2.3916339 41.5082282, 2.3906926 41.5077682)",Avinguda de l'Arquitecte Eduard Ferres,4,,,
233273934,BV-5022,tertiary,50,,False,False,11.344,"LINESTRING (2.387 41.5059261, 2.3870696 41.5058384)",Carretera de Cabrils,,,,
282380351,,tertiary,50,,True,False,21.164,"LINESTRING (2.387 41.5059261, 2.3868728 41.5058876, 2.3867648 41.505854)",Avinguda Carles III,,yes,,
909620490,BV-5022,tertiary,50,,False,True,92.5,"LINESTRING (2.387 41.5059261, 2.3869419 41.5059964, 2.3867121 41.5062742, 2.386384 41.5066178)",Carretera de Cabrils,,,,
36331041,,residential,30,,True,False,100.991,"LINESTRING (2.3963421 41.5071266, 2.3952941 41.5066695)",Carrer de Colom,4,,,
245210860,,residential,30,,True,False,75.726,"LINESTRING (2.3963421 41.5071266, 2.3963115 41.507154, 2.3957953 41.5076707)",Carrer d'Enrique Granados,4,,,
36331031,,residential,,,False,False,121.622,"LINESTRING (2.3894887 41.503735, 2.3907659 41.5042655)",Carrer de Santa Rosa de Lima,4,,,
294738970,BV-5022,tertiary,50,,False,True,9.71,"LINESTRING (2.3894887 41.503735, 2.3894125 41.5038011)",Avinguda de l'Escultor Monjo,,,2,
294788443,BV-5022,tertiary,50,,True,False,33.138,"LINESTRING (2.3894887 41.503735, 2.3897273 41.5034965)",Avinguda de l'Escultor Monjo,,,2,
36907281,BV-5022,tertiary,50,,False,False,89.554,"LINESTRING (2.3879457 41.5049113, 2.3880131 41.5048553, 2.3880758 41.5048032, 2.3881243 41.5047655, 2.3886871 41.504328)",Avinguda de l'Escultor Monjo,,,2,
36907281,BV-5022,tertiary,50,,False,True,126.295,"LINESTRING (2.3879457 41.5049113, 2.3871525 41.505747, 2.3870696 41.5058384)",Avinguda de l'Escultor Monjo,,,2,
69314356,,residential,30,,True,False,152.97,"LINESTRING (2.3879457 41.5049113, 2.3880587 41.5049633, 2.3887407 41.5053086, 2.388958 41.5054164, 2.3890096 41.505448, 2.3894749 41.5056729)",Carrer de Narcís Monturiol,8,,,
36907281,BV-5022,tertiary,50,,False,True,46.690999999999995,"LINESTRING (2.3890986 41.5040428, 2.3890711 41.504061, 2.3886871 41.504328)",Avinguda de l'Escultor Monjo,,,2,
294738970,BV-5022,tertiary,50,,False,False,37.573,"LINESTRING (2.3890986 41.5040428, 2.3891601 41.5040006, 2.3892037 41.5039725, 2.389245 41.5039458, 2.3894125 41.5038011)",Avinguda de l'Escultor Monjo,,,2,
294788443,BV-5022,tertiary,50,,True,False,39.973,"LINESTRING (2.3903017 41.502851, 2.3905303 41.5025349)",Avinguda de l'Escultor Monjo,,,2,
"[70866572, 36331037]",,residential,,,True,False,54.496,"LINESTRING (2.3903017 41.502851, 2.3903397 41.5028708, 2.3905549 41.5029781, 2.3906647 41.5030303, 2.3908459 41.5031231)",Carrer de Montserrat,"['4', '5']",,,
865003620,,residential,,,False,True,17.978,"LINESTRING (2.389068 41.5069856, 2.3891888 41.5068516)",Avinguda Montevideo,5,,,
36331033,,tertiary,50,,True,False,167.673,"LINESTRING (2.389068 41.5069856, 2.3890273 41.5069637, 2.3878929 41.5063763, 2.3874098 41.5061302)",Avinguda Carles III,,,,
68387255,,residential,,,True,False,86.61500000000001,"LINESTRING (2.389068 41.5069856, 2.3886461 41.50743, 2.3884546 41.5076145)",Avinguda Montevideo,5,,,
233273934,BV-5022,tertiary,50,,False,True,11.344,"LINESTRING (2.3870696 41.5058384, 2.387 41.5059261)",Carretera de Cabrils,,,,
36331034,,tertiary,30,,True,False,40.400000000000006,"LINESTRING (2.3870696 41.5058384, 2.387124 41.5058576, 2.3874817 41.5060295)",Avinguda Carles III,,,,
36907281,BV-5022,tertiary,50,,False,False,126.295,"LINESTRING (2.3870696 41.5058384, 2.3871525 41.505747, 2.3879457 41.5049113)",Avinguda de l'Escultor Monjo,,,2,
865003620,,residential,,,False,False,17.978,"LINESTRING (2.3891888 41.5068516, 2.389068 41.5069856)",Avinguda Montevideo,5,,,
36331035,,tertiary,30,,True,False,89.90899999999999,"LINESTRING (2.3891888 41.5068516, 2.3898331 41.5071833, 2.3900786 41.5073096)",Avinguda de l'Arquitecte Eduard Ferres,4,,,
69314274,,tertiary,30,,True,False,14.484,"LINESTRING (2.3919253 41.5081952, 2.3920641 41.5082737)",Avinguda de l'Arquitecte Eduard Ferres,,yes,,
70866582,,residential,,,True,False,138.53699999999998,"LINESTRING (2.3919253 41.5081952, 2.3922023 41.5080517, 2.3925441 41.5078747, 2.3928553 41.5077094, 2.39312 41.5075688, 2.3933248 41.5075584)",Carrer de la Riera d'en Cintet,4,,,
69314330,,tertiary,30,,True,False,142.461,"LINESTRING (2.3941887 41.5093646, 2.3953776 41.5099948, 2.3955857 41.5101042)",Avinguda de l'Arquitecte Eduard Ferres,4,,,
245210860,,residential,30,,True,False,16.672,"LINESTRING (2.3941887 41.5093646, 2.3940996 41.5094566, 2.3940712 41.509486)",Carrer d'Enrique Granados,4,,,
70709008,,residential,,,True,False,65.831,"LINESTRING (2.3961675 41.5060046, 2.3966522 41.5055369)",Carrer de la Riera d'en Cintet,4,,,
113794145,,residential,,,True,False,87.216,"LINESTRING (2.3961675 41.5060046, 2.3970064 41.5064742)",Carrer de Santa Elena,4,,,
36331038,,residential,,,True,False,102.74,"LINESTRING (2.3918369 41.5036072, 2.3928677 41.5041149)",Carrer de Sant Josep,4,,,
67553758,,living_street,,,True,False,62.682,"LINESTRING (2.3918369 41.5036072, 2.3918595 41.5036605, 2.391835 41.5037498, 2.3918195 41.5039875, 2.39181 41.504166)",Carrer de Sant Joan,4,,,
70709071,,residential,20,,False,True,59.511,"LINESTRING (2.3879233 41.5030667, 2.3885513 41.5033221)",Carrer de Santa Maria,6,,,
36331042,,residential,20,,True,False,117.18100000000001,"LINESTRING (2.3879233 41.5030667, 2.3875564 41.5029065, 2.3871844 41.5027732, 2.386683 41.5025701)",Carrer de Santa Maria,6,,,
909620490,BV-5022,tertiary,50,,False,True,25.099,"LINESTRING (2.386384 41.5066178, 2.3861827 41.5067858)",Carretera de Cabrils,,,,
