osmid,oneway,name,highway,reversed,length,geometry,maxspeed,ref,junction,lanes,access,width
1009977223,False,Carrer Major,residential,True,10.353,"LINESTRING (2.1637105 41.6323128, 2.1636897 41.6324046)",,,,,,
108411814,True,Carrer de les Escoles Pies,residential,False,136.486,"LINESTRING (2.1637105 41.6323128, 2.1638891 41.6323645, 2.1643023 41.632484, 2.1644466 41.6325257, 2.1646164 41.6325748, 2.165242 41.6327559)",,,,,,
34774657,False,Carrer de Bigues,residential,False,59.483999999999995,"LINESTRING (2.1632208 41.6352221, 2.1635304 41.6354198, 2.1637817 41.6355536)",,,,,,
169451857,True,Carrer Bellit,living_street,False,125.433,"LINESTRING (2.1632208 41.6352221, 2.1631209 41.6351712, 2.1630697 41.6351481, 2.1630351 41.6351351, 2.1629439 41.6351151, 2.1627186 41.635075, 2.1626705 41.6350673, 2.1623699 41.6350189, 2.1622197 41.6349908, 2.1621379 41.6349561, 2.1620467 41.634908, 2.1618524 41.6347952)",,,,,,
245008180,False,Carrer Major,residential,False,76.75999999999999,"LINESTRING (2.1632208 41.6352221, 2.1626191 41.6356511, 2.1625525 41.6356986)",,,,,,
34774658,False,Carrer Major,residential,False,87.061,"LINESTRING (2.1625525 41.6356986, 2.1623656 41.6358253, 2.1620871 41.6360142, 2.1619473 41.6360744, 2.1617075 41.6361452)",,,,,,
245008180,False,Carrer Major,residential,True,76.75999999999999,"LINESTRING (2.1625525 41.6356986, 2.1626191 41.6356511, 2.1632208 41.6352221)",,,,,,
245012616,False,Avinguda de Pi i Margall,residential,False,55.348,"LINESTRING (2.1673878 41.6280506, 2.1673474 41.6280983, 2.1670608 41.6284368, 2.1670317 41.6284712)",,,,,,
1016878043,True,Carrer de Lleida,residential,False,72.925,"LINESTRING (2.1673878 41.6280506, 2.167465 41.6280873, 2.1681282 41.6284025)",,,,,,
571448032,True,Carrer de Sant Pau,residential,False,55.282999999999994,"LINESTRING (2.1656584 41.6290285, 2.1657022 41.6289789, 2.1659543 41.6286935, 2.1659691 41.6286768, 2.1660249 41.6286136)",30,,,,,
1016878052,True,Carrer de Climent Cuspinera,residential,False,67.345,"LINESTRING (2.1656584 41.6290285, 2.1655998 41.6289998, 2.1649809 41.6286963)",,,,,,
"[570553569, 701653991, 183743527]",True,Carrer de Climent Cuspinera,residential,False,61.515,"LINESTRING (2.1662834 41.6293248, 2.1662182 41.629294, 2.1661231 41.6292488, 2.1660176 41.6291993, 2.1657399 41.629068, 2.165693 41.6290451, 2.1656584 41.6290285)",,,,,,
"[701651036, 571434733, 903803862]",False,Avinguda de Pi i Margall,residential,False,57.673,"LINESTRING (2.1662834 41.6293248, 2.1662384 41.6293749, 2.1660011 41.6296463, 2.1659717 41.6296799, 2.1659045 41.6297593)",,,,,,
571448031,False,Avinguda de Pi i Margall,residential,True,54.807,"LINESTRING (2.1662834 41.6293248, 2.1663428 41.6292581, 2.1665844 41.6289868, 2.1666488 41.6289145)",,,,,,
245013611,True,Carrer de Sant Pau,residential,False,82.53900000000002,"LINESTRING (2.1660249 41.6286136, 2.1660606 41.6285727, 2.1665135 41.6280543, 2.1665679 41.6279921)",30,,,,,
571434734,True,Carrer de Llobet i Vall-llosera,residential,False,61.712,"LINESTRING (2.1660249 41.6286136, 2.1660603 41.6286307, 2.1662551 41.6287246, 2.1664827 41.6288344, 2.1665346 41.6288594, 2.1666488 41.6289145)",,,,,,
183743248,True,Carrer de Pau Cuscó,residential,False,71.964,"LINESTRING (2.1666488 41.6289145, 2.1667125 41.6289466, 2.1673668 41.6292762)",,,,,,
245012616,False,Avinguda de Pi i Margall,residential,True,58.673,"LINESTRING (2.1666488 41.6289145, 2.1666743 41.628885, 2.1666998 41.6288555, 2.1670317 41.6284712)",,,,,,
571448031,False,Avinguda de Pi i Margall,residential,False,54.807,"LINESTRING (2.1666488 41.6289145, 2.1665844 41.6289868, 2.1663428 41.6292581, 2.1662834 41.6293248)",,,,,,
303589318,False,,tertiary,True,17.233,"LINESTRING (2.1711454 41.6322558, 2.1713349 41.6323187)",,C-1413a,,,,
34774648,True,Plaça de Lluís Companys,tertiary,False,22.182000000000002,"LINESTRING (2.1711454 41.6322558, 2.1710979 41.6323138, 2.1710584 41.6323398, 2.1709905 41.6323635, 2.1709433 41.6323713)",,C-1413a,roundabout,,,
34774648,True,Plaça de Lluís Companys,tertiary,False,12.6,"LINESTRING (2.1706836 41.6321957, 2.1706958 41.6321379, 2.1707294 41.6320892)",,C-1413a,roundabout,,,
34774649,True,Carrer de Montserrat,residential,False,94.52300000000001,"LINESTRING (2.1706836 41.6321957, 2.1704891 41.6321659, 2.1695695 41.6320248)",,,,,,
