osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,access,bridge,lanes,ref
903767826,residential,roundabout,True,False,29.856,"LINESTRING (-2.6276536 43.1716133, -2.6276281 43.1715629, -2.6275843 43.1715197, -2.6275258 43.1714872, -2.627457 43.1714679, -2.6273837 43.1714633)",,,,,,
44028346,residential,,True,False,33.29,"LINESTRING (-2.6336856 43.16975, -2.6338153 43.1699533, -2.6338577 43.1700218)",Tronperri kalea,,,,,
113311156,residential,,True,False,88.343,"LINESTRING (-2.6336856 43.16975, -2.6334393 43.1697487, -2.6333017 43.1697613, -2.6331198 43.1697951, -2.6328988 43.1698685, -2.6327113 43.1699292, -2.632664 43.1699655)",Sasikoa kalea,40,yes,,,
54690865,residential,,True,False,149.181,"LINESTRING (-2.632664 43.1699655, -2.6329653 43.1705679, -2.6330729 43.1707862, -2.6331774 43.1709197, -2.6334465 43.1711009, -2.6334944 43.1711332)",Ermodo kalea,,,,,
44028351,residential,,True,False,155.503,"LINESTRING (-2.6330081 43.1665041, -2.6329841 43.1666038, -2.6329563 43.1666861, -2.6328191 43.1670917, -2.6325249 43.1678569)",San Agustinalde kalea,,,,,
72231364,residential,,False,True,155.195,"LINESTRING (-2.6330081 43.1665041, -2.6331338 43.1665593, -2.6333105 43.166588, -2.6340443 43.1667071, -2.6348503 43.1668636)",Galtzareta kalea,,,,,
72231364,residential,,False,False,155.195,"LINESTRING (-2.6348503 43.1668636, -2.6340443 43.1667071, -2.6333105 43.166588, -2.6331338 43.1665593, -2.6330081 43.1665041)",Galtzareta kalea,,,,,
"[52587228, 72231364]",residential,,False,True,34.85,"LINESTRING (-2.6348503 43.1668636, -2.6351133 43.1669362, -2.6352512 43.1669764)","['Galtzareta kalea', 'San Roke kalea']",,,,,
490054295,residential,,True,False,29.36,"LINESTRING (-2.6348503 43.1668636, -2.6349198 43.1669222, -2.6349898 43.1669928, -2.6350322 43.1670873)",Herriko Gudarien Kalea,,,,,
52587228,residential,,False,False,155.345,"LINESTRING (-2.6390484 43.1684891, -2.6389073 43.1684496, -2.638786 43.1684079, -2.6385319 43.1683051, -2.6381488 43.1681437, -2.6374483 43.1678485, -2.6373719 43.1678163)",San Roke kalea,,,,,
52705622,residential,,True,False,92.42499999999998,"LINESTRING (-2.6390484 43.1684891, -2.6390204 43.1686056, -2.6389809 43.168803, -2.63892 43.1690933, -2.6388914 43.169258, -2.6388801 43.1693111)",Jose Maria de Iparragirre kalea,,,,,
4952200,residential,,True,False,47.127,"LINESTRING (-2.634456 43.1680191, -2.6343052 43.1684284)",Herriko Gudarien Kalea,,,,,
44028351,residential,,True,False,48.762,"LINESTRING (-2.6325249 43.1678569, -2.6323808 43.168202, -2.632364 43.1682788)",San Agustinalde kalea,,,,,
52510739,residential,,True,False,160.01399999999998,"LINESTRING (-2.6325249 43.1678569, -2.6325618 43.1679005, -2.632621 43.1679139, -2.6343052 43.1680057, -2.634456 43.1680191)",Josemiel Barandiaran kalea,,,,,
54690865,residential,,True,False,50.027,"LINESTRING (-2.6324859 43.169535, -2.6325465 43.1697064, -2.6325936 43.1698103, -2.632664 43.1699655)",Ermodo kalea,,,,,
43558366,residential,,True,False,23.405,"LINESTRING (-2.6334944 43.1711332, -2.6335741 43.1713355)",,,,,,
488051974,residential,,True,False,10.28,"LINESTRING (-2.6334944 43.1711332, -2.6336191 43.1711166)",Juan Antonio Abasolo,,,,,
52566428,residential,,False,False,80.36,"LINESTRING (-2.6302936 43.1695827, -2.6304359 43.1688675)",Arandoño Torre kalea,,,,,
194892898,residential,,True,False,84.116,"LINESTRING (-2.6302936 43.1695827, -2.630402 43.1695813, -2.63133 43.1695532)",Montevideo etorbidea,,,,,
25323803,residential,,True,False,13.703,"LINESTRING (-2.627876 43.1695963, -2.6278603 43.169719)",Juan Mari Altuna,,,,,
194892898,residential,,True,False,8.199,"LINESTRING (-2.627876 43.1695963, -2.6279771 43.1695959)",Montevideo etorbidea,,,,,
25323803,residential,,True,False,11.966,"LINESTRING (-2.6277706 43.1701937, -2.6277683 43.1703013)",Juan Mari Altuna,,,,,
"[52736225, 195587623]",residential,,False,False,34.339,"LINESTRING (-2.632364 43.1682788, -2.6321124 43.1682249, -2.6319618 43.168183)",Andra Mari kalea,,,yes,,
54690866,residential,,True,False,140.41,"LINESTRING (-2.632364 43.1682788, -2.6323851 43.1689997, -2.6324432 43.1694234, -2.6324859 43.169535)",Zumalakarregi kalea,20,,,1,
45773200,residential,,False,True,32.362,"LINESTRING (-2.6318432 43.1681512, -2.6316726 43.1684143)",Uribarri kalea,,,,,
52736223,residential,,True,False,213.853,"LINESTRING (-2.6318432 43.1681512, -2.6317071 43.1680874, -2.631628 43.1678638, -2.6315535 43.1677571, -2.6314213 43.1677097, -2.6313674 43.1676993, -2.6309804 43.1676248, -2.6308942 43.1676395, -2.6308717 43.1676977, -2.6307838 43.1677557, -2.6306512 43.1677926, -2.6303401 43.1678262, -2.6297128 43.1679345)",Andra Mari kalea,20,permissive,,1,
44027148,residential,,True,False,227.325,"LINESTRING (-2.6342055 43.1687439, -2.6342067 43.1687867, -2.6342202 43.1688215, -2.6342495 43.1688502, -2.6342833 43.1688645, -2.6343502 43.1688725, -2.6352255 43.1689765, -2.6361005 43.1690769, -2.6368563 43.1691689)",Askatasun etorbidea,,,,,
30414109,residential,,True,False,110.841,"LINESTRING (-2.6276437 43.1717185, -2.6277561 43.1716907, -2.6278496 43.1716914, -2.6278982 43.1716916, -2.6290041 43.1717026)",Landako Etorbidea,,,,,
903767824,residential,roundabout,True,False,11.84,"LINESTRING (-2.6276437 43.1717185, -2.6276588 43.1716664, -2.6276536 43.1716133)",,,,,,
195587326,residential,,True,False,15.113,"LINESTRING (-2.6277353 43.1696182, -2.6278603 43.169719)",,,,,,
226453234,residential,,True,False,11.667,"LINESTRING (-2.6277353 43.1696182, -2.627876 43.1695963)",,,,,,
44028342,residential,,True,False,8.078,"LINESTRING (-2.6321847 43.1717341, -2.632175 43.1716618)",,,,,,
"[226642834, 629832196, 904405613]",residential,,True,False,107.19300000000001,"LINESTRING (-2.6321847 43.1717341, -2.6322924 43.1717352, -2.6331649 43.1717438, -2.6333328 43.1717455, -2.6335064 43.1717472)",Landako Etorbidea,,,,,
456962669,living_street,,True,False,174.489,"LINESTRING (-2.6302577 43.1664431, -2.6302191 43.1665646, -2.6299575 43.1671834, -2.6296236 43.1679044, -2.6296279 43.1679402)",Komentukalea,20,permissive,,1,
42497553,residential,,True,False,222.565,"LINESTRING (-2.6369038 43.1690804, -2.6361114 43.1689935, -2.6343643 43.168796, -2.6342372 43.1687486, -2.6342055 43.1687439)",Askatasun etorbidea,,,,,
47577839,residential,,False,True,10.916,"LINESTRING (-2.6369038 43.1690804, -2.6368976 43.1691256, -2.6368563 43.1691689)",,,,,,
490054589,residential,,True,False,39.034,"LINESTRING (-2.6369038 43.1690804, -2.6369159 43.1690202, -2.636964 43.1687782, -2.636973 43.168733)",Zabale,,,,,
44028350,residential,,True,False,100.493,"LINESTRING (-2.6348584 43.1716972, -2.634547 43.1715594, -2.6337814 43.1712505)",Fray Juan de Zumarraga kalea,,,,,
488051973,residential,,True,False,94.93100000000001,"LINESTRING (-2.6348584 43.1716972, -2.6345645 43.1716892, -2.6338598 43.1716804, -2.6336881 43.1716802)",Landako Etorbidea,,,,,
462994971,residential,,True,False,42.397000000000006,"LINESTRING (-2.6348639 43.1717697, -2.6350391 43.1718083, -2.6352067 43.1718652, -2.6353523 43.1719038)",Landako Etorbidea,,,,,
4952198,residential,,False,True,34.39,"LINESTRING (-2.6353523 43.1719038, -2.6357254 43.1720508)",Fray Juan de Zumarraga kalea,40,yes,,2,
113311402,residential,,True,False,37.502,"LINESTRING (-2.6353523 43.1719038, -2.6352392 43.1718318, -2.6349649 43.1717229)",Landako Etorbidea,,,,,
43558359,residential,,True,False,13.442,"LINESTRING (-2.6315377 43.1716557, -2.6314501 43.1716846, -2.6314106 43.1717264)",Murueta Torre,,,,,
226642835,residential,,True,False,315.034,"LINESTRING (-2.6315377 43.1716557, -2.6312394 43.1716528, -2.6312025 43.1716525, -2.6311319 43.1716518, -2.6303082 43.1716439, -2.6301236 43.1716421, -2.6286186 43.1716277, -2.6285303 43.1716268, -2.6278982 43.1716208, -2.6278471 43.1716213, -2.6276536 43.1716133)",Landako Etorbidea,,,,,
"[226642833, 226642834, 30414109]",residential,,True,False,62.783,"LINESTRING (-2.6314106 43.1717264, -2.6316617 43.1717289, -2.6317529 43.1717298, -2.6319611 43.1717319, -2.6321847 43.1717341)",Landako Etorbidea,,,yes,,
43558359,residential,,True,False,188.11800000000002,"LINESTRING (-2.6314106 43.1717264, -2.6314589 43.1717848, -2.6315543 43.1718452, -2.6317783 43.1718996, -2.6319282 43.1719372, -2.6324186 43.172045, -2.632566 43.172112, -2.6326429 43.172195, -2.6327156 43.1723349, -2.6328044 43.1725273, -2.6328394 43.1726575, -2.6328405 43.1727544, -2.6328087 43.1728109)",Murueta Torre,,,,,
52720950,residential,,False,False,62.014,"LINESTRING (-2.6314106 43.1717264, -2.6313959 43.1717848, -2.6313771 43.1718748, -2.6313654 43.172282)",,,,,,
44028328,residential,,True,False,14.738,"LINESTRING (-2.6338664 43.1726918, -2.633868 43.1727737, -2.6338703 43.1728243)",Francisco Ibarra,,,,,
44028343,residential,,True,False,131.907,"LINESTRING (-2.6338664 43.1726918, -2.633909 43.1726851, -2.6339385 43.1726754, -2.6339755 43.172653, -2.6339876 43.1726457, -2.6347838 43.1718472, -2.6348639 43.1717697)",Mikeldi,,,,,
30413238,residential,roundabout,True,False,25.375,"LINESTRING (-2.6274032 43.1718437, -2.6274803 43.1718341, -2.6275501 43.1718083, -2.6276062 43.1717686, -2.6276437 43.1717185)",,,,,,
43558360,residential,roundabout,True,False,9.43,"LINESTRING (-2.6274637 43.1732087, -2.6274457 43.1731837, -2.627419 43.1731632, -2.6273856 43.1731488)",,,,,,
462995062,residential,,True,False,145.313,"LINESTRING (-2.6273856 43.1731488, -2.6273806 43.1731093, -2.627382 43.1729841, -2.627379 43.1729309, -2.6273813 43.1719542, -2.6273884 43.1718874, -2.6274032 43.1718437)",Murueta Torre,,,,,
