osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,junction,bridge
"[216505752, 218269862]",True,1,TF-152,Carretera General del Norte,secondary,False,61.955,"LINESTRING (-16.4149498 28.4770148, -16.4148218 28.4770664, -16.4145755 28.4771242, -16.4143913 28.4771569, -16.4143423 28.4771665)",,,
218290792,False,1,TF-152,Carretera General del Norte,secondary,True,53.407,"LINESTRING (-16.4149498 28.4770148, -16.4151491 28.4768561, -16.415311 28.476658)",,,
91283182,False,,,Calle Nebulosa de Orión,residential,False,221.726,"LINESTRING (-16.4114044 28.4805466, -16.4113263 28.4804547, -16.4110551 28.4799202, -16.4104839 28.4787275)",,,
293674225,False,2,TF-16,Carretera Tejina - Tacoronte,primary,False,86.12500000000001,"LINESTRING (-16.4114044 28.4805466, -16.4113414 28.4807341, -16.4112029 28.4812126, -16.4111906 28.4812387, -16.4111602 28.4812891)",,,
293674225,False,2,TF-16,Carretera Tejina - Tacoronte,primary,True,94.513,"LINESTRING (-16.4114044 28.4805466, -16.4114555 28.4804452, -16.4118482 28.4798482, -16.4118781 28.4798063)",,,
55788137,True,1,,Calle Ismael Domínguez,residential,False,147.45299999999997,"LINESTRING (-16.41638 28.4761446, -16.4165171 28.4762802, -16.4166679 28.4764913, -16.4172226 28.4772423)",40,,
218267058,False,2,TF-152,Carretera General del Norte,secondary,False,53.199000000000005,"LINESTRING (-16.41638 28.4761446, -16.4162249 28.4761905, -16.4158556 28.4762715)",,,
293674636,False,2,TF-152,Carretera General del Norte,secondary,False,28.644,"LINESTRING (-16.411011 28.4775154, -16.4108477 28.4777293)",,,
91283153,True,,,Calle los Abales,residential,False,108.391,"LINESTRING (-16.411011 28.4775154, -16.4108963 28.4775007, -16.4105621 28.4776129, -16.4101979 28.4777878, -16.4099802 28.4778175)",,,
293674636,False,2,TF-152,Carretera General del Norte,secondary,True,28.719,"LINESTRING (-16.411011 28.4775154, -16.4111302 28.4773832, -16.4112153 28.4773339)",,,
25786778,False,,,Calle del Calvario,residential,False,202.459,"LINESTRING (-16.4108405 28.4845834, -16.4107632 28.4845854, -16.4097028 28.4846729, -16.40904 28.4846406, -16.4087782 28.4846028)",,,
