osmid,name,highway,oneway,reversed,length,geometry,lanes,junction,bridge
81309562,Calle de Benalaque,residential,False,False,86.911,"LINESTRING (-3.233434 40.634762, -3.234145 40.6353275)",,,
81309562,Calle de Benalaque,residential,False,True,84.315,"LINESTRING (-3.233434 40.634762, -3.2327498 40.6342094)",,,
84982811,Calle Oslo,residential,False,False,45.294999999999995,"LINESTRING (-3.233434 40.634762, -3.2334989 40.6347191, -3.2338372 40.6344931)",,,
943934378,Calle de Benalaque,residential,False,True,50.634,"LINESTRING (-3.2354917 40.6363778, -3.235069 40.6360546)",,,
27835323,Calle la Música,residential,False,False,64.726,"LINESTRING (-3.2354917 40.6363778, -3.2353589 40.6364142, -3.2352527 40.6364236, -3.2347856 40.636252)",,,
84982757,Calle San Mateo,residential,False,False,18.622,"LINESTRING (-3.2354917 40.6363778, -3.235584 40.6363227, -3.2356651 40.6362742)",,,
943934378,Calle de Benalaque,residential,False,False,80.02199999999999,"LINESTRING (-3.2354917 40.6363778, -3.2357523 40.6365873, -3.2357711 40.6366025, -3.2360266 40.6368079, -3.2361124 40.6369184)",,,
27835323,Calle la Música,residential,False,True,49.509,"LINESTRING (-3.2342575 40.636058, -3.2347856 40.636252)",,,
81764931,Calle Miguel Hernández,residential,True,False,49.697,"LINESTRING (-3.2342575 40.636058, -3.2345921 40.6356902)",,,
81764969,Calle Ambrosio Pérez,residential,False,False,25.577,"LINESTRING (-3.2340399 40.6371302, -3.2342827 40.6372679)",,,
81764969,Calle Ambrosio Pérez,residential,False,True,26.809,"LINESTRING (-3.2340399 40.6371302, -3.2337896 40.6369817)",,,
240486026,Calle Antonio Machado,residential,False,True,116.75300000000001,"LINESTRING (-3.2340399 40.6371302, -3.2345159 40.6366046, -3.2345576 40.6364977, -3.2346302 40.6364096, -3.2347856 40.636252)",,,
27835351,Calle del Cuzco,residential,False,False,99.884,"LINESTRING (-3.2330466 40.6365487, -3.2329774 40.6366369, -3.2327231 40.6369088, -3.2325567 40.637095, -3.2323779 40.6372896)",,,
