osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,bridge,junction,tunnel
"[1046692832, 26608250]",False,2,Calle Cartuja de Miraflores,tertiary,30,False,129.19099999999997,"LINESTRING (-3.6922217 42.3407986, -3.6923799 42.3407827, -3.6924345 42.3407763, -3.6924808 42.3407715, -3.6925215 42.3407672, -3.6930838 42.340707, -3.6937326 42.3406321, -3.6937768 42.3406314)",,,
976402435,True,1,Calle Molinillo,residential,30,False,45.254,"LINESTRING (-3.6922217 42.3407986, -3.6922199 42.3407314, -3.6922195 42.3406986, -3.6922202 42.3406807, -3.6922231 42.340639, -3.6922456 42.3404672, -3.6922584 42.3403931)",,,
313205557,True,1,Calle Avellanos,living_street,10,False,105.53500000000001,"LINESTRING (-3.7009428 42.3433111, -3.7010485 42.3433364, -3.7011383 42.3433294, -3.7013431 42.3433069, -3.7015251 42.3432774, -3.7017746 42.3432208, -3.7021093 42.3431306, -3.7021792 42.3431436)",,,
38073788,False,,Calle Arco del Pilar,living_street,10,False,37.849,"LINESTRING (-3.7021792 42.3431436, -3.7020264 42.3429374, -3.7019781 42.3428772, -3.7019464 42.3428508)",,,
58000836,True,1,Calle San Gil,living_street,10,False,49.715,"LINESTRING (-3.7021792 42.3431436, -3.7022245 42.3431867, -3.7024157 42.3433186, -3.7024241 42.3433274, -3.7025716 42.3434811)",,,
149632964,True,2,Avenida Cid Campeador,primary,,False,33.636,"LINESTRING (-3.6969249 42.3481788, -3.6970165 42.3479827, -3.697059 42.347893)",,,
611900165,True,3,Avenida Reyes Católicos,tertiary,50,False,110.94200000000001,"LINESTRING (-3.6931411 42.3481979, -3.6940467 42.3476556, -3.69419 42.3475698)",,,
"[35574755, 893482948]",True,3,Avenida Reyes Católicos,tertiary,50,False,78.04499999999999,"LINESTRING (-3.69419 42.3475698, -3.6942717 42.3474964, -3.6943515 42.3474295, -3.6944514 42.3473208, -3.6945413 42.3472229, -3.6946338 42.347126, -3.6946581 42.3471006, -3.6947503 42.347004)",,,
611900166,True,1,Avenida Reyes Católicos,tertiary,50,False,7.758,"LINESTRING (-3.6971398 42.3442974, -3.6971712 42.3442316)",,,
35574763,True,1,Plaza España,tertiary_link,40,False,13.161,"LINESTRING (-3.6971398 42.3442974, -3.6972245 42.3442649, -3.6972887 42.3442589)",,,
58000880,False,,Avenida Reyes Católicos,residential,50,False,15.901,"LINESTRING (-3.6947503 42.347004, -3.6945945 42.3469192)",,,
946569765,True,3,Avenida Reyes Católicos,tertiary,50,False,13.74,"LINESTRING (-3.6947503 42.347004, -3.6948408 42.3469001)",,,
86434694,True,,Calle Clunia,residential,30,False,25.128,"LINESTRING (-3.6947503 42.347004, -3.6948197 42.3470408, -3.6948556 42.3470606, -3.6949965 42.347138)",,,
38077486,False,,Calle Antonio Machado,residential,30,True,152.133,"LINESTRING (-3.692295 42.3452995, -3.6923839 42.3454857, -3.6924559 42.3456353, -3.6924996 42.3457119, -3.6925756 42.3457769, -3.6928844 42.3459959, -3.6929472 42.3460428, -3.6931906 42.3462233, -3.6932887 42.3462914, -3.6934043 42.3463546)",,,
47160007,True,1,Calle Antonio Machado,residential,30,False,21.935,"LINESTRING (-3.692295 42.3452995, -3.6922944 42.3452187, -3.6922992 42.3451768, -3.6923121 42.345103)",,,
948709994,False,2,Calle Belorado,residential,30,True,57.549,"LINESTRING (-3.6917145 42.3439555, -3.6917488 42.3440418, -3.691907 42.3444531)",,,
948709994,False,2,Calle Belorado,residential,30,True,20.871,"LINESTRING (-3.691907 42.3444531, -3.6919821 42.3446324)",,,
