osmid,oneway,name,highway,maxspeed,reversed,length,geometry,tunnel,ref,junction,access,lanes
11688228,False,Carrer València,residential,30,False,114.798,"LINESTRING (-0.4614388 39.4616145, -0.4615449 39.461621, -0.4626547 39.4616895, -0.4627719 39.4616954)",,,,,
11688228,False,Carrer València,residential,30,True,65.87100000000001,"LINESTRING (-0.4614388 39.4616145, -0.4607685 39.4615791, -0.4606733 39.4615741)",,,,,
11688228,False,Carrer València,residential,30,True,114.798,"LINESTRING (-0.4627719 39.4616954, -0.4626547 39.4616895, -0.4615449 39.461621, -0.4614388 39.4616145)",,,,,
14796367,False,Carrer Hernán Cortés,residential,,False,54.458,"LINESTRING (-0.4627719 39.4616954, -0.4629094 39.4617036, -0.4634054 39.4617199)",,,,,
"[15230049, 934748026, 15230325]",False,"['Avinguda Dos de Maig', ""Carrer de l'Esglessia""]",residential,,"[False, True]",154.25300000000001,"LINESTRING (-0.4627719 39.4616954, -0.462819 39.4613138, -0.4628791 39.4608714, -0.4628915 39.4608233, -0.4629793 39.4605091, -0.4630384 39.4603261)",yes,,,,
11688484,True,Ronda Alaquàs-Aldaia,residential,,False,31.453,"LINESTRING (-0.4574141 39.4615547, -0.4570481 39.4615676)",,,,,
963675177,False,Carrer València,residential,30,False,22.784,"LINESTRING (-0.4574141 39.4615547, -0.4576794 39.461549)",,,,,
11688228,False,Carrer València,residential,30,False,65.87100000000001,"LINESTRING (-0.4606733 39.4615741, -0.4607685 39.4615791, -0.4614388 39.4616145)",,,,,
11688228,False,Carrer València,residential,30,True,142.114,"LINESTRING (-0.4606733 39.4615741, -0.4598349 39.4615467, -0.4590196 39.4615162)",,,,,
963675177,False,Carrer València,residential,30,False,62.264,"LINESTRING (-0.4576794 39.461549, -0.4584045 39.4615367)",,,,,
963675177,False,Carrer València,residential,30,True,22.784,"LINESTRING (-0.4576794 39.461549, -0.4574141 39.4615547)",,,,,
963675177,False,Carrer València,residential,30,False,34.159,"LINESTRING (-0.4584045 39.4615367, -0.4588019 39.4615213)",,,,,
963675177,False,Carrer València,residential,30,True,62.264,"LINESTRING (-0.4584045 39.4615367, -0.4576794 39.461549)",,,,,
11688484,True,Ronda Alaquàs-Aldaia,residential,,False,72.351,"LINESTRING (-0.4570481 39.4615676, -0.4565193 39.4615994, -0.4563713 39.46167, -0.4562748 39.4617466)",,,,,
