osmid,lanes,name,highway,oneway,reversed,length,geometry,junction,bridge,maxspeed,tunnel,access,width
8403053,2,Calle Juslarrocha,residential,False,False,86.77799999999999,"LINESTRING (-1.6475863 42.8218679, -1.6476186 42.8219155, -1.6476574 42.8219741, -1.6479888 42.8224747, -1.6480517 42.8225697)",,,,,,
23143420,1,Calle Río Arga,residential,True,False,122.64500000000001,"LINESTRING (-1.6475863 42.8218679, -1.6480832 42.8216866, -1.6487665 42.8214397, -1.648801 42.8214285, -1.6489409 42.8213902)",,,,,,
8403064,,Calle Arbizu,residential,False,True,131.679,"LINESTRING (-1.6495133 42.8220669, -1.6494153 42.8220977, -1.649395 42.8221058, -1.6492978 42.8221446, -1.6490881 42.8222203, -1.6484989 42.822433, -1.6483161 42.822499, -1.6480649 42.8225897)",,,,,,
816492960,,,residential,True,False,19.309,"LINESTRING (-1.6491839 42.8211873, -1.6491357 42.8211621, -1.6490791 42.8211494, -1.6490199 42.8211506, -1.6489643 42.8211654)",roundabout,,,,,
817341815,,,residential,True,False,13.247,"LINESTRING (-1.649238 42.821296, -1.649235 42.8212563, -1.6492164 42.821219, -1.6491839 42.8211873)",roundabout,,,,,
23143413,2,Calle Bernardino Tirapu,residential,True,False,80.254,"LINESTRING (-1.6490856 42.8214169, -1.6491402 42.8215, -1.6494329 42.8219449, -1.6494399 42.8219555, -1.6495133 42.8220669)",,,,,,
817341826,,,residential,True,False,8.015,"LINESTRING (-1.6490856 42.8214169, -1.6491325 42.8214061, -1.6491738 42.8213866)",roundabout,,,,,
23013115,,,residential,True,False,12.489,"LINESTRING (-1.6489409 42.8213902, -1.6489851 42.8214089, -1.6490346 42.8214181, -1.6490856 42.8214169)",roundabout,,,,,
23013160,1,Calle Río Arga,residential,True,False,299.992,"LINESTRING (-1.6488815 42.821236, -1.6487798 42.8213187, -1.6487436 42.8213344, -1.6487072 42.8213502, -1.6486762 42.8213636, -1.6480244 42.8215987, -1.6473969 42.8218247, -1.646684 42.8220825, -1.6464395 42.8221707, -1.6463382 42.8222073, -1.6459339 42.8223526, -1.645775 42.8224002, -1.645599 42.8224223)",,,,,,
816492968,,,residential,True,False,18.991999999999997,"LINESTRING (-1.6488815 42.821236, -1.6488699 42.8212779, -1.6488767 42.8213203, -1.6489012 42.821359, -1.6489409 42.8213902)",roundabout,,,,,
816492961,,,residential,True,False,10.546999999999999,"LINESTRING (-1.6489643 42.8211654, -1.6489294 42.8211839, -1.6489013 42.8212079, -1.6488815 42.821236)",roundabout,,,,,
"[816492963, 32673379, 23178340, 1083768875, 1083768876, 360747031, 23165528]","['1', '2']","['Calle de Santo Domingo', 'Calle Río Arga']",residential,False,"[False, True]",471.49300000000005,"LINESTRING (-1.6489643 42.8211654, -1.6488777 42.8210112, -1.6488182 42.8208743, -1.6487941 42.8207266, -1.6488053 42.8205952, -1.6488747 42.8203938, -1.6488891 42.820244, -1.6488837 42.820148, -1.6488624 42.8200951, -1.6488332 42.8200394, -1.6488202 42.8200116, -1.6486169 42.819638, -1.6485782 42.8195952, -1.6485333 42.8195637, -1.6484662 42.8195608, -1.6483774 42.8195699, -1.6483006 42.8195827, -1.6473446 42.8198054, -1.6471474 42.8198674, -1.64637 42.820112, -1.6462971 42.8201363, -1.6462242 42.8201395, -1.6461414 42.8200876, -1.6461201 42.8200627, -1.6460912 42.82, -1.6460514 42.8198953, -1.6460015 42.8197211, -1.6459021 42.8194634, -1.6458918 42.8194414)",,yes,30,,,
23143420,1,Calle Río Arga,residential,True,False,161.44299999999998,"LINESTRING (-1.6458095 42.8225068, -1.6459846 42.8224319, -1.6467409 42.8221682, -1.6474508 42.821913, -1.6475863 42.8218679)",,,,,,
816492959,,Plaza Pompeyo,residential,True,False,20.046,"LINESTRING (-1.6458095 42.8225068, -1.6457506 42.822465, -1.6456787 42.8224362, -1.645599 42.8224223)",roundabout,,,,,
816492958,,Plaza Pompeyo,residential,True,False,29.333000000000002,"LINESTRING (-1.645599 42.8224223, -1.6455092 42.8224255, -1.6454245 42.8224477, -1.6453523 42.8224869, -1.6452987 42.8225399)",roundabout,,,,,
23020745,2,,secondary,True,False,20.671,"LINESTRING (-1.6483698 42.8158137, -1.6484414 42.8158084, -1.6485372 42.8157871, -1.6486026 42.8157516)",roundabout,,40,,,
23178339,1,Calle de la Taconera,residential,True,False,51.584,"LINESTRING (-1.6483698 42.8158137, -1.6484975 42.8159391, -1.6485258 42.8159684, -1.6486646 42.816085, -1.6487663 42.8161747)",,,,,,
"[296273090, 86493196]",,Calle de la Taconera,residential,False,False,96.28699999999999,"LINESTRING (-1.6487663 42.8161747, -1.649478 42.8167793, -1.649507 42.816804, -1.6495365 42.8168309)",,,,,,
86493202,1,Calle de la Taconera,residential,True,False,49.733,"LINESTRING (-1.6487663 42.8161747, -1.6486648 42.8160292, -1.6486514 42.8160002, -1.6486166 42.8159252, -1.6486116 42.8158944, -1.6486026 42.8157516)",,,,,,
