osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,junction,bridge,maxspeed,access
40624464,True,Calle del Capitan Alonso Nart,residential,False,109.305,"LINESTRING (-5.6847471 43.2975711, -5.6849668 43.2973195, -5.6854916 43.296751)",,,,,,
40624472,True,Avenida de la Constitución,tertiary,False,92.34400000000001,"LINESTRING (-5.6847471 43.2975711, -5.6847631 43.2973131, -5.6847027 43.2971516, -5.684581 43.2970243, -5.684385 43.2968193)",AS-117a,,,,,
40624699,True,Calle del Capitan Alonso Nart,tertiary,False,16.206,"LINESTRING (-5.6846622 43.2977031, -5.6847471 43.2975711)",AS-117a,,,,,
40624471,True,Calle de Ramón Alonso del Riesgo,residential,False,90.699,"LINESTRING (-5.6846622 43.2977031, -5.6845787 43.2976967, -5.6838012 43.2973161, -5.6837184 43.2972756)",,,,,,
40624475,True,Calle de Severo Ochoa,residential,False,120.227,"LINESTRING (-5.6858821 43.2983133, -5.6863083 43.2980715, -5.6870537 43.2976485)",,,,,,
40624700,True,Calle Covadonga,tertiary,False,46.620999999999995,"LINESTRING (-5.6858821 43.2983133, -5.6857433 43.2981916, -5.6854509 43.2980403)",AS-117a,2,,,,
40626480,True,Calle del Capitan Alonso Nart,residential,False,58.031,"LINESTRING (-5.6842539 43.2981321, -5.6845852 43.297787, -5.6846622 43.2977031)",,,,,,
177410898,True,Avenida de Adolfo García Arbesú,tertiary,False,46.532999999999994,"LINESTRING (-5.6842539 43.2981321, -5.6843501 43.298187, -5.6845897 43.2983238, -5.6847063 43.2983904)",AS-117a,2,,,,
40624576,True,Cai Esteban Fernandez Rebollos,residential,False,42.564,"LINESTRING (-5.6837184 43.2972756, -5.6836728 43.2973128, -5.6834363 43.2975057, -5.6833682 43.2975612)",,,,,,
177410941,True,Calle de Pablo Iglesias,residential,False,37.415,"LINESTRING (-5.6837184 43.2972756, -5.6836376 43.2972146, -5.6834268 43.297015)",,,,,,
"[177410912, 540224452, 540224453, 177410922, 177410904]",True,"['Calle Alejandro Ballesteros', 'Calle Doctor Soto Torres']",tertiary,False,180.23400000000004,"LINESTRING (-5.6826912 43.2963186, -5.6826476 43.2963414, -5.6823494 43.2964968, -5.682337 43.2965488, -5.6823658 43.2966003, -5.6824246 43.2966566, -5.6825652 43.2967914, -5.6828492 43.2970637, -5.6830667 43.2972722, -5.6832783 43.2974751, -5.6833682 43.2975612)",AS-117a,2,,,,
40624748,True,Avenida de Adolfo García Arbesú,tertiary,False,95.782,"LINESTRING (-5.6833682 43.2975612, -5.6841561 43.2980785, -5.6842539 43.2981321)",AS-117a,2,,,,
488672146,True,Calle de Schulz,residential,False,62.492000000000004,"LINESTRING (-5.6850489 43.2965325, -5.6846841 43.2966853, -5.6844487 43.2967883, -5.684385 43.2968193)",,,,,,
40624478,True,Calle de la Nalona,residential,False,43.289,"LINESTRING (-5.6854916 43.296751, -5.6850489 43.2965325)",,,,,,
40624478,True,Calle de la Nalona,residential,False,48.056,"LINESTRING (-5.6859744 43.2970026, -5.6854916 43.296751)",,,,,,
"[426692645, 426692646, 40624479]",True,Calle de Mieres,residential,False,118.768,"LINESTRING (-5.6862497 43.2971443, -5.685929 43.2975083, -5.6857184 43.2977402, -5.6854509 43.2980403)",,,,,,
"[40624478, 451603830]",True,Calle de la Nalona,residential,False,27.288,"LINESTRING (-5.6862497 43.2971443, -5.6861406 43.2970881, -5.6859744 43.2970026)",,,,,,
"[420600640, 420600641, 420600642, 40624472, 420600639]",True,Avenida de la Constitución,tertiary,False,120.08200000000001,"LINESTRING (-5.684385 43.2968193, -5.6842024 43.2966382, -5.6841469 43.2965845, -5.6841087 43.2965473, -5.6840535 43.2964944, -5.683849 43.2962991, -5.683812 43.2962626, -5.6837657 43.2962169, -5.683527 43.295977, -5.6835018 43.2959516)",AS-117a,2,,,,
40624576,True,Cai Esteban Fernandez Rebollos,residential,False,74.08099999999999,"LINESTRING (-5.684385 43.2968193, -5.684049 43.297038, -5.6837762 43.2972341, -5.6837184 43.2972756)",,,,,,
40624700,True,Calle Covadonga,tertiary,False,27.975,"LINESTRING (-5.6854509 43.2980403, -5.6851599 43.2979045)",AS-117a,2,,,,
415173987,True,Calle de Joaquín Soldevilla,residential,False,68.06,"LINESTRING (-5.6854509 43.2980403, -5.6849888 43.2985517)",,,,,,
177410898,True,Avenida de Adolfo García Arbesú,tertiary,False,99.759,"LINESTRING (-5.6849888 43.2985517, -5.6851979 43.2986711, -5.6853821 43.2987399, -5.6858074 43.2988523, -5.6860997 43.2989216)",AS-117a,2,,,,
540453858,True,,tertiary,False,11.847999999999999,"LINESTRING (-5.6867447 43.2989249, -5.6867917 43.2989657, -5.6868507 43.2989973)",AS-117a,2,roundabout,,,
403385299,True,Calle Covadonga,tertiary,False,32.638,"LINESTRING (-5.6867102 43.2987306, -5.6865431 43.2987602, -5.6864523 43.2987583, -5.6863887 43.2987499, -5.686327 43.2987178)",AS-117a,2,,,,
540453858,True,,tertiary,False,22.455000000000002,"LINESTRING (-5.6867102 43.2987306, -5.6866944 43.2987969, -5.6867062 43.2988636, -5.6867447 43.2989249)",AS-117a,2,roundabout,,,
352678210,True,Cai Jovellanos,tertiary,False,38.192,"LINESTRING (-5.6868507 43.2989973, -5.6868586 43.2990495, -5.6868907 43.2991368, -5.6869396 43.2993342)",AS-117a,,,,,
540453858,True,,tertiary,False,30.41,"LINESTRING (-5.6868507 43.2989973, -5.6869385 43.2990216, -5.6870323 43.2990256, -5.6871234 43.2990088, -5.6872033 43.2989729)",AS-117a,2,roundabout,,,
40623742,True,Carretera de Langreo a Mieres,secondary,False,67.337,"LINESTRING (-5.6872621 43.2986795, -5.6873017 43.2986405, -5.6873451 43.2985781, -5.6874063 43.2985243, -5.6874794 43.2984849, -5.6875846 43.2984569, -5.687675 43.2984474, -5.6878261 43.2984526, -5.6879505 43.2984739)",AS-269,2,,,,
40623865,True,,tertiary,False,22.567,"LINESTRING (-5.6872621 43.2986795, -5.6872003 43.2986289, -5.6871207 43.2985941, -5.6870304 43.298578)",AS-117a,2,roundabout,,,
40623865,True,,tertiary,False,33.25,"LINESTRING (-5.6870304 43.298578, -5.686928 43.2985839, -5.6868339 43.2986138, -5.6867586 43.2986646, -5.6867102 43.2987306)",AS-117a,2,roundabout,,,
12828778,False,Calle Fray Luis de León,residential,False,19.944,"LINESTRING (-5.6824847 43.2933387, -5.6826676 43.2932185)",,,,,,
12849438,True,Calle Secundino Felgueroso,residential,False,33.185,"LINESTRING (-5.6824847 43.2933387, -5.6822203 43.2931106)",,,,,,
12828778,False,Calle Fray Luis de León,residential,True,19.944,"LINESTRING (-5.6826676 43.2932185, -5.6824847 43.2933387)",,,,,,
12828778,False,Calle Fray Luis de León,residential,False,23.557,"LINESTRING (-5.6826676 43.2932185, -5.6827627 43.293156, -5.6828387 43.2931287, -5.6829088 43.2931035)",,,,,,
"[409073114, 409073115]",True,Calle José Bernardo,residential,False,73.013,"LINESTRING (-5.6826676 43.2932185, -5.6831401 43.2935772, -5.6832919 43.2936925)",,,,,,
177410900,False,Avenida de la Constitución,tertiary,False,106.262,"LINESTRING (-5.6826431 43.2951204, -5.6825144 43.294996, -5.6818533 43.294357)",AS-117a,2,,,,
177410900,False,Avenida de la Constitución,tertiary,True,102.99000000000001,"LINESTRING (-5.6826431 43.2951204, -5.6827249 43.2951995, -5.6833452 43.2957992, -5.6834084 43.2958604)",AS-117a,2,,,,
177422554,False,Calle Isabel La Católica,residential,False,45.779,"LINESTRING (-5.6826431 43.2951204, -5.6825042 43.2951953, -5.682252 43.2953314, -5.6821887 43.2953656)",,2,,,,
546465534,False,Calle Manuel Rodríguez,residential,True,50.173,"LINESTRING (-5.6826431 43.2951204, -5.6827706 43.2950551, -5.6829675 43.2949542, -5.6830265 43.294924, -5.6830762 43.2949146, -5.6831748 43.2949036)",,,,,,
"[177422552, 488364341]",True,"['Calle Alfredo Pumarino', 'Calle Dorado']","['living_street', 'residential']",False,132.111,"LINESTRING (-5.6837512 43.2940311, -5.6829575 43.294542, -5.6831301 43.2946783, -5.6831557 43.2947112, -5.6831678 43.2947413, -5.6831697 43.2947858, -5.6831732 43.2948684, -5.6831748 43.2949036)",,,,,,
177422555,True,Calle José Bernardo,residential,False,64.782,"LINESTRING (-5.6837512 43.2940311, -5.6842792 43.2944057, -5.6843123 43.2944448)",,,,,,
40623738,True,,secondary,False,9.717,"LINESTRING (-5.6885123 43.2987453, -5.688516 43.2987889, -5.6885326 43.2988309)",AS-269,2,roundabout,,,
309055930,True,Carretera de Langreo a Mieres,secondary,False,55.718,"LINESTRING (-5.6879505 43.2984739, -5.6881168 43.2985073, -5.6883042 43.2985951, -5.6884085 43.2986681, -5.6885123 43.2987453)",AS-269,1,,,,
40623738,True,,secondary,False,18.098,"LINESTRING (-5.688609 43.298603, -5.6885592 43.2986434, -5.6885261 43.298692, -5.6885123 43.2987453)",AS-269,2,roundabout,,,
40623741,True,Carretera de Langreo a Mieres,secondary,False,136.603,"LINESTRING (-5.688609 43.298603, -5.6884494 43.2985936, -5.6883202 43.2985611, -5.6881275 43.2984811, -5.6879498 43.2984267, -5.6878119 43.2984041, -5.6876408 43.2983991, -5.6874458 43.2984304, -5.6872638 43.2984947, -5.687107 43.2985381, -5.6870304 43.298578)",AS-269,1,,,,
40623738,True,,secondary,False,15.48,"LINESTRING (-5.6887746 43.2989538, -5.6888587 43.2989466, -5.6889357 43.2989211, -5.6889531 43.2989113)",AS-269,2,roundabout,,,
40623738,True,,secondary,False,5.656,"LINESTRING (-5.6886678 43.2985755, -5.688609 43.298603)",AS-269,2,roundabout,,,
40623738,True,,secondary,False,25.14,"LINESTRING (-5.6885326 43.2988309, -5.6885722 43.2988796, -5.6886289 43.2989182, -5.6886982 43.2989436, -5.6887746 43.2989538)",AS-269,2,roundabout,,,
"[161344544, 40624809, 403385296]",True,,primary_link,False,180.96300000000002,"LINESTRING (-5.6885326 43.2988309, -5.6885017 43.2990175, -5.6884489 43.2991009, -5.6884109 43.2991518, -5.6883261 43.299218, -5.6882081 43.2992652, -5.6880855 43.2992857, -5.6879618 43.2992868, -5.6878267 43.2992742, -5.6876789 43.2992385, -5.6870896 43.2991277, -5.6868491 43.2991127, -5.6867277 43.2991187)",AS-117a,1,,yes,,
40626528,True,Calle de Ramón y Cajal,residential,False,50.91,"LINESTRING (-5.6796162 43.2930962, -5.6796718 43.2930442, -5.6799684 43.2927673, -5.6800029 43.2927351)",,,,,,
463689301,True,Calle Julián García Muñíz,residential,False,72.547,"LINESTRING (-5.6796162 43.2930962, -5.6796955 43.2931531, -5.6801934 43.2935103, -5.6802546 43.2935542)",,,,,,
177183710,False,Calle Dorado,residential,True,11.295,"LINESTRING (-5.6809274 43.2932034, -5.6809646 43.293219, -5.6810484 43.293254)",,2,,,,
177410969,False,Plaza de La Salve,residential,False,13.321,"LINESTRING (-5.6809274 43.2932034, -5.6808504 43.2931562, -5.6808025 43.2931254)",,,,,,
40626528,True,Calle de Ramón y Cajal,residential,False,56.783,"LINESTRING (-5.6788119 43.2938937, -5.6789035 43.2938105, -5.6791901 43.2935226, -5.6792292 43.2934833)",,,,,,
"[178646097, 177410910]",True,"['Calle Poeta Mánfer de la Llera', 'Calle Cervantes']","['living_street', 'residential']",False,124.89,"LINESTRING (-5.6788119 43.2938937, -5.679387 43.2941908, -5.6794422 43.2941911, -5.679493 43.2941658, -5.6798865 43.2938498, -5.6799773 43.2937769)",,,,,20,
40626528,True,Calle de Ramón y Cajal,residential,False,53.233000000000004,"LINESTRING (-5.6792292 43.2934833, -5.679287 43.2934255, -5.6795382 43.2931742, -5.6796162 43.2930962)",,,,,,
177410929,True,Calle Antonio Lucio Villegas,residential,False,74.401,"LINESTRING (-5.6792292 43.2934833, -5.6786633 43.2932771, -5.6784609 43.2932033, -5.6784073 43.2931836)",,,,,,
178646091,True,Calle Enrique Jardón Celaya,residential,False,53.60300000000001,"LINESTRING (-5.678697 43.2927501, -5.6786762 43.2927812, -5.6784281 43.2931525, -5.6784073 43.2931836)",,,,,,
178646096,True,Calle Manuel Llaneza,residential,False,83.75899999999999,"LINESTRING (-5.678697 43.2927501, -5.6787682 43.2927769, -5.6795544 43.2930729, -5.6796162 43.2930962)",,,,,,
178646090,True,Calle Cándido Fernández Riesgo,residential,False,58.072,"LINESTRING (-5.6774684 43.2922885, -5.6774961 43.2922477, -5.6777502 43.2918739, -5.6777866 43.2918204)",,,,,,
178646096,True,Calle Manuel Llaneza,residential,False,111.902,"LINESTRING (-5.6774684 43.2922885, -5.6775519 43.2923199, -5.6786132 43.2927186, -5.678697 43.2927501)",,,,,,
115374774,True,Calle Claudio Sánchez Albornoz,residential,False,19.319999999999997,"LINESTRING (-5.6776124 43.2911714, -5.6775872 43.2911654, -5.6775607 43.291166, -5.6775361 43.2911732, -5.6775163 43.2911861, -5.6775038 43.2912031, -5.6775001 43.2912222, -5.6775055 43.2912411, -5.6775195 43.2912575, -5.6775404 43.2912694)",,,,,,
