osmid,ref,name,highway,oneway,reversed,length,geometry,access,lanes,junction,tunnel,bridge,maxspeed
27689764,GC-43,Calle el Pino,primary,False,False,174.151,"LINESTRING (-15.523656 28.1167507, -15.5237056 28.1166032, -15.5238058 28.1164044, -15.5238377 28.1163426, -15.5238782 28.1162883, -15.5240955 28.1159967, -15.5241274 28.1159365, -15.5241412 28.1158853, -15.524189 28.1155716, -15.5242443 28.1153579, -15.5242529 28.1153249, -15.524257 28.1153009)",,,,,,
27689764,GC-43,Calle el Pino,primary,False,True,53.986,"LINESTRING (-15.523656 28.1167507, -15.5236034 28.1168981, -15.523479 28.1171942, -15.5234735 28.1172086)",,,,,,
156432930,,Calle Hacienda Del Pino,residential,False,True,102.39399999999999,"LINESTRING (-15.523656 28.1167507, -15.5236157 28.1167336, -15.52353 28.1166973, -15.5230521 28.1164891, -15.5230249 28.1164682, -15.5230073 28.1164395, -15.5229618 28.1162974, -15.5229181 28.1161887)",,,,,,
"[198735986, 38062085]",,"['Baranquillo', 'Calle De Francisco Gourie']",residential,False,"[False, True]",42.316,"LINESTRING (-15.5250393 28.1191574, -15.5250046 28.1191665, -15.5248877 28.1192007, -15.5246302 28.1192783)",yes,,,,,
283604442,,Calle Panchito Hernández,residential,True,False,94.529,"LINESTRING (-15.5250393 28.1191574, -15.5250573 28.1190924, -15.5253587 28.1188292, -15.5255977 28.1186037, -15.5256471 28.1185529, -15.5256719 28.1185275)",,,,,,
28703509,GC-300,Avenida del Mirón,secondary,True,False,53.74,"LINESTRING (-15.5265091 28.1179366, -15.5260743 28.1177573, -15.5260125 28.1177323)",,,,,,
283604535,,Calle Alcalde Henríquez Pitti,residential,True,False,72.576,"LINESTRING (-15.5265091 28.1179366, -15.5265418 28.1178596, -15.5266789 28.1176049, -15.5268188 28.1173441)",,,,,,
830290858,,Calle Fernando Coubin,residential,False,True,112.554,"LINESTRING (-15.5265091 28.1179366, -15.5265464 28.1179513, -15.5266656 28.1179981, -15.5269615 28.118119, -15.527022 28.1181346, -15.52746 28.1182004, -15.527601 28.1182208)",,,,,,
27689733,,Calle De Francisco Gourie,living_street,True,False,118.91,"LINESTRING (-15.5262371 28.1193234, -15.5250393 28.1191574)",yes,,,,,
365062029,GC-330,Calle Alcalde Henriquez Pitti,secondary,False,False,7.893,"LINESTRING (-15.5262371 28.1193234, -15.526254 28.119254)",yes,2,,,,
51571718,GC-330,Carretera a Bañaderos,secondary,False,True,132.713,"LINESTRING (-15.5262371 28.1193234, -15.5263079 28.1193325, -15.5264837 28.1193552, -15.5266714 28.1194187, -15.526732 28.1194427, -15.5271942 28.119609, -15.527506 28.1197226)",,2,,,,
28703514,,Calle Federico Díaz Bertrana,tertiary,True,False,160.182,"LINESTRING (-15.5225792 28.1191954, -15.5228075 28.118791, -15.5228235 28.1187357, -15.5228424 28.1181369, -15.5228475 28.117974, -15.5228752 28.1178414, -15.5228988 28.1178134)",,,,,,
51016084,,Calle Pedro Marichal,tertiary,True,False,26.209,"LINESTRING (-15.5225792 28.1191954, -15.5225572 28.1191899, -15.522322 28.1191314)",,,,,,
51570888,,Calle de los Marqueses de Arucas,tertiary,True,False,37.825,"LINESTRING (-15.5219566 28.1195882, -15.5222912 28.1197574)",yes,,,,,
51571588,,Calle Antonio González,residential,True,False,62.36000000000001,"LINESTRING (-15.5219566 28.1195882, -15.5223138 28.1191582, -15.522322 28.1191314)",yes,,,,,
51569995,,Baranquillo,residential,True,False,31.24,"LINESTRING (-15.5247327 28.1204211, -15.5246395 28.1202676, -15.5245748 28.1201773)",yes,,,,,
1190187872,,Calle San Juan,residential,True,False,49.879,"LINESTRING (-15.5231856 28.1199086, -15.5229177 28.1202899)",,,,,,
287058076,,Calle Doctor García Guerra,residential,True,False,28.105,"LINESTRING (-15.5227463 28.1198708, -15.5227201 28.1201225)",,,,,,
662922487,,Calle de los Marqueses de Arucas,residential,True,False,43.287,"LINESTRING (-15.5227463 28.1198708, -15.5231632 28.1199067, -15.5231856 28.1199086)",yes,,,,,
662922487,,Calle de los Marqueses de Arucas,residential,True,False,47.081,"LINESTRING (-15.5222912 28.1197574, -15.5225113 28.1198501, -15.5227279 28.1198692, -15.5227463 28.1198708)",yes,,,,,
662922488,,Calle del Ingeniero Orencio Hernández,tertiary,True,False,68.578,"LINESTRING (-15.5222912 28.1197574, -15.5225648 28.1192235, -15.5225792 28.1191954)",yes,,,,,
51570888,,Calle de los Marqueses de Arucas,tertiary,True,False,46.013,"LINESTRING (-15.5215827 28.1193475, -15.5216402 28.1194155, -15.521711 28.1194658, -15.5219566 28.1195882)",yes,,,,,
297542910,GC-304,Calle Doctor Fleming,tertiary,False,True,111.218,"LINESTRING (-15.5210031 28.1201696, -15.5211445 28.1201981, -15.5215554 28.1202965, -15.5216881 28.1203547, -15.5219267 28.1205324, -15.5220093 28.1205863)",,,,,,
404691288,,Plaza de los Derechos Humanos,tertiary,True,False,29.193,"LINESTRING (-15.5210031 28.1201696, -15.5210395 28.1201056, -15.5211365 28.1199349)",,,,,,
28703521,,Calle Bruno Pérez Medina,residential,False,False,90.96100000000001,"LINESTRING (-15.526414 28.11844, -15.526448 28.1184463, -15.526482 28.1184525, -15.5265712 28.118464, -15.5273359 28.1185257)",,,,,,
715406180,GC-300,Calle Alcalde Henríquez Pitti,secondary,True,False,56.839,"LINESTRING (-15.526414 28.11844, -15.5264801 28.1180227, -15.5265091 28.1179366)",yes,1,,,,
27689764,GC-43,Calle el Pino,primary,False,False,53.986,"LINESTRING (-15.5234735 28.1172086, -15.523479 28.1171942, -15.5236034 28.1168981, -15.523656 28.1167507)",,,,,,
198735994,,Calle Juan Bethencourt Domínguez,residential,True,False,112.336,"LINESTRING (-15.5234735 28.1172086, -15.5236798 28.1172983, -15.524457 28.117629, -15.5245048 28.1176482)",,,,,,
198735994,,Calle Juan Bethencourt Domínguez,residential,True,False,49.112,"LINESTRING (-15.5245048 28.1176482, -15.5249572 28.1178376)",,,,,,
51570925,,Calle Cronista Juan Zamora Sánchez,residential,True,False,37.994,"LINESTRING (-15.5245048 28.1176482, -15.5243625 28.1179048, -15.5243563 28.1179159, -15.5243357 28.1179556)",,,,,,
40349642,,Calle Alcalde Rafael Díaz,residential,True,False,70.47,"LINESTRING (-15.524691 28.1217792, -15.5248108 28.1218247, -15.5252367 28.1219613, -15.525318 28.1220563)",,,,,,
40349642,,Calle Alcalde Rafael Díaz,residential,True,False,37.018,"LINESTRING (-15.5243685 28.1216062, -15.524691 28.1217792)",,,,,,
"[287058208, 198736010]",,"['Pasaje General Prim', 'Camino Real']",residential,False,False,95.631,"LINESTRING (-15.5243685 28.1216062, -15.5243584 28.1216298, -15.5242717 28.1218318, -15.5242421 28.1218585, -15.5238771 28.1220208, -15.5236489 28.1219296)",yes,,,,,
"[287058211, 51016067]",,"['Camino Real', 'Calle Francisco Ponce']",residential,False,False,121.156,"LINESTRING (-15.5230317 28.1208124, -15.5230288 28.120847, -15.5230077 28.1210948, -15.5229779 28.1212565, -15.5229151 28.1214045, -15.5229337 28.121458, -15.5229974 28.1215401, -15.5231931 28.1216975, -15.5232617 28.1217714)",,,,,,
287058062,,Calle Cerera,residential,True,False,60.707,"LINESTRING (-15.5230317 28.1208124, -15.5231351 28.1208384, -15.523292 28.1208967, -15.5233504 28.1209321, -15.5234722 28.1210254, -15.5235567 28.1210862)",yes,,,,,
