osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,tunnel,access
"[1239768097, 1239768098]",2,N-120a,trunk,50,roundabout,True,False,16.144,"LINESTRING (-6.057571 42.4588617, -6.0575178 42.4588579, -6.0574658 42.4588669, -6.0574203 42.4588876, -6.0573956 42.4589074)",,,
35795247,2,N-120a,trunk,50,,False,False,60.372,"LINESTRING (-6.0540282 42.4581623, -6.0541849 42.4582242, -6.0547037 42.4583761)",Avenida de las Murallas,,
724046236,1,N-120a,trunk,50,,True,False,47.269999999999996,"LINESTRING (-6.0540282 42.4581623, -6.0538429 42.4580586, -6.0537945 42.4580315, -6.0537175 42.4579605, -6.0536914 42.4579078, -6.0536681 42.4578486)",Avenida de las Murallas,,
62304788,1,N-120,trunk,,,True,False,37.833999999999996,"LINESTRING (-6.0531362 42.4574415, -6.0531541 42.4576065, -6.0531839 42.4577176, -6.0532211 42.4577726)",,,
62304806,2,N-120a,trunk,,,False,False,66.28,"LINESTRING (-6.0531362 42.4574415, -6.0531042 42.4573107, -6.0530691 42.4571673, -6.0530195 42.4570782, -6.0528869 42.4568799)",,,
26556316,,,residential,,,False,False,56.941,"LINESTRING (-6.0528869 42.4568799, -6.0533253 42.4564829)",Calle Enfermeras Mártires,,
62304796,,LE-6426,tertiary,,,False,False,34.762,"LINESTRING (-6.0528869 42.4568799, -6.052706 42.4565972)",Calle El Cristo,,
846914533,2,N-120a,trunk,,,False,False,27.012,"LINESTRING (-6.0528869 42.4568799, -6.0525997 42.4567611)",Calle del Pozo,,
62304806,2,N-120a,trunk,,,False,True,66.28,"LINESTRING (-6.0528869 42.4568799, -6.0530195 42.4570782, -6.0530691 42.4571673, -6.0531042 42.4573107, -6.0531362 42.4574415)",,,
51002441,,LE-6426,tertiary,,,False,False,20.204,"LINESTRING (-6.0525997 42.4567611, -6.052706 42.4565972)",Calle El Cristo,,
846914533,2,N-120a,trunk,,,False,True,27.012,"LINESTRING (-6.0525997 42.4567611, -6.0528869 42.4568799)",Calle del Pozo,,
559176112,,,residential,,,False,True,73.323,"LINESTRING (-6.0525997 42.4567611, -6.0524226 42.4568386, -6.0523763 42.4568822, -6.052322 42.4569334, -6.0519425 42.4572007)",Plaza Porfirio López,,
846914533,2,N-120a,trunk,,,False,False,25.844,"LINESTRING (-6.0525997 42.4567611, -6.0523497 42.4567461, -6.0522857 42.4567423)",Calle del Pozo,,
51137902,,LE-6426,tertiary,,,False,True,39.658,"LINESTRING (-6.0511306 42.4552149, -6.0510718 42.4555689)",Calle de San Feliz,,
62304799,,LE-6426,tertiary,,,False,False,202.806,"LINESTRING (-6.0511306 42.4552149, -6.0510033 42.4549671, -6.0508229 42.4546159, -6.0505726 42.4541031, -6.0503742 42.4535274, -6.0503613 42.4534842)",Calle Perpetuo Socorro,,
39390992,,,residential,,,False,False,3.252,"LINESTRING (-6.0583906 42.454613, -6.0584251 42.4546274)",Calle del Bastión,,
62304772,,,residential,,,False,False,40.884,"LINESTRING (-6.0583906 42.454613, -6.058524 42.4544176, -6.0586043 42.454281)",Calle del Bastión,,
"[51139722, 62304772, 62304766]",,,residential,,,False,"[False, True]",450.222,"LINESTRING (-6.0583906 42.454613, -6.0553581 42.4533734, -6.0539471 42.4526987, -6.0538046 42.4526247, -6.0536531 42.4525761)","['Calle Vía Plata', 'Calle del Bastión']",yes,
39196797,,,residential,,,False,False,7.251,"LINESTRING (-6.0589276 42.456783, -6.0588872 42.456725)",Calle Puerta Obispo,,
"[198036353, 746252005]",,,residential,,,True,False,148.19,"LINESTRING (-6.0589276 42.456783, -6.0581972 42.457128, -6.0578842 42.457283, -6.0575723 42.4574499, -6.0574361 42.4575331)",Calle Leopoldo Panero,,
62304816,,,residential,,,False,False,74.271,"LINESTRING (-6.0583334 42.4564918, -6.0588765 42.4559574)",Calle Escultor Amaya,,
39196797,,,residential,,,False,True,52.348,"LINESTRING (-6.0583334 42.4564918, -6.0588041 42.4566827, -6.0588872 42.456725)",Calle Puerta Obispo,,
51137905,,,residential,,,True,False,41.625,"LINESTRING (-6.0583334 42.4564918, -6.0582848 42.4563998, -6.0580155 42.4562088)",Calle del Obispo Grau,,
51137920,,,residential,,,False,False,48.676,"LINESTRING (-6.0588765 42.4559574, -6.0583673 42.4557327)",Calle Juego de Cañas,,
62304816,,,residential,,,False,True,74.271,"LINESTRING (-6.0588765 42.4559574, -6.0583334 42.4564918)",Calle Escultor Amaya,,
198036374,,,residential,,,False,True,29.823,"LINESTRING (-6.0574361 42.4575331, -6.0573893 42.4575354, -6.0573474 42.457525, -6.0571041 42.4574346)",Plaza de la Catedral,,
"[136858306, 198036374]",,,residential,,,False,False,65.761,"LINESTRING (-6.0564004 42.4573702, -6.0565192 42.4573844, -6.0565561 42.4573888, -6.0567832 42.457477, -6.0569149 42.4573814, -6.0571041 42.4574346)","['Calle de Santa Marta', 'Plaza de la Catedral']",,
"[24758763, 220672564, 112519062, 746251983]",,,residential,,,False,True,266.828,"LINESTRING (-6.0564004 42.4573702, -6.0557987 42.4572863, -6.0557705 42.4572855, -6.0557451 42.4572848, -6.0555326 42.4572906, -6.0554883 42.457292, -6.0554481 42.4572944, -6.0554366 42.4572999, -6.0554225 42.4573067, -6.0554064 42.4573229, -6.0543068 42.4569205, -6.0540965 42.4567812, -6.0535784 42.4564109)","['Plaza Obispo Alcolea', 'Calle Los Sitios', 'Plaza Eduardo de Castro']",,
26556316,,,residential,,,False,True,22.254,"LINESTRING (-6.0535784 42.4564109, -6.0533253 42.4564829)",Calle Enfermeras Mártires,,
"[24758763, 220672564, 112519062, 746251983]",,,residential,,,False,False,266.82800000000003,"LINESTRING (-6.0535784 42.4564109, -6.0540965 42.4567812, -6.0543068 42.4569205, -6.0554064 42.4573229, -6.0554225 42.4573067, -6.0554366 42.4572999, -6.0554481 42.4572944, -6.0554883 42.457292, -6.0555326 42.4572906, -6.0557451 42.4572848, -6.0557705 42.4572855, -6.0557987 42.4572863, -6.0564004 42.4573702)","['Plaza Eduardo de Castro', 'Calle Los Sitios', 'Plaza Obispo Alcolea']",,
"[51137908, 136858279]",,,residential,,,True,False,178.151,"LINESTRING (-6.0535784 42.4564109, -6.0543132 42.4560965, -6.0552861 42.455436)","['Calle Lino Marcelo Macías', 'Calle García Prieto']",,
51139241,,,residential,,,True,False,87.376,"LINESTRING (-6.0535784 42.4564109, -6.0534895 42.4561947, -6.0530882 42.4557749, -6.0530508 42.4557379)",Calle Lorenzo Segura,,
220672576,,,residential,,,True,False,16.315,"LINESTRING (-6.0530508 42.4557379, -6.0528889 42.4556527)",Plaza Santocildes,,
34387743,,,residential,,,False,True,88.06,"LINESTRING (-6.0530508 42.4557379, -6.0531116 42.4557109, -6.0531852 42.4556716, -6.0531225 42.4554279, -6.0530261 42.4550094)",Plaza Santocildes,,destination
113511841,,,residential,,,True,False,11.54,"LINESTRING (-6.0524955 42.4550671, -6.052419 42.4550756, -6.0523564 42.4550825)",Plaza Santocildes,,destination
62304780,,,residential,,,True,False,44.001,"LINESTRING (-6.0530261 42.4550094, -6.0524955 42.4550671)",Plaza Santocildes,,destination
34387743,,,residential,,,False,False,88.05999999999999,"LINESTRING (-6.0530261 42.4550094, -6.0531225 42.4554279, -6.0531852 42.4556716, -6.0531116 42.4557109, -6.0530508 42.4557379)",Plaza Santocildes,,destination
"[62304808, 746251978]",,,residential,,,False,False,32.090999999999994,"LINESTRING (-6.0527233 42.4541984, -6.0527003 42.4541994, -6.0526852 42.4541949, -6.052664 42.4541824, -6.0525687 42.4540962, -6.0525147 42.4540943, -6.0524879 42.4540934, -6.0524653 42.4540898, -6.0523955 42.4540929)",Calle Padres Redentoristas,,
88133450,,LE-6426,tertiary,,,False,True,104.74499999999999,"LINESTRING (-6.0499098 42.4517498, -6.0500366 42.4519828, -6.050262 42.4526534)",Calle de la Iglesia,,
847489674,,,residential,,,False,False,74.387,"LINESTRING (-6.0499098 42.4517498, -6.0500562 42.4517568, -6.0503404 42.451761, -6.0507414 42.4518126, -6.050806 42.4518297)",Calle del Postigo,,
26556315,,,residential,,,True,False,59.483000000000004,"LINESTRING (-6.0571041 42.4574346, -6.0571688 42.457378, -6.0575783 42.4570734, -6.0576186 42.4570619)",Calle Portería,,
198036374,,,residential,,,False,False,29.822999999999997,"LINESTRING (-6.0571041 42.4574346, -6.0573474 42.457525, -6.0573893 42.4575354, -6.0574361 42.4575331)",Plaza de la Catedral,,
"[136858306, 198036374]",,,residential,,,False,True,65.76100000000001,"LINESTRING (-6.0571041 42.4574346, -6.0569149 42.4573814, -6.0567832 42.457477, -6.0565561 42.4573888, -6.0565192 42.4573844, -6.0564004 42.4573702)","['Calle de Santa Marta', 'Plaza de la Catedral']",,
39196667,,,tertiary,,,False,False,166.35000000000002,"LINESTRING (-6.0485609 42.4541369, -6.0487678 42.4539957, -6.0489988 42.4538766, -6.0492212 42.4537939, -6.0495169 42.453711, -6.0503613 42.4534842)",Travesía Minerva,,
39196667,,,tertiary,,,False,True,18.43,"LINESTRING (-6.0485609 42.4541369, -6.0484612 42.4542269, -6.0484232 42.4542677)",Travesía Minerva,,
62304686,,,residential,,,False,True,265.35300000000007,"LINESTRING (-6.0485609 42.4541369, -6.0484813 42.4540995, -6.0484449 42.4540824, -6.0483709 42.4540569, -6.0482935 42.4540576, -6.0480693 42.4541053, -6.0480009 42.4541133, -6.0479294 42.4540969, -6.0478729 42.4540556, -6.0477037 42.4538079, -6.0476646 42.453433, -6.0476069 42.4533424, -6.047535 42.453299, -6.0470703 42.4530778, -6.0470259 42.453014, -6.0468919 42.4525556, -6.0468973 42.4524961)",,,
1239522389,1,,tertiary,,,True,False,23.825,"LINESTRING (-6.048341 42.4544732, -6.0484232 42.4542677)",Travesía Minerva,,
291733302,2,N-120a,trunk,,roundabout,True,False,18.259,"LINESTRING (-6.048341 42.4544732, -6.0483006 42.4544273, -6.0482433 42.4543925, -6.0481746 42.4543719)",,,
39196669,1,N-120a,trunk,,,True,False,18.112,"LINESTRING (-6.0479845 42.4543965, -6.047765 42.4543791)",,,
1239522397,2,N-120a,trunk,,roundabout,True,False,19.445999999999998,"LINESTRING (-6.0479845 42.4543965, -6.0479263 42.4544359, -6.0478881 42.4544869, -6.047874 42.4545443)",,,
"[38306390, 88133439]",,,residential,,,True,False,97.402,"LINESTRING (-6.0514546 42.4530903, -6.0515077 42.4530615, -6.0516101 42.4530059, -6.0517006 42.4530114, -6.0517523 42.4530397, -6.0517881 42.4530657, -6.0523701 42.4534585)","['Plaza de San Francisco', 'Calle Matías Rodríguez']",,
"[88133440, 706671961, 832867918]",,,residential,,,False,False,135.973,"LINESTRING (-6.0514546 42.4530903, -6.0513761 42.4530543, -6.0513612 42.4530519, -6.0513319 42.4530473, -6.0512916 42.4530472, -6.0508498 42.4531632, -6.0508055 42.453172, -6.0507581 42.4531739, -6.0506916 42.4531703, -6.0506259 42.4531525, -6.0505831 42.4531263, -6.0504964 42.4530438, -6.0503717 42.4528988, -6.0503323 42.4528282, -6.0503159 42.4527875, -6.050262 42.4526534)",Calle Puerta del Sol,,
746251978,,,residential,,,False,True,137.097,"LINESTRING (-6.0514546 42.4530903, -6.0514844 42.4532007, -6.0515955 42.4533047, -6.0516024 42.4533112, -6.0517256 42.4534283, -6.0518245 42.4535748, -6.0518425 42.4535916, -6.0519806 42.4537199, -6.0523955 42.4540929)",Calle Padres Redentoristas,,
62304778,,,residential,,,False,False,22.838,"LINESTRING (-6.050262 42.4526534, -6.0503741 42.4524654)",Calle Corredera Baja,,
62304770,,,residential,,,False,False,277.948,"LINESTRING (-6.050262 42.4526534, -6.0501586 42.4526745, -6.0492376 42.4525536, -6.0484398 42.4524895, -6.0468973 42.4524961)",Calle San Marcos,,
88133450,,LE-6426,tertiary,,,False,False,104.74499999999999,"LINESTRING (-6.050262 42.4526534, -6.0500366 42.4519828, -6.0499098 42.4517498)",Calle de la Iglesia,,
"[88133440, 706671961, 832867918]",,,residential,,,False,True,135.97299999999998,"LINESTRING (-6.050262 42.4526534, -6.0503159 42.4527875, -6.0503323 42.4528282, -6.0503717 42.4528988, -6.0504964 42.4530438, -6.0505831 42.4531263, -6.0506259 42.4531525, -6.0506916 42.4531703, -6.0507581 42.4531739, -6.0508055 42.453172, -6.0508498 42.4531632, -6.0512916 42.4530472, -6.0513319 42.4530473, -6.0513612 42.4530519, -6.0513761 42.4530543, -6.0514546 42.4530903)",Calle Puerta del Sol,,
"[39196787, 832867919]",,LE-6426,tertiary,,,False,True,94.00999999999999,"LINESTRING (-6.050262 42.4526534, -6.0502364 42.452795, -6.0502239 42.4528643, -6.0502146 42.4529155, -6.0502216 42.453023, -6.0502259 42.4530538, -6.050235 42.4531189, -6.0503613 42.4534842)",Calle Minerva,,
38306406,,,residential,,,False,False,37.982,"LINESTRING (-6.0523701 42.4534585, -6.0519949 42.4536586)",Calle Luis Braille,,
"[51139236, 51139237]",,,residential,,,False,False,105.172,"LINESTRING (-6.0523701 42.4534585, -6.0528941 42.4531208, -6.0531087 42.4532101, -6.0534143 42.4533197)","['Calle Luis Braille', 'Calle del Jardín']",,
88133439,,,residential,,,True,False,86.404,"LINESTRING (-6.0523701 42.4534585, -6.0526251 42.4537044, -6.0529148 42.4541201)",Calle Matías Rodríguez,,
220672563,,,residential,,,False,False,18.663,"LINESTRING (-6.0534143 42.4533197, -6.0533719 42.4534846)",Calle La Bañeza,,
"[51139236, 51139237]",,,residential,,,False,True,105.172,"LINESTRING (-6.0534143 42.4533197, -6.0531087 42.4532101, -6.0528941 42.4531208, -6.0523701 42.4534585)","['Calle Luis Braille', 'Calle del Jardín']",,
220672563,,,residential,,,False,True,40.03,"LINESTRING (-6.0534143 42.4533197, -6.0534558 42.453186, -6.053471 42.4531368, -6.053547 42.4529998, -6.053565 42.4529794)",Calle La Bañeza,,
103836927,2,N-6,trunk,50,roundabout,True,False,25.608999999999998,"LINESTRING (-6.055013 42.4518129, -6.0549697 42.4518608, -6.0549469 42.4519159, -6.0549467 42.4519734, -6.0549691 42.4520286)",,,yes
103836856,2,N-6,trunk,50,,False,False,358.892,"LINESTRING (-6.0553977 42.4520856, -6.0556497 42.4522581, -6.0586043 42.454281)",Carretera Madrid a A Coruña,,
103836927,2,N-6,trunk,50,roundabout,True,False,23.970000000000002,"LINESTRING (-6.0553977 42.4520856, -6.0554423 42.4520429, -6.0554696 42.4519929, -6.0554775 42.4519394, -6.0554654 42.4518862)",,,yes
1239522395,2,N-120a,trunk,,roundabout,True,False,15.911000000000001,"LINESTRING (-6.0483459 42.4546129, -6.0483612 42.4545666, -6.0483596 42.4545189, -6.048341 42.4544732)",,,
1239522398,2,N-120a,trunk,,roundabout,True,False,11.524999999999999,"LINESTRING (-6.047874 42.4545443, -6.0478829 42.4545957, -6.0479113 42.4546431)",,,
39196667,,,tertiary,,,False,True,166.35000000000002,"LINESTRING (-6.0503613 42.4534842, -6.0495169 42.453711, -6.0492212 42.4537939, -6.0489988 42.4538766, -6.0487678 42.4539957, -6.0485609 42.4541369)",Travesía Minerva,,
"[39196787, 832867919]",,LE-6426,tertiary,,,False,False,94.01,"LINESTRING (-6.0503613 42.4534842, -6.050235 42.4531189, -6.0502259 42.4530538, -6.0502216 42.453023, -6.0502146 42.4529155, -6.0502239 42.4528643, -6.0502364 42.452795, -6.050262 42.4526534)",Calle Minerva,,
62304799,,LE-6426,tertiary,,,False,True,202.80599999999998,"LINESTRING (-6.0503613 42.4534842, -6.0503742 42.4535274, -6.0505726 42.4541031, -6.0508229 42.4546159, -6.0510033 42.4549671, -6.0511306 42.4552149)",Calle Perpetuo Socorro,,
1239522393,2,N-120a,trunk,,roundabout,True,False,9.854,"LINESTRING (-6.0480317 42.4547159, -6.0480901 42.4547264, -6.0481501 42.4547261)",,,
39196785,1,N-120,trunk,,,True,False,32.897,"LINESTRING (-6.0534208 42.4576336, -6.053323 42.4576097, -6.0532681 42.4575755, -6.0532081 42.4575311, -6.0531362 42.4574415)",,,
50063885,2,N-120a,trunk,50,roundabout,True,False,24.052999999999997,"LINESTRING (-6.0534208 42.4576336, -6.0533621 42.4576447, -6.0533094 42.4576667, -6.0532662 42.457698, -6.0532356 42.4577366, -6.0532211 42.4577726)",,,
50063885,2,N-120a,trunk,50,roundabout,True,False,21.717000000000002,"LINESTRING (-6.0534811 42.4579712, -6.0535495 42.4579557, -6.0536081 42.4579255, -6.0536515 42.4578834, -6.0536681 42.4578486)",,,
724046235,1,N-120a,trunk,50,,True,False,49.677,"LINESTRING (-6.0534811 42.4579712, -6.0536487 42.4580234, -6.0540282 42.4581623)",Avenida de las Murallas,,
50063885,2,N-120a,trunk,50,roundabout,True,False,18.154,"LINESTRING (-6.0532537 42.4578942, -6.0532924 42.4579282, -6.0533418 42.4579537, -6.0534096 42.4579705, -6.0534389 42.4579708)",,,
724046233,,LE-451,secondary,50,,True,False,30.461000000000002,"LINESTRING (-6.0532537 42.4578942, -6.0532469 42.4579794, -6.053266 42.4580875, -6.0533188 42.4581569)",Carretera de Astorga a Riello,,
50063885,2,N-120a,trunk,50,roundabout,True,False,9.891,"LINESTRING (-6.0532177 42.4578101, -6.0532282 42.4578539, -6.0532537 42.4578942)",,,
62306164,,,residential,,,False,False,13.809,"LINESTRING (-6.0485235 42.4591828, -6.0486044 42.4592917)",Calle el Convento,,
559176113,,,residential,,,False,False,49.358,"LINESTRING (-6.0485235 42.4591828, -6.049082 42.4590177)",Avenida de la Estación,,
559176113,,,residential,,,False,True,86.37,"LINESTRING (-6.0485235 42.4591828, -6.0475796 42.4595269)",Avenida de la Estación,,
62306156,,,residential,,,False,True,61.057,"LINESTRING (-6.0485235 42.4591828, -6.0484092 42.4589498, -6.0484117 42.4586485)",Calle Quinta González Alonso,,
559176113,,,residential,,,False,False,32.352,"LINESTRING (-6.0503009 42.4585548, -6.0505877 42.4583551)",Avenida de la Estación,,
62304748,,,residential,,,False,True,92.571,"LINESTRING (-6.0503009 42.4585548, -6.0501328 42.458404, -6.049285 42.458282)",Calle Escuela Taller,,
559176113,,,residential,,,False,True,112.536,"LINESTRING (-6.0503009 42.4585548, -6.0501642 42.4586199, -6.049082 42.4590177)",Avenida de la Estación,,
559176113,,,residential,,,False,False,86.37,"LINESTRING (-6.0475796 42.4595269, -6.0485235 42.4591828)",Avenida de la Estación,,
817615262,,,residential,,,False,False,89.148,"LINESTRING (-6.0475796 42.4595269, -6.0473923 42.4595211, -6.0473862 42.4592676, -6.0475838 42.4592629, -6.0475796 42.4595269)",Plaza de la Estación,,
817615262,,,residential,,,False,True,89.14800000000001,"LINESTRING (-6.0475796 42.4595269, -6.0475838 42.4592629, -6.0473862 42.4592676, -6.0473923 42.4595211, -6.0475796 42.4595269)",Plaza de la Estación,,
1239768092,1,N-120a,trunk,50,,True,False,16.528,"LINESTRING (-6.0576623 42.4590538, -6.0578624 42.4590365)",Avenida de Ponferrada,,
1239768094,2,N-120a,trunk,50,roundabout,True,False,9.549,"LINESTRING (-6.0576623 42.4590538, -6.0576855 42.4590206, -6.0576942 42.4589725)",,,
1239768095,2,N-120a,trunk,50,roundabout,True,False,4.152,"LINESTRING (-6.0576942 42.4589725, -6.0576835 42.458936)",,,
50988990,2,N-120a,trunk,50,roundabout,True,False,10.008000000000001,"LINESTRING (-6.0573956 42.4589074, -6.0573757 42.4589335, -6.057365 42.4589625, -6.0573642 42.4589925)",,,
846914534,2,N-120a,trunk,50,,True,False,63.12799999999999,"LINESTRING (-6.0573956 42.4589074, -6.0571861 42.4589027, -6.0571173 42.4588933, -6.0568812 42.458857, -6.0566338 42.4588377)",Avenida de las Murallas,,
51137904,,,residential,,,True,False,75.965,"LINESTRING (-6.0537825 42.45381, -6.0540896 42.4544545)",Calle Gabriel Franco,,
51137914,,,residential,,,False,False,24.261,"LINESTRING (-6.0552126 42.4537601, -6.0550236 42.4539279)",Calle Leoncio Núñez,,
51137917,,,residential,,,False,False,25.405,"LINESTRING (-6.0569087 42.455144, -6.0567093 42.4553188)",Calle El Carmen,,
51137916,,,residential,,,False,True,109.022,"LINESTRING (-6.0569087 42.455144, -6.0563846 42.4547526, -6.0559482 42.4544672)",Calle Padre Blanco,,
51137917,,,residential,,,False,True,61.404,"LINESTRING (-6.0569087 42.455144, -6.0572119 42.454932, -6.0574446 42.4547586)",Calle El Carmen,,
88133460,,,residential,,,True,False,9.835,"LINESTRING (-6.0582155 42.4565012, -6.0582519 42.4564922, -6.0583334 42.4564918)",Calle Villafranca,,
51137917,,,residential,,,False,True,25.405,"LINESTRING (-6.0567093 42.4553188, -6.0569087 42.455144)",Calle El Carmen,,
"[220672562, 220672565]",,,residential,,,True,False,97.87299999999999,"LINESTRING (-6.0567093 42.4553188, -6.0564372 42.4551961, -6.0557063 42.4548424)","['Calle López Peláez', 'Calle Hermanos la Salle']",,
62304820,,,residential,,roundabout,True,False,17.682,"LINESTRING (-6.0565797 42.4561708, -6.0565918 42.4561777, -6.0567616 42.456256)",,,
51137905,,,residential,,,True,False,40.438,"LINESTRING (-6.0580155 42.4562088, -6.0576441 42.4559697)",Calle del Obispo Grau,,
51137919,,,residential,,,False,True,60.296,"LINESTRING (-6.0580155 42.4562088, -6.0583673 42.4557327)",Calle José Díez Novo,,
51137919,,,residential,,,False,False,60.296,"LINESTRING (-6.0583673 42.4557327, -6.0580155 42.4562088)",Calle José Díez Novo,,
51137919,,,residential,,,False,True,43.998,"LINESTRING (-6.0583673 42.4557327, -6.0586448 42.4553941)",Calle José Díez Novo,,
51137920,,,residential,,,False,True,48.676,"LINESTRING (-6.0583673 42.4557327, -6.0588765 42.4559574)",Calle Juego de Cañas,,
112519059,,,residential,,,False,True,59.34,"LINESTRING (-6.0540896 42.4544545, -6.0546917 42.4541588)",Calle San José de Mayo,,
205383259,,,residential,,,True,False,149.255,"LINESTRING (-6.0540896 42.4544545, -6.0543361 42.4548056, -6.0545739 42.4550175, -6.0552861 42.455436)",Calle Manuel Gullón,,
51137914,,,residential,,,False,True,37.425,"LINESTRING (-6.0546917 42.4541588, -6.0550236 42.4539279)",Calle Leoncio Núñez,,
112519059,,,residential,,,False,False,59.34,"LINESTRING (-6.0546917 42.4541588, -6.0540896 42.4544545)",Calle San José de Mayo,,
220672566,,,residential,,,True,False,90.208,"LINESTRING (-6.0546917 42.4541588, -6.0539736 42.4537136, -6.0538173 42.4536834)",Calle Rodríguez de Cela,,
62304696,,,residential,,,False,True,74.466,"LINESTRING (-6.0557063 42.4548424, -6.0552861 42.455436)",Plaza de San Miguel,,
220672565,,,residential,,,True,False,10.517,"LINESTRING (-6.0557063 42.4548424, -6.0556282 42.4547674)",Calle López Peláez,,
51137914,,,residential,,,False,False,37.425,"LINESTRING (-6.0550236 42.4539279, -6.0546917 42.4541588)",Calle Leoncio Núñez,,
51137914,,,residential,,,False,True,24.261,"LINESTRING (-6.0550236 42.4539279, -6.0552126 42.4537601)",Calle Leoncio Núñez,,
51137916,,,residential,,,False,False,96.738,"LINESTRING (-6.0550236 42.4539279, -6.0555914 42.4542431, -6.0559482 42.4544672)",Calle Padre Blanco,,
62304696,,,residential,,,False,False,74.466,"LINESTRING (-6.0552861 42.455436, -6.0557063 42.4548424)",Plaza de San Miguel,,
"[220672561, 205383259]",,,residential,,,True,False,134.54500000000002,"LINESTRING (-6.0552861 42.455436, -6.0557806 42.4557786, -6.0559666 42.4558931, -6.0565797 42.4561708)","['Calle del Corregidor Costilla', 'Calle Manuel Gullón']",,
51002441,,LE-6426,tertiary,,,False,True,20.204,"LINESTRING (-6.052706 42.4565972, -6.0525997 42.4567611)",Calle El Cristo,,
62304796,,LE-6426,tertiary,,,False,True,34.762,"LINESTRING (-6.052706 42.4565972, -6.0528869 42.4568799)",Calle El Cristo,,
136858244,,LE-6426,tertiary,,,False,False,41.794,"LINESTRING (-6.052706 42.4565972, -6.0522745 42.4563974)",Calle El Cristo,,
51137902,,LE-6426,tertiary,,,False,False,74.267,"LINESTRING (-6.050906 42.4562255, -6.0510718 42.4555689)",Calle de San Feliz,,
62304818,,,residential,,,True,False,24.53,"LINESTRING (-6.050906 42.4562255, -6.0511865 42.4563019)",Calle del Mesón,,
51137902,,LE-6426,tertiary,,,False,True,39.126999999999995,"LINESTRING (-6.050906 42.4562255, -6.0508168 42.4564093, -6.0507893 42.4564993, -6.0508067 42.4565624)",Calle de San Feliz,,
51137902,,LE-6426,tertiary,,,False,False,39.658,"LINESTRING (-6.0510718 42.4555689, -6.0511306 42.4552149)",Calle de San Feliz,,
51137902,,LE-6426,tertiary,,,False,True,74.267,"LINESTRING (-6.0510718 42.4555689, -6.050906 42.4562255)",Calle de San Feliz,,
51137903,,,residential,,,False,False,56.314,"LINESTRING (-6.0510718 42.4555689, -6.050389 42.4556209)",Calle San Genadio,,
1239522391,1,N-120a,trunk,,,True,False,32.213,"LINESTRING (-6.0481501 42.4547261, -6.0485001 42.4548574)",,,
1239522394,2,N-120a,trunk,,roundabout,True,False,21.35,"LINESTRING (-6.0481501 42.4547261, -6.0482129 42.4547136, -6.048269 42.4546893, -6.0483144 42.4546549, -6.0483459 42.4546129)",,,
51137903,,,residential,,,False,True,67.226,"LINESTRING (-6.0495739 42.455683, -6.050389 42.4556209)",Calle San Genadio,,
320001163,2,N-120a,trunk,,,False,False,12.895,"LINESTRING (-6.0495739 42.455683, -6.0494654 42.4555991)",,,
320001163,2,N-120a,trunk,,,False,True,21.932,"LINESTRING (-6.0495739 42.455683, -6.0497645 42.4558213)",,,
220672574,,,residential,,,True,False,17.963,"LINESTRING (-6.0529148 42.4541201, -6.0527486 42.4541886, -6.0527233 42.4541984)",Calle M. Luengo,,
62304765,,,residential,,,False,True,35.015,"LINESTRING (-6.0521003 42.454877, -6.0516946 42.4549748)",Plaza del Arquitecto Gaudí,,
