osmid,oneway,ref,name,highway,junction,reversed,length,geometry,lanes,maxspeed,access
167642589,True,,Calle Moratín,residential,,False,63.109,"LINESTRING (-0.5767724 38.619075, -0.57685 38.6196393)",,,
167642569,True,,Calle Quevedo,residential,,False,42.156,"LINESTRING (-0.5723123 38.6188301, -0.5724279 38.6191983)",,,
167642585,True,,Calle Espronceda,residential,,False,74.276,"LINESTRING (-0.5724279 38.6191983, -0.5721806 38.619247, -0.5715945 38.619347)",,,
167639975,False,,Calle Vicente Aleixandre,residential,,True,48.374,"LINESTRING (-0.5715945 38.619347, -0.5720447 38.619603)",,,
167642572,True,,Calle Lope de Vega,residential,,False,83.401,"LINESTRING (-0.5751535 38.6190551, -0.5761076 38.619138)",,,
167642579,False,,Calle Calderón de la Barca,residential,,True,45.193,"LINESTRING (-0.5751535 38.6190551, -0.5751471 38.6194615)",,,
167639975,False,,Calle Vicente Aleixandre,residential,,False,48.374,"LINESTRING (-0.5720447 38.619603, -0.5715945 38.619347)",,,
167642572,True,,Calle Lope de Vega,residential,,False,153.523,"LINESTRING (-0.5720447 38.619603, -0.5737694 38.6193023)",,,
167639975,False,,Calle Vicente Aleixandre,residential,,True,59.892,"LINESTRING (-0.5720447 38.619603, -0.5723093 38.6197707, -0.5726392 38.6198589)",,,
167642572,True,,Calle Lope de Vega,residential,,False,58.18,"LINESTRING (-0.5761076 38.619138, -0.5767724 38.619075)",,,
167639966,True,,Avenida Miguel Hernández,residential,,False,75.662,"LINESTRING (-0.5761485 38.6195346, -0.5752829 38.6194596)",,,
167642586,True,,Calle Juan Ruiz de Alarcón,residential,,False,44.243,"LINESTRING (-0.5761485 38.6195346, -0.5761076 38.619138)",,,
167639966,True,,Avenida Miguel Hernández,residential,,False,62.047,"LINESTRING (-0.57685 38.6196393, -0.5761485 38.6195346)",,,
167639966,True,,Avenida Miguel Hernández,residential,,False,63.935,"LINESTRING (-0.5775716 38.6197522, -0.57685 38.6196393)",,,
167642583,True,,Calle Jovellanos,residential,,False,81.731,"LINESTRING (-0.5775716 38.6197522, -0.577464 38.619022)",,,
167642572,True,,Calle Lope de Vega,residential,,False,79.10400000000001,"LINESTRING (-0.577464 38.619022, -0.5782475 38.6191382, -0.5783561 38.6191627)",,,
167642572,True,,Calle Lope de Vega,residential,,False,123.35,"LINESTRING (-0.5737694 38.6193023, -0.5751535 38.6190551)",,,
167642938,True,,Calle Góngora,residential,,False,34.284,"LINESTRING (-0.5737694 38.6193023, -0.573861 38.6196022)",,,
167642585,True,,Calle Espronceda,residential,,False,110.727,"LINESTRING (-0.5736655 38.6189604, -0.5724279 38.6191983)",,,
167642938,True,,Calle Góngora,residential,,False,39.075,"LINESTRING (-0.5736655 38.6189604, -0.5737694 38.6193023)",,,
418345832,True,,,residential,,False,18.049000000000003,"LINESTRING (-0.570225 38.6209212, -0.5702159 38.6209443, -0.570211 38.6209604, -0.5702128 38.6209769, -0.5702211 38.6209921, -0.5702351 38.6210045, -0.5702532 38.6210129, -0.5702739 38.6210165, -0.5702949 38.6210149, -0.5703236 38.6210164)",,,
167646894,True,,Passeig dels Geladors,residential,,False,69.63999999999999,"LINESTRING (-0.5703236 38.6210164, -0.5704161 38.6209716, -0.5708577 38.6207852, -0.5710278 38.6207176)",2,30,
246728456,True,,,residential,,False,20.017000000000003,"LINESTRING (-0.5703236 38.6210164, -0.5703312 38.6209962, -0.5703419 38.6209803, -0.5703451 38.6209625, -0.5703405 38.620945, -0.5703285 38.6209296, -0.5703107 38.6209184, -0.570289 38.6209124, -0.570266 38.6209126, -0.5702445 38.6209187, -0.570225 38.6209212)",,,
380640678,False,,Plaza l'Església,residential,,True,41.196,"LINESTRING (-0.5755652 38.6273964, -0.5753913 38.627347, -0.5751345 38.6272431)",,,
380640679,False,,,residential,,False,22.964,"LINESTRING (-0.5755652 38.6273964, -0.5757014 38.6274117, -0.5758281 38.6274087)",,,
167790599,False,CV-801,Avenida Joaquín Vilanova,secondary,,False,31.348,"LINESTRING (-0.5727296 38.6267283, -0.5726086 38.6269939)",,,
1159120374,False,,Calle Eres,residential,,False,6.634,"LINESTRING (-0.5727296 38.6267283, -0.5728048 38.6267387)",,,
167656655,False,CV-7990,Calle Eres,secondary,,True,114.799,"LINESTRING (-0.5727296 38.6267283, -0.5725862 38.6266885, -0.572126 38.6265941, -0.571981 38.6265734, -0.5714349 38.6265781)",,,
380640680,False,,Plaza l'Església,residential,,True,3.85,"LINESTRING (-0.575099 38.6274181, -0.5751059 38.6273839)",,,
380643553,True,,Calle San Francisco,residential,,False,9.683,"LINESTRING (-0.575099 38.6274181, -0.5751039 38.6275051)",,,
380640681,False,,Plaza l'Església,residential,,True,20.739,"LINESTRING (-0.5748825 38.6274059, -0.5749475 38.6273703, -0.5751059 38.6273839)",,,
679014850,True,CV-8062,Avenida Juan Carlos I,secondary,,False,30.163999999999998,"LINESTRING (-0.5676302 38.6265877, -0.5677839 38.6265046, -0.567924 38.6264437)",2,,
679014855,True,CV-8062,,secondary,roundabout,False,8.475999999999999,"LINESTRING (-0.5676302 38.6265877, -0.5676164 38.6265782, -0.5675988 38.626568, -0.5675842 38.626565, -0.5675636 38.6265584, -0.5675437 38.6265584)",,,
167664311,False,,Calle Virgen de los Desamparados,residential,,False,51.416,"LINESTRING (-0.5693912 38.6249489, -0.568867 38.6247342)",,,
167664311,False,,Calle Virgen de los Desamparados,residential,,True,62.732,"LINESTRING (-0.5693912 38.6249489, -0.5699801 38.6251869, -0.5700326 38.6252081)",,,
381158084,False,,Calle Don Pelayo,residential,,True,84.11500000000001,"LINESTRING (-0.5693912 38.6249489, -0.5696276 38.6245599, -0.5696764 38.6245077, -0.5697163 38.6244761, -0.5697785 38.6244373, -0.5698724 38.6243867, -0.5699428 38.6243511)",,,
167664311,False,,Calle Virgen de los Desamparados,residential,,False,71.402,"LINESTRING (-0.568867 38.6247342, -0.5681411 38.624433)",,,
167664311,False,,Calle Virgen de los Desamparados,residential,,True,51.416,"LINESTRING (-0.568867 38.6247342, -0.5693912 38.6249489)",,,
379401566,True,,Calle Fray Miguel Oltra,residential,,False,54.244,"LINESTRING (-0.568867 38.6247342, -0.5689052 38.624677, -0.569142 38.6243234, -0.5691568 38.6243021)",,,
167664301,False,,Calle Mariana Pineda,residential,,True,41.788,"LINESTRING (-0.5688929 38.6239879, -0.5691568 38.6243021)",,,
167664307,False,,Calle Alfonso el Sabio,residential,,False,37.985,"LINESTRING (-0.5688929 38.6239879, -0.569252 38.623793)",,,
167664307,False,,Calle Alfonso el Sabio,residential,,True,81.945,"LINESTRING (-0.5688929 38.6239879, -0.5681411 38.624433)",,,
167664301,False,,Calle Mariana Pineda,residential,,False,77.446,"LINESTRING (-0.5688929 38.6239879, -0.5684424 38.6234429, -0.5684093 38.6234028)",,,
167664289,False,,Pasaje maestro Viudes,residential,,True,53.297,"LINESTRING (-0.569176 38.6229913, -0.569525 38.6233855)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,31.489,"LINESTRING (-0.569176 38.6229913, -0.5688787 38.6231533)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,14.715,"LINESTRING (-0.569176 38.6229913, -0.5693182 38.6229194)",,,
679016145,True,Cv-8062,Avenida Juan Carlos I,residential,,False,38.644999999999996,"LINESTRING (-0.5683375 38.6261086, -0.5680766 38.6262509, -0.5679787 38.6263137)",,,
167664327,True,,Calle Felipe II,residential,,False,83.975,"LINESTRING (-0.5718884 38.6242115, -0.5713473 38.6235857)",,,
167656646,True,Cv-8062,Avenida Juan Carlos I,residential,,False,76.313,"LINESTRING (-0.5718884 38.6242115, -0.5718105 38.6242518, -0.5711562 38.6245907)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,30.835,"LINESTRING (-0.5684093 38.6234028, -0.5681137 38.6235563)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,34.804,"LINESTRING (-0.5684093 38.6234028, -0.5687412 38.6232275)",,,
167664301,False,,Calle Mariana Pineda,residential,,False,66.603,"LINESTRING (-0.5684093 38.6234028, -0.5683774 38.6233641, -0.5679893 38.6229017)",,,
167664301,False,,Calle Mariana Pineda,residential,,True,77.446,"LINESTRING (-0.5684093 38.6234028, -0.5684424 38.6234429, -0.5688929 38.6239879)",,,
167664296,True,,Calle Joan Fuster,residential,,False,58.03,"LINESTRING (-0.572618 38.622907, -0.5720015 38.6227061)",,,
167664316,False,,Calle Don Pelayo,residential,,True,54.565,"LINESTRING (-0.572618 38.622907, -0.5725406 38.6229483, -0.5720972 38.6231813)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,29.13,"LINESTRING (-0.570295 38.6223747, -0.5700148 38.6225186)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,45.372,"LINESTRING (-0.570295 38.6223747, -0.5707301 38.622149)",,,
381756445,False,,Calle Felipe II,residential,,False,61.494,"LINESTRING (-0.570295 38.6223747, -0.5698945 38.6219187)",,,
381756445,False,,Calle Felipe II,residential,,True,29.383,"LINESTRING (-0.570295 38.6223747, -0.5704869 38.6225923)",,,
167646894,True,,Passeig dels Geladors,residential,,False,78.281,"LINESTRING (-0.568719 38.6218037, -0.5694666 38.6214107)",2,30,
167664301,False,,Calle Mariana Pineda,residential,,False,41.788,"LINESTRING (-0.5691568 38.6243021, -0.5688929 38.6239879)",,,
167664295,True,,Calle Gran Capitán,residential,,False,81.289,"LINESTRING (-0.5711562 38.6245907, -0.5706535 38.6239741)",,,
167656646,True,Cv-8062,Avenida Juan Carlos I,residential,,False,110.601,"LINESTRING (-0.5711562 38.6245907, -0.571098 38.6246256, -0.5710782 38.6246362, -0.5708256 38.624772, -0.5703095 38.625054, -0.5701684 38.6251247, -0.5701183 38.6251648)",,,
167664295,True,,Calle Gran Capitán,residential,,False,44.215,"LINESTRING (-0.5703833 38.6236631, -0.5700906 38.6233378)",,,
"[167664329, 167664326]",False,,"['Calle Juan Bautista Rico', 'Pasaje José Carbonell']",residential,,"[False, True]",149.518,"LINESTRING (-0.5703833 38.6236631, -0.5694266 38.6241615, -0.569863 38.6243312, -0.5699428 38.6243511)",,,
167664286,False,,Calle Juan de Austria,residential,,True,84.945,"LINESTRING (-0.5713074 38.6221764, -0.5705089 38.6226173)",,,
167727196,True,,Calle Ponce de León,residential,,False,30.28,"LINESTRING (-0.5713074 38.6221764, -0.5711172 38.6219482)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,34.804,"LINESTRING (-0.5687412 38.6232275, -0.5684093 38.6234028)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,14.518,"LINESTRING (-0.5687412 38.6232275, -0.5688787 38.6231533)",,,
167664322,False,,Calle Giner de los Ríos,residential,,True,76.96199999999999,"LINESTRING (-0.5687412 38.6232275, -0.5687739 38.6232637, -0.569252 38.623793)",,,
167664307,False,,Calle Alfonso el Sabio,residential,,False,88.709,"LINESTRING (-0.569252 38.623793, -0.5700906 38.6233378)",,,
167664307,False,,Calle Alfonso el Sabio,residential,,True,37.985,"LINESTRING (-0.569252 38.623793, -0.5688929 38.6239879)",,,
167664322,False,,Calle Giner de los Ríos,residential,,False,76.96199999999999,"LINESTRING (-0.569252 38.623793, -0.5687739 38.6232637, -0.5687412 38.6232275)",,,
167646894,True,,Passeig dels Geladors,residential,,False,119.762,"LINESTRING (-0.5675482 38.6223723, -0.568719 38.6218037)",2,30,
167664301,False,,Calle Mariana Pineda,residential,,True,14.911,"LINESTRING (-0.5675482 38.6223723, -0.5676392 38.622486)",,,
381159982,False,,,residential,,False,7.215,"LINESTRING (-0.5726575 38.6237976, -0.5726774 38.6238606)",,,
167656646,True,Cv-8062,Avenida Juan Carlos I,residential,,False,81.13499999999999,"LINESTRING (-0.5726575 38.6237976, -0.57255 38.6238545, -0.5721747 38.6240533, -0.5718884 38.6242115)",,,
167664304,False,,Calle Carlos III,residential,,False,101.965,"LINESTRING (-0.5710399 38.6232319, -0.5720015 38.6227061)",,,
381158083,True,,Calle Felipe II,residential,,False,37.399,"LINESTRING (-0.5710399 38.6232319, -0.5707991 38.6229531)",,,
167664321,False,,Pasaje Felipe IV,residential,,True,53.421,"LINESTRING (-0.5704869 38.6225923, -0.5699802 38.6228645)",,,
381756445,False,,Calle Felipe II,residential,,False,29.383,"LINESTRING (-0.5704869 38.6225923, -0.570295 38.6223747)",,,
381756445,False,,Calle Felipe II,residential,,True,3.373,"LINESTRING (-0.5704869 38.6225923, -0.5705089 38.6226173)",,,
167664286,False,,Calle Juan de Austria,residential,,False,84.945,"LINESTRING (-0.5705089 38.6226173, -0.5713074 38.6221764)",,,
381756445,False,,Calle Felipe II,residential,,False,3.373,"LINESTRING (-0.5705089 38.6226173, -0.5704869 38.6225923)",,,
381756445,False,,Calle Felipe II,residential,,True,45.053,"LINESTRING (-0.5705089 38.6226173, -0.5707991 38.6229531)",,,
167664289,False,,Pasaje maestro Viudes,residential,,False,53.297,"LINESTRING (-0.569525 38.6233855, -0.569176 38.6229913)",,,
381159601,True,CV-8062,Avenida Juan Carlos I,secondary_link,,False,46.584999999999994,"LINESTRING (-0.5679787 38.6263137, -0.5678972 38.6263558, -0.5677758 38.6264205, -0.5675437 38.6265584)",2,,
679016143,True,CV-8062,,secondary,roundabout,False,5.931,"LINESTRING (-0.5700239 38.6252323, -0.5700363 38.6252593, -0.5700551 38.6252791)",,,
679016145,True,Cv-8062,Avenida Juan Carlos I,residential,,False,56.259,"LINESTRING (-0.5700239 38.6252323, -0.5698998 38.6252992, -0.5694795 38.6255062)",,,
381158084,False,,Calle Don Pelayo,residential,,True,74.627,"LINESTRING (-0.5699428 38.6243511, -0.5706535 38.6239741)",,,
"[167664329, 167664326]",False,,"['Calle Juan Bautista Rico', 'Pasaje José Carbonell']",residential,,"[False, True]",149.518,"LINESTRING (-0.5699428 38.6243511, -0.569863 38.6243312, -0.5694266 38.6241615, -0.5703833 38.6236631)",,,
381158084,False,,Calle Don Pelayo,residential,,False,84.11500000000001,"LINESTRING (-0.5699428 38.6243511, -0.5698724 38.6243867, -0.5697785 38.6244373, -0.5697163 38.6244761, -0.5696764 38.6245077, -0.5696276 38.6245599, -0.5693912 38.6249489)",,,
167656646,True,Cv-8062,Avenida Juan Carlos I,residential,,False,80.46799999999999,"LINESTRING (-0.5734059 38.6233712, -0.5731041 38.623543, -0.5730156 38.6235933, -0.5726575 38.6237976)",,,
167664296,True,,Calle Joan Fuster,residential,,False,88.14,"LINESTRING (-0.5734059 38.6233712, -0.57317 38.6231199, -0.5726678 38.6229235, -0.572618 38.622907)",,,
167664307,False,,Calle Alfonso el Sabio,residential,,False,81.945,"LINESTRING (-0.5681411 38.624433, -0.5688929 38.6239879)",,,
167664311,False,,Calle Virgen de los Desamparados,residential,,True,71.402,"LINESTRING (-0.5681411 38.624433, -0.568867 38.6247342)",,,
167664295,True,,Calle Gran Capitán,residential,,False,36.746,"LINESTRING (-0.5695757 38.6227781, -0.5693398 38.6225038)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,27.336,"LINESTRING (-0.5695757 38.6227781, -0.5693182 38.6229194)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,30.207,"LINESTRING (-0.5695757 38.6227781, -0.5698463 38.6226075)",,,
167664321,False,,Pasaje Felipe IV,residential,,False,53.421,"LINESTRING (-0.5699802 38.6228645, -0.5704869 38.6225923)",,,
167664314,True,,,residential,,False,84.057,"LINESTRING (-0.5720972 38.6231813, -0.5724101 38.6235281, -0.5726575 38.6237976)",,,
167664316,False,,Calle Don Pelayo,residential,,False,54.565,"LINESTRING (-0.5720972 38.6231813, -0.5725406 38.6229483, -0.572618 38.622907)",,,
167646894,True,,Passeig dels Geladors,residential,,False,45.974,"LINESTRING (-0.5694666 38.6214107, -0.5699145 38.6211905)",2,30,
381756445,False,,Calle Felipe II,residential,,True,9.17,"LINESTRING (-0.5694666 38.6214107, -0.5695314 38.6214758)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,40.367,"LINESTRING (-0.5711172 38.6219482, -0.5707301 38.622149)",,,
167727196,True,,Calle Ponce de León,residential,,False,124.453,"LINESTRING (-0.5711172 38.6219482, -0.5703236 38.6210164)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,82.822,"LINESTRING (-0.5711172 38.6219482, -0.5714121 38.6217914, -0.5717659 38.6216034, -0.5719054 38.6215292)",,,
167664301,False,,Calle Mariana Pineda,residential,,True,29.979,"LINESTRING (-0.567792 38.6226805, -0.5679893 38.6229017)",,,
167664301,False,,Calle Mariana Pineda,residential,,False,25.376,"LINESTRING (-0.567792 38.6226805, -0.5677667 38.6226483, -0.5676392 38.622486)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,14.518,"LINESTRING (-0.5688787 38.6231533, -0.5687412 38.6232275)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,31.489,"LINESTRING (-0.5688787 38.6231533, -0.569176 38.6229913)",,,
167727217,True,,Calle Viriato,residential,,False,83.557,"LINESTRING (-0.5688787 38.6231533, -0.5688356 38.6231204, -0.5687705 38.6230708, -0.5679893 38.6229017)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,False,17.663,"LINESTRING (-0.5700148 38.6225186, -0.5698463 38.6226075)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,29.13,"LINESTRING (-0.5700148 38.6225186, -0.570295 38.6223747)",,,
167727195,False,,Calle Magallanes,residential,,False,61.677,"LINESTRING (-0.5700148 38.6225186, -0.5696223 38.6220564)",,,
381756444,False,,Calle Alfonso el Sabio,residential,,True,85.041,"LINESTRING (-0.571603 38.6225167, -0.5707991 38.6229531)",,,
167727196,True,,Calle Ponce de León,residential,,False,45.731,"LINESTRING (-0.571603 38.6225167, -0.571501 38.6223993, -0.5713074 38.6221764)",,,
167727194,False,,Calle Froilán Carvajal,residential,,True,4.77,"LINESTRING (-0.5674757 38.6235363, -0.5674309 38.6235611)",,,
167727209,False,,,residential,,True,44.889,"LINESTRING (-0.5674757 38.6235363, -0.567914 38.6233225)",,,
167727194,False,,Calle Froilán Carvajal,residential,,False,24.322,"LINESTRING (-0.5674757 38.6235363, -0.5675498 38.6233843, -0.5675757 38.623332)",,,
167664301,False,,Calle Mariana Pineda,residential,,False,14.911,"LINESTRING (-0.5676392 38.622486, -0.5675482 38.6223723)",,,
167727216,False,,Calle Dulzura,residential,,False,153.616,"LINESTRING (-0.5676392 38.622486, -0.5693182 38.6229194)",,,
167664301,False,,Calle Mariana Pineda,residential,,True,25.376,"LINESTRING (-0.5676392 38.622486, -0.5677667 38.6226483, -0.567792 38.6226805)",,,
360577671,True,,Calle Pedro de Valdivia,residential,,False,120.904,"LINESTRING (-0.5676392 38.622486, -0.5677348 38.6223741, -0.5687772 38.6218796)",1,30,
167727208,True,,Calle Rafael del Río,residential,,False,31.254,"LINESTRING (-0.567914 38.6233225, -0.5681137 38.6235563)",,,
167727209,False,,,residential,,False,44.889,"LINESTRING (-0.567914 38.6233225, -0.5674757 38.6235363)",,,
167646894,True,,Passeig dels Geladors,residential,,False,40.513999999999996,"LINESTRING (-0.5699145 38.6211905, -0.5702279 38.6210492, -0.5703236 38.6210164)",2,30,
"[379401566, 167727207]",True,,"['Calle San Juan Bosco', 'Calle Fray Miguel Oltra']",residential,,False,139.08499999999998,"LINESTRING (-0.5694795 38.6255062, -0.5685815 38.6251311, -0.568867 38.6247342)",,,
679016145,True,Cv-8062,Avenida Juan Carlos I,residential,,False,119.72900000000001,"LINESTRING (-0.5694795 38.6255062, -0.569109 38.6256888, -0.5683375 38.6261086)",,,
167664331,False,,Calle Jaime el Conquistador,residential,,True,30.835,"LINESTRING (-0.5681137 38.6235563, -0.5684093 38.6234028)",,,
167664295,True,,Calle Gran Capitán,residential,,False,53.746,"LINESTRING (-0.5693398 38.6225038, -0.5689836 38.6221086)",,,
167727210,False,,Calle Pizarro,residential,,False,18.322,"LINESTRING (-0.5694453 38.622146, -0.5696223 38.6220564)",,,
167727226,True,,Calle Núñez de Balboa,residential,,False,62.024,"LINESTRING (-0.5694453 38.622146, -0.5698463 38.6226075)",,,
167727210,False,,Calle Pizarro,residential,,True,28.172,"LINESTRING (-0.5698945 38.6219187, -0.5696223 38.6220564)",,,
381756445,False,,Calle Felipe II,residential,,False,28.293,"LINESTRING (-0.5698945 38.6219187, -0.5697144 38.6217067)",,,
381756445,False,,Calle Felipe II,residential,,True,61.494,"LINESTRING (-0.5698945 38.6219187, -0.570295 38.6223747)",,,
167727195,False,,Calle Magallanes,residential,,True,61.677,"LINESTRING (-0.5696223 38.6220564, -0.5700148 38.6225186)",,,
167727210,False,,Calle Pizarro,residential,,False,28.172,"LINESTRING (-0.5696223 38.6220564, -0.5698945 38.6219187)",,,
167727210,False,,Calle Pizarro,residential,,True,18.322,"LINESTRING (-0.5696223 38.6220564, -0.5694453 38.622146)",,,
381756445,False,,Calle Felipe II,residential,,False,30.199,"LINESTRING (-0.5697144 38.6217067, -0.5695314 38.6214758)",,,
381756445,False,,Calle Felipe II,residential,,True,28.293,"LINESTRING (-0.5697144 38.6217067, -0.5698945 38.6219187)",,,
167727221,True,,Calle Hernán Cortés,residential,,False,45.897,"LINESTRING (-0.5692824 38.6219443, -0.5697144 38.6217067)",,,
167727226,True,,Calle Núñez de Balboa,residential,,False,26.52,"LINESTRING (-0.5692824 38.6219443, -0.5694453 38.622146)",,,
167727194,False,,Calle Froilán Carvajal,residential,,False,4.77,"LINESTRING (-0.5674309 38.6235611, -0.5674757 38.6235363)",,,
360577670,False,,Calle Hernán Cortés,residential,,True,14.853,"LINESTRING (-0.5683769 38.6224424, -0.5685167 38.6223655)",,,
167727194,False,,Calle Froilán Carvajal,residential,,True,30.392,"LINESTRING (-0.5676882 38.6230732, -0.5675757 38.623332)",,,
167727208,True,,Calle Rafael del Río,residential,,False,33.959,"LINESTRING (-0.5676882 38.6230732, -0.567914 38.6233225)",,,
167727194,False,,Calle Froilán Carvajal,residential,,False,32.374,"LINESTRING (-0.5676882 38.6230732, -0.5679273 38.622939, -0.5679893 38.6229017)",,,
167727200,True,,Calle Alcalá Zamora,residential,,False,73.141,"LINESTRING (-0.5685167 38.6223655, -0.5693398 38.6225038)",,,
167727221,True,,Calle Hernán Cortés,residential,,False,49.611,"LINESTRING (-0.5685167 38.6223655, -0.5689836 38.6221086)",,,
360577670,False,,Calle Hernán Cortés,residential,,False,14.853,"LINESTRING (-0.5685167 38.6223655, -0.5683769 38.6224424)",,,
167664301,False,,Calle Mariana Pineda,residential,,False,29.979,"LINESTRING (-0.5679893 38.6229017, -0.567792 38.6226805)",,,
