osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge,tunnel,access
172169114,SA-220,secondary,roundabout,True,False,21.843,"LINESTRING (-6.5305626 40.5992417, -6.530504 40.5992897, -6.5304686 40.5993494, -6.5304602 40.5994146)",,,,,,
235155852,SA-220,secondary,,True,False,30.915000000000003,"LINESTRING (-6.5305626 40.5992417, -6.5304351 40.5992604, -6.5303483 40.599266, -6.5301992 40.59927)",1,Avenida de Béjar,,,,
23271160,SA-220,secondary,,False,False,18.103,"LINESTRING (-6.5280523 40.5988745, -6.5278391 40.5988572)",2,Avenida de Béjar,,,,
23271160,SA-220,secondary,,False,True,186.54199999999997,"LINESTRING (-6.5280523 40.5988745, -6.5282021 40.5988977, -6.5282477 40.5989078, -6.5282992 40.5989175, -6.5290771 40.5990634, -6.5293691 40.5991172, -6.5301795 40.5992647, -6.5301992 40.59927)",2,Avenida de Béjar,,,,
235155892,SA-220,secondary,,True,False,137.748,"LINESTRING (-6.5313025 40.6008427, -6.5311861 40.6003123, -6.5310567 40.5997365, -6.5310266 40.5996218)",1,Avenida de España,,,,
273240405,,residential,,False,True,29.573999999999998,"LINESTRING (-6.5313025 40.6008427, -6.531393 40.6008166, -6.5315303 40.6007856, -6.5316218 40.6007389)",,Avenida de Yurramendi,,,,
23271163,,residential,,True,False,57.469,"LINESTRING (-6.5313772 40.5996394, -6.5312889 40.5995489, -6.5311217 40.599305, -6.5311042 40.5992794, -6.5310098 40.5992091)",,Avenida de Sefarad,,,,
202108251,,residential,,True,False,124.02799999999999,"LINESTRING (-6.5313772 40.5996394, -6.5313883 40.599735, -6.5315885 40.6005891, -6.5316218 40.6007389)",,Calle San Albín,,,,
23271162,,residential,,True,False,16.839,"LINESTRING (-6.5308361 40.5995862, -6.5308631 40.5996015, -6.5309657 40.5996163, -6.5310266 40.5996218)",,Avenida de Sefarad,,,,
172169114,SA-220,secondary,roundabout,True,False,20.421,"LINESTRING (-6.5308361 40.5995862, -6.5309037 40.5995528, -6.5309551 40.5995057, -6.5309856 40.599449)",,,,,,
172169114,SA-220,secondary,roundabout,True,False,5.433,"LINESTRING (-6.5309113 40.5992557, -6.5308599 40.5992263)",,,,,,
419348902,,residential,,False,False,9.798,"LINESTRING (-6.5309113 40.5992557, -6.5310098 40.5992091)",,Calle Campo Frío,30,,,
172169114,SA-220,secondary,roundabout,True,False,9.508,"LINESTRING (-6.5306635 40.5992048, -6.5306105 40.5992192, -6.5305626 40.5992417)",,,,,,
172169114,SA-220,secondary,roundabout,True,False,1.139,"LINESTRING (-6.5304602 40.5994146, -6.5304614 40.5994248)",,,,,,
48089241,,living_street,,False,False,88.252,"LINESTRING (-6.5360058 40.5983617, -6.5366076 40.5983715, -6.5370509 40.5983761)",,Calle de San Vicente,,,,
48089250,,living_street,,False,False,32.407,"LINESTRING (-6.5360058 40.5983617, -6.5359332 40.5981426, -6.5358486 40.5981555)",,Calle Díez Taravilla,,,,
