osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,ref
29072955,True,Avenida de la Constitución,primary,50,False,23.258000000000003,"LINESTRING (-13.863593 28.497648, -13.8635887 28.4977622, -13.8635765 28.4978565)",,,
1011251111,True,,trunk,40,False,30.206,"LINESTRING (-13.863593 28.497648, -13.8636456 28.497694, -13.8637123 28.4977226, -13.863786 28.4977305, -13.8638712 28.4977178)",2,roundabout,
29072948,True,,trunk,40,False,33.944,"LINESTRING (-13.8638712 28.4977178, -13.8639521 28.4976563, -13.8639871 28.4976019, -13.8640011 28.4975405, -13.8639859 28.4974554)",2,roundabout,
1000541528,True,,primary,50,False,28.698999999999998,"LINESTRING (-13.8638712 28.4977178, -13.863985 28.4977092, -13.8641641 28.4977192)",,,FV-20
116945510,True,Calle Profesor Juan Tadeo Cabrera,residential,40,False,54.578,"LINESTRING (-13.8630797 28.4973348, -13.863269 28.4974222, -13.8635531 28.4975937)",,,
188069739,False,Calle Profesor Juan Tadeo Cabrera,residential,50,False,21.64,"LINESTRING (-13.8630797 28.4973348, -13.8629349 28.4972884, -13.8628756 28.4972604)",,,
30349269,True,Calle Teniente Durán,residential,,False,115.22699999999999,"LINESTRING (-13.8608622 28.4974605, -13.8609144 28.4974966, -13.8610014 28.4975568, -13.86108 28.4975791, -13.8618382 28.4977946, -13.8619541 28.4978295)",,,
187741088,True,Calle Profesor Juan Tadeo Cabrera,residential,50,False,68.09100000000001,"LINESTRING (-13.8608622 28.4974605, -13.8607781 28.4974794, -13.8603965 28.4975796, -13.8601931 28.4976312)",,,
105925120,True,Calle García Escámez,residential,,False,99.775,"LINESTRING (-13.8613949 28.4952424, -13.8613485 28.495315, -13.8608884 28.4960215)",,,
29072946,True,,secondary,,False,19.279999999999998,"LINESTRING (-13.8562298 28.4991082, -13.8561999 28.4990856, -13.8561638 28.4990716, -13.8561246 28.4990674, -13.8560857 28.4990734, -13.8560505 28.499089)",,roundabout,
188633878,True,,residential,,False,40.126,"LINESTRING (-13.8562298 28.4991082, -13.8561799 28.4989212, -13.8561677 28.4988464, -13.8561702 28.4987532)",,,
29072946,True,,secondary,,False,20.357,"LINESTRING (-13.8562174 28.4992737, -13.8562438 28.4992454, -13.8562592 28.4992114, -13.8562619 28.4991748, -13.8562518 28.4991393, -13.8562298 28.4991082)",,roundabout,
29072949,True,Avenida Ruperto González Negrín,secondary,50,False,216.31900000000002,"LINESTRING (-13.8562174 28.4992737, -13.8563509 28.4992755, -13.8563658 28.4992737, -13.8566301 28.499242, -13.8570909 28.4991297, -13.8575518 28.4990174, -13.8577593 28.4989218, -13.858043 28.498714, -13.8580523 28.498708, -13.8582354 28.4985905)",,,
29072950,True,,secondary,,False,7.305,"LINESTRING (-13.8582354 28.4985905, -13.8582727 28.4985928, -13.8583091 28.4985854)",,roundabout,
29072950,True,,secondary,,False,13.516,"LINESTRING (-13.8583091 28.4985854, -13.858345 28.4985664, -13.8583719 28.4985381, -13.8583901 28.498493)",,roundabout,
29072952,True,Calle León y Castillo,secondary,50,False,32.924,"LINESTRING (-13.8583091 28.4985854, -13.8584776 28.4986331, -13.8585164 28.4986452, -13.8586186 28.4986983)",,,
188633877,True,Calle García Hernández,residential,,False,30.326,"LINESTRING (-13.8583091 28.4985854, -13.8583374 28.4986704, -13.8583405 28.4987093, -13.8583312 28.4987569, -13.8583216 28.4988131, -13.8583148 28.4988527)",,,
29072950,True,,secondary,,False,18.971,"LINESTRING (-13.8582447 28.4983721, -13.8582012 28.498385, -13.8581658 28.4984108, -13.8581432 28.498446, -13.8581364 28.4984859, -13.858139 28.4984947)",,roundabout,
29072959,False,Calle del Duero,secondary,50,False,59.737,"LINESTRING (-13.8637799 28.4949238, -13.8643585 28.4950971)",,,
29072959,False,Calle del Duero,secondary,50,True,59.737,"LINESTRING (-13.8643585 28.4950971, -13.8637799 28.4949238)",,,
116950552,True,Calle del Duero,secondary,50,False,41.178,"LINESTRING (-13.8643585 28.4950971, -13.8645557 28.4952451, -13.8646558 28.4953571)",,,
1197043323,True,,primary,40,False,16.1,"LINESTRING (-13.8585133 28.503651, -13.8584933 28.5036967, -13.8584979 28.5037456, -13.8585222 28.5037872)",,roundabout,
30349094,True,,trunk,50,False,58.172000000000004,"LINESTRING (-13.863976 28.4974346, -13.8639703 28.4973025, -13.8639806 28.4972003, -13.8640183 28.4970931, -13.8640775 28.4969248)",2,,FV-2
1011251113,True,,trunk,40,False,32.919999999999995,"LINESTRING (-13.863976 28.4974346, -13.8638931 28.4973637, -13.8638284 28.4973403, -13.8637586 28.4973355, -13.8636784 28.4973468)",2,roundabout,
29072941,False,Calle Primero de Mayo,tertiary,,True,58.887,"LINESTRING (-13.8602433 28.4991834, -13.8601917 28.499323, -13.8600604 28.499688)",,,
29072952,True,Calle León y Castillo,secondary,50,False,107.43599999999999,"LINESTRING (-13.8602433 28.4991834, -13.8604791 28.4992494, -13.8611769 28.4994437, -13.861284 28.4994912)",,,
1197043310,True,,primary,40,False,1.744,"LINESTRING (-13.8585222 28.5037872, -13.8585337 28.5037992)",,roundabout,
29072945,True,Avenida de los Reyes de Espana,secondary,50,False,379.64,"LINESTRING (-13.8601924 28.4954901, -13.8601572 28.4956193, -13.8601329 28.4957083, -13.8599192 28.4962402, -13.8596468 28.4968763, -13.8594253 28.4972116, -13.8591894 28.4974802, -13.859088 28.4975818, -13.8589843 28.4976857, -13.858467 28.4981834, -13.8582447 28.4983721)",,,
188367944,True,,primary,50,False,16.578,"LINESTRING (-13.8642754 28.5021756, -13.8642704 28.5021386, -13.8642506 28.5021056, -13.8642188 28.5020809, -13.8641791 28.5020679)",,roundabout,FV-10
1136003255,True,,primary,50,False,12.93,"LINESTRING (-13.8640452 28.502144, -13.8640427 28.5021827, -13.8640567 28.5022195, -13.8640851 28.5022491)",,roundabout,FV-10
120209053,False,Calle Tereza Lopez,residential,,False,55.623,"LINESTRING (-13.8640851 28.5022491, -13.8640599 28.5023159, -13.8640557 28.5023608, -13.8640606 28.5023915, -13.8641164 28.5027419)",2,,
1136003255,True,,primary,50,False,11.418,"LINESTRING (-13.8640851 28.5022491, -13.8641191 28.5022658, -13.8641574 28.5022719, -13.8641959 28.5022666)",,roundabout,FV-10
30350788,True,Calle León y Castillo,secondary,50,False,101.434,"LINESTRING (-13.8603748 28.4991347, -13.8603533 28.4991136, -13.860153 28.4990607, -13.8598608 28.4989839, -13.8595447 28.4988968, -13.8593893 28.498862)",,,
1226453789,True,Calle Primero de Mayo,tertiary,,False,19.006,"LINESTRING (-13.8603748 28.4991347, -13.8603533 28.4991439, -13.8602981 28.4991269, -13.8602592 28.4991305, -13.8602329 28.4991525, -13.8602433 28.4991834)",,,
29072950,True,,secondary,,False,4.994,"LINESTRING (-13.8583901 28.498493, -13.8583883 28.4984694, -13.8583819 28.4984489)",,roundabout,
29072950,True,,secondary,,False,15.82,"LINESTRING (-13.858378 28.4984364, -13.8583458 28.4983983, -13.8582985 28.4983755, -13.8582447 28.4983721)",,roundabout,
30350645,True,Avenida de la Constitución,primary,50,False,24.112000000000002,"LINESTRING (-13.8627558 28.4999499, -13.8627274 28.5000326, -13.8626989 28.5001067, -13.8626799 28.5001562)",,,
1011251119,True,,primary,40,False,14.443,"LINESTRING (-13.8627558 28.4999499, -13.8627821 28.4999728, -13.862815 28.4999875, -13.8628515 28.4999927, -13.862888 28.499988)",,roundabout,
1011251118,True,,primary,40,False,9.998000000000001,"LINESTRING (-13.862888 28.499988, -13.862936 28.4999628, -13.8629631 28.4999297)",,roundabout,
30349330,True,Avenida de la Constitución,primary,50,False,128.366,"LINESTRING (-13.8629556 28.4998338, -13.8630049 28.4996787, -13.8633764 28.4987405)",,,
30351521,True,,primary,40,False,16.552,"LINESTRING (-13.8629556 28.4998338, -13.862928 28.4998056, -13.8628909 28.4997876, -13.862849 28.499782, -13.8628076 28.4997896)",,roundabout,
30350788,True,Calle León y Castillo,secondary,50,False,149.853,"LINESTRING (-13.8627696 28.499811, -13.8626779 28.4997915, -13.8625237 28.4997479, -13.8619513 28.4995859, -13.8617 28.4995253, -13.8613084 28.499404)",,,
1011251121,True,,primary,40,False,11.013,"LINESTRING (-13.8627696 28.499811, -13.8627468 28.4998372, -13.8627344 28.4998684, -13.8627335 28.4999014)",,roundabout,
30351567,True,Avenida de la Constitución,primary,50,False,24.255,"LINESTRING (-13.8625564 28.5004158, -13.8625274 28.5004922, -13.8625148 28.5005347, -13.8624861 28.5006249)",2,,
30351577,True,,primary,40,False,13.839,"LINESTRING (-13.8625564 28.5004158, -13.8625833 28.5004499, -13.8626243 28.5004704, -13.8626714 28.5004734)",,roundabout,
44906220,True,Avenida Juan de Bethencourt,primary,50,False,20.257,"LINESTRING (-13.8626714 28.5004734, -13.8627465 28.5005661, -13.8627977 28.5006176)",,,FV-10
1011251126,True,,primary,40,False,13.943,"LINESTRING (-13.8626714 28.5004734, -13.8627156 28.500458, -13.8627479 28.5004273, -13.8627617 28.5003873)",,roundabout,
1011251125,True,,primary,40,False,3.18,"LINESTRING (-13.8627617 28.5003873, -13.862759 28.5003588)",,roundabout,
30351596,True,Avenida de la Constitución,primary,50,False,43.165,"LINESTRING (-13.862759 28.5003588, -13.8627745 28.5002896, -13.8628313 28.5001388, -13.862888 28.499988)",,,
1011251124,True,,primary,40,False,16.368000000000002,"LINESTRING (-13.862759 28.5003588, -13.8627322 28.5003158, -13.8626844 28.5002905, -13.8626285 28.50029)",,roundabout,
1011251123,True,,primary,40,False,10.826,"LINESTRING (-13.8626285 28.50029, -13.8625949 28.5003035, -13.8625686 28.5003262, -13.8625526 28.5003555)",,roundabout,
1011251122,True,,primary,40,False,6.715,"LINESTRING (-13.8625526 28.5003555, -13.8625564 28.5004158)",,roundabout,
276439103,True,,primary_link,50,False,39.913,"LINESTRING (-13.8625522 28.5008725, -13.8626538 28.5006714, -13.8627055 28.5006413, -13.8627295 28.5006351, -13.8627977 28.5006176)",,,
1226443438,True,Avenida de la Constitución,primary,50,False,45.883,"LINESTRING (-13.8625522 28.5008725, -13.8626472 28.5005586, -13.8626714 28.5004734)",,,
30350710,False,Calle Profesora Maria Luz Saavedra,residential,,False,96.00800000000001,"LINESTRING (-13.8620207 28.5024632, -13.8621629 28.502498, -13.8629671 28.5026951)",,,
30351653,True,Avenida de la Constitución,primary,50,False,184.347,"LINESTRING (-13.8620207 28.5024632, -13.8623802 28.5013785, -13.8625522 28.5008725)",2,,
29072952,True,Calle León y Castillo,secondary,50,False,36.628,"LINESTRING (-13.8623794 28.4997934, -13.8624917 28.4998277, -13.8627335 28.4999014)",,,
