osmid,oneway,name,highway,reversed,length,ref,geometry,maxspeed,lanes
4347859,True,Carrer de Ciutat,tertiary,False,36.297,,"LINESTRING (3.110131 39.61406, 3.1105385 39.6141495)",,
4347865,False,Carrer de sa Creu,residential,False,65.538,,"LINESTRING (3.110131 39.61406, 3.1099393 39.6146306)",,
23291418,False,Carrer de Ciutat,tertiary,False,66.256,Ma-3220,"LINESTRING (3.110131 39.61406, 3.1093922 39.6138836)",,
27059889,True,Carrer de sa Creu,residential,False,66.714,,"LINESTRING (3.110131 39.61406, 3.1102957 39.6134736)",,
4347865,False,Carrer de sa Creu,residential,True,65.538,,"LINESTRING (3.1099393 39.6146306, 3.110131 39.61406)",,
110523006,False,Carrer de sa Creu,residential,True,49.335,,"LINESTRING (3.1099393 39.6146306, 3.1098253 39.6150655)",,
4347866,True,Carrer de l'Hospital,tertiary,False,71.267,Ma-3340a,"LINESTRING (3.111778 39.6151152, 3.1119833 39.6144941)",,
336839064,True,Carrer de n'Ordines,residential,False,64.526,,"LINESTRING (3.111778 39.6151152, 3.1110686 39.61492)",,
44445662,False,Carrer de n'Ordines,residential,True,52.765,,"LINESTRING (3.1138101 39.6156728, 3.1143915 39.6158296)",,
86306455,False,Carrer Forà,residential,True,44.399,,"LINESTRING (3.1138101 39.6156728, 3.1136741 39.6160581)",,
336839064,True,Carrer de n'Ordines,residential,False,51.532,,"LINESTRING (3.1138101 39.6156728, 3.1132452 39.6155134)",,
148717348,False,Carrer Miquel Ramis i Moragues,tertiary,True,56.865,,"LINESTRING (3.1139938 39.6150705, 3.1146103 39.6152602)",,
336839063,True,Carrer Forà,residential,False,74.367,,"LINESTRING (3.1139938 39.6150705, 3.114186 39.6144183)",,
4347862,True,Carrer Forà,residential,False,69.03699999999999,,"LINESTRING (3.1139938 39.6150705, 3.1139968 39.6151233, 3.1138101 39.6156728)",,
43178103,False,Carrer de Monterrey,residential,True,66.03,,"LINESTRING (3.1146103 39.6152602, 3.1143915 39.6158296)",,
44443929,False,Carrer de Monterrei,residential,True,77.33,,"LINESTRING (3.1146103 39.6152602, 3.1148816 39.6145969)",,
148717348,False,Carrer Miquel Ramis i Moragues,tertiary,False,56.865,,"LINESTRING (3.1146103 39.6152602, 3.1139938 39.6150705)",,
148717348,False,Carrer Miquel Ramis i Moragues,tertiary,True,51.361,,"LINESTRING (3.1146103 39.6152602, 3.1151766 39.615412)",,
43178103,False,Carrer de Monterrey,residential,False,66.03,,"LINESTRING (3.1143915 39.6158296, 3.1146103 39.6152602)",,
43178103,False,Carrer de Monterrey,residential,True,44.839,,"LINESTRING (3.1143915 39.6158296, 3.1142301 39.6162132)",,
44445662,False,Carrer de n'Ordines,residential,False,52.765,,"LINESTRING (3.1143915 39.6158296, 3.1138101 39.6156728)",,
43178103,False,Carrer de Monterrey,residential,False,44.839,,"LINESTRING (3.1142301 39.6162132, 3.1143915 39.6158296)",,
43178103,False,Carrer de Monterrey,residential,True,8.619,,"LINESTRING (3.1142301 39.6162132, 3.1142042 39.6162881)",,
148717339,True,Carrer Ample,residential,False,45.979,,"LINESTRING (3.1142301 39.6162132, 3.1147348 39.616354)",,
43177811,False,carrer del Capellà Penya,residential,False,11.262,,"LINESTRING (3.1147348 39.616354, 3.1146463 39.6164289)",,
55380479,False,Carrer del Pare Miquel de Petra,residential,False,111.372,,"LINESTRING (3.1147348 39.616354, 3.1151766 39.615412)",,
27059890,False,carrer de la Revolta Forana,residential,False,25.006,,"LINESTRING (3.1147348 39.616354, 3.1148954 39.6164275, 3.1149787 39.6164769)",,
