osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,width,access
27488223,True,Carrer del Vall,residential,False,111.723,"LINESTRING (2.0104488 41.5609495, 2.0112587 41.561111, 2.0116954 41.5612031, 2.0117449 41.561212)",,,,,
27488255,True,Carrer del Vall,residential,False,122.865,"LINESTRING (2.0104488 41.5609495, 2.0103665 41.5609359, 2.0097867 41.5608917, 2.0093817 41.5608785, 2.0090894 41.5608957, 2.0089784 41.5608977)",,,,,
"[27488296, 27488282, 27488328]",True,"['Carrer Major', 'Plaça del Doctor Cadevall', 'Carrer del Forn']",residential,False,176.794,"LINESTRING (2.0104488 41.5609495, 2.010442 41.560967, 2.010332 41.5611565, 2.0100569 41.5614973, 2.0090483 41.5610358, 2.0089544 41.5609928)",,,,,
27485254,True,Carrer de l'Era,residential,False,109.224,"LINESTRING (2.0111269 41.5592256, 2.0123911 41.5594902)",,,,,
27488207,True,Carrer de la Rutlla,residential,False,55.287,"LINESTRING (2.0123911 41.5594902, 2.012179 41.5599614)",,,,,
722668114,True,Carrer de la Cisterna,residential,False,10.768,"LINESTRING (2.0089544 41.5609928, 2.0089662 41.5609548, 2.0089784 41.5608977)",,,,,
27485977,False,Carrer del Doctor Cabanes,residential,True,58.67100000000001,"LINESTRING (2.0089722 41.5597404, 2.0089189 41.559738, 2.0088356 41.5597342, 2.0083068 41.5597107, 2.0082683 41.559709)",,,,,
722668115,True,Carrer del Doctor Cabanes,residential,False,154.475,"LINESTRING (2.0089722 41.5597404, 2.0091196 41.5597439, 2.0101371 41.5597681, 2.0107584 41.559908, 2.0107991 41.5599166)",,,,,
27485977,False,Carrer del Doctor Cabanes,residential,False,44.60000000000001,"LINESTRING (2.0077541 41.5595957, 2.007948 41.5596384, 2.0081664 41.5596866, 2.0082683 41.559709)",,,,,
"[457511212, 1208991973, 790622071]",True,Rambla d'Ègara,residential,False,138.415,"LINESTRING (2.0077541 41.5595957, 2.0077502 41.5598832, 2.0077441 41.5600513, 2.0077182 41.5605812, 2.0077169 41.5606221, 2.0077153 41.5607211, 2.0076688 41.5607219, 2.0075564 41.5607243)","['1', '2']",30,,,
27485977,False,Carrer del Doctor Cabanes,residential,False,58.67100000000001,"LINESTRING (2.0082683 41.559709, 2.0083068 41.5597107, 2.0088356 41.5597342, 2.0089189 41.559738, 2.0089722 41.5597404)",,,,,
27485977,False,Carrer del Doctor Cabanes,residential,True,44.6,"LINESTRING (2.0082683 41.559709, 2.0081664 41.5596866, 2.007948 41.5596384, 2.0077541 41.5595957)",,,,,
722668116,False,Carrer de Vinyals,residential,False,110.287,"LINESTRING (2.0082683 41.559709, 2.0082659 41.559791, 2.0082407 41.560652, 2.0082393 41.5607006)",,,,,
726776621,True,Carrer del Col·legi,residential,False,118.584,"LINESTRING (2.0107991 41.5599166, 2.0107749 41.5599635, 2.0106599 41.560301, 2.0104522 41.5609178, 2.0104488 41.5609495)",,,,,
27528172,True,Passeig del Comte d'Egara,residential,False,5.855,"LINESTRING (2.0149485 41.5630417, 2.0149165 41.5629948)",,,,,
966834485,True,Carrer del Passeig,residential,False,40.708000000000006,"LINESTRING (2.0149485 41.5630417, 2.0149389 41.5630725, 2.0148425 41.5633991)",1,,,,
"[1239735546, 27488006]",True,Carrer de la Font Vella,"['residential', 'living_street']",False,107.78299999999999,"LINESTRING (2.0149165 41.5629948, 2.0148801 41.562981, 2.0142915 41.5628931, 2.0139664 41.5628681, 2.0137374 41.5628541, 2.0136904 41.5628502, 2.0136398 41.5628504)",,,,,
171636246,True,Carrer de Puig Novell,residential,False,145.319,"LINESTRING (2.0141144 41.5620348, 2.014146 41.5619663, 2.0142773 41.5616882, 2.0143803 41.5615405, 2.0149536 41.5610093, 2.0149581 41.5609743, 2.0149508 41.5609612, 2.0149472 41.5609473, 2.0149213 41.5609291)",,,,,
722668118,True,Carrer del Portal Nou,residential,False,22.72,"LINESTRING (2.0149213 41.5609291, 2.0147228 41.560968, 2.014658 41.5609831)",,,,,
27488192,True,Carrer de la Rutlla,residential,False,23.168,"LINESTRING (2.0117686 41.5614196, 2.0117449 41.561212)",,,,,
27488173,True,Carrer del Portal Nou,residential,False,247.021,"LINESTRING (2.0117686 41.5614196, 2.0118314 41.5614164, 2.0127888 41.5613673, 2.0130502 41.5613596, 2.0132341 41.5613174, 2.0135608 41.5612424, 2.0136992 41.5612115, 2.0146034 41.5609949, 2.014658 41.5609831)",,,,,
722668114,True,Carrer de la Cisterna,residential,False,129.377,"LINESTRING (2.0089784 41.5608977, 2.0089844 41.5608557, 2.0090174 41.5606351, 2.0090449 41.5601349, 2.0090053 41.5598579, 2.0089722 41.5597404)",,,,,
27528238,True,Carrer del Doctor Cabanes,residential,False,14.42,"LINESTRING (2.007581 41.5595894, 2.0077541 41.5595957)",1,,,,
457991326,True,Rambla d'Ègara,residential,False,64.248,"LINESTRING (2.007581 41.5595894, 2.0075185 41.5590135)",2,50,,,
27528251,True,Carrer de Blasco de Garay,residential,False,103.988,"LINESTRING (2.007581 41.5595894, 2.0074337 41.5595925, 2.0064025 41.5596145, 2.0063317 41.559616)",1,30,,,
"[885919416, 457991326]",True,Rambla d'Ègara,residential,False,70.261,"LINESTRING (2.0075703 41.5602212, 2.0075798 41.5598733, 2.007581 41.5595894)",2,50,,,
