osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,junction,access
133513932,True,1,Calle Andrés Pedreño,residential,False,106.298,"LINESTRING (-0.8743511 37.6199596, -0.8743023 37.6198671, -0.874281 37.6197955, -0.8741539 37.6190511, -0.8741487 37.6190204)",,,
245768484,False,,Calle Real,secondary,False,37.338,"LINESTRING (-0.8743511 37.6199596, -0.8745176 37.62003, -0.8747251 37.6201177)",,,
330770442,False,,Avenida Cristo de los Mineros,residential,False,20.704,"LINESTRING (-0.8743511 37.6199596, -0.874369 37.62001, -0.8743513 37.6201431)",,,
123525698,False,,Calle Murcia,primary,True,4.598,"LINESTRING (-0.885408 37.6218588, -0.8853905 37.6218562, -0.8853568 37.6218507)",50,,
60230329,True,,Calle Monturiol,residential,False,51.646,"LINESTRING (-0.8819558 37.6207106, -0.8819923 37.6206605, -0.882377 37.6204267, -0.8823996 37.620413)",,,
613387595,False,,Calle Real,primary,False,40.846,"LINESTRING (-0.8819558 37.6207106, -0.8823437 37.6207854, -0.8824064 37.6207975)",,,
613387595,False,,Calle Real,primary,True,35.686,"LINESTRING (-0.8819558 37.6207106, -0.8817584 37.6206884, -0.881553 37.6206782)",,,
1120481394,False,,Calle Real,primary,False,9.225,"LINESTRING (-0.8824064 37.6207975, -0.8825091 37.6208138)",,,
613387595,False,,Calle Real,primary,True,40.846,"LINESTRING (-0.8824064 37.6207975, -0.8823437 37.6207854, -0.8819558 37.6207106)",,,
1120481395,True,,Calle Boquera,residential,False,14.873,"LINESTRING (-0.8824064 37.6207975, -0.8824029 37.6208321, -0.8824285 37.6208924, -0.88247 37.6209056)",,,
245768485,False,,Calle Siete de Marzo,secondary,True,16.985,"LINESTRING (-0.8829216 37.6208402, -0.882891 37.6207799, -0.8828695 37.6206938)",,,
277823073,False,,Plaza de Castelar,primary,False,15.379999999999999,"LINESTRING (-0.8829216 37.6208402, -0.8830004 37.6208496, -0.8830829 37.6208659, -0.8830925 37.6208678)",,,
329961929,True,,Plaza de Castelar,residential,False,45.334,"LINESTRING (-0.8829216 37.6208402, -0.8830187 37.6209532, -0.8830949 37.62102, -0.8832323 37.6211646)",,,
