osmid,oneway,highway,reversed,length,geometry,lanes,name,ref,maxspeed,junction,access
235975524,True,tertiary_link,False,25.814,"LINESTRING (-4.3300274 37.6183418, -4.3300017 37.6182139, -4.329944 37.618122)",,,,,,
235975524,True,tertiary_link,False,24.045,"LINESTRING (-4.329933 37.6185447, -4.3300274 37.6183418)",,,,,,
235975523,False,tertiary,False,41.581,"LINESTRING (-4.329933 37.6185447, -4.3298895 37.61871, -4.3298249 37.6189086)",2,Avenida San Carlos de Chile,,,,
232555934,False,primary,False,21.784,"LINESTRING (-4.3221379 37.6152778, -4.3223542 37.6153728)",2,Calle Juan Torrico Lomeña,N-432A,50,,
126906045,False,residential,True,173.107,"LINESTRING (-4.3221379 37.6152778, -4.3222343 37.6150486, -4.3222428 37.6149809, -4.3220356 37.6147153, -4.321916 37.614255, -4.3213949 37.6140409)",2,Calle Poeta Federico García Lorca,,30,,
232555934,False,primary,True,92.8,"LINESTRING (-4.3221379 37.6152778, -4.32198 37.6152419, -4.321225 37.6150702, -4.3211787 37.6149966)",2,Calle Juan Torrico Lomeña,N-432A,50,,
126901692,True,residential,False,21.047,"LINESTRING (-4.3232797 37.6158921, -4.3232646 37.6157032)",,Plaza de España,,,,
232555930,False,primary,True,56.66799999999999,"LINESTRING (-4.3232797 37.6158921, -4.3228788 37.6157664, -4.3227782 37.6157349, -4.3226974 37.615683)",2,Plaza de España,N-432A,50,,
315568724,False,primary,True,35.164,"LINESTRING (-4.3232797 37.6158921, -4.3234193 37.6160281, -4.3235275 37.61614)",2,,N-432A,,,
693091486,False,primary,False,14.493,"LINESTRING (-4.3245129 37.6173424, -4.3243754 37.6172708)",2,,N-432A,,,
126901699,False,tertiary,False,85.40499999999999,"LINESTRING (-4.3245129 37.6173424, -4.3245654 37.6174692, -4.3249119 37.6180414)",2,Avenida Cañete de las Torres,A-3125,50,,
232555936,False,primary,True,64.625,"LINESTRING (-4.3245129 37.6173424, -4.3248078 37.6173894, -4.3252383 37.6174255)",2,,N-432A,,,
232555936,False,primary,False,9.274,"LINESTRING (-4.329944 37.618122, -4.3298398 37.618134)",2,,N-432A,,,
4999298,True,tertiary_link,False,26.948,"LINESTRING (-4.329944 37.618122, -4.3299255 37.6182099, -4.3299148 37.6183629)",,,,,,
433261744,False,residential,True,82.063,"LINESTRING (-4.3271457 37.6128653, -4.3270385 37.6128703, -4.3269204 37.612866, -4.3264752 37.6128533, -4.3263277 37.6128426, -4.3263031 37.6129295)",,Calle Casas de Carmona,,,,
126901745,False,residential,False,21.447,"LINESTRING (-4.3257682 37.6128632, -4.3260102 37.6128845)",,Calle Casas de Carmona,,,,
126901744,False,residential,True,45.582,"LINESTRING (-4.3243582 37.612877, -4.3242146 37.6129125, -4.3240454 37.6130045, -4.3238925 37.6130465)",,Travesía Francisco Dios,,,,
126901745,False,residential,True,21.447,"LINESTRING (-4.3260102 37.6128845, -4.3257682 37.6128632)",,Calle Casas de Carmona,,,,
126901745,False,residential,False,26.384999999999998,"LINESTRING (-4.3260102 37.6128845, -4.3262531 37.6129136, -4.3263031 37.6129295)",,Calle Casas de Carmona,,,,
433260634,False,residential,True,104.99600000000001,"LINESTRING (-4.3295775 37.6129448, -4.3292539 37.6129277, -4.329107 37.6129011, -4.3288476 37.6128322, -4.3285668 37.6128346, -4.3284045 37.6128424)",,Calle Coro,,,,
433289576,False,residential,False,94.45599999999999,"LINESTRING (-4.3295775 37.6129448, -4.3296086 37.6130813, -4.329646 37.6132055, -4.3297646 37.6134396, -4.3296135 37.6134788, -4.3293553 37.6134907)",,Calle Arco de la Villa,,,,
126901744,False,residential,True,34.91,"LINESTRING (-4.3238925 37.6130465, -4.3235322 37.6131773)",,Travesía Francisco Dios,,,,
126901744,False,residential,False,45.582,"LINESTRING (-4.3238925 37.6130465, -4.3240454 37.6130045, -4.3242146 37.6129125, -4.3243582 37.612877)",,Travesía Francisco Dios,,,,
433260626,False,residential,False,38.259,"LINESTRING (-4.3265808 37.6131244, -4.3270094 37.6131802)",,Llano de Santa Marina,,,,
126901745,False,residential,True,36.737,"LINESTRING (-4.3265808 37.6131244, -4.3265332 37.61308, -4.326536 37.613009, -4.3264772 37.6129846, -4.3263031 37.6129295)",,Calle Casas de Carmona,,,,
433260627,False,residential,True,103.631,"LINESTRING (-4.3265808 37.6131244, -4.3264448 37.6131172, -4.3262965 37.6131146, -4.3262711 37.6132446, -4.3262503 37.6134277, -4.326226 37.6135617, -4.3262595 37.6136819, -4.3263725 37.6137798)",,Llano de Santa Marina,,,,
126901744,False,residential,False,34.91,"LINESTRING (-4.3235322 37.6131773, -4.3238925 37.6130465)",,Travesía Francisco Dios,,,,
126901693,True,residential,False,59.376,"LINESTRING (-4.3235322 37.6131773, -4.3235405 37.6132261, -4.3235884 37.6133501, -4.3236491 37.6134804, -4.3237306 37.6135803, -4.3238344 37.6136322)",,Calle Pavones,,,,
126905560,False,residential,False,94.777,"LINESTRING (-4.3245466 37.6134348, -4.3242619 37.6134491, -4.3242126 37.6134126, -4.3240182 37.6133404, -4.3239024 37.6133799, -4.3239663 37.6135232, -4.3238344 37.6136322)",,Calle Capacheros,,,,
232617806,True,residential,False,64.281,"LINESTRING (-4.3245466 37.6134348, -4.324446 37.6131742, -4.3243805 37.6129832, -4.3243582 37.612877)",,Calle Arrabalejo,,,,
433260632,False,residential,True,70.368,"LINESTRING (-4.3293553 37.6134907, -4.329148 37.6134786, -4.3289276 37.6134467, -4.3285809 37.6134257, -4.3285617 37.6134244)",,Calle Arco de la Villa,,,,
433289576,False,residential,True,94.45600000000002,"LINESTRING (-4.3293553 37.6134907, -4.3296135 37.6134788, -4.3297646 37.6134396, -4.329646 37.6132055, -4.3296086 37.6130813, -4.3295775 37.6129448)",,Calle Arco de la Villa,,,,
433813796,False,residential,False,89.55799999999999,"LINESTRING (-4.3299293 37.6135681, -4.3295859 37.6136819, -4.3294522 37.6137072, -4.3291102 37.6136606, -4.3289532 37.6136361)",,Calle Cava,,,,
126901769,False,residential,True,69.734,"LINESTRING (-4.3235608 37.6136288, -4.3234176 37.6136334, -4.3232595 37.6141315)",,Calle Rincón del Barrizal,,,,
232564470,False,residential,True,56.357,"LINESTRING (-4.3235608 37.6136288, -4.3235907 37.6137706, -4.3236647 37.6141289)",,Calle Alcalde Manuel Valdés,,,,
126901693,True,residential,False,60.986000000000004,"LINESTRING (-4.3238344 37.6136322, -4.3239573 37.6139598, -4.323957 37.6141665)",,Calle Pavones,,,,
126905560,False,residential,True,94.777,"LINESTRING (-4.3238344 37.6136322, -4.3239663 37.6135232, -4.3239024 37.6133799, -4.3240182 37.6133404, -4.3242126 37.6134126, -4.3242619 37.6134491, -4.3245466 37.6134348)",,Calle Capacheros,,,,
126901755,True,residential,False,3.413,"LINESTRING (-4.3289532 37.6136361, -4.3289826 37.6136161)",,Calle Santo Domingo Henares,,,,
433813796,False,residential,True,89.55799999999999,"LINESTRING (-4.3289532 37.6136361, -4.3291102 37.6136606, -4.3294522 37.6137072, -4.3295859 37.6136819, -4.3299293 37.6135681)",,Calle Cava,,,,
232617806,True,residential,False,36.183,"LINESTRING (-4.3245849 37.6137587, -4.324569 37.6135841, -4.3245466 37.6134348)",,Calle Arrabalejo,,,,
126901696,False,residential,True,48.163,"LINESTRING (-4.3292344 37.6138598, -4.3291845 37.6138206, -4.3288769 37.6138108, -4.3288451 37.6137838, -4.3288005 37.6136938)",,Calle Doctora,,,,
238482619,False,residential,True,56.910000000000004,"LINESTRING (-4.3292344 37.6138598, -4.3293091 37.6142129, -4.3293484 37.6143635)",,Calle Alcalde Valladares,,,,
232564469,True,residential,False,83.204,"LINESTRING (-4.3236647 37.6141289, -4.3237619 37.6148732)",,Calle Torres Isunza,,30,,
232617807,True,residential,False,35.692,"LINESTRING (-4.3236647 37.6141289, -4.3232595 37.6141315)",,Calle Francisco López,,30,,
232564470,False,residential,False,56.357,"LINESTRING (-4.3236647 37.6141289, -4.3235907 37.6137706, -4.3235608 37.6136288)",,Calle Alcalde Manuel Valdés,,,,
232617807,True,residential,False,17.432,"LINESTRING (-4.3232595 37.6141315, -4.3230616 37.6141327)",,Calle Francisco López,,30,,
126901769,False,residential,False,69.734,"LINESTRING (-4.3232595 37.6141315, -4.3234176 37.6136334, -4.3235608 37.6136288)",,Calle Rincón del Barrizal,,,,
126901714,True,residential,False,125.895,"LINESTRING (-4.3230616 37.6141327, -4.3230735 37.6141543, -4.3230604 37.6142791, -4.3230764 37.6150165, -4.3231105 37.6152609)",,Calle Juan Valera,,30,,
232617807,True,residential,False,26.086999999999996,"LINESTRING (-4.323957 37.6141665, -4.3238503 37.6141508, -4.3236647 37.6141289)",,Calle Francisco López,,30,,
126905542,True,residential,False,13.443,"LINESTRING (-4.3244731 37.6142469, -4.3243979 37.6143521)",,Calle Benito Pérez Galdós,,30,,
232617806,True,residential,False,57.018,"LINESTRING (-4.3244731 37.6142469, -4.3244592 37.6140876, -4.3244878 37.6138759, -4.3245849 37.6137587)",,Calle Arrabalejo,,,,
232617807,True,residential,False,46.330999999999996,"LINESTRING (-4.3244731 37.6142469, -4.3241346 37.6141925, -4.323957 37.6141665)",,Calle Francisco López,,30,,
232617807,True,residential,False,65.157,"LINESTRING (-4.3252128 37.6142522, -4.3244731 37.6142469)",,Calle Francisco López,,30,,
232617808,True,residential,False,79.093,"LINESTRING (-4.3252128 37.6142522, -4.3251119 37.6141824, -4.3248548 37.6140015, -4.3246903 37.6139105, -4.3246424 37.6138561, -4.3245849 37.6137587)",,Calle Barrizalejo del Salvador,,,,
126901720,False,residential,False,2.595,"LINESTRING (-4.3254174 37.6142747, -4.3254083 37.6142969)",,Plaza de la Constitución,,30,,
"[126901755, 232570174]",True,residential,False,309.85,"LINESTRING (-4.3254174 37.6142747, -4.3254476 37.6142754, -4.3262504 37.6142886, -4.3266456 37.6142828, -4.326961 37.6142449, -4.3278773 37.6140118, -4.3279237 37.614, -4.3280549 37.6139666, -4.3283922 37.613848, -4.3288005 37.6136938)",,"['Plaza de la Constitución', 'Calle Santo Domingo Henares']",,20,,
232619750,False,residential,True,129.87900000000002,"LINESTRING (-4.3254174 37.6142747, -4.3254451 37.6142071, -4.3255323 37.6141662, -4.3256596 37.6141065, -4.3267673 37.6139086)",,Calle Juan Ocaña,,,,
126901720,False,residential,True,2.595,"LINESTRING (-4.3254083 37.6142969, -4.3254174 37.6142747)",,Plaza de la Constitución,,30,,
126901720,False,residential,False,8.454,"LINESTRING (-4.3254083 37.6142969, -4.3253926 37.6143353, -4.3253647 37.6143633)",,Plaza de la Constitución,,30,,
232617807,True,residential,False,18.075000000000003,"LINESTRING (-4.3254083 37.6142969, -4.3252253 37.6142609, -4.3252128 37.6142522)",,Calle Francisco López,,30,,
