osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,width,geometry,junction,access
209288840,False,2,CM-3166,Calle Isaac Peral,tertiary,40,True,24.095,,"LINESTRING (-3.1248752 39.4017755, -3.125151 39.4017363)",,
860656742,False,2,,Calle Maestro Manzanares,residential,,False,75.059,12,"LINESTRING (-3.1248752 39.4017755, -3.1247006 39.4011141)",,
209288840,False,2,CM-3166,Calle Isaac Peral,tertiary,40,False,31.327,,"LINESTRING (-3.1248752 39.4017755, -3.124732 39.4017958, -3.1245166 39.4018264)",,
40484005,False,2,CR-1223,Calle Antonio Espín,tertiary,,False,59.226,,"LINESTRING (-3.122709 39.4020356, -3.1226792 39.4019438, -3.1226618 39.4018423, -3.1226048 39.4015096)",,
209288840,False,2,CM-3166,Calle Isaac Peral,tertiary,40,True,52.038,,"LINESTRING (-3.122709 39.4020356, -3.1227938 39.4020242, -3.1229618 39.4020155, -3.1233122 39.4019973)",,
860656744,True,,CM-3166,,tertiary,40,False,21.060000000000002,,"LINESTRING (-3.122709 39.4020356, -3.1226177 39.4021003, -3.12255 39.402178)",,
82883550,True,1,CM-3166,Calle Pedro Muñoz,tertiary,40,False,95.14699999999999,,"LINESTRING (-3.12255 39.402178, -3.1225353 39.4021889, -3.1224816 39.4022127, -3.1224771 39.4022147, -3.1221279 39.4023733, -3.1215182 39.4024346)",,
85652390,True,,,Calle Agustín de la Fuente,residential,,False,74.264,,"LINESTRING (-3.12255 39.402178, -3.1224795 39.4020138, -3.1224433 39.4019506, -3.1222205 39.4015612)",,
82883483,True,1,CM-3166,Calle Concepción,tertiary,40,False,32.111,,"LINESTRING (-3.119865 39.4026946, -3.1202133 39.4027993)",,
857125845,False,,,Avenida Juan Carlos I,residential,,True,87.413,,"LINESTRING (-3.1218151 39.4031865, -3.1215182 39.4024346)",,
82883483,True,1,CM-3166,Calle Concepción,tertiary,40,False,81.163,,"LINESTRING (-3.1218151 39.4031865, -3.1218998 39.403182, -3.1226547 39.4032096, -3.1227581 39.4032181)",,
85652554,True,,,Calle Cardenal Monescillo,residential,,False,47.285,,"LINESTRING (-3.1284881 39.4049169, -3.1279446 39.4049838)",,
195183910,True,,,Calle Valenzuela,residential,,False,19.764,,"LINESTRING (-3.1284881 39.4049169, -3.1283417 39.4047798)",,
82883827,True,,,Calle Fuente del Caño,residential,,False,65.225,,"LINESTRING (-3.125826 39.4072696, -3.1259247 39.406688)",,
296192941,False,,,Calle Fuente del Caño,residential,,False,39.120000000000005,,"LINESTRING (-3.125826 39.4072696, -3.1258223 39.4074467, -3.1257503 39.4076123)",,
195184861,True,,,Calle Don Gregorio Bermejo,residential,,False,99.628,,"LINESTRING (-3.1289249 39.4016448, -3.1284518 39.4008268)",,
844042356,False,,,Calle Gran Capitán,residential,,True,80.284,,"LINESTRING (-3.1289249 39.4016448, -3.1280136 39.4018043)",,
209819133,False,,,Calle Norte,residential,,True,44.846,,"LINESTRING (-3.1262625 39.4072706, -3.1262205 39.4076726)",,
85652488,True,,,Calle Virgen de La Paz,residential,,False,37.603,,"LINESTRING (-3.1262625 39.4072706, -3.1259747 39.4072817, -3.125826 39.4072696)",,
85652411,False,,,Calle Don Quijote,residential,,True,46.322,,"LINESTRING (-3.1281895 39.408355, -3.1277587 39.4086055)",,
85652511,False,,,Calle Barrionuevo,residential,,False,21.719,,"LINESTRING (-3.1281895 39.408355, -3.1284375 39.4083929)",,
85652511,False,,,Calle Barrionuevo,residential,,True,177.838,,"LINESTRING (-3.1281895 39.408355, -3.1271974 39.4082154, -3.1261484 39.4080897)",,
195173949,True,,,Calle Virgen de Criptana,residential,,False,22.707,,"LINESTRING (-3.1202379 39.4055423, -3.1205017 39.4055547)",,
85652578,False,,,Calle Estrella,residential,,False,93.005,,"LINESTRING (-3.1308053 39.4041711, -3.1304928 39.4033703)",,
85652578,False,,,Calle Estrella,residential,,True,21.483,,"LINESTRING (-3.1308053 39.4041711, -3.1308661 39.4043585)",,
209384442,False,,,Calle Sol,residential,,False,26.743,,"LINESTRING (-3.1308053 39.4041711, -3.1305539 39.4043129)",,
85652411,False,,,Calle Don Quijote,residential,,False,50.079,,"LINESTRING (-3.1259288 39.4094399, -3.1264308 39.409211)",,
209819133,False,,,Calle Norte,residential,,False,87.114,,"LINESTRING (-3.1259288 39.4094399, -3.1260595 39.408663)",,
