osmid,highway,oneway,reversed,length,name,geometry,junction,ref,maxspeed,bridge
23659502,residential,False,False,48.152,,"LINESTRING (-1.1154475 41.7717012, -1.1160224 41.7717619)",,,,
42723213,residential,False,False,55.872,Calle Corona de Aragón,"LINESTRING (-1.1154475 41.7717012, -1.1153229 41.7712074)",,,,
23659502,residential,False,True,138.90800000000002,,"LINESTRING (-1.1154475 41.7717012, -1.1152488 41.7717394, -1.1138254 41.7720127)",,,,
23659502,residential,False,True,48.152,,"LINESTRING (-1.1160224 41.7717619, -1.1154475 41.7717012)",,,,
48559466,residential,False,True,37.131,Camino de la Barca,"LINESTRING (-1.1160224 41.7717619, -1.1158124 41.7719705, -1.1157903 41.7720417)",,,,
141134066,residential,False,False,78.428,Calle de la Estación,"LINESTRING (-1.1160224 41.7717619, -1.1161472 41.7717186, -1.1168798 41.7714643)",,,,
182371050,residential,True,False,12.647,Calle de la Estación,"LINESTRING (-1.1175163 41.771139, -1.1174635 41.7712457)",,,,
821266574,residential,True,False,13.834,,"LINESTRING (-1.1175163 41.771139, -1.1175474 41.7711596, -1.117586 41.7711714, -1.1176277 41.771173, -1.1176677 41.7711641)",roundabout,,,
23659503,residential,True,False,12.927000000000001,,"LINESTRING (-1.11751 41.77103, -1.1174937 41.7710564, -1.1174892 41.7710852, -1.117497 41.7711137, -1.1175163 41.771139)",roundabout,,,
23659504,residential,False,False,30.16,Calle de la Estación,"LINESTRING (-1.1182664 41.770885, -1.1179558 41.7710261)",,,,
42723222,residential,True,False,25.714,Calle del Postigo Real,"LINESTRING (-1.1182664 41.770885, -1.1183174 41.7706569)",,,,
164930343,residential,True,False,48.923,Calle de Santiago Ramón y Cajal,"LINESTRING (-1.1182664 41.770885, -1.1183779 41.7709462, -1.1185152 41.7709588, -1.1188283 41.7709547)",,,,
177303438,residential,False,True,90.476,Calle de D. Francisco Villia,"LINESTRING (-1.1182664 41.770885, -1.1183207 41.7709792, -1.1186989 41.771632)",,,,
23659519,residential,False,True,85.454,Calle Mariano Chueca,"LINESTRING (-1.1191158 41.7726557, -1.1200646 41.7726462, -1.1201461 41.7726438)",,,,
177303438,residential,False,False,70.203,Calle de D. Francisco Villia,"LINESTRING (-1.1191158 41.7726557, -1.1189619 41.772137, -1.1189087 41.7720451)",,,,
"[177303434, 177303438]","['residential', 'living_street']",False,True,47.255,Calle de D. Francisco Villia,"LINESTRING (-1.1191158 41.7726557, -1.1190337 41.7727002, -1.1189668 41.7730459)",,,,
23659519,residential,False,False,16.092,Calle Mariano Chueca,"LINESTRING (-1.12034 41.7726381, -1.1201461 41.7726438)",,,,
23659525,residential,False,True,73.777,Calle Mosen Miguel Arnaudas,"LINESTRING (-1.12034 41.7726381, -1.1210932 41.7729912)",,,,
177279853,residential,True,False,137.69,Calle Mariano Chueca,"LINESTRING (-1.12034 41.7726381, -1.1206591 41.7725078, -1.121107 41.7721678, -1.1212519 41.7720498, -1.1216387 41.7718889)",,,,
541440300,residential,False,False,5.374,,"LINESTRING (-1.1232357 41.7733205, -1.1231796 41.7732963)",,,,
42723233,residential,True,False,205.084,Calle Padre Garces Antonio,"LINESTRING (-1.1232357 41.7733205, -1.1237702 41.7735264, -1.1237925 41.7734948, -1.1246307 41.772287)",,,,
23659521,residential,True,False,156.432,Calle Padre Claret,"LINESTRING (-1.1240881 41.7720655, -1.1232357 41.7733205)",,,,
821266203,residential,False,False,16.222,Avenida de la Portalada,"LINESTRING (-1.1240881 41.7720655, -1.1239265 41.7719833)",,,,
821266204,residential,False,True,22.1,Avenida de la Portalada,"LINESTRING (-1.1240881 41.7720655, -1.1243213 41.7721617)",,,,
821266192,tertiary,False,False,12.461,Carrera de Caballos,"LINESTRING (-1.1244501 41.767369, -1.1243122 41.7674135)",,Z-524,30,
42723200,residential,False,True,48.741,Calle del Compromiso de Caspe,"LINESTRING (-1.1244501 41.767369, -1.1247185 41.7677132, -1.1247503 41.7677456)",,,,
42723210,residential,False,False,77.064,Calle de la Madre Rafols,"LINESTRING (-1.1238957 41.7680177, -1.1247503 41.7677456)",,,,
42723210,residential,False,True,29.218,Calle de la Madre Rafols,"LINESTRING (-1.1238957 41.7680177, -1.1236134 41.7681749)",,,,
177279840,residential,False,False,48.002,Calle del Portillo,"LINESTRING (-1.1238957 41.7680177, -1.1236439 41.767629)",,,,
177277491,tertiary,False,True,60.384,Carrera de Caballos,"LINESTRING (-1.1236439 41.767629, -1.1243122 41.7674135)",,Z-524,30,
177279840,residential,False,True,48.002,Calle del Portillo,"LINESTRING (-1.1236439 41.767629, -1.1238957 41.7680177)",,,,
177277490,residential,True,False,97.587,Calle del Portillo,"LINESTRING (-1.1236439 41.767629, -1.1235034 41.7674112, -1.1229316 41.7669395)",,,,
177277491,tertiary,False,False,154.05700000000002,Carrera de Caballos,"LINESTRING (-1.1236439 41.767629, -1.1231415 41.7678212, -1.1225286 41.7680139, -1.1219119 41.7681016)",,Z-524,30,
42723210,residential,False,False,29.218,Calle de la Madre Rafols,"LINESTRING (-1.1236134 41.7681749, -1.1238957 41.7680177)",,,,
42723210,residential,False,True,122.662,Calle de la Madre Rafols,"LINESTRING (-1.1236134 41.7681749, -1.1223431 41.7687399)",,,,
42723211,residential,False,False,54.86,Calle Sobradiel,"LINESTRING (-1.1236134 41.7681749, -1.1239948 41.768578)",,,,
42723211,residential,False,True,54.86,Calle Sobradiel,"LINESTRING (-1.1239948 41.768578, -1.1236134 41.7681749)",,,,
42723209,residential,False,True,75.582,,"LINESTRING (-1.1239948 41.768578, -1.123625 41.768846, -1.1238544 41.7690865)",,,,
42723205,residential,False,True,77.811,Calle Agustian de Aragón,"LINESTRING (-1.1234087 41.7691759, -1.1238713 41.7697847)",,,,
177895824,residential,False,False,38.277,Calle de Méndez Núñez,"LINESTRING (-1.1234087 41.7691759, -1.1238544 41.7690865)",,,,
177895824,residential,False,True,37.367,Calle de Méndez Núñez,"LINESTRING (-1.1234087 41.7691759, -1.1229776 41.7692736)",,,,
42723206,residential,False,False,64.863,Calle Juan de la Cierva,"LINESTRING (-1.1242684 41.7695814, -1.1238544 41.7690865)",,,,
42723206,residential,False,True,73.073,Calle Juan de la Cierva,"LINESTRING (-1.1242684 41.7695814, -1.1247461 41.7701336)",,,,
42723208,residential,False,False,39.945,Calle Sarasate,"LINESTRING (-1.1242684 41.7695814, -1.1238713 41.7697847)",,,,
42723205,residential,False,False,77.811,Calle Agustian de Aragón,"LINESTRING (-1.1238713 41.7697847, -1.1234087 41.7691759)",,,,
42723205,residential,False,True,61.294,Calle Agustian de Aragón,"LINESTRING (-1.1238713 41.7697847, -1.1242347 41.7702647)",,,,
