osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,bridge
23936978,True,3,Foruen pasealekua,secondary,50,False,232.768,"LINESTRING (-1.9788669 43.3186839, -1.978765 43.3196525, -1.9787423 43.3199055, -1.9787674 43.3201197, -1.9788262 43.3203447, -1.978904 43.3205647, -1.9789188 43.3206132, -1.9789199 43.320639, -1.9789102 43.3206616, -1.9788914 43.3206841, -1.9788721 43.3207011, -1.9788247 43.3207368)",,
23927007,True,1,,secondary_link,30,False,13.994,"LINESTRING (-1.9806349 43.3230192, -1.9807827 43.3230846)",,
949681387,True,1,Argentinar Errepublikaren pasealekua,secondary,30,False,15.183,"LINESTRING (-1.9806349 43.3230192, -1.9807328 43.3231357)",,
260905701,True,2,Askatasunaren hiribidea,secondary,30,False,74.981,"LINESTRING (-1.9840726 43.3188097, -1.9839615 43.3188379, -1.9838882 43.3188663, -1.9833249 43.3190779, -1.983243 43.3191087)",yes,
"[1180023723, 1180023724, 1180023725, 1082550233, 30088220]",True,,"['Easo kalea', 'Askatasunaren hiribidea']",secondary,30,False,108.875,"LINESTRING (-1.9847678 43.3182038, -1.9848024 43.3182488, -1.9848661 43.3183294, -1.9848819 43.3183598, -1.9848884 43.3183722, -1.9848985 43.318409, -1.9848954 43.3184381, -1.9848855 43.3184713, -1.9848722 43.3184887, -1.9848507 43.3185061, -1.9847967 43.318544, -1.9846574 43.3185953, -1.9842169 43.3187625, -1.9841473 43.3187871, -1.9840726 43.3188097)",,
72465445,True,,Garibai kalea,residential,30,False,104.371,"LINESTRING (-1.9825482 43.3194451, -1.9826024 43.3195233, -1.9830945 43.3202238, -1.9831348 43.3202811)",,
261881726,True,2,Askatasunaren hiribidea,secondary,30,False,67.114,"LINESTRING (-1.9825482 43.3194451, -1.9826381 43.3194102, -1.9831293 43.3192197, -1.9832803 43.3191612)",,
262507520,True,,Calle Etxaide kalea,residential,30,False,8.087,"LINESTRING (-1.9801048 43.3202799, -1.980151 43.3203444)",,
262507519,True,2,Askatasunaren hiribidea,secondary,30,False,73.03,"LINESTRING (-1.9801048 43.3202799, -1.9800411 43.3203035, -1.9794594 43.3205191, -1.9793004 43.320578)",,
362668301,True,,Hernani kalea,secondary,30,False,89.095,"LINESTRING (-1.9844436 43.320794, -1.9839805 43.3201124, -1.9839556 43.3200757)",,
23908983,True,,Peñaflorida kalea,residential,30,False,68.373,"LINESTRING (-1.9836954 43.32108, -1.9838114 43.3210357, -1.9843223 43.3208404, -1.9844436 43.320794)",,
72465445,True,,Garibai kalea,residential,30,False,106.667,"LINESTRING (-1.9836954 43.32108, -1.9837586 43.3211701, -1.9842662 43.3218936, -1.9842949 43.3219344)",,
22779821,True,2,Gipuzkoa plaza,tertiary,30,False,101.409,"LINESTRING (-1.9820985 43.3216837, -1.982061 43.3216269, -1.9820305 43.3215846, -1.9818203 43.3212933, -1.9815638 43.3209378, -1.981544 43.3209104, -1.9815186 43.3208752)",,
"[23908986, 23908983]",True,,"['Gipuzkoa plaza', 'Peñaflorida kalea']",residential,30,False,145.76,"LINESTRING (-1.9820985 43.3216837, -1.9821743 43.3216388, -1.9823408 43.3215777, -1.9828729 43.3213867, -1.9835868 43.3211205, -1.9836954 43.32108)",,
72465439,True,,Okendo kalea,residential,30,False,99.899,"LINESTRING (-1.9807499 43.3211712, -1.9807746 43.3212053, -1.9807938 43.3212319, -1.981242 43.3218505, -1.9813282 43.321965)",,
72465445,True,,Garibai kalea,residential,30,False,99.741,"LINESTRING (-1.9831348 43.3202811, -1.983157 43.3203128, -1.983195 43.320367, -1.983654 43.3210209, -1.9836954 43.32108)",,
"[22941115, 292296438]",True,3,"['Boulevard zumardia', 'Hernani kalea']",secondary,30,False,171.39600000000002,"LINESTRING (-1.9842949 43.3219344, -1.9847639 43.3217609, -1.9849462 43.3216964, -1.9849615 43.3216894, -1.9849753 43.3216801, -1.9849855 43.3216703, -1.9849926 43.3216599, -1.9849979 43.3216469, -1.9849992 43.3216324, -1.9849983 43.3216196, -1.9849942 43.3216051, -1.984988 43.3215927, -1.9849238 43.3214985, -1.984511 43.3208935, -1.9844436 43.320794)",,
24276212,True,1,Ramon Maria Lili pasealekua,residential,30,False,84.56,"LINESTRING (-1.9783537 43.3224404, -1.9784007 43.3225105, -1.9787678 43.3230576, -1.9788122 43.3231238)",,
23892553,True,1,Salamanca pasealekua,tertiary,30,False,83.28,"LINESTRING (-1.980763 43.3232371, -1.9808055 43.3232835, -1.9808205 43.3233037, -1.9808485 43.3233412, -1.9809495 43.3234884, -1.981057 43.3236414, -1.9812365 43.3239017)",,
262031867,True,1,Erregina Erregeordearen kalea,residential,30,False,101.51400000000001,"LINESTRING (-1.980763 43.3232371, -1.9809658 43.3231926, -1.9817276 43.3229878, -1.9818166 43.3229412, -1.9818888 43.3228703)",no,
949681386,True,1,Erregina Erregeordearen kalea,secondary,30,False,22.391,"LINESTRING (-1.980763 43.3232371, -1.9808787 43.3231503, -1.9809632 43.3230984)",,
183433494,True,2,Erregina Erregeordearen kalea,secondary,30,False,76.447,"LINESTRING (-1.9809632 43.3230984, -1.9816984 43.3229102, -1.9818357 43.3228428)",,
23905989,True,2,Legazpi kalea,tertiary,30,False,105.248,"LINESTRING (-1.9826649 43.3225358, -1.9825924 43.3224262, -1.9821629 43.3217771, -1.9820985 43.3216837)",,
292296438,True,3,Boulevard zumardia,secondary,30,False,147.848,"LINESTRING (-1.9826649 43.3225358, -1.9827169 43.3225166, -1.9827597 43.322501, -1.9834805 43.3222372, -1.9835045 43.3222283, -1.9842328 43.3219575, -1.9842949 43.3219344)",,
654220904,True,,Salamanca pasealekua,tertiary,30,False,63.762,"LINESTRING (-1.9812365 43.3239017, -1.9812803 43.3239671, -1.9814215 43.324178, -1.9815647 43.3243592, -1.9816033 43.3244089)",,
23658900,True,1,Bergara kalea,tertiary,30,False,66.09700000000001,"LINESTRING (-1.9800913 43.3188497, -1.9797777 43.3184073, -1.9797307 43.318341, -1.9797168 43.3183214)",,
23843083,True,,Aldamar kalea,residential,30,False,59.646,"LINESTRING (-1.9837762 43.325522, -1.9835084 43.3251367, -1.9834435 43.3250433)",,
23843083,True,,Aldamar kalea,residential,30,False,64.103,"LINESTRING (-1.9834435 43.3250433, -1.9831845 43.3246706, -1.983086 43.3245288)",,
23843083,True,,Aldamar kalea,residential,30,False,23.649,"LINESTRING (-1.983086 43.3245288, -1.9830466 43.3244722, -1.9829541 43.324339)",,
654220909,True,,Etxague Jenerala kalea,residential,30,False,102.054,"LINESTRING (-1.9823607 43.3234852, -1.9812365 43.3239017)",,
363136352,True,,Aldamar kalea,residential,30,False,66.586,"LINESTRING (-1.9823607 43.3234852, -1.9823334 43.3234459, -1.9820239 43.3230005, -1.9819893 43.3229508)",,
654220904,True,,Salamanca pasealekua,tertiary,30,False,82.861,"LINESTRING (-1.9827467 43.3253067, -1.9836679 43.3256326)",,
23843187,True,,Soraluze kalea,residential,30,False,63.519999999999996,"LINESTRING (-1.9827467 43.3253067, -1.9833677 43.325072, -1.9834435 43.3250433)",,
23843193,True,,Jauregi Jenerala kalea,residential,30,False,93.763,"LINESTRING (-1.982053 43.3249113, -1.983086 43.3245288)",,
654220904,True,,Salamanca pasealekua,tertiary,30,False,72.973,"LINESTRING (-1.982053 43.3249113, -1.9821538 43.3249938, -1.9824062 43.3252002, -1.9827467 43.3253067)",,
23843227,True,,Euskal Herria kalea,residential,30,False,101.03,"LINESTRING (-1.9816033 43.3244089, -1.9827105 43.3239885)",,
654220904,True,,Salamanca pasealekua,tertiary,30,False,66.721,"LINESTRING (-1.9816033 43.3244089, -1.981872 43.3247309, -1.982053 43.3249113)",,
23843083,True,,Aldamar kalea,residential,30,False,62.711000000000006,"LINESTRING (-1.9827105 43.3239885, -1.9826882 43.3239564, -1.9823997 43.3235413, -1.9823607 43.3234852)",,
23906026,True,2,Idiakez kalea,tertiary,30,False,103.16,"LINESTRING (-1.9815186 43.3208752, -1.9814712 43.3208074, -1.9809984 43.3201311, -1.9809824 43.3201082, -1.9809404 43.3200483)",,
23909233,True,,Camino kalea,residential,30,False,70.35900000000001,"LINESTRING (-1.9815186 43.3208752, -1.9814365 43.3209068, -1.980806 43.3211496, -1.9807499 43.3211712)",,
23908982,True,,Bengoetxea kalea,residential,30,False,69.856,"LINESTRING (-1.9813282 43.321965, -1.9814296 43.3219399, -1.9819779 43.3217385, -1.9820985 43.3216837)",,
362668306,True,,Okendo kalea,residential,30,False,84.632,"LINESTRING (-1.9813282 43.321965, -1.9814275 43.3221164, -1.9818015 43.3226437)",,
23909235,True,,Etxaide kalea,residential,30,False,77.006,"LINESTRING (-1.9796664 43.3196652, -1.979686 43.3196911, -1.9797257 43.3197467, -1.9800429 43.3201913, -1.9801048 43.3202799)",,
23909240,True,,San Martzial kalea,residential,30,False,49.444,"LINESTRING (-1.9796664 43.3196652, -1.9795903 43.3197054, -1.979248 43.3198335, -1.9792244 43.3198413, -1.979129 43.3198754)",,
23909235,True,,Etxaide kalea,residential,30,False,16.666,"LINESTRING (-1.9791845 43.3190224, -1.9793101 43.3191412)",,
44631938,True,2,Foruen pasealekua,secondary,30,False,94.99000000000001,"LINESTRING (-1.9791845 43.3190224, -1.9791384 43.3194884, -1.9791306 43.3198107, -1.979129 43.3198754)",,
23909236,True,,Arrasate kalea,residential,30,False,71.026,"LINESTRING (-1.9793101 43.3191412, -1.9800913 43.3188497)",,
23909235,True,,Etxaide kalea,residential,30,False,65.026,"LINESTRING (-1.9793101 43.3191412, -1.9793753 43.3192255, -1.9796284 43.3196047, -1.9796664 43.3196652)",,
44631938,True,2,Foruen pasealekua,secondary,30,False,66.515,"LINESTRING (-1.979129 43.3198754, -1.9791675 43.320087, -1.979238 43.3204683)",,
23927005,True,2,Foruen pasealekua,secondary,30,False,42.939,"LINESTRING (-1.9792131 43.3186368, -1.979185 43.3190163, -1.9791845 43.3190224)",,
23927008,True,,,secondary,,False,17.389,"LINESTRING (-1.979238 43.3204683, -1.9792303 43.3205108, -1.9792211 43.3205522, -1.9792088 43.320587, -1.9791872 43.320619)",,
23927009,True,,Foruen pasealekua,secondary,,False,13.362000000000002,"LINESTRING (-1.979238 43.3204683, -1.9792624 43.3205341, -1.9792771 43.3205546, -1.9793004 43.320578)",,
183365098,True,3,San Martin kalea,tertiary,40,False,12.7,"LINESTRING (-1.9792325 43.3185037, -1.9790953 43.3185592)",,
23927006,True,2,Foruen pasealekua,tertiary,30,False,14.95,"LINESTRING (-1.9792325 43.3185037, -1.9792141 43.3185697, -1.9792131 43.3186368)",,
23893529,True,2,Argentinar Errepublikaren pasealekua,secondary,30,False,275.96099999999996,"LINESTRING (-1.9790844 43.3208096, -1.9791514 43.320914, -1.9791722 43.3209464, -1.9791881 43.3209679, -1.9793022 43.3211219, -1.9794839 43.3213744, -1.9796094 43.3215488, -1.9797224 43.3217142, -1.9804966 43.3228479, -1.9805528 43.3229283, -1.9806349 43.3230192)",,
164618244,True,2,Gernikako arbolaren Pasealekua,secondary,50,False,45.125,"LINESTRING (-1.9789135 43.3182795, -1.9788669 43.3186839)",,
23936981,True,,,secondary,30,False,35.673,"LINESTRING (-1.9789135 43.3182795, -1.9789535 43.3184371, -1.9790417 43.3185239, -1.9790953 43.3185592)",,
23940244,True,,,residential,30,False,27.652,"LINESTRING (-1.9836679 43.3256326, -1.9839933 43.3257088)",,
23940246,True,,,residential,30,False,15.895000000000001,"LINESTRING (-1.9836679 43.3256326, -1.9837061 43.3256145, -1.9837491 43.3255869, -1.9837676 43.3255522, -1.9837762 43.325522)",,
23940245,True,,,residential,30,False,27.46,"LINESTRING (-1.9839933 43.3257088, -1.9838782 43.3256341, -1.9838289 43.3255881, -1.9837762 43.325522)",,
949681387,True,1,Argentinar Errepublikaren pasealekua,secondary,30,False,11.537,"LINESTRING (-1.9807328 43.3231357, -1.980763 43.3232371)",,
"[37702912, 24266265, 22779815]",True,1,"['Erregina Erregeordearen kalea', 'Zurriola hiribidea', 'Zurriolako zubia']",secondary,"['40', '30']",False,140.87800000000001,"LINESTRING (-1.9807328 43.3231357, -1.9806985 43.3231806, -1.9806521 43.3232344, -1.9806002 43.3232548, -1.9793781 43.3237142, -1.9793644 43.3237178, -1.9793227 43.323729, -1.9792377 43.3237505)",,yes
24276212,True,1,Ramon Maria Lili pasealekua,residential,30,False,77.723,"LINESTRING (-1.9788122 43.3231238, -1.9788598 43.3231938, -1.979178 43.3236626, -1.9792377 43.3237505)",,
816632705,True,1,Erregina Erregeordearen kalea,residential,30,False,80.384,"LINESTRING (-1.981709 43.322826, -1.9808817 43.3230433, -1.9807827 43.3230846)",,
23843083,True,,Aldamar kalea,residential,30,False,43.672,"LINESTRING (-1.9829541 43.324339, -1.9827105 43.3239885)",,
48847708,False,,Iñigo kalea,residential,,False,41.113,"LINESTRING (-1.9829541 43.324339, -1.9830774 43.3242944, -1.9834092 43.3241744)",,
947502242,True,,,secondary,,False,14.067,"LINESTRING (-1.9791872 43.320619, -1.9791273 43.3207067, -1.979111 43.3207327)",,
947502243,True,,Espainia Plaza,secondary,30,False,32.123999999999995,"LINESTRING (-1.9791872 43.320619, -1.9790398 43.3206646, -1.9789957 43.3206782, -1.9789848 43.3206816, -1.9788247 43.3207368)",,
161927195,True,,Okendo kalea,residential,30,False,21.938000000000002,"LINESTRING (-1.9818015 43.3226437, -1.981784 43.3227097, -1.9817655 43.3227621, -1.981709 43.322826)",,
816632703,True,,Okendo kalea,residential,30,False,21.091,"LINESTRING (-1.9818015 43.3226437, -1.9818576 43.322716, -1.9819474 43.3228003)",no,
789683709,True,3,San Martin kalea,tertiary,40,False,44.114000000000004,"LINESTRING (-1.9797168 43.3183214, -1.9792774 43.3184868, -1.9792452 43.3184989, -1.9792325 43.3185037)",,
877538340,True,,Hernani kalea,secondary,,False,9.518,"LINESTRING (-1.9839556 43.3200757, -1.9838792 43.3200106)",,
"[157023996, 157023997]",True,2,"['Miramar kalea', 'Andia kalea']",residential,30,False,182.72199999999998,"LINESTRING (-1.9839556 43.3200757, -1.9839604 43.3200295, -1.9839878 43.3199941, -1.9839993 43.3199894, -1.9840955 43.3199498, -1.9845798 43.3197686, -1.9846267 43.3197275, -1.9846442 43.3196848, -1.9846281 43.3196126, -1.9842622 43.3190771, -1.9841709 43.3189434, -1.9841508 43.3189139, -1.9840726 43.3188097)",no,
262031869,True,,Aldamar,residential,30,False,17.075,"LINESTRING (-1.9819893 43.3229508, -1.9819474 43.3228003)",,
816632702,True,,Aldamar kalea,residential,30,False,12.092,"LINESTRING (-1.9819893 43.3229508, -1.9818888 43.3228703)",,
816632699,True,,Erregina Erregeordearen kalea,residential,30,False,9.114,"LINESTRING (-1.9818888 43.3228703, -1.9819474 43.3228003)",,
816632700,True,,Aldamar kalea,residential,,False,5.273,"LINESTRING (-1.9818888 43.3228703, -1.9818357 43.3228428)",,
