osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,junction,geometry,bridge
28271712,True,1,M-104,Avenida de Madrid,primary,40,False,16.363,,"LINESTRING (-3.6130203 40.6751047, -3.6129118 40.6749827)",
32143723,False,2,M-104,Avenida de Madrid,primary,,False,11.321,,"LINESTRING (-3.6130203 40.6751047, -3.6131053 40.6751835)",
23909972,True,1,,Avenida de Madrid,residential,,False,24.024,,"LINESTRING (-3.6138916 40.6763561, -3.6140186 40.6765495)",
569982050,True,2,M-104,,primary,,False,8.496,roundabout,"LINESTRING (-3.6138916 40.6763561, -3.613925 40.6763539, -3.613957 40.676346, -3.6139857 40.6763328)",
23909963,False,2,,Avenida de Madrid,residential,40,False,9.79,,"LINESTRING (-3.6140186 40.6765495, -3.6140622 40.6766311)",
23909983,True,1,,Avenida de Madrid,residential,,False,24.351999999999997,,"LINESTRING (-3.6140186 40.6765495, -3.6139813 40.676358, -3.6139857 40.6763328)",
23909963,False,2,,Avenida de Madrid,residential,40,True,42.404,,"LINESTRING (-3.6142372 40.6799873, -3.614353 40.6796162)",
23909963,False,2,,Avenida de Madrid,residential,40,False,82.81299999999999,,"LINESTRING (-3.6142372 40.6799873, -3.6142112 40.6801139, -3.6141559 40.6802961, -3.6140856 40.6804608, -3.613944 40.6806938)",
23909986,False,,,Calle Sur,living_street,,False,17.676,,"LINESTRING (-3.6142372 40.6799873, -3.6141354 40.6799684, -3.6140336 40.6799495)",
23909986,False,,,Calle Sur,living_street,,True,96.577,,"LINESTRING (-3.6132533 40.6801975, -3.6133751 40.6798502, -3.6134729 40.6798651, -3.6140336 40.6799495)",
"[202319155, 202319147]",True,,,"['Calle Norte', 'Calle Sur']",living_street,,False,421.02799999999996,,"LINESTRING (-3.6132533 40.6801975, -3.6115775 40.6799016, -3.6114648 40.6799177, -3.6113654 40.6799627, -3.61131 40.6800429, -3.6112879 40.6801379, -3.611296 40.6802335, -3.6113372 40.6803089, -3.6113985 40.680361, -3.6114798 40.6803917, -3.6131257 40.6807051, -3.6132533 40.6801975)",
906637219,True,2,M-104,,primary,,False,8.165,roundabout,"LINESTRING (-3.6139857 40.6763328, -3.6140188 40.676306, -3.6140386 40.6762725)",
23909970,False,2,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,False,125.276,,"LINESTRING (-3.6143482 40.676078, -3.6145814 40.6759766, -3.6147301 40.6759571, -3.6148991 40.6759697, -3.6153594 40.6760807, -3.6155092 40.6761117, -3.6156856 40.676114, -3.6157663 40.6761067)",
23909974,True,1,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,False,34.683,,"LINESTRING (-3.6143482 40.676078, -3.6141016 40.6761296, -3.6140097 40.6761396, -3.6139471 40.6761385)",
23909970,False,2,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,True,125.276,,"LINESTRING (-3.6157663 40.6761067, -3.6156856 40.676114, -3.6155092 40.6761117, -3.6153594 40.6760807, -3.6148991 40.6759697, -3.6147301 40.6759571, -3.6145814 40.6759766, -3.6143482 40.676078)",
202319160,True,,,Calle Dámaso Alonso,residential,,False,149.63299999999998,,"LINESTRING (-3.6157663 40.6761067, -3.6158761 40.6761926, -3.6160527 40.67619, -3.6166934 40.6760666, -3.6170028 40.6760152, -3.617085 40.6760238, -3.6171591 40.6760473, -3.617214 40.6760842, -3.6172421 40.6761377, -3.6172468 40.6762511)",
1086176762,False,2,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,False,107.864,,"LINESTRING (-3.6157663 40.6761067, -3.6164592 40.6759761, -3.6167231 40.6759381, -3.6170186 40.6759201)",
202319138,True,1,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,False,27.348999999999997,,"LINESTRING (-3.6170186 40.6759201, -3.6171766 40.6759758, -3.6172366 40.675997, -3.6172944 40.6760431)",
1086176762,False,2,M-104,Carretera de Colmenar a San Agustín de Guadalix,primary,,True,107.864,,"LINESTRING (-3.6170186 40.6759201, -3.6167231 40.6759381, -3.6164592 40.6759761, -3.6157663 40.6761067)",
202319151,True,1,,Calle Alejandro Martín Ortega,residential,30,False,19.514,,"LINESTRING (-3.6169404 40.6765882, -3.6167988 40.676727)",
23911724,True,,,,residential,,False,37.867000000000004,,"LINESTRING (-3.6169404 40.6765882, -3.6170621 40.6766097, -3.6173854 40.6766267)",
202319113,False,,,Calle Reguera,residential,,False,24.626,,"LINESTRING (-3.6173854 40.6766267, -3.6174153 40.676847)",
202319114,True,,,Calle Reguera,residential,,False,18.561999999999998,,"LINESTRING (-3.6173854 40.6766267, -3.6173836 40.6765347, -3.6173658 40.676461)",
202319112,False,,,Calle Reguera,residential,,False,3.578,,"LINESTRING (-3.6173658 40.676461, -3.6174081 40.6764635)",
202319114,True,,,Calle Reguera,residential,,False,38.964,,"LINESTRING (-3.6173658 40.676461, -3.6173633 40.6762825, -3.6174138 40.6762178, -3.6174443 40.6761905, -3.6175015 40.6761477)",
