osmid,oneway,name,highway,reversed,length,ref,geometry,junction,access,maxspeed,lanes,width
44377310,True,carrer d'es Convent,residential,False,116.106,,"LINESTRING (3.1450756 39.4714183, 3.1462573 39.4719264)",,,,,
168920088,True,passeig de Ramon Llull,secondary,False,70.172,Ma-14,"LINESTRING (3.1450756 39.4714183, 3.1448349 39.4720214)",,,,,
369219311,False,carrer d'en Guillem Timoner,secondary,True,12.899,Ma-14,"LINESTRING (3.1450756 39.4714183, 3.1449412 39.4713664)",,,,,
25652600,False,,tertiary,False,21.272,Ma-5110,"LINESTRING (3.1421763 39.4773962, 3.1421178 39.4775821)",,,,,
376762982,False,,secondary,False,50.062,Ma-5100,"LINESTRING (3.1421763 39.4773962, 3.142341 39.4769643)",,,,,
376762981,True,,secondary,False,23.346,Ma-5100,"LINESTRING (3.1421763 39.4773962, 3.1421207 39.4774219, 3.1420617 39.477441, 3.1419986 39.4774498, 3.1419249 39.477472)",,,,,
527554307,True,,primary,False,27.293,Ma-14,"LINESTRING (3.152766 39.4749686, 3.1527467 39.4749867, 3.1527247 39.4750048, 3.1527019 39.4750198, 3.1526748 39.4750328, 3.1526424 39.4750437, 3.1526151 39.4750489, 3.1525869 39.4750486, 3.1525481 39.4750452, 3.1525169 39.4750393, 3.1524883 39.4750306)",roundabout,,,,
168920088,True,passeig de Ramon Llull,secondary,False,20.228,Ma-14,"LINESTRING (3.1445697 39.4726579, 3.1444941 39.4728302)",,,,,
71331380,True,carrer de Santa Catalina Tomàs,residential,False,81.65899999999999,,"LINESTRING (3.1445697 39.4726579, 3.1446116 39.4726785, 3.1453851 39.4730362)",,,,,
242523157,False,carrer de Santa Catalina Tomàs,residential,True,100.685,,"LINESTRING (3.1518428 39.475831, 3.1528415 39.476306)",,,,,
416477640,False,carrer d'en Joan Capó,residential,True,38.145,,"LINESTRING (3.1518428 39.475831, 3.1516289 39.4761317)",,,,,
901805540,False,carrer d'en Joan Capó,primary,False,4.026,Ma-14,"LINESTRING (3.1518428 39.475831, 3.1518436 39.4757948)",,,,,
392400113,False,carrer d'en Joan Capó,primary,True,44.466,Ma-14,"LINESTRING (3.1524883 39.4750306, 3.1522135 39.4753696)",,,,,
527554304,True,,primary,False,35.778999999999996,Ma-14,"LINESTRING (3.1524883 39.4750306, 3.152452 39.4750165, 3.152418 39.4749962, 3.1523909 39.4749721, 3.1523701 39.4749439, 3.1523567 39.4749138, 3.1523482 39.4748824, 3.1523456 39.4748555, 3.1523485 39.4748372, 3.1523558 39.4748176, 3.1523724 39.4747895, 3.1523943 39.474762)",roundabout,,,,
38575596,False,passeig de la República Argentina,residential,False,99.814,,"LINESTRING (3.1523943 39.474762, 3.1514003 39.4742961)",,,,,
527554304,True,,primary,False,37.002,Ma-14,"LINESTRING (3.1523943 39.474762, 3.1524186 39.474741, 3.1524455 39.4747235, 3.1524741 39.4747099, 3.1525097 39.474699, 3.1525433 39.474693, 3.1525805 39.474691, 3.1526162 39.4746933, 3.152651 39.4747003, 3.1526836 39.4747111, 3.1527157 39.4747249, 3.1527427 39.4747445, 3.1527644 39.4747654)",roundabout,,,,
82766314,True,carrer d'en Guillem Timoner,secondary,False,82.619,,"LINESTRING (3.1440544 39.4710019, 3.1431876 39.4706789)",,,,,
93755561,False,passeig de n'Ernest Mestre,secondary,True,49.548,Ma-14,"LINESTRING (3.1440544 39.4710019, 3.1440452 39.4709492, 3.1441863 39.4705722)",,,,,
242746227,False,carrer d'en Guillem Timoner,secondary,False,39.539,Ma-14,"LINESTRING (3.1440544 39.4710019, 3.1441028 39.4710434, 3.1444483 39.4711802)",,,,,
4349878,False,carrer de la Mar,residential,False,60.957,,"LINESTRING (3.1516301 39.4716618, 3.1522582 39.4719176)",,,,,
4349878,False,carrer de la Mar,residential,True,21.822,,"LINESTRING (3.1516301 39.4716618, 3.1514145 39.4715578)",,,,,
71331370,False,carrer de Cala Figuera,residential,False,67.807,,"LINESTRING (3.1516301 39.4716618, 3.151344 39.4719504, 3.1510769 39.4718155)",,,,,
4349878,False,carrer de la Mar,residential,True,60.957,,"LINESTRING (3.1522582 39.4719176, 3.1516301 39.4716618)",,,,,
