osmid,name,highway,oneway,reversed,length,geometry,junction,bridge,ref
86595085,Calle de Las Mesas,residential,False,True,17.133,"LINESTRING (-2.5762555 39.3775797, -2.5760563 39.3775854)",,,
443837851,Calle de Santiago,residential,False,True,68.208,"LINESTRING (-2.5762555 39.3775797, -2.5765735 39.3781417)",,,
86595085,Calle de Las Mesas,residential,False,False,109.795,"LINESTRING (-2.5762555 39.3775797, -2.57729 39.3772433, -2.5774204 39.3771784)",,,
86595102,Calle Puente Los Anchos,residential,False,False,43.641,"LINESTRING (-2.5759007 39.3741576, -2.5754089 39.3742551)",,,
86595102,Calle Puente Los Anchos,residential,False,True,52.106,"LINESTRING (-2.5759007 39.3741576, -2.5764636 39.3739837)",,,
86595082,Calle Villarrobledo,residential,False,True,113.28999999999999,"LINESTRING (-2.5759007 39.3741576, -2.5757863 39.3736429, -2.5757691 39.373486, -2.5758158 39.373252, -2.5758423 39.3731517)",,,
443837840,Calle Juan Crisóstomo,residential,False,True,144.112,"LINESTRING (-2.5729041 39.3785322, -2.5745609 39.3787312)",,,
86595085,Calle de Las Mesas,residential,False,False,135.336,"LINESTRING (-2.5729041 39.3785322, -2.5729608 39.3784864, -2.574359 39.3780827)",,,
443837840,Calle Juan Crisóstomo,residential,False,False,49.479,"LINESTRING (-2.5729041 39.3785322, -2.5724791 39.3784896, -2.5723507 39.3784341)",,,
86595092,Calle de los Pasos,residential,False,True,48.661,"LINESTRING (-2.5754089 39.3742551, -2.5755251 39.3746834)",,,
86595102,Calle Puente Los Anchos,residential,False,True,43.641,"LINESTRING (-2.5754089 39.3742551, -2.5759007 39.3741576)",,,
443837862,Calle Carretas,residential,False,False,65.43900000000001,"LINESTRING (-2.5754089 39.3742551, -2.5748883 39.3739238, -2.5748118 39.3738918)",,,
86595085,Calle de Las Mesas,residential,False,False,156.014,"LINESTRING (-2.574359 39.3780827, -2.5760563 39.3775854)",,,
325739836,Calle de la Torre,residential,False,False,42.614,"LINESTRING (-2.574359 39.3780827, -2.574475 39.3784553)",,,
325739836,Calle de la Torre,residential,False,True,80.083,"LINESTRING (-2.574359 39.3780827, -2.5741667 39.377378)",,,
86595085,Calle de Las Mesas,residential,False,True,135.336,"LINESTRING (-2.574359 39.3780827, -2.5729608 39.3784864, -2.5729041 39.3785322)",,,
86595083,Calle Juan Francisco Sahuquillo,residential,False,False,64.218,"LINESTRING (-2.5723507 39.3784341, -2.5722404 39.3778629)",,,
86595083,Calle Juan Francisco Sahuquillo,residential,False,True,79.036,"LINESTRING (-2.5723507 39.3784341, -2.5723613 39.3786149, -2.5724552 39.3791397)",,,
443837840,Calle Juan Crisóstomo,residential,False,True,49.479,"LINESTRING (-2.5723507 39.3784341, -2.5724791 39.3784896, -2.5729041 39.3785322)",,,
443451872,Calle de los Romeros,residential,False,True,46.15,"LINESTRING (-2.570882 39.3759293, -2.5711014 39.3755505)",,,
444180356,Avenida de la Libertad,residential,False,False,26.004,"LINESTRING (-2.570882 39.3759293, -2.5711496 39.3760384)",,,
444180356,Avenida de la Libertad,residential,False,True,65.953,"LINESTRING (-2.570882 39.3759293, -2.5702029 39.3756532)",,,
95945213,Calle Don Quijote,residential,False,True,75.868,"LINESTRING (-2.577889 39.3746253, -2.5772545 39.3750996)",,,
