osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access,width,junction
4539354,False,,Calle Claudio Alvargonzalez,residential,False,127.582,"LINESTRING (-5.6658006 43.5468365, -5.6659888 43.5470006, -5.6664254 43.5473812, -5.6665514 43.5474893, -5.6666824 43.5475921, -5.6667675 43.5476421, -5.6668568 43.5476859)",,no,,
101082776,True,,Calle Claudio Alvargonzález,residential,False,241.70500000000004,"LINESTRING (-5.6658006 43.5468365, -5.6654129 43.5465123, -5.6647692 43.5459571, -5.6642414 43.5455017, -5.6641079 43.5453448, -5.6640813 43.5452949, -5.6640596 43.5452179, -5.6640474 43.54511)",,no,,
4582911,True,,Tránsito de las Ballenas,living_street,False,85.855,"LINESTRING (-5.666081 43.5475684, -5.6660901 43.5474534, -5.6658818 43.5471205, -5.6658585 43.5470662, -5.6658227 43.546983, -5.6658136 43.5469228, -5.6658006 43.5468365)",,no,,
"[292487745, 4582942]",False,,"['Calle Artillería', 'Subida al Cerro']",residential,False,107.00899999999999,"LINESTRING (-5.666081 43.5475684, -5.6663081 43.5478709, -5.6663354 43.5479385, -5.6663117 43.5479901, -5.6658067 43.5483206)",,,,
4608722,True,,Muelle de Oriente,residential,False,18.304000000000002,"LINESTRING (-5.6640825 43.5442314, -5.664049 43.5441593, -5.6640263 43.5441421, -5.6639983 43.5441312, -5.6639409 43.5441286)",,,,
"[4608721, 86291290, 4558095]",False,,Muelle de Oriente,residential,"[False, True]",97.74199999999999,"LINESTRING (-5.6640825 43.5442314, -5.6640785 43.5443455, -5.6640645 43.544599, -5.664055 43.5448172, -5.6640491 43.5449682, -5.6640483 43.5449894, -5.6640474 43.54511)",,,,
"[4582889, 486311699]",True,,"['Muelle de Oriente', 'Calle Marqués de San Esteban']",residential,False,118.552,"LINESTRING (-5.6640825 43.5442314, -5.664129 43.5441409, -5.6641447 43.5440766, -5.6641873 43.5439656, -5.664199 43.5439533, -5.6642539 43.5438955, -5.664289 43.5438733, -5.6643548 43.5438317, -5.6647187 43.5437526, -5.6648031 43.5437513, -5.6648612 43.5437749, -5.6649288 43.5438404, -5.6649794 43.5438852, -5.6650665 43.5439381)",,,,
"[4536539, 4523285]",True,"['1', '2']","['Calle Ventura Alvarez Sala', 'Calle Melquiades Álvarez']",tertiary,False,84.776,"LINESTRING (-5.6635174 43.5444107, -5.6634502 43.5444224, -5.6631627 43.5444724, -5.662912 43.5445159, -5.6625849 43.5445728, -5.6625393 43.5445639, -5.6624952 43.5445553)",30,,,
"[107908674, 73017571, 92985143]",True,1,Calle del Instituto,residential,False,83.818,"LINESTRING (-5.6635174 43.5444107, -5.663491 43.5443477, -5.6634376 43.5442202, -5.6633139 43.5439422, -5.663289 43.5438847, -5.6632317 43.5437496, -5.6632056 43.5436916)",30,,,
"[92985154, 5044702]",True,,Calle Trinidad,tertiary,False,48.583,"LINESTRING (-5.6639409 43.5441286, -5.6637271 43.5443549, -5.6636714 43.5443771, -5.6635704 43.5443991, -5.6635174 43.5444107)",,,,
"[106475520, 4582935]",True,2,Calle Rodríguez San Pedro,secondary,False,115.705,"LINESTRING (-5.6664922 43.5430754, -5.6665805 43.5430284, -5.6669926 43.5428133, -5.6672541 43.5426699, -5.6674948 43.5425557, -5.667666 43.5424772)",,,,
4496368,True,2,Calle Munuza,secondary,False,24.3,"LINESTRING (-5.6626385 43.5423659, -5.6628541 43.5423131, -5.6629241 43.5422959)",,,,
88697277,True,,Calle del Instituto,residential,False,97.22200000000001,"LINESTRING (-5.6626385 43.5423659, -5.6626225 43.5423286, -5.6623026 43.5415807, -5.6622812 43.5415308)",30,,,
433449393,True,2,Calle San Bernardo,secondary,False,27.219,"LINESTRING (-5.661743 43.5423269, -5.6618366 43.5425621)",,,,
4500401,True,2,Calle Dominguez Gil-Hurlé,secondary,False,60.426,"LINESTRING (-5.6610284 43.5424912, -5.6611364 43.5424664, -5.6616675 43.5423443, -5.661743 43.5423269)",30,,,
4686386,True,2,Calle Cabrales,tertiary,False,68.013,"LINESTRING (-5.6610284 43.5424912, -5.6608375 43.5419831, -5.6608049 43.5419014)",,,,
4523255,True,2,Calle Eladio Carreño,secondary,False,89.709,"LINESTRING (-5.6576602 43.5405392, -5.6576132 43.5405988, -5.6571514 43.5411851, -5.6571081 43.5412397)",,,,
"[758670458, 73017591]",True,1,Avenida de Rufo García Rendueles,secondary,False,137.33100000000002,"LINESTRING (-5.6571449 43.5413559, -5.6577289 43.5415894, -5.6585282 43.5419368, -5.6586188 43.5419751)",50,,,
5089986,True,1,Calle Capua,residential,False,10.974,"LINESTRING (-5.6583946 43.5408723, -5.6583582 43.5407772)",,,,
5089987,True,2,Calle Marqués de Casa Valdés,secondary,False,13.252,"LINESTRING (-5.6583946 43.5408723, -5.6582665 43.5407976)",,,,
4523256,True,,Travesía del Convento,residential,False,75.996,"LINESTRING (-5.6597746 43.5404611, -5.6596675 43.5404848, -5.6588735 43.5406622)",,,,
4523257,True,1,Calle Menéndez Valdés,tertiary,False,53.36,"LINESTRING (-5.6597746 43.5404611, -5.6597998 43.5404733, -5.6599903 43.5405656, -5.660107 43.5406192, -5.6603312 43.5407208)",,,,
"[90500282, 107908685, 111733830]",True,2,Calle San Bernardo,tertiary,False,69.851,"LINESTRING (-5.661217 43.5411215, -5.6612414 43.5411776, -5.661265 43.541232, -5.6613244 43.5413697, -5.6613602 43.541451, -5.6614452 43.5416463, -5.6614776 43.5417206)",,,,
5089984,True,2,Calle San Bernardo,tertiary,False,70.73,"LINESTRING (-5.6614776 43.5417206, -5.6615243 43.5418276, -5.661718 43.5422699, -5.661743 43.5423269)",,,,
107908683,True,2,Calle Jovellanos,secondary,False,57.836,"LINESTRING (-5.6614776 43.5417206, -5.6613545 43.5417501, -5.6609106 43.5418723, -5.6608049 43.5419014)",30,,,
"[107908683, 111471851, 1226699566]",True,2,Calle Jovellanos,secondary,False,68.19800000000001,"LINESTRING (-5.6622812 43.5415308, -5.6619874 43.5415986, -5.6619579 43.5416054, -5.6619228 43.5416123, -5.6617987 43.5416366, -5.6617447 43.5416564, -5.6616996 43.5416672, -5.6616631 43.541676, -5.6615977 43.5416917, -5.6614776 43.5417206)",30,,,
92985149,True,1,Calle Cabrales,tertiary,False,74.774,"LINESTRING (-5.6608049 43.5419014, -5.6607831 43.541847, -5.6605458 43.5412557)",,,,
"[107908683, 4545171]",True,2,"['Calle Jovellanos', 'Paseo del Muro de San Lorenzo']",secondary,False,176.374,"LINESTRING (-5.6608049 43.5419014, -5.6604607 43.5419791, -5.6603177 43.5420114, -5.6598232 43.5421336, -5.659736 43.5421473, -5.6596554 43.5421599, -5.6594699 43.5421584, -5.6592866 43.5421365, -5.6590243 43.542059, -5.6589201 43.5419995, -5.6588454 43.5419395, -5.6587884 43.5418937)",30,,,
457979513,True,1,Calle Eladio Carreño,residential,False,14.303,"LINESTRING (-5.6571081 43.5412397, -5.6570886 43.5412749, -5.6571449 43.5413559)",,,,
5089980,True,2,Calle Marqués de San Esteban,tertiary,False,91.183,"LINESTRING (-5.6661577 43.5428046, -5.6654064 43.5433185, -5.6653349 43.5433674)",,,,
112016402,True,2,Calle Felipe Menéndez,secondary,False,40.418,"LINESTRING (-5.6661577 43.5428046, -5.6662285 43.5428627, -5.6664308 43.5430259, -5.6664922 43.5430754)",,,,
4496368,True,2,Calle Munuza,secondary,False,68.21600000000001,"LINESTRING (-5.6618366 43.5425621, -5.6618889 43.5425493, -5.6622744 43.542455, -5.6625144 43.5423962, -5.6626385 43.5423659)",,,,
5089982,True,,Calle San Bernardo,residential,False,42.691,"LINESTRING (-5.6618366 43.5425621, -5.6618722 43.5426563, -5.6619765 43.5429324)",30,,2.5,
4545173,True,,Plaza de El Carmen,secondary,False,20.320999999999998,"LINESTRING (-5.6646824 43.5421049, -5.6647313 43.5420662, -5.6647327 43.5420234, -5.6647092 43.5419853, -5.6646661 43.5419519)",,,,roundabout
84656716,True,3,Plaza de El Carmen,secondary,False,29.918,"LINESTRING (-5.6646824 43.5421049, -5.6648979 43.5420381, -5.6650149 43.5419867)",,,,
111471849,False,2,Calle Munuza,secondary,True,45.307,"LINESTRING (-5.6641079 43.5420535, -5.6640535 43.5420521, -5.6636889 43.5420911, -5.663556 43.5421209)",,,,
111471852,True,,Plaza de El Carmen,secondary,False,20.11,"LINESTRING (-5.6641079 43.5420535, -5.6642168 43.5421143, -5.6643214 43.5421434)",,,,
111471842,True,,Plaza de El Carmen,secondary,False,1.439,"LINESTRING (-5.6646661 43.5419519, -5.6646483 43.5419509)",,,,roundabout
4582895,True,2,Calle Felipe Menéndez,secondary,False,20.533,"LINESTRING (-5.6650349 43.5418524, -5.6650593 43.541905, -5.6650944 43.5419359, -5.665203 43.5419777)",,,,
"[84656714, 111471846]",True,2,"['Calle Álvarez Garaya', 'Plaza de El Carmen']",secondary,False,32.252,"LINESTRING (-5.6650349 43.5418524, -5.6649197 43.5419078, -5.6648186 43.5419342, -5.6646661 43.5419519)",,,,
"[327630113, 111471845]",False,4,Calle Álvarez Garaya,secondary,False,34.327,"LINESTRING (-5.6650349 43.5418524, -5.6651011 43.5417592, -5.665173 43.5416603, -5.66523 43.541578)",,,,
"[327630113, 111471845]",False,4,Calle Álvarez Garaya,secondary,True,34.327,"LINESTRING (-5.66523 43.541578, -5.665173 43.5416603, -5.6651011 43.5417592, -5.6650349 43.5418524)",,,,
"[112268528, 612178170, 606389534]",False,4,Calle Álvarez Garaya,secondary,False,135.80700000000002,"LINESTRING (-5.66523 43.541578, -5.6654463 43.5412736, -5.6655933 43.5410686, -5.6656136 43.5410392, -5.6657846 43.5407843, -5.6659846 43.5404861)",,,,
658127381,False,4,Calle Álvarez Garaya,secondary,False,2.866,"LINESTRING (-5.6659846 43.5404861, -5.666004 43.5404645)",,,,
"[112268528, 612178170, 606389534]",False,4,Calle Álvarez Garaya,secondary,True,135.80700000000002,"LINESTRING (-5.6659846 43.5404861, -5.6657846 43.5407843, -5.6656136 43.5410392, -5.6655933 43.5410686, -5.6654463 43.5412736, -5.66523 43.541578)",,,,
"[658127384, 4716352]",True,,Calle Langreo,living_street,False,82.99300000000001,"LINESTRING (-5.6659846 43.5404861, -5.6658832 43.5404893, -5.6658568 43.5404901, -5.6658083 43.5404904, -5.6656344 43.5405252, -5.6650706 43.5406084, -5.6650499 43.5406106, -5.6649742 43.5406188)",,,,
658127381,False,4,Calle Álvarez Garaya,secondary,True,2.866,"LINESTRING (-5.666004 43.5404645, -5.6659846 43.5404861)",,,,
111471841,True,1,Plaza de El Carmen,secondary,False,19.094,"LINESTRING (-5.664381 43.5419901, -5.6643142 43.5420482, -5.6643107 43.5421073, -5.6643214 43.5421434)",,,,roundabout
111471850,True,,Plaza de El Carmen,secondary,False,23.136,"LINESTRING (-5.664381 43.5419901, -5.6642183 43.5420325, -5.6641079 43.5420535)",,,,
"[92985152, 4523267, 92985140]",True,,Calle Cabrales,tertiary,False,62.309,"LINESTRING (-5.6617759 43.5444141, -5.6617379 43.544212, -5.6617205 43.5441201, -5.6616359 43.5438637)",,,,
5089981,False,,Calle Cabrales,residential,True,86.89099999999999,"LINESTRING (-5.6617759 43.5444141, -5.661791 43.5445164, -5.6618633 43.5449367, -5.6619083 43.5451896)",,,,
"[85242440, 88687649, 88687646]",True,,Calle Cabrales,tertiary,False,64.925,"LINESTRING (-5.6612409 43.5430544, -5.6612256 43.5430138, -5.6610585 43.5425709, -5.6610441 43.5425327, -5.6610284 43.5424912)",,,,
"[73017592, 88687652]",True,2,Calle Capua,secondary,False,102.911,"LINESTRING (-5.6587399 43.5417632, -5.6586409 43.5415043, -5.6586098 43.5414126, -5.6585957 43.5413709, -5.6584682 43.5410577, -5.6583946 43.5408723)",30,,,
"[88687648, 4786234]",True,,Calle San Agustín,residential,False,117.639,"LINESTRING (-5.6587399 43.5417632, -5.6588099 43.541687, -5.6588819 43.5416195, -5.6589635 43.5415965, -5.6594098 43.541502, -5.6599936 43.5413757, -5.6600451 43.5413646)",,,,
4500397,True,2,Calle Jovellanos,secondary,False,52.745000000000005,"LINESTRING (-5.6632317 43.5413536, -5.6631822 43.5413385, -5.6631327 43.5413353, -5.6630041 43.5413626, -5.6629331 43.5413791, -5.6626071 43.541455)",30,,,
4887613,True,,Calle Zamora,residential,False,40.965,"LINESTRING (-5.6656908 43.5436304, -5.665625 43.5435818, -5.6654209 43.5434309, -5.6653349 43.5433674)",,,,
5089979,True,2,Calle Rodríguez San Pedro,tertiary,False,89.33599999999998,"LINESTRING (-5.6656908 43.5436304, -5.6658983 43.5434874, -5.6662734 43.5432268, -5.6663516 43.5431727, -5.6664922 43.5430754)",,,,
4582886,True,1,Calle Marqués de San Esteban,tertiary,False,46.849999999999994,"LINESTRING (-5.6650809 43.5435333, -5.6650478 43.5435813, -5.6650217 43.5436414, -5.6650101 43.5436953, -5.6650082 43.5437681, -5.6650141 43.5438179, -5.6650297 43.54387, -5.66504 43.5439045, -5.6650665 43.5439381)",,,,
4582899,True,2,Calle Marqués de San Esteban,tertiary,False,73.083,"LINESTRING (-5.6650809 43.5435333, -5.6647583 43.5436799, -5.664707 43.5436938, -5.6643611 43.54377, -5.6642564 43.5437937)",,,,
"[327630115, 516266702]",True,"['1', '2']",Calle Munuza,secondary,False,39.945,"LINESTRING (-5.6629241 43.5422959, -5.6632187 43.54223, -5.6633096 43.5422112, -5.6633739 43.5421876, -5.6633924 43.5421809)",,,,
4500397,True,2,Calle Jovellanos,secondary,False,27.587,"LINESTRING (-5.6626071 43.541455, -5.6623656 43.5415112, -5.6622812 43.5415308)",30,,,
4500403,True,1,Calle Begoña,residential,False,96.955,"LINESTRING (-5.6626071 43.541455, -5.6626197 43.541505, -5.6629241 43.5422959)",30,,,
4551501,True,,Calle Trinidad,tertiary,False,27.262,"LINESTRING (-5.6641258 43.5439233, -5.6639409 43.5441286)",,,,
4608720,True,,Muelle de Oriente,residential,False,34.727,"LINESTRING (-5.6641258 43.5439233, -5.6640794 43.5440559, -5.6640825 43.5442314)",,,,
"[4582874, 4754036, 112016405]",True,2,Calle Rodríguez San Pedro,tertiary,False,65.105,"LINESTRING (-5.6650665 43.5439381, -5.6651039 43.5439507, -5.6651532 43.5439621, -5.6651986 43.5439576, -5.6652544 43.5439317, -5.6653096 43.5438934, -5.665536 43.5437368, -5.6656275 43.5436736, -5.6656908 43.5436304)",,,,
106475539,True,2,Calle Pedro Duro,secondary,False,28.2,"LINESTRING (-5.666849 43.5415765, -5.6666572 43.5413644)",,,,
"[73017899, 4752918]",True,,"['Calle Numa Guilhou', 'Calle Almacenes']",residential,False,98.503,"LINESTRING (-5.666849 43.5415765, -5.6667868 43.5415959, -5.6665634 43.5416658, -5.6668948 43.5421842, -5.6669464 43.542265)",,,,
4751981,True,,Campo Valdés,residential,False,38.349999999999994,"LINESTRING (-5.6619083 43.5451896, -5.6618836 43.5452123, -5.661614 43.5454606)",,,,
5089981,False,,Calle Cabrales,residential,False,86.89099999999999,"LINESTRING (-5.6619083 43.5451896, -5.6618633 43.5449367, -5.661791 43.5445164, -5.6617759 43.5444141)",,,,
4752912,True,,Campo Valdés,residential,False,36.934,"LINESTRING (-5.661614 43.5454606, -5.6620223 43.5453098)",,,,
86928898,True,,Campo Valdés,residential,False,23.831,"LINESTRING (-5.661614 43.5454606, -5.6619063 43.5454929)",,,,
"[4752913, 4751980]",True,,"['Campo Valdés', 'Plaza del Arcipreste Piquero']",residential,False,79.551,"LINESTRING (-5.661614 43.5454606, -5.661587 43.5454843, -5.6615601 43.5455079, -5.6615154 43.5455302, -5.6610029 43.5457039, -5.6609536 43.5457206, -5.6609872 43.545884)",,,,
"[5030888, 86928323, 86928324]",True,,"['Plaza Periodista Arturo Arias', 'Calle Gregorio García Jove']",residential,False,123.32000000000001,"LINESTRING (-5.6633412 43.5466379, -5.6633606 43.5466102, -5.6633901 43.5465065, -5.6633738 43.5464718, -5.6630108 43.5464274, -5.6629716 43.5464226, -5.6627681 43.5463872, -5.6621504 43.5463279, -5.6621005 43.5463231)",,,,
4786198,True,,Camín de La Fontica - La Salle,residential,False,90.173,"LINESTRING (-5.6609872 43.545884, -5.6609489 43.545913, -5.6605246 43.5461643, -5.6604988 43.5462061, -5.6604727 43.5465334)",,,,
5030893,True,,Calle Les Maestrines,residential,False,35.845,"LINESTRING (-5.6609872 43.545884, -5.6610524 43.5459294, -5.6611827 43.5460035, -5.6613701 43.5460196)",,,,
334633250,True,,Campo Valdés,residential,False,22.404,"LINESTRING (-5.6620223 43.5453098, -5.6619063 43.5454929)",,,,
334633249,True,,Campo Valdés,residential,False,16.219,"LINESTRING (-5.6620223 43.5453098, -5.6619277 43.54521, -5.6619083 43.5451896)",,,,
"[86928321, 5030884]",True,,Calle María Bandujo,residential,False,103.538,"LINESTRING (-5.6620639 43.5465504, -5.6627404 43.5466143, -5.6628177 43.5466184, -5.6630255 43.5466294, -5.6632669 43.5466422, -5.6633412 43.5466379)",,,,
5030889,True,,Calle Escultor Sebastián Miranda,residential,False,25.445999999999998,"LINESTRING (-5.6620639 43.5465504, -5.6620932 43.5463684, -5.6621005 43.5463231)",,,,
5030889,True,,Calle Escultor Sebastián Miranda,residential,False,25.936,"LINESTRING (-5.6621005 43.5463231, -5.6621671 43.5460949)",,,,
5030889,True,,Calle Escultor Sebastián Miranda,residential,False,22.391,"LINESTRING (-5.6619507 43.5471256, -5.6619864 43.5469259)",,,,
114616059,True,,Calle Emilio Muñíz «El Negro»,residential,False,122.643,"LINESTRING (-5.6619507 43.5471256, -5.6623665 43.5471511, -5.6627417 43.5471882, -5.662848 43.547199, -5.6629772 43.5472115, -5.6634071 43.547254, -5.6634608 43.5472593)",,,,
292487746,False,,Camín de La Fontica - La Salle,residential,False,38.581,"LINESTRING (-5.6604145 43.5469764, -5.6603788 43.5473224)",,,,
5030883,True,,Calle Maximino Marino Fernández,residential,False,124.92200000000001,"LINESTRING (-5.6604145 43.5469764, -5.6604777 43.5469826, -5.6618184 43.547113, -5.6618983 43.5471221, -5.6619507 43.5471256)",,,,
4680862,True,,Calle San Antonio,residential,False,72.644,"LINESTRING (-5.6623567 43.5439111, -5.6624167 43.5438956, -5.6627907 43.5437989, -5.6631214 43.5437134, -5.6632056 43.5436916)",,,,
73017578,True,,Calle San Bernardo,residential,False,73.354,"LINESTRING (-5.6623567 43.5439111, -5.6623725 43.5439704, -5.6624287 43.5441805, -5.6624582 43.5442842, -5.6625205 43.5445141, -5.6624952 43.5445553)",30,,2.5,
5089982,True,,Calle San Bernardo,residential,False,23.333,"LINESTRING (-5.6622783 43.5437091, -5.6623567 43.5439111)",30,,2.5,
4680864,True,,Calle Julio Somoza,residential,False,54.557,"LINESTRING (-5.6616359 43.5438637, -5.6616991 43.5438485, -5.6618545 43.5438111, -5.6622349 43.5437195, -5.6622783 43.5437091)",,,,
"[299134480, 88687651, 73017580]",True,,Calle Cabrales,tertiary,False,95.51400000000001,"LINESTRING (-5.6616359 43.5438637, -5.6614354 43.5434799, -5.6613761 43.5433665, -5.6613571 43.5433301, -5.6613371 43.5432918, -5.6612701 43.5431237, -5.6612409 43.5430544)",,,,
4680863,True,,Calle Emilio Villa,residential,False,60.822,"LINESTRING (-5.6619765 43.5429324, -5.6613363 43.5430386, -5.6612409 43.5430544)",,,,
5089982,True,,Calle San Bernardo,residential,False,89.728,"LINESTRING (-5.6619765 43.5429324, -5.6620442 43.5431171, -5.6622783 43.5437091)",30,,2.5,
"[86291285, 92985141, 4680862]",True,,"['Calle Corrida', 'Calle San Antonio']","['living_street', 'residential']",False,125.456,"LINESTRING (-5.6632056 43.5436916, -5.6632589 43.5436784, -5.6640064 43.5434933, -5.6641924 43.5434545, -5.6642587 43.5434695, -5.6642581 43.5437481, -5.6642564 43.5437937)",,,,
"[107908674, 88697275, 88697277]",True,1,Calle del Instituto,residential,False,154.343,"LINESTRING (-5.6632056 43.5436916, -5.6631226 43.5434976, -5.6630856 43.5434017, -5.6630422 43.5433097, -5.6630244 43.5432703, -5.6628848 43.5429418, -5.6626587 43.5424133, -5.6626385 43.5423659)",30,,,
"[111471840, 4551504]",True,2,"['Calle de Los Moros', 'Calle Munuza']",secondary,False,14.383,"LINESTRING (-5.663556 43.5421209, -5.6635088 43.5421107, -5.6634582 43.5420954, -5.6634014 43.5420606)",,,,
111471849,False,2,Calle Munuza,secondary,False,45.306999999999995,"LINESTRING (-5.663556 43.5421209, -5.6636889 43.5420911, -5.6640535 43.5420521, -5.6641079 43.5420535)",,,,
4716346,True,,Calle Libertad,residential,False,138.039,"LINESTRING (-5.6642979 43.5407367, -5.6643142 43.5407903, -5.6645357 43.5415198, -5.6646423 43.5418731, -5.6646483 43.5419509)",,,,
4716352,True,,Calle Langreo,living_street,False,56.066,"LINESTRING (-5.6649742 43.5406188, -5.6648939 43.5406328, -5.6642979 43.5407367)",,,,
88945642,True,,Calle Donato Argüelles,residential,False,108.63999999999999,"LINESTRING (-5.6649742 43.5406188, -5.6649901 43.5406891, -5.6649984 43.5407191, -5.6651761 43.5413615, -5.66523 43.541578)",,,,
4523257,True,1,Calle Menéndez Valdés,tertiary,False,84.173,"LINESTRING (-5.6603312 43.5407208, -5.6605145 43.5407984, -5.6610993 43.541065, -5.661217 43.5411215)",,,,
4786198,True,,Camín de La Fontica - La Salle,residential,False,27.863,"LINESTRING (-5.6604727 43.5465334, -5.6604438 43.5467831)",,,,
4786198,True,,Camín de La Fontica - La Salle,residential,False,21.623,"LINESTRING (-5.6604438 43.5467831, -5.6604145 43.5469764)",,,,
5030885,True,,Calle Batería,residential,False,125.357,"LINESTRING (-5.6604438 43.5467831, -5.6604893 43.5467869, -5.6614881 43.5468701, -5.66193 43.5469196, -5.6619864 43.5469259)",,,,
5030887,True,,Calle Gregorio García Jove,residential,False,43.235,"LINESTRING (-5.6604438 43.5467831, -5.6608342 43.5466624, -5.6609441 43.5466467)",,,,
5030889,True,,Calle Escultor Sebastián Miranda,residential,False,17.659,"LINESTRING (-5.6619864 43.5469259, -5.6620145 43.5467684)",,,,
5030889,True,,Calle Escultor Sebastián Miranda,residential,False,24.565,"LINESTRING (-5.6620145 43.5467684, -5.6620639 43.5465504)",,,,
5030886,True,1,Calle Santa Cándida,residential,False,87.331,"LINESTRING (-5.6609441 43.5466467, -5.6615072 43.5467155, -5.6619627 43.546763, -5.6620145 43.5467684)",,,,
5030887,True,,Calle Gregorio García Jove,residential,False,25.764,"LINESTRING (-5.6609441 43.5466467, -5.6610692 43.5464858, -5.6611099 43.5464492)",,,,
5030884,True,,Calle María Bandujo,residential,False,77.71000000000001,"LINESTRING (-5.6611099 43.5464492, -5.6615445 43.5464928, -5.6620039 43.5465437, -5.6620639 43.5465504)",,,,
5030887,True,,Calle Gregorio García Jove,residential,False,88.372,"LINESTRING (-5.6611099 43.5464492, -5.6614361 43.5462519, -5.6620516 43.5463179, -5.6621005 43.5463231)",,,,
5030891,True,,Calle Ave María,residential,False,94.86599999999999,"LINESTRING (-5.6613701 43.5460196, -5.6612917 43.5461354, -5.6608052 43.5464357, -5.660524 43.5465267, -5.6604727 43.5465334)",,,,
1194479408,True,,Calle Les Maestrines,residential,False,64.779,"LINESTRING (-5.6621671 43.5460949, -5.6613701 43.5460196)",,,,
"[5030889, 166887187, 86928319]",True,,"['Campo Valdés', 'Calle Escultor Sebastián Miranda']",residential,False,70.765,"LINESTRING (-5.6621671 43.5460949, -5.6621739 43.546076, -5.6622546 43.5458503, -5.6623398 43.5455873, -5.6623168 43.5455665, -5.6622418 43.5454987)",,,,
"[4582942, 1194479343]",False,,"['Subida al Cerro', 'Calle Honesto Batalón']",residential,False,68.69200000000001,"LINESTRING (-5.6658067 43.5483206, -5.6657601 43.5483519, -5.6655222 43.5484948, -5.6654728 43.5484903, -5.6653246 43.5483844, -5.6651719 43.5482677)",,,,
"[292487745, 4582942]",False,,"['Calle Artillería', 'Subida al Cerro']",residential,True,107.00899999999999,"LINESTRING (-5.6658067 43.5483206, -5.6663117 43.5479901, -5.6663354 43.5479385, -5.6663081 43.5478709, -5.666081 43.5475684)",,,,
