osmid,ref,highway,junction,oneway,reversed,length,geometry,name,lanes,tunnel
100393811,CV-541,tertiary,roundabout,True,False,2.511,"LINESTRING (-0.5254378 39.1178561, -0.525414 39.1178691)",,,
100393811,CV-541,tertiary,roundabout,True,False,23.164,"LINESTRING (-0.5256914 39.1181267, -0.5257274 39.1180959, -0.5257526 39.118059, -0.5257653 39.1180186, -0.5257648 39.1179769, -0.525751 39.1179366)",,,
100393811,CV-541,tertiary,roundabout,True,False,21.351,"LINESTRING (-0.5253621 39.1180821, -0.5254157 39.1181307, -0.5254888 39.1181603, -0.525571 39.1181665)",,,
183085340,,tertiary,approach,True,False,62.81,"LINESTRING (-0.5253621 39.1180821, -0.5253275 39.1182721, -0.5251769 39.1186263)",Avenida de la Muntanyeta,,
182792829,CV-5440,tertiary,approach,True,False,34.175,"LINESTRING (-0.5257173 39.1178926, -0.5257237 39.1175853)",Avenida de la Ribera Alta,,
100393811,CV-541,tertiary,roundabout,True,False,26.522,"LINESTRING (-0.5257173 39.1178926, -0.5256586 39.117854, -0.5255863 39.1178339, -0.5255095 39.1178346, -0.5254378 39.1178561)",,,
100393811,CV-541,tertiary,roundabout,True,False,7.15,"LINESTRING (-0.5253359 39.1180211, -0.5253621 39.1180821)",,,
100393811,CV-541,tertiary,roundabout,True,False,11.423,"LINESTRING (-0.525571 39.1181665, -0.5256351 39.1181538, -0.5256914 39.1181267)",,,
144430457,CV-545,tertiary,roundabout,True,False,13.284,"LINESTRING (-0.5171807 39.1207864, -0.5171657 39.120744, -0.5171409 39.1207115, -0.5171068 39.1206846)",,,
195436280,,residential,,False,False,89.087,"LINESTRING (-0.5179452 39.1199882, -0.5171742 39.1194552)",Calle Benimuslem,,
195436288,,residential,,False,False,28.173000000000002,"LINESTRING (-0.5179452 39.1199882, -0.5180609 39.1198888, -0.5182052 39.1198472)",Calle Alcira,,
195436288,,residential,,False,True,42.929,"LINESTRING (-0.5179452 39.1199882, -0.5177288 39.1201558, -0.5175965 39.1202636)",Calle Alcira,,
182792829,CV-5440,tertiary,approach,True,False,38.924,"LINESTRING (-0.5257237 39.1175853, -0.5254378 39.1178561)",Avenida de la Ribera Alta,,
183550961,CV-5440,tertiary,,False,True,49.733,"LINESTRING (-0.5257237 39.1175853, -0.5258997 39.1171594)",Avenida de la Ribera Alta,,
1004755094,CV-545,tertiary,,False,False,37.147,"LINESTRING (-0.516809 39.120233, -0.5166111 39.1199363)",Carretera de Carcaixent,2,
182792833,CV-545,tertiary,approach,True,False,55.059999999999995,"LINESTRING (-0.516809 39.120233, -0.5168769 39.120378, -0.5168914 39.1204779, -0.5168655 39.1206167, -0.5168244 39.1207116)",Carretera de Carcaixent,,
225818429,,residential,,True,False,12.303,"LINESTRING (-0.5239693 39.1200673, -0.5238489 39.120008)",Avenida de Madrid,,
1079273861,,tertiary,,False,True,5.873,"LINESTRING (-0.5239693 39.1200673, -0.5239227 39.1201058)",Avenida de la Muntanyeta,,
1079273861,,tertiary,,False,False,89.623,"LINESTRING (-0.5239693 39.1200673, -0.5240399 39.1199966, -0.5244465 39.11959, -0.5245878 39.1194204)",Avenida de la Muntanyeta,,
1079273861,,tertiary,,False,True,4.048,"LINESTRING (-0.5251769 39.1186263, -0.5251555 39.1186587)",Avenida de la Muntanyeta,,
441620112,,tertiary,approach,True,False,61.45400000000001,"LINESTRING (-0.5251769 39.1186263, -0.5254478 39.1182914, -0.525571 39.1181665)",Avenida de la Muntanyeta,,
183550953,,residential,,False,False,33.485,"LINESTRING (-0.5251777 39.114813, -0.5255654 39.114827)",Calle Foyeta,,
225713853,,residential,,True,False,27.464,"LINESTRING (-0.5251777 39.114813, -0.5251057 39.1148049, -0.524953 39.1147877, -0.5248635 39.1148016)",Calle Foyeta,,
195436273,,residential,,False,True,102.651,"LINESTRING (-0.5209416 39.1174988, -0.5220738 39.1177827)",Calle Guillén de Castro,,
225713804,,tertiary,,False,False,72.88,"LINESTRING (-0.5209416 39.1174988, -0.5212571 39.1168908)",Avenida Ramón y Cajal,,
225713804,,tertiary,,False,True,27.618,"LINESTRING (-0.5209416 39.1174988, -0.5208243 39.1177299)",Avenida Ramón y Cajal,,
195436268,,residential,,False,True,35.414,"LINESTRING (-0.5208001 39.117775, -0.5211708 39.1179118)",Calle Cardenal Cisneros,,
225713804,,tertiary,,False,False,5.432,"LINESTRING (-0.5208001 39.117775, -0.5208243 39.1177299)",Avenida Ramón y Cajal,,
225713804,,tertiary,,False,True,56.276,"LINESTRING (-0.5208001 39.117775, -0.520549 39.1182421)",Avenida Ramón y Cajal,,
195436273,,residential,,False,False,102.651,"LINESTRING (-0.5220738 39.1177827, -0.5209416 39.1174988)",Calle Guillén de Castro,,
195436273,,residential,,False,True,85.292,"LINESTRING (-0.5220738 39.1177827, -0.5230123 39.1180239)",Calle Guillén de Castro,,
195440747,,residential,,False,False,46.75,"LINESTRING (-0.5220738 39.1177827, -0.5219003 39.118181)",Calle Arcipreste Ferrandis,,
195440747,,residential,,False,True,72.022,"LINESTRING (-0.5220738 39.1177827, -0.522363 39.1171751)",Calle Arcipreste Ferrandis,,
195436273,,residential,,False,False,85.292,"LINESTRING (-0.5230123 39.1180239, -0.5220738 39.1177827)",Calle Guillén de Castro,,
195436265,,residential,,False,False,90.089,"LINESTRING (-0.5201837 39.1181284, -0.5193474 39.1186136)",Calle Doctor Peset,,
225713842,,residential,,False,True,33.956,"LINESTRING (-0.5201837 39.1181284, -0.520549 39.1182421)",Calle San Quintín,,
225713842,,residential,,False,False,30.793,"LINESTRING (-0.5201837 39.1181284, -0.519938 39.1180476, -0.519866 39.1180056)",Calle San Quintín,,
195436268,,residential,,False,False,69.69,"LINESTRING (-0.5219003 39.118181, -0.5211708 39.1179118)",Calle Cardenal Cisneros,,
195436268,,residential,,False,True,79.744,"LINESTRING (-0.5219003 39.118181, -0.5227361 39.1184873)",Calle Cardenal Cisneros,,
195440747,,residential,,False,False,57.47,"LINESTRING (-0.5219003 39.118181, -0.5216009 39.1186427)",Calle Arcipreste Ferrandis,,
195440747,,residential,,False,True,46.75,"LINESTRING (-0.5219003 39.118181, -0.5220738 39.1177827)",Calle Arcipreste Ferrandis,,
195436286,,residential,,False,True,36.941,"LINESTRING (-0.520549 39.1182421, -0.5209342 39.1183872)",Calle Alcocer,,
225713804,,tertiary,,False,False,56.276,"LINESTRING (-0.520549 39.1182421, -0.5208001 39.117775)",Avenida Ramón y Cajal,,
225713804,,tertiary,,False,True,77.224,"LINESTRING (-0.520549 39.1182421, -0.5202045 39.1188831)",Avenida Ramón y Cajal,,
225713842,,residential,,False,False,33.956,"LINESTRING (-0.520549 39.1182421, -0.5201837 39.1181284)",Calle San Quintín,,
195436268,,residential,,False,False,79.744,"LINESTRING (-0.5227361 39.1184873, -0.5219003 39.118181)",Calle Cardenal Cisneros,,
195436286,,residential,,False,False,31.529,"LINESTRING (-0.521263 39.118511, -0.5209342 39.1183872)",Calle Alcocer,,
195436286,,residential,,False,True,32.622,"LINESTRING (-0.521263 39.118511, -0.5216009 39.1186427)",Calle Alcocer,,
195436271,,residential,,False,False,101.273,"LINESTRING (-0.521263 39.118511, -0.5203091 39.1188858, -0.5202045 39.1188831)",Calle el Palleter,,
1004755094,CV-545,tertiary,,False,True,118.933,"LINESTRING (-0.5156163 39.1184418, -0.5162485 39.1193923)",Carretera de Carcaixent,2,
182792826,CV-545,tertiary,,False,False,96.97800000000001,"LINESTRING (-0.5156163 39.1184418, -0.5152752 39.1179396, -0.5151131 39.1176623)",Carretera de Carcaixent,2,
195436277,,residential,,False,True,107.853,"LINESTRING (-0.5156163 39.1184418, -0.5157068 39.1184753, -0.5166736 39.1189583)",Calle Benimuslem,,
195436282,,residential,,False,False,53.641,"LINESTRING (-0.517008 39.1185516, -0.5166736 39.1189583)",Calle Olivera,,
195440745,,residential,,False,False,54.9,"LINESTRING (-0.517008 39.1185516, -0.5173163 39.1186896, -0.5175534 39.1188058)",Calle Acequia,,
195440751,,residential,,False,False,25.758,"LINESTRING (-0.517008 39.1185516, -0.5170257 39.1185043, -0.5171208 39.1183375)",Calle Olivera,,
195436265,,residential,,False,True,90.089,"LINESTRING (-0.5193474 39.1186136, -0.5201837 39.1181284)",Calle Doctor Peset,,
195440715,,residential,,False,False,18.106,"LINESTRING (-0.5193474 39.1186136, -0.5194672 39.1187473)",Calle Joaquín Costa,,
195440715,,residential,,False,True,28.292,"LINESTRING (-0.5193474 39.1186136, -0.5191551 39.1184075)",Calle Joaquín Costa,,
225713804,,tertiary,,False,False,77.224,"LINESTRING (-0.5202045 39.1188831, -0.520549 39.1182421)",Avenida Ramón y Cajal,,
225713804,,tertiary,,False,True,32.301,"LINESTRING (-0.5202045 39.1188831, -0.5200582 39.1191505)",Avenida Ramón y Cajal,,
195436271,,residential,,False,True,101.273,"LINESTRING (-0.5202045 39.1188831, -0.5203091 39.1188858, -0.521263 39.118511)",Calle el Palleter,,
195436286,,residential,,False,False,77.942,"LINESTRING (-0.5224172 39.1189431, -0.5216009 39.1186427)",Calle Alcocer,,
195436266,,residential,,False,True,60.449,"LINESTRING (-0.5210849 39.1189726, -0.5217856 39.1189744)",Calle Mariano Benlliure,,
195440726,,residential,,False,False,39.395,"LINESTRING (-0.5210849 39.1189726, -0.5214866 39.1188041)",Calle Mariano Benlliure,,
195440726,,residential,,False,True,66.919,"LINESTRING (-0.5210849 39.1189726, -0.5204062 39.119264)",Calle Mariano Benlliure,,
195436282,,residential,,False,False,10.813,"LINESTRING (-0.5166736 39.1189583, -0.5166016 39.1190379)",Calle Olivera,,
195436282,,residential,,False,True,53.641,"LINESTRING (-0.5166736 39.1189583, -0.517008 39.1185516)",Calle Olivera,,
195436277,,residential,,False,False,107.853,"LINESTRING (-0.5166736 39.1189583, -0.5157068 39.1184753, -0.5156163 39.1184418)",Calle Benimuslem,,
195436266,,residential,,False,False,60.449,"LINESTRING (-0.5217856 39.1189744, -0.5210849 39.1189726)",Calle Mariano Benlliure,,
195440731,,residential,,False,True,31.999,"LINESTRING (-0.5217856 39.1189744, -0.5214866 39.1188041)",Calle Mariano Benlliure,,
