osmid,oneway,name,highway,junction,reversed,length,geometry,tunnel,lanes,access
1250846933,True,Plaza Consolat del Mar,residential,roundabout,False,0.851,"LINESTRING (-0.3838074 39.4156163, -0.3837975 39.4156161)",,,
367476621,True,,tertiary,roundabout,False,5.665,"LINESTRING (-0.391799 39.4191587, -0.3918046 39.4191423, -0.3918041 39.4191253, -0.3917975 39.4191091)",,,
41807332,True,Calle del Doctor Don Manuel Barrachina,residential,,False,100.402,"LINESTRING (-0.3912839 39.4190463, -0.3908932 39.4198973)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,False,48.076,"LINESTRING (-0.3912839 39.4190463, -0.3907439 39.4189327)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,True,32.609,"LINESTRING (-0.3912839 39.4190463, -0.3915767 39.4191093, -0.39165 39.4191238)",,,
41807346,True,Calle de San José,residential,,False,92.924,"LINESTRING (-0.3903459 39.4188488, -0.3899973 39.4196399)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,False,38.692,"LINESTRING (-0.3903459 39.4188488, -0.3899115 39.4187568)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,True,35.439,"LINESTRING (-0.3903459 39.4188488, -0.3907439 39.4189327)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,False,45.973,"LINESTRING (-0.3893867 39.4186483, -0.3888712 39.4185372)",,,
367476622,False,Avinguda dels Reis Catòlics,tertiary,,True,46.667,"LINESTRING (-0.3893867 39.4186483, -0.3899115 39.4187568)",,,
42194798,False,Carrer Alacant,residential,,True,93.149,"LINESTRING (-0.3893867 39.4186483, -0.3894096 39.4185591, -0.3896072 39.4178281)",,,
41801236,True,Calle de Ramón y Cajal,residential,,False,69.819,"LINESTRING (-0.3887741 39.4185724, -0.3885283 39.4191709)",,,
783158100,True,Avinguda dels Reis Catòlics,tertiary,,False,10.272,"LINESTRING (-0.3887741 39.4185724, -0.3887974 39.4185763, -0.3888212 39.4185742, -0.3888429 39.4185664, -0.3888601 39.4185536, -0.3888712 39.4185372)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,False,34.509,"LINESTRING (-0.388167 39.4183902, -0.3877802 39.4183064)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,True,50.039,"LINESTRING (-0.388167 39.4183902, -0.3887285 39.41851)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,True,32.294,"LINESTRING (-0.3874164 39.4182332, -0.3877802 39.4183064)",,,
914437363,False,Calle Sequia Favara,residential,,True,35.622,"LINESTRING (-0.3874164 39.4182332, -0.3875327 39.4179257)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,False,56.048,"LINESTRING (-0.3874164 39.4182332, -0.387077 39.4181631, -0.3867865 39.4181018)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,False,120.277,"LINESTRING (-0.3867865 39.4181018, -0.3855618 39.4178487, -0.3854361 39.4178166)",,,
783158099,False,Avinguda dels Reis Catòlics,tertiary,,True,56.048,"LINESTRING (-0.3867865 39.4181018, -0.387077 39.4181631, -0.3874164 39.4182332)",,,
41724134,False,Avenida de la Albufera,tertiary,,False,62.79,"LINESTRING (-0.3878031 39.4231719, -0.3885341 39.4231706)",,,
41801223,True,Calle de Pintor Sorolla,residential,,False,112.543,"LINESTRING (-0.3878031 39.4231719, -0.3882476 39.4222198)",,,
41724134,False,Avenida de la Albufera,tertiary,,True,70.902,"LINESTRING (-0.3878031 39.4231719, -0.3870303 39.423045, -0.3869957 39.4230393)",,,
41724699,False,Calle Divisoria,tertiary,,False,44.346999999999994,"LINESTRING (-0.3878031 39.4231719, -0.3877171 39.4234627, -0.3876881 39.4235607)",,,
41724134,False,Avenida de la Albufera,tertiary,,True,8.944,"LINESTRING (-0.3893632 39.4231754, -0.3892591 39.4231773)",,,
41724136,True,Calle dels Furs,tertiary,,False,40.922,"LINESTRING (-0.3893632 39.4231754, -0.3898118 39.4232993)",,,
41801229,True,Carrer Doctor Jose Maria Juan,residential,,False,44.227,"LINESTRING (-0.3893632 39.4231754, -0.3896192 39.4228303)",,,
41724708,True,Plaza Vicente Blanch,tertiary,roundabout,False,6.746,"LINESTRING (-0.3914356 39.4237328, -0.3914292 39.4237488, -0.39143 39.4237708, -0.3914397 39.4237914)",,,
41724696,True,Carrer de Marià Benlliure,residential,,False,48.732,"LINESTRING (-0.3916007 39.423739, -0.3916467 39.4235328, -0.391697 39.4233071)",,,
41724708,True,Plaza Vicente Blanch,tertiary,roundabout,False,10.021,"LINESTRING (-0.3916007 39.423739, -0.391588 39.4237187, -0.3915674 39.4237028, -0.3915411 39.4236929, -0.3915122 39.4236902)",,,
41724712,False,Carrer de Marià Benlliure,residential,,False,15.153,"LINESTRING (-0.391697 39.4233071, -0.3917398 39.4231749)",,,
400273580,True,Carrer de Marià Benlliure,residential,,False,33.902,"LINESTRING (-0.391697 39.4233071, -0.3915723 39.4235223, -0.3915358 39.4235854)",,,
41724708,True,Plaza Vicente Blanch,tertiary,roundabout,False,8.578000000000001,"LINESTRING (-0.3915122 39.4236902, -0.391491 39.423693, -0.3914712 39.4236998, -0.3914542 39.42371, -0.3914376 39.4237278, -0.3914356 39.4237328)",,,
914450917,True,Calle del Musical,residential,,False,68.379,"LINESTRING (-0.3835386 39.4242232, -0.3842783 39.4244505)",,,
41724703,True,,residential,roundabout,False,17.172,"LINESTRING (-0.3835386 39.4242232, -0.3835669 39.4241941, -0.3835902 39.4241432, -0.3835988 39.4240795)",,,
41724703,True,,residential,roundabout,False,9.833,"LINESTRING (-0.383478 39.4239938, -0.3834276 39.4240084, -0.3833956 39.4240482)",,,
41724704,False,Calle de Valencia,residential,,False,37.272,"LINESTRING (-0.383478 39.4239938, -0.3834942 39.4239076, -0.3835577 39.4236644)",,,
41724703,True,,residential,roundabout,False,6.076,"LINESTRING (-0.383471 39.4242393, -0.3835386 39.4242232)",,,
41723788,False,Calle de Valencia,residential,,False,27.271,"LINESTRING (-0.383471 39.4242393, -0.3834416 39.4243348, -0.38336 39.4244677)",,,
41724708,True,Plaza Vicente Blanch,tertiary,roundabout,False,3.117,"LINESTRING (-0.3915636 39.4238153, -0.3915778 39.4238066, -0.3915894 39.4237958)",,,
41724708,True,Plaza Vicente Blanch,tertiary,roundabout,False,6.575,"LINESTRING (-0.3915894 39.4237958, -0.3916004 39.423778, -0.3916042 39.4237585, -0.3916007 39.423739)",,,
"[729990032, 41807335]",False,"['Calle dels Furs', 'Carrer Ramón navarro']",residential,,False,165.65200000000002,"LINESTRING (-0.3915894 39.4237958, -0.3919149 39.4238557, -0.3920819 39.4238941, -0.3920991 39.4238459, -0.3923048 39.4232666, -0.3917398 39.4231749)",,,
41724712,False,Carrer de Marià Benlliure,residential,,False,14.11,"LINESTRING (-0.392011 39.4221053, -0.3920529 39.4219826)",,,
