osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,tunnel,bridge,junction
446927427,La Luchada,residential,False,False,12.603,,,"LINESTRING (-13.6536691 28.9511032, -13.6535399 28.9510952)",,,,
446927428,Calle Libertad,unclassified,False,True,51.977,2,,"LINESTRING (-13.6536691 28.9511032, -13.6536863 28.9515704)",,,,
160605159,Libertad,tertiary,False,False,66.15299999999999,,40,"LINESTRING (-13.6536691 28.9511032, -13.6536549 28.9507625, -13.6536438 28.9506657, -13.6536307 28.9505094)",,,,
"[675559921, 501140474, 501140475]",La Luchada,tertiary,False,True,162.774,,40,"LINESTRING (-13.6536691 28.9511032, -13.6538421 28.9510854, -13.6539529 28.9510722, -13.6539923 28.9510678, -13.6540334 28.9510633, -13.6542046 28.9510443, -13.6542425 28.9510401, -13.6547345 28.9509856, -13.6550682 28.950951, -13.6551642 28.9509345, -13.655326 28.9509053)",,,,
55708171,Calle Igualdad,residential,False,False,84.254,1,,"LINESTRING (-13.6535869 28.952124, -13.6537077 28.9521635, -13.6539124 28.952243, -13.6539618 28.9522823, -13.653978 28.9523623, -13.6540076 28.9525996, -13.6540141 28.9526699)",,,,
446927428,Calle Libertad,unclassified,False,False,62.463,2,,"LINESTRING (-13.6535869 28.952124, -13.6535945 28.9520099, -13.6536212 28.951907, -13.6536342 28.9518557, -13.6536749 28.9516833, -13.6536863 28.9515704)",,,,
446927428,Calle Libertad,unclassified,False,False,51.977,2,,"LINESTRING (-13.6536863 28.9515704, -13.6536691 28.9511032)",,,,
"[96537892, 231038245]","['Sarapico', 'Lorenzo Alvarez Fontes']",residential,True,False,147.679,,,"LINESTRING (-13.6536863 28.9515704, -13.6535946 28.9515512, -13.6533732 28.9515128, -13.6528305 28.9514369, -13.6527494 28.9514313, -13.6526939 28.9514494, -13.6526654 28.9514842, -13.6526533 28.9515349, -13.6526141 28.9518828)",,,,
446927428,Calle Libertad,unclassified,False,True,62.46300000000001,2,,"LINESTRING (-13.6536863 28.9515704, -13.6536749 28.9516833, -13.6536342 28.9518557, -13.6536212 28.951907, -13.6535945 28.9520099, -13.6535869 28.952124)",,,,
28216434,San Blas,secondary,False,False,129.95,,,"LINESTRING (-13.6487963 28.952258, -13.648855 28.9521795, -13.6491466 28.9518129, -13.6492417 28.9517161, -13.6496276 28.9513466)",LZ-505,,,
28216434,San Blas,secondary,False,True,142.514,,,"LINESTRING (-13.6487963 28.952258, -13.6487546 28.9523122, -13.6486117 28.9525151, -13.6484747 28.9527439, -13.6483625 28.9529506, -13.6482726 28.953137, -13.6482157 28.9532768, -13.6481736 28.953412)",LZ-505,,,
30796587,,trunk,True,False,287.993,2,,"LINESTRING (-13.6488457 28.9570718, -13.6503857 28.9570957, -13.6518047 28.9571372)",LZ-2,,,
