osmid,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,access
74706243,Calle Santillán,tertiary,30,False,False,15.973,"LINESTRING (-6.3073135 37.3053061, -6.3071489 37.305247)",,,
74706243,Calle Santillán,tertiary,30,False,True,63.04,"LINESTRING (-6.3073135 37.3053061, -6.3079761 37.305515)",,,
74706243,Calle Santillán,tertiary,30,False,True,55.539,"LINESTRING (-6.3066034 37.3049996, -6.3071489 37.305247)",,,
74707165,Calle Magallanes,residential,,False,True,34.319,"LINESTRING (-6.3066034 37.3049996, -6.3066457 37.3053064)",,,
424513561,Calle Santillán,tertiary,30,False,False,79.844,"LINESTRING (-6.3066034 37.3049996, -6.3064879 37.3049353, -6.3058637 37.304588)",,,
78038340,Calle Blas Infante,residential,,False,True,105.509,"LINESTRING (-6.2972394 37.302131, -6.2975832 37.3030396)",,,
415523192,,tertiary,,True,False,2.057,"LINESTRING (-6.2972394 37.302131, -6.2972494 37.3021143)",roundabout,,
360333322,Calle Juan Leal Valdez,residential,,False,True,56.315,"LINESTRING (-6.306201 37.3009574, -6.3064416 37.3004885)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,False,53.21,"LINESTRING (-6.306201 37.3009574, -6.3056345 37.3011184)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,True,141.328,"LINESTRING (-6.306201 37.3009574, -6.3066379 37.3010055, -6.3077803 37.3011499)",,,
74706064,Calle Blanca Paloma,tertiary,30,True,False,219.156,"LINESTRING (-6.3056345 37.3011184, -6.3066602 37.2993243)",,,
360337653,Calle Isabel II,tertiary,30,False,True,57.301,"LINESTRING (-6.3056345 37.3011184, -6.3056154 37.3016335)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,False,55.402,"LINESTRING (-6.3056345 37.3011184, -6.3050306 37.3012506)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,True,53.21,"LINESTRING (-6.3056345 37.3011184, -6.306201 37.3009574)",,,
77992598,Calle Médico José Custodio Bolaños,residential,,False,False,52.621,"LINESTRING (-6.3040435 37.3012961, -6.3041118 37.3017662)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,True,87.457,"LINESTRING (-6.3040435 37.3012961, -6.3050306 37.3012506)",,,
360340964,Calle Santa María la Mayor,tertiary,30,False,False,121.369,"LINESTRING (-6.3040435 37.3012961, -6.3036558 37.3013162, -6.3033551 37.3013483, -6.3029896 37.3014027, -6.3029527 37.3014127, -6.3026833 37.3014102)",,,
74705826,,residential,,False,False,69.588,"LINESTRING (-6.3011911 37.3021989, -6.3004044 37.3021918)",,,
360315902,Pineda,tertiary,30,True,False,30.707,"LINESTRING (-6.3011911 37.3021989, -6.3012363 37.3024727)",,,
360315902,Pineda,tertiary,30,True,False,25.009,"LINESTRING (-6.3013522 37.3028161, -6.301499 37.3029176, -6.3015223 37.3029853)",,,
74705826,,residential,,False,True,69.588,"LINESTRING (-6.3004044 37.3021918, -6.3011911 37.3021989)",,,
360343494,Avenida Andalucía,residential,,True,False,55.883,"LINESTRING (-6.3004044 37.3021918, -6.2997971 37.3020532)",,,
