osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,junction
30980104,True,1,Ma-2130,secondary,30,False,27.461,"LINESTRING (2.9127788 39.7220633, 2.9128604 39.7219625, 2.9129454 39.7218522)",,
31959036,True,,,residential,20,False,54.095,"LINESTRING (2.9127788 39.7220633, 2.9126491 39.7220022, 2.9124491 39.7219247, 2.9122201 39.7218359)",Plaça d'Orient,
409617927,False,2,Ma-2130,secondary,30,True,68.437,"LINESTRING (2.9127788 39.7220633, 2.9127234 39.7221568, 2.9124673 39.7225764, 2.9124401 39.7226209)",Carrer del Pare Bartomeu Coc,
23842470,True,,,residential,,False,65.691,"LINESTRING (2.9078622 39.7211277, 2.9078059 39.7211593, 2.9075227 39.7213185, 2.907297 39.7214506, 2.9072359 39.7214652)",Carrer de Biniamar,
81910056,True,,,residential,,False,48.589,"LINESTRING (2.9078622 39.7211277, 2.9079382 39.7211778, 2.9082244 39.7212988, 2.9083489 39.7213504)",Carrer de Can Dureta,
23842456,True,,,residential,,False,34.079,"LINESTRING (2.9069533 39.7215326, 2.9066442 39.7213392)",carrer dels Almogàvers,
23842470,True,,,residential,,False,19.47,"LINESTRING (2.9069533 39.7215326, 2.906737 39.7215872)",Carrer de Biniamar,
23842453,True,,,residential,20,False,76.135,"LINESTRING (2.9087147 39.720831, 2.9089219 39.7206674, 2.9089436 39.7206503, 2.9090055 39.7205995, 2.9093054 39.7203647, 2.9093359 39.7203406)",Carrer d'en Jaume Armengol,
"[23842476, 445105534]",True,,,residential,"['20', '30']",False,31.949,"LINESTRING (2.9087147 39.720831, 2.9086728 39.7208039, 2.9086498 39.7207901, 2.9086235 39.7207835, 2.9085825 39.7207987, 2.9083912 39.7208766)","['Carrer de Sant Domingo', ""Carrer d'en Jaume Armengol""]",
30980104,True,1,Ma-2130,secondary,30,False,35.722,"LINESTRING (2.9134617 39.721188, 2.9138213 39.7213514)",,
85294408,True,,,residential,,False,57.373999999999995,"LINESTRING (2.9134617 39.721188, 2.913495 39.7211345, 2.913765 39.7207278)",carrer des Barco,
30980104,True,1,Ma-2130,secondary,30,False,21.21,"LINESTRING (2.9138213 39.7213514, 2.9140435 39.7212667)",,
62790076,True,,,residential,,False,72.87,"LINESTRING (2.9106866 39.7182054, 2.9102348 39.7176498)",Carrer del Pare Miquel Colom,
117527416,False,,,residential,,False,15.108,"LINESTRING (2.9106866 39.7182054, 2.9107709 39.7183248)",Carrer del Pare Miquel Colom,
47514571,True,1,,secondary,50,False,71.999,"LINESTRING (2.9106866 39.7182054, 2.910888 39.7181079, 2.9113991 39.7178606)",Gran Via Colom,
159807798,False,2,,secondary,30,False,20.266,"LINESTRING (2.907469 39.7177175, 2.9075947 39.717872)",Carrer del General Luque,
1013452992,False,2,,secondary,30,True,42.27,"LINESTRING (2.907469 39.7177175, 2.9072595 39.7173732)",Carrer del General Luque,
159807799,False,2,Ma-2110,tertiary,50,True,57.928,"LINESTRING (2.907469 39.7177175, 2.9073606 39.7177605, 2.9071078 39.7178607, 2.906867 39.7179562)",Carrer des Tren,
81910053,True,1,Ma-2130,secondary,30,False,48.975,"LINESTRING (2.913345 39.722328, 2.9128557 39.7220992)",,
84442514,True,,,residential,,False,16.763,"LINESTRING (2.9096402 39.718679, 2.9097464 39.7188057)",Carrer Salord,
47514571,True,1,,secondary,50,False,49.973,"LINESTRING (2.9096402 39.718679, 2.9097639 39.7186222, 2.910142 39.7184488)",Gran Via Colom,
23842453,True,,,residential,20,False,33.786,"LINESTRING (2.9096477 39.7200945, 2.9099226 39.7198763)",Carrer d'en Jaume Armengol,
