osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,junction,bridge,width
384718781,True,Carrer de la Senyera,residential,False,84.525,"LINESTRING (-0.5654812 39.5441563, -0.5644961 39.5441285)",,,,,
379896105,False,Primer de Maig,residential,False,13.844000000000001,"LINESTRING (-0.5654812 39.5441563, -0.5655298 39.5440936, -0.5655644 39.5440496)",,,,,
379896103,True,Carrer del Primer de Maig,residential,False,41.301,"LINESTRING (-0.5664634 39.5428037, -0.5666989 39.5424797)",,,,,
1257218408,True,Carrer Pobla de Vallbona,residential,False,40.25,"LINESTRING (-0.5664634 39.5428037, -0.5668735 39.5429798)",,,,,
21279477,True,Carrer Edeta,residential,False,69.026,"LINESTRING (-0.5666989 39.5424797, -0.5659926 39.5421819)",,,,,
379896103,True,Carrer del Primer de Maig,residential,False,47.58,"LINESTRING (-0.5666989 39.5424797, -0.566964 39.5421038)",,,,,
20021825,True,Carrer Ceràmiques Riba-Roja,residential,False,41.081,"LINESTRING (-0.5659926 39.5421819, -0.5657507 39.5425008)",,,,,
20021825,True,Carrer Ceràmiques Riba-Roja,residential,False,34.466,"LINESTRING (-0.5657507 39.5425008, -0.5655481 39.5427685)",,,,,
1257218408,True,Carrer Pobla de Vallbona,residential,False,69.779,"LINESTRING (-0.5657507 39.5425008, -0.5664634 39.5428037)",,,,,
20021701,False,Carrer Pobla de Vallbona,residential,False,84.993,"LINESTRING (-0.5668735 39.5429798, -0.5669322 39.5430035, -0.5669714 39.5430193, -0.5671289 39.5430784, -0.5677633 39.5433165)",,,,,
"[39525732, 39525733]",True,"['Carrer de Velázquez', 'Carrer de la Senyera']",residential,False,176.15,"LINESTRING (-0.5668735 39.5429798, -0.5660892 39.5440224, -0.5655989 39.5439987)",,,,,
379896105,False,Primer de Maig,residential,False,28.488,"LINESTRING (-0.5655989 39.5439987, -0.5657585 39.543774)",,,,,
379896105,False,Primer de Maig,residential,True,6.386,"LINESTRING (-0.5655989 39.5439987, -0.5655644 39.5440496)",,,,,
379896103,True,Carrer del Primer de Maig,residential,False,42.975,"LINESTRING (-0.5657585 39.543774, -0.5659999 39.5434353)",,,,,
379896105,False,Primer de Maig,residential,True,28.488,"LINESTRING (-0.5657585 39.543774, -0.5655989 39.5439987)",,,,,
20021764,False,Carrer de Benissanó,residential,False,75.174,"LINESTRING (-0.5657585 39.543774, -0.565287 39.5435638, -0.5649555 39.5435488)",,,,,
20021764,False,Carrer de Benissanó,residential,True,56.846,"LINESTRING (-0.564294 39.543515, -0.5649555 39.5435488)",,,,,
20021807,True,Carrer de Pedralba,residential,False,70.811,"LINESTRING (-0.5662247 39.5431379, -0.5655099 39.542819)",,,,,
379896103,True,Carrer del Primer de Maig,residential,False,42.425,"LINESTRING (-0.5662247 39.5431379, -0.5664634 39.5428037)",,,,,
31278653,False,Carrer de Joanot Martorell,residential,False,63.099,"LINESTRING (-0.5695906 39.5429483, -0.5702724 39.5431618)",,,,,
39584008,False,Carrer de Joanot Martorell,residential,True,57.213,"LINESTRING (-0.5695906 39.5429483, -0.5689722 39.5427551)",,,,,
