osmid,oneway,ref,name,highway,maxspeed,access,reversed,length,lanes,junction,geometry
760854491,True,C-14,Carretera d'Artesa a Ponts,primary_link,50,yes,False,13.452,,,"LINESTRING (1.1848832 41.9154691, 1.1847962 41.9153669)"
24257961,True,C-14,Plaça de Sant Cristòfol,primary,40,,False,10.021,2,roundabout,"LINESTRING (1.1848832 41.9154691, 1.1848997 41.9154417, 1.1849246 41.9154181, 1.1849566 41.9153997)"
67371457,False,C-14,Carretera de la Seu d'Urgell,primary,50,yes,True,69.86699999999999,2,,"LINESTRING (1.1853022 41.9156688, 1.1854281 41.9157391, 1.1855415 41.915816, 1.1855825 41.9158434, 1.1856199 41.9158778, 1.1856499 41.9159171, 1.1856806 41.9159876, 1.1857053 41.9160383, 1.1857555 41.9161717)"
760854489,True,C-14,Carretera de la Seu d'Urgell,primary,50,yes,False,15.069,1,,"LINESTRING (1.1853022 41.9156688, 1.1851889 41.9156131, 1.1851499 41.9155945)"
24257961,True,C-14,Plaça de Sant Cristòfol,primary,40,,False,8.849,2,roundabout,"LINESTRING (1.1851499 41.9155945, 1.1851211 41.9156102, 1.1850885 41.9156208, 1.1850535 41.9156259)"
24257961,True,C-14,Plaça de Sant Cristòfol,primary,40,,False,23.052,2,roundabout,"LINESTRING (1.1850535 41.9156259, 1.1850071 41.9156238, 1.1849634 41.9156122, 1.1849258 41.9155919, 1.1848974 41.9155646, 1.1848805 41.9155324, 1.1848764 41.915498)"
170452848,True,,Carrer de Sant Cristòfol,residential,,,False,37.065,1,,"LINESTRING (1.1850535 41.9156259, 1.1849368 41.9156677, 1.1848669 41.9156952, 1.1848134 41.9157151, 1.1847558 41.9157289, 1.1846756 41.9157473, 1.184642 41.9157549)"
766376096,True,C-1412a,Avinguda del Passeig,primary_link,50,,False,14.893,1,,"LINESTRING (1.1850261 41.9153833, 1.1851437 41.9152819)"
24257961,True,C-14,Plaça de Sant Cristòfol,primary,40,,False,10.0,2,roundabout,"LINESTRING (1.1850261 41.9153833, 1.1850664 41.9153845, 1.185105 41.915393, 1.1851397 41.9154082)"
24257961,True,C-14,Plaça de Sant Cristòfol,primary,40,,False,5.996,2,roundabout,"LINESTRING (1.1851912 41.9155506, 1.1851738 41.9155743, 1.1851499 41.9155945)"
760854488,True,C-14,Carretera de la Seu d'Urgell,primary,50,yes,False,16.063000000000002,1,,"LINESTRING (1.1851912 41.9155506, 1.1852689 41.9156262, 1.1853022 41.9156688)"
232660393,False,C-1412a,Avinguda del Passeig,primary,50,,True,10.603,2,,"LINESTRING (1.1851437 41.9152819, 1.1852263 41.915209)"
766376095,True,C-1412a,Avinguda del Passeig,primary_link,50,,False,14.049000000000001,1,,"LINESTRING (1.1851437 41.9152819, 1.1851425 41.9153613, 1.1851424 41.9153666, 1.1851397 41.9154082)"
24257953,False,C-14,Carretera d'Artesa a Ponts,primary,50,yes,False,41.254000000000005,2,,"LINESTRING (1.1847962 41.9153669, 1.1845874 41.9152418, 1.1844479 41.915168, 1.1843963 41.9151462)"
760854490,True,C-14,Carretera d'Artesa a Ponts,primary_link,50,yes,False,13.814,,,"LINESTRING (1.1847962 41.9153669, 1.1849021 41.9153833, 1.1849566 41.9153997)"
170350424,False,,Avinguda de la Generalitat,residential,,,False,85.87,,,"LINESTRING (1.1878184 41.9123444, 1.1869291 41.9119464)"
169747436,False,,Carrer del Doctor Fleming,residential,,,True,72.012,,,"LINESTRING (1.1878184 41.9123444, 1.1876066 41.9125403, 1.187224 41.9128158)"
170350424,False,,Avinguda de la Generalitat,residential,,,True,68.398,,,"LINESTRING (1.1878184 41.9123444, 1.1883778 41.9126267, 1.188502 41.9126902)"
169747445,False,,,residential,,,True,63.156,,,"LINESTRING (1.1851095 41.912722, 1.1856954 41.913086)"
169747424,False,,Carrer de Joaquim de Casellas,residential,,,False,94.728,,,"LINESTRING (1.1851095 41.912722, 1.1845094 41.913278, 1.1843884 41.9133836)"
"[169747424, 169747448, 169747442]",False,,"['Travessera de Joaquim de Casellas', 'Carrer de Joaquim de Casellas']",residential,,,True,94.25800000000001,,,"LINESTRING (1.1851095 41.912722, 1.1852399 41.9126041, 1.1850127 41.9124561, 1.1846157 41.912822)"
169747436,False,,Carrer del Doctor Fleming,residential,,,False,72.012,,,"LINESTRING (1.187224 41.9128158, 1.1876066 41.9125403, 1.1878184 41.9123444)"
169747436,False,,Carrer del Doctor Fleming,residential,,,True,86.934,,,"LINESTRING (1.187224 41.9128158, 1.187043 41.9129368, 1.1866501 41.9132291, 1.1864723 41.9133617)"
170350427,False,,Carrer d'Agramunt,residential,,,False,72.45400000000001,,,"LINESTRING (1.187224 41.9128158, 1.1873386 41.9129299, 1.1874723 41.9130493, 1.1876245 41.9132084, 1.1877553 41.9133334)"
170350427,False,,Carrer d'Agramunt,residential,,,True,101.009,,,"LINESTRING (1.187224 41.9128158, 1.1871864 41.9127722, 1.1871288 41.9126941, 1.1870732 41.9126053, 1.1870321 41.9125135, 1.186991 41.912365, 1.186956 41.9121538, 1.1869291 41.9119464)"
"[169747448, 169747424, 169747442]",False,,"['Travessera de Joaquim de Casellas', 'Carrer de Joaquim de Casellas']",residential,,,False,94.258,,,"LINESTRING (1.1846157 41.912822, 1.1850127 41.9124561, 1.1852399 41.9126041, 1.1851095 41.912722)"
169747418,False,,Avinguda de Pompeu Fabra,residential,,,False,18.021,,,"LINESTRING (1.1858322 41.9129599, 1.1856954 41.913086)"
169747444,False,,,residential,,,False,69.293,,,"LINESTRING (1.1858322 41.9129599, 1.1864723 41.9133617)"
169747418,False,,Avinguda de Pompeu Fabra,residential,,,True,98.36200000000001,,,"LINESTRING (1.1858322 41.9129599, 1.1860503 41.9127587, 1.186507 41.9123393, 1.1865802 41.9122724)"
169747418,False,,Avinguda de Pompeu Fabra,residential,,,True,18.021,,,"LINESTRING (1.1856954 41.913086, 1.1858322 41.9129599)"
169747445,False,,,residential,,,False,63.156,,,"LINESTRING (1.1856954 41.913086, 1.1851095 41.912722)"
169747418,False,,Avinguda de Pompeu Fabra,residential,,,False,95.10300000000001,,,"LINESTRING (1.1856954 41.913086, 1.1856204 41.9131552, 1.1851267 41.913596, 1.1849653 41.9137465)"
169747423,False,,Carrer de Barcelona,residential,,,False,26.555,,,"LINESTRING (1.1841438 41.913229, 1.1843884 41.9133836)"
169747444,False,,,residential,,,True,69.293,,,"LINESTRING (1.1864723 41.9133617, 1.1858322 41.9129599)"
169747436,False,,Carrer del Doctor Fleming,residential,,,False,86.934,,,"LINESTRING (1.1864723 41.9133617, 1.1866501 41.9132291, 1.187043 41.9129368, 1.187224 41.9128158)"
169747436,False,,Carrer del Doctor Fleming,residential,,,True,112.643,,,"LINESTRING (1.1864723 41.9133617, 1.1856997 41.9139379, 1.1855222 41.9140868)"
169747423,False,,Carrer de Barcelona,residential,,,False,62.507,,,"LINESTRING (1.1843884 41.9133836, 1.1849653 41.9137465)"
169747423,False,,Carrer de Barcelona,residential,,,True,26.555,,,"LINESTRING (1.1843884 41.9133836, 1.1841438 41.913229)"
169747424,False,,Carrer de Joaquim de Casellas,residential,,,False,82.738,,,"LINESTRING (1.1843884 41.9133836, 1.1837559 41.9139599)"
169747424,False,,Carrer de Joaquim de Casellas,residential,,,True,94.728,,,"LINESTRING (1.1843884 41.9133836, 1.1845094 41.913278, 1.1851095 41.912722)"
169747426,False,,Carrer de Mossèn Celstí,residential,,,False,22.801,,,"LINESTRING (1.1833622 41.9134606, 1.1831892 41.9136202)"
169747426,False,,Carrer de Mossèn Celstí,residential,,,True,22.801,,,"LINESTRING (1.1831892 41.9136202, 1.1833622 41.9134606)"
169747427,False,,Carrer de Mossèn Celstí,residential,,,False,97.96,,,"LINESTRING (1.1831892 41.9136202, 1.1824349 41.9142992)"
169747433,False,,Carrer de Sant Julià,residential,,,False,60.214,,,"LINESTRING (1.1831892 41.9136202, 1.1837559 41.9139599)"
169747423,False,,Carrer de Barcelona,residential,,,True,62.507,,,"LINESTRING (1.1849653 41.9137465, 1.1843884 41.9133836)"
