osmid,oneway,highway,reversed,length,name,geometry,junction,maxspeed,lanes,tunnel,bridge,ref
22777212,False,residential,True,36.587,Calle Cruz Sur,"LINESTRING (-3.715834 37.1885914, -3.7159674 37.1889028)",,,,,,
591856537,True,tertiary,False,10.778,Calle Cruces,"LINESTRING (-3.715834 37.1885914, -3.7157159 37.1886147)",,,,,,
593535159,False,tertiary,True,44.632000000000005,Calle Briviesca,"LINESTRING (-3.7229157 37.1916121, -3.7229439 37.1914259, -3.722976 37.1912136)",,,,,,
1066758853,True,tertiary,False,8.648,,"LINESTRING (-3.7229157 37.1916121, -3.722867 37.1916149, -3.722825 37.1916347)",roundabout,,,,,
24468721,False,residential,False,27.256,Calle José Saramago,"LINESTRING (-3.7132225 37.1923552, -3.7132264 37.1921101)",,,2,,,
10223613,False,tertiary,True,20.051,Avenida de la Hispanidad,"LINESTRING (-3.7132337 37.1911111, -3.7130187 37.1911675)",,,,,,
24468721,False,residential,True,63.481,Calle José Saramago,"LINESTRING (-3.7132337 37.1911111, -3.7132343 37.191682)",,,2,,,
10223613,False,tertiary,False,34.06,Avenida de la Hispanidad,"LINESTRING (-3.7132337 37.1911111, -3.7134657 37.1910487, -3.7135991 37.1910158)",,,,,,
10223613,False,tertiary,False,20.051,Avenida de la Hispanidad,"LINESTRING (-3.7130187 37.1911675, -3.7132337 37.1911111)",,,,,,
10223613,False,tertiary,True,6.835,Avenida de la Hispanidad,"LINESTRING (-3.7130187 37.1911675, -3.7129452 37.1911862)",,,,,,
24468722,True,tertiary,False,48.083,Calle Celestino Mutis,"LINESTRING (-3.7130187 37.1911675, -3.7129557 37.1910499, -3.7128056 37.1907698)",,,,,,
28375797,True,trunk_link,False,29.444,,"LINESTRING (-3.7179054 37.1923356, -3.7178076 37.1922616, -3.7177109 37.1921244)",,,,,,
167968837,True,trunk_link,False,20.619,,"LINESTRING (-3.7179054 37.1923356, -3.7177865 37.1923428, -3.717677 37.1923667)",,,,,,
10223613,False,tertiary,True,36.879,Avenida de la Hispanidad,"LINESTRING (-3.7139896 37.1909008, -3.7135991 37.1910158)",,,,,,
10223613,False,tertiary,False,43.737,Avenida de la Hispanidad,"LINESTRING (-3.7139896 37.1909008, -3.7141152 37.1908513, -3.71422 37.1907881, -3.7144256 37.190721)",,,,,,
104686837,False,residential,True,130.293,Calle Luis Cernuda,"LINESTRING (-3.7139896 37.1909008, -3.7143101 37.1916985, -3.7138907 37.191691)",,,,,,
510877287,False,tertiary,False,74.467,Calle Góngora,"LINESTRING (-3.7141945 37.1902771, -3.713847 37.1896673)",,,,,,
510877287,False,tertiary,True,20.376,Calle Góngora,"LINESTRING (-3.7141945 37.1902771, -3.7142775 37.190448)",,,,,,
27922871,False,residential,False,42.13,Calle La Habana,"LINESTRING (-3.7141945 37.1902771, -3.7139288 37.1904625, -3.7138128 37.1904936)",,,,,,
510877287,False,tertiary,False,20.376,Calle Góngora,"LINESTRING (-3.7142775 37.190448, -3.7141945 37.1902771)",,,,,,
"[104686844, 27922870]",False,residential,True,142.505,Calle Basculilla,"LINESTRING (-3.7142775 37.190448, -3.7144633 37.19002, -3.7147942 37.1901135, -3.7151351 37.1902938, -3.7151963 37.1904416, -3.7152228 37.1905056)",,,,,,
510877287,False,tertiary,True,33.07,Calle Góngora,"LINESTRING (-3.7142775 37.190448, -3.714373 37.1906241, -3.7144256 37.190721)",,,,,,
27922873,False,residential,False,44.407,Calle Bayona la Real,"LINESTRING (-3.7130327 37.1901405, -3.7132572 37.1900135, -3.7133695 37.1898573)",,,,,,
"[27922874, 27922871]",False,residential,"[False, True]",110.55199999999999,"['Calle La Habana', 'Calle Cervantes']","LINESTRING (-3.7130327 37.1901405, -3.7132888 37.1906497, -3.7138128 37.1904936)",,,,,,
27922873,False,residential,True,37.851,Calle Bayona la Real,"LINESTRING (-3.7135501 37.1895488, -3.7133695 37.1898573)",,,,,,
"[10072628, 751551726]",False,tertiary,False,51.379999999999995,"['Calle Góngora', 'Calle Simón Bolívar']","LINESTRING (-3.7135501 37.1895488, -3.7132842 37.1893883, -3.713052 37.1893226)",,,,,,
751551726,False,tertiary,True,30.106,Calle Góngora,"LINESTRING (-3.7135501 37.1895488, -3.7137538 37.189599, -3.713847 37.1896673)",,,,,,
27922872,False,residential,False,80.92,Calle Quevedo,"LINESTRING (-3.7138128 37.1904936, -3.7133695 37.1898573)",,,,,,
"[27922874, 27922871]",False,residential,"[False, True]",110.55199999999999,"['Calle La Habana', 'Calle Cervantes']","LINESTRING (-3.7138128 37.1904936, -3.7132888 37.1906497, -3.7130327 37.1901405)",,,,,,
27922871,False,residential,True,42.13,Calle La Habana,"LINESTRING (-3.7138128 37.1904936, -3.7139288 37.1904625, -3.7141945 37.1902771)",,,,,,
27922872,False,residential,True,80.92,Calle Quevedo,"LINESTRING (-3.7133695 37.1898573, -3.7138128 37.1904936)",,,,,,
27922873,False,residential,False,37.851,Calle Bayona la Real,"LINESTRING (-3.7133695 37.1898573, -3.7135501 37.1895488)",,,,,,
27922873,False,residential,True,44.407,Calle Bayona la Real,"LINESTRING (-3.7133695 37.1898573, -3.7132572 37.1900135, -3.7130327 37.1901405)",,,,,,
28237968,True,living_street,False,8.404,Calle Larga,"LINESTRING (-3.7167595 37.1894233, -3.716852 37.1894065)",,20,,,,
28237972,False,living_street,False,73.15,Calle Santa Barbara,"LINESTRING (-3.7167595 37.1894233, -3.7168953 37.1900722)",,20,,,,
28237972,False,living_street,True,73.15,Calle Santa Barbara,"LINESTRING (-3.7168953 37.1900722, -3.7167595 37.1894233)",,20,,,,
751551768,True,tertiary,False,14.87,Calle Real,"LINESTRING (-3.7168953 37.1900722, -3.7167325 37.1901048)",,30,1,,,
28237968,True,living_street,False,18.781,Calle Larga,"LINESTRING (-3.7162127 37.1895227, -3.7164194 37.1894851)",,20,,,,
22777212,False,residential,False,72.32,Calle Cruz Sur,"LINESTRING (-3.7162127 37.1895227, -3.7161342 37.1893503, -3.7160621 37.1891338, -3.7159674 37.1889028)",,,,,,
22777212,False,residential,True,76.808,Calle Cruz Sur,"LINESTRING (-3.7162127 37.1895227, -3.7163583 37.1901212, -3.7163322 37.1901996)",,,,,,
104686737,False,living_street,False,51.77,Calle Larga,"LINESTRING (-3.7184454 37.1890892, -3.7188602 37.1890142, -3.7190152 37.1889857)",,20,,,,
104686749,False,residential,True,22.895,Calle Isabel La Católica,"LINESTRING (-3.7183149 37.1884766, -3.7182661 37.1882744)",,,,,,
751551732,True,residential,False,51.486000000000004,Calle Ronda de Sevilla,"LINESTRING (-3.7183149 37.1884766, -3.7187227 37.1883996, -3.7188796 37.1883671)",,,,,,
28237969,False,living_street,False,72.541,Calle Felipe V,"LINESTRING (-3.7170524 37.1893701, -3.7171922 37.1900129)",,20,,,,
751551770,True,living_street,False,2.64,Calle Larga,"LINESTRING (-3.7170524 37.1893701, -3.7170813 37.1893643)",,20,,,,
28237969,False,living_street,True,72.541,Calle Felipe V,"LINESTRING (-3.7171922 37.1900129, -3.7170524 37.1893701)",,20,,,,
28237976,False,residential,False,77.971,Calle Samaniego,"LINESTRING (-3.7171922 37.1900129, -3.7173359 37.1907047)",,,,,,
751551768,True,tertiary,False,27.114,Calle Real,"LINESTRING (-3.7171922 37.1900129, -3.7168953 37.1900722)",,30,1,,,
104686804,True,living_street,False,69.801,Calle Almagro,"LINESTRING (-3.7173599 37.1893081, -3.7172414 37.1886875)",,20,,,,
751551770,True,living_street,False,26.682,Calle Larga,"LINESTRING (-3.7173599 37.1893081, -3.7176519 37.1892492)",,20,,,,
751551768,True,tertiary,False,28.204,Calle Real,"LINESTRING (-3.717501 37.1899511, -3.7171922 37.1900129)",,30,1,,,
28237977,False,residential,False,81.14399999999999,Calle de Blanca,"LINESTRING (-3.717501 37.1899511, -3.7175722 37.1903797, -3.7175653 37.1904419, -3.717517 37.1905261, -3.7175127 37.1905863, -3.7175197 37.1906682)",,,,,,
28237971,True,living_street,False,73.143,Calle Horno Cuevas,"LINESTRING (-3.7176519 37.1892492, -3.7178015 37.1898961)",,20,,,,
751551770,True,living_street,False,1.507,Calle Larga,"LINESTRING (-3.7176519 37.1892492, -3.7176684 37.1892459)",,20,,,,
583881878,False,residential,True,77.759,Calle Flores,"LINESTRING (-3.7178015 37.1898961, -3.7179487 37.1905855)",,,,,,
751551768,True,tertiary,False,27.312,Calle Real,"LINESTRING (-3.7178015 37.1898961, -3.717501 37.1899511)",,30,1,,,
28237976,False,residential,True,77.971,Calle Samaniego,"LINESTRING (-3.7173359 37.1907047, -3.7171922 37.1900129)",,,,,,
28393533,False,residential,True,16.779,Ronda de Granada Norte,"LINESTRING (-3.7173359 37.1907047, -3.7175197 37.1906682)",,,,,,
28237976,False,residential,False,37.793,Calle Samaniego,"LINESTRING (-3.7173359 37.1907047, -3.7173588 37.1908291, -3.717365 37.190891, -3.7173851 37.1910422)",,,,,,
28393533,False,residential,False,119.57999999999998,Ronda de Granada Norte,"LINESTRING (-3.7173359 37.1907047, -3.7168782 37.1907949, -3.7167325 37.1901048)",,,,,,
28393533,False,residential,False,16.779,Ronda de Granada Norte,"LINESTRING (-3.7175197 37.1906682, -3.7173359 37.1907047)",,,,,,
28393533,False,residential,True,26.772,Ronda de Granada Norte,"LINESTRING (-3.7175197 37.1906682, -3.7178129 37.1906098)",,,,,,
28237977,False,residential,True,81.144,Calle de Blanca,"LINESTRING (-3.7175197 37.1906682, -3.7175127 37.1905863, -3.717517 37.1905261, -3.7175653 37.1904419, -3.7175722 37.1903797, -3.717501 37.1899511)",,,,,,
28237978,False,residential,False,78.054,Calle Piedra,"LINESTRING (-3.7180999 37.1898344, -3.7182448 37.1905268)",,,,,,
751551768,True,tertiary,False,13.657,Calle Real,"LINESTRING (-3.7180999 37.1898344, -3.7179499 37.1898628)",,30,1,,,
28237978,False,residential,True,78.054,Calle Piedra,"LINESTRING (-3.7182448 37.1905268, -3.7180999 37.1898344)",,,,,,
28393533,False,residential,False,27.029,Ronda de Granada Norte,"LINESTRING (-3.7182448 37.1905268, -3.7179487 37.1905855)",,,,,,
28393533,False,residential,True,14.66,Ronda de Granada Norte,"LINESTRING (-3.7182448 37.1905268, -3.7184049 37.1904934)",,,,,,
592144445,False,residential,True,35.855,Calle Piedra,"LINESTRING (-3.7182448 37.1905268, -3.7183118 37.1908448)",,,,,,
28237979,False,residential,False,78.073,Calle Castillo,"LINESTRING (-3.7184049 37.1904934, -3.7182472 37.1898026)",,,,,,
28393533,False,residential,False,14.66,Ronda de Granada Norte,"LINESTRING (-3.7184049 37.1904934, -3.7182448 37.1905268)",,,,,,
592144444,False,residential,True,34.873,Calle Castillo,"LINESTRING (-3.7184049 37.1904934, -3.7184791 37.1908014)",,,,,,
28393533,False,residential,True,123.716,Ronda de Granada Norte,"LINESTRING (-3.7184049 37.1904934, -3.7185892 37.1904532, -3.7187289 37.1904105, -3.7190922 37.1903648, -3.7192803 37.1903248, -3.7192981 37.190321, -3.7194295 37.1902931, -3.7194422 37.1902904, -3.7197598 37.1902322)",,,,,,
28237979,False,residential,True,78.073,Calle Castillo,"LINESTRING (-3.7182472 37.1898026, -3.7184049 37.1904934)",,,,,,
751551768,True,tertiary,False,13.519,Calle Real,"LINESTRING (-3.7182472 37.1898026, -3.7180999 37.1898344)",,30,1,,,
304399733,False,living_street,False,72.822,Calle Berjas,"LINESTRING (-3.7178089 37.1892176, -3.7179499 37.1898628)",,20,,,,
751551770,True,living_street,False,14.056,Calle Larga,"LINESTRING (-3.7178089 37.1892176, -3.7179627 37.1891865)",,20,,,,
28237985,False,residential,True,70.854,Calle Gadeas,"LINESTRING (-3.7194591 37.1889055, -3.7195782 37.1895356)",,,,,,
104686737,False,living_street,True,11.262,Calle Larga,"LINESTRING (-3.7194591 37.1889055, -3.7193343 37.1889248)",,20,,,,
583881884,False,living_street,False,28.144,Calle Larga,"LINESTRING (-3.7194591 37.1889055, -3.719769 37.1888497)",,20,,,,
583881883,False,living_street,False,35.998999999999995,Plaza de San Agustín,"LINESTRING (-3.7194591 37.1889055, -3.7194191 37.1887032, -3.7193958 37.1885857)",,20,,,,
28237986,False,residential,False,70.155,Calle Liebre,"LINESTRING (-3.7198909 37.1894731, -3.719769 37.1888497)",,,,,,
751551768,True,tertiary,False,26.047,Calle Real,"LINESTRING (-3.7198909 37.1894731, -3.7196057 37.1895301)",,30,1,,,
28237986,False,residential,True,70.155,Calle Liebre,"LINESTRING (-3.719769 37.1888497, -3.7198909 37.1894731)",,,,,,
583881884,False,living_street,False,13.414,Calle Larga,"LINESTRING (-3.719769 37.1888497, -3.7199167 37.1888231)",,20,,,,
583881884,False,living_street,True,28.144,Calle Larga,"LINESTRING (-3.719769 37.1888497, -3.7194591 37.1889055)",,20,,,,
28237988,False,residential,False,69.839,Calle Romeros,"LINESTRING (-3.7199167 37.1888231, -3.720038 37.1894437)",,,,,,
104686729,False,residential,True,73.15,Calle Parejo,"LINESTRING (-3.7199167 37.1888231, -3.7197879 37.1881733)",,,,,,
583881884,False,living_street,False,21.842,Calle Larga,"LINESTRING (-3.7199167 37.1888231, -3.7201572 37.1887798)",,20,,,,
583881884,False,living_street,True,13.414,Calle Larga,"LINESTRING (-3.7199167 37.1888231, -3.719769 37.1888497)",,20,,,,
28237988,False,residential,True,69.839,Calle Romeros,"LINESTRING (-3.720038 37.1894437, -3.7199167 37.1888231)",,,,,,
751551768,True,tertiary,False,13.434,Calle Real,"LINESTRING (-3.720038 37.1894437, -3.7198909 37.1894731)",,30,1,,,
28237989,True,living_street,False,69.322,Ronda de Loja Sur,"LINESTRING (-3.7201572 37.1887798, -3.7202768 37.1893959)",,20,,,,
583881884,False,living_street,True,21.842,Calle Larga,"LINESTRING (-3.7201572 37.1887798, -3.7199167 37.1888231)",,20,,,,
41462512,True,residential,False,33.567,Calle Rosa de Luxemburgo,"LINESTRING (-3.7223259 37.1900834, -3.722703 37.1900537)",,,,,,
28237992,True,residential,False,34.537,Calle Diego Liñán,"LINESTRING (-3.7223126 37.1888401, -3.7223406 37.1891499)",,,,,,
751551730,False,tertiary,False,14.044,Calle Arrecife,"LINESTRING (-3.7223126 37.1888401, -3.722468 37.1888151)",,,,,,
751551730,False,tertiary,True,87.876,Calle Arrecife,"LINESTRING (-3.7223126 37.1888401, -3.7214512 37.1889692, -3.7213378 37.1889867)",,,,,,
28393533,False,residential,False,60.678,Ronda de Granada Norte,"LINESTRING (-3.7204274 37.19011, -3.7197598 37.1902322)",,,,,,
905572789,False,residential,True,21.154,Ronda de Loja Norte,"LINESTRING (-3.7204274 37.19011, -3.7206099 37.1902327)",,,,,,
8560580,True,tertiary,False,25.29,,"LINESTRING (-3.723317 37.192049, -3.7233791 37.192077, -3.7234495 37.1920865, -3.7235197 37.1920762, -3.7235813 37.1920475)",roundabout,,,,,
8560582,True,trunk_link,False,317.854,,"LINESTRING (-3.723317 37.192049, -3.7232115 37.1921712, -3.7231677 37.1922016, -3.7229991 37.1922526, -3.7227684 37.1923085, -3.7224898 37.192362, -3.7221048 37.1924055, -3.721573 37.1924402, -3.7209132 37.1924688, -3.7205371 37.1924773, -3.7201411 37.1924834, -3.7198668 37.1925301)",,,1,,,
28237997,True,tertiary,False,17.242,,"LINESTRING (-3.7235813 37.1920475, -3.7237759 37.1920511)",,,,,,
1066758851,True,tertiary,False,13.342,,"LINESTRING (-3.7235813 37.1920475, -3.7236153 37.1920181, -3.7236394 37.191983, -3.7236521 37.1919443)",roundabout,,,,,
1066758849,True,tertiary,False,31.018,,"LINESTRING (-3.7236533 37.1919097, -3.7236365 37.1918564, -3.7235986 37.1918105, -3.7235437 37.1917771, -3.7234781 37.1917601, -3.723404 37.1917621)",roundabout,,,,,
1066758853,True,tertiary,False,7.253,,"LINESTRING (-3.7229845 37.1916452, -3.7229541 37.1916233, -3.7229157 37.1916121)",roundabout,,,,,
28237999,True,tertiary,False,18.085,,"LINESTRING (-3.7229288 37.1917779, -3.722973 37.1917575, -3.7230003 37.1917231, -3.7230044 37.1916826, -3.7229845 37.1916452)",roundabout,,,,,
28238000,True,tertiary,False,33.226,,"LINESTRING (-3.7229288 37.1917779, -3.7231045 37.191846, -3.7232428 37.1919374)",,30,1,,,
"[10072628, 751551726]",False,tertiary,True,51.379999999999995,"['Calle Góngora', 'Calle Simón Bolívar']","LINESTRING (-3.713052 37.1893226, -3.7132842 37.1893883, -3.7135501 37.1895488)",,,,,,
607937211,False,tertiary,False,14.697,Calle Salitre,"LINESTRING (-3.7177109 37.1921244, -3.717657 37.1919994)",,,,,,
104686801,True,tertiary,False,27.873,Calle Salitre,"LINESTRING (-3.7177109 37.1921244, -3.717723 37.1922877, -3.717677 37.1923667)",,,,,,
591856534,True,tertiary,False,39.414,Calle Calderón,"LINESTRING (-3.7174761 37.1910292, -3.717645 37.1909988, -3.7179069 37.1909409)",,,1,,,
607937211,False,tertiary,True,28.893,Calle Salitre,"LINESTRING (-3.7174761 37.1910292, -3.7174965 37.1912733, -3.7174996 37.1912883)",,,,,,
