osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,access,junction,bridge,ref,tunnel
975422418,True,2,,residential,False,21.682000000000002,"LINESTRING (-2.8935932 43.2474759, -2.8935541 43.2474493, -2.8935046 43.2474343, -2.8934511 43.2474329, -2.8934003 43.2474451, -2.8933585 43.2474695)",30,,roundabout,,,
93890622,True,,Calle Amézola,residential,False,66.794,"LINESTRING (-2.8916717 43.2470199, -2.8917781 43.247026, -2.8918923 43.247034, -2.8919984 43.2470188, -2.8923278 43.246817, -2.8923773 43.2467867)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,False,54.314,"LINESTRING (-2.8916717 43.2470199, -2.8916242 43.2472545, -2.8915012 43.2474893)",30,,,,,
"[184162274, 184313931]",True,2,,trunk_link,False,40.967,"LINESTRING (-2.8883451 43.247211, -2.8886719 43.2472867, -2.8888203 43.2473356)",,yes,,,,
217304721,False,3,Avenida San Antonio,residential,False,103.656,"LINESTRING (-2.8883451 43.247211, -2.888234 43.247205, -2.8879749 43.247176, -2.8878326 43.2471564, -2.8876379 43.2471295, -2.8875154 43.247113, -2.8872871 43.2470811, -2.8870845 43.2470531)",50,,,,,
235161477,False,2,Calle Forua,residential,False,11.454,"LINESTRING (-2.8910764 43.2496358, -2.8911242 43.2495928, -2.8911655 43.2495558)",30,yes,,,,
"[216249731, 235161477]",False,2,"['Calle Bernar Etxepare', 'Calle Forua']",residential,True,219.202,"LINESTRING (-2.8910764 43.2496358, -2.8910115 43.2496946, -2.8907796 43.2499048, -2.890521 43.2501298, -2.8904027 43.2501708, -2.8902949 43.2501746, -2.8902063 43.2501606, -2.8901262 43.2501215, -2.8900703 43.2500664, -2.8900357 43.2499794, -2.8900716 43.2496202, -2.8902076 43.2491936, -2.8902523 43.249137)",30,yes,,,,
93890636,False,2,Calle Munepe,residential,False,66.89699999999999,"LINESTRING (-2.8921655 43.2478468, -2.8920537 43.2477866, -2.8916444 43.2475663, -2.8915012 43.2474893)",30,,,,,
93890636,False,2,Calle Munepe,residential,True,58.973,"LINESTRING (-2.8921655 43.2478468, -2.8926244 43.2480914, -2.8927505 43.2481625)",30,,,,,
217399269,False,2,Calle Antonio Epalza,residential,False,93.587,"LINESTRING (-2.8921655 43.2478468, -2.8922739 43.2477507, -2.8925337 43.2475205, -2.892634 43.2474316, -2.8927883 43.2472948, -2.8928992 43.2471966)",30,,,,,
93890621,True,2,,residential,False,18.805,"LINESTRING (-2.8933585 43.2474695, -2.8933337 43.2474981, -2.893322 43.2475308, -2.8933245 43.2475646, -2.893341 43.2475962, -2.8933699 43.2476227)",30,,roundabout,,,
93890628,False,2,Calle Sabino Arana y Goiri,residential,False,48.007999999999996,"LINESTRING (-2.8933585 43.2474695, -2.8931567 43.2473496, -2.8928992 43.2471966)",30,yes,,,,
93890621,True,2,,residential,False,18.812,"LINESTRING (-2.8933699 43.2476227, -2.8934085 43.2476416, -2.8934531 43.247651, -2.8934995 43.2476501, -2.8935434 43.2476389, -2.8935805 43.2476186)",30,,roundabout,,,
235161477,False,2,Calle Forua,residential,True,78.228,"LINESTRING (-2.8933699 43.2476227, -2.8932747 43.2477056, -2.8931071 43.2478517, -2.8928406 43.248084, -2.8927505 43.2481625)",30,yes,,,,
"[217979747, 94080982]",False,2,"['Calle Presagana', 'Calle Antonio Epalza']",residential,True,199.984,"LINESTRING (-2.8950583 43.2440317, -2.8951758 43.2441193, -2.8956308 43.2444683, -2.8956611 43.2444914, -2.8961538 43.2448671, -2.8961656 43.2449021, -2.8961671 43.2449283, -2.8961588 43.2449606, -2.8961385 43.244986, -2.8961075 43.2450125, -2.8957313 43.2452699, -2.8956264 43.2453461)",30,,,,,
217337061,False,2,Calle Metacal,residential,True,68.26599999999999,"LINESTRING (-2.8950583 43.2440317, -2.8947677 43.2442392, -2.8945459 43.2443976, -2.8944535 43.2444592)",30,,,,,
93890642,False,2,Calle José María Asensio,residential,False,136.95399999999998,"LINESTRING (-2.8944535 43.2444592, -2.8945793 43.2445465, -2.8950395 43.2448909, -2.8950674 43.2449126, -2.8955129 43.2452581, -2.8956264 43.2453461)",30,yes,,,,
213100536,False,2,Pedro Lobato Alkatea kalea,residential,False,91.654,"LINESTRING (-2.8944535 43.2444592, -2.8943431 43.244378, -2.8938073 43.243984, -2.8936572 43.2438736)",30,,,,,
217337061,False,2,Calle Metacal,residential,False,68.26599999999999,"LINESTRING (-2.8944535 43.2444592, -2.8945459 43.2443976, -2.8947677 43.2442392, -2.8950583 43.2440317)",30,,,,,
217337061,False,2,Calle Metacal,residential,True,95.803,"LINESTRING (-2.8944535 43.2444592, -2.8943447 43.2445324, -2.8939451 43.2448174, -2.8936038 43.2450585)",30,,,,,
93890636,False,2,Calle Munepe,residential,False,58.973,"LINESTRING (-2.8927505 43.2481625, -2.8926244 43.2480914, -2.8921655 43.2478468)",30,,,,,
184310118,False,,,residential,False,54.344,"LINESTRING (-2.8927505 43.2481625, -2.8928142 43.2482035, -2.8929096 43.2482648, -2.8932906 43.2484509)",,,,,,
235161477,False,2,Calle Forua,residential,False,78.22800000000001,"LINESTRING (-2.8927505 43.2481625, -2.8928406 43.248084, -2.8931071 43.2478517, -2.8932747 43.2477056, -2.8933699 43.2476227)",30,yes,,,,
235161477,False,2,Calle Forua,residential,True,104.42,"LINESTRING (-2.8927505 43.2481625, -2.8926568 43.2482442, -2.8925341 43.2483511, -2.8923323 43.248527, -2.892015 43.2488036, -2.8919238 43.2488831)",30,yes,,,,
93890642,False,2,Calle José María Asensio,residential,True,136.954,"LINESTRING (-2.8956264 43.2453461, -2.8955129 43.2452581, -2.8950674 43.2449126, -2.8950395 43.2448909, -2.8945793 43.2445465, -2.8944535 43.2444592)",30,yes,,,,
"[217979747, 94080982]",False,2,"['Calle Presagana', 'Calle Antonio Epalza']",residential,False,199.984,"LINESTRING (-2.8956264 43.2453461, -2.8957313 43.2452699, -2.8961075 43.2450125, -2.8961385 43.244986, -2.8961588 43.2449606, -2.8961671 43.2449283, -2.8961656 43.2449021, -2.8961538 43.2448671, -2.8956611 43.2444914, -2.8956308 43.2444683, -2.8951758 43.2441193, -2.8950583 43.2440317)",30,,,,,
217979747,False,2,Calle Antonio Epalza,residential,True,111.40799999999999,"LINESTRING (-2.8956264 43.2453461, -2.8954995 43.2454368, -2.8951187 43.2457085, -2.8947464 43.2459695, -2.8946398 43.2460442)",30,,,,,
93890637,False,2,Calle Uribarribarri,residential,True,53.077,"LINESTRING (-2.8950993 43.2463845, -2.8949889 43.2463022, -2.8947509 43.2461247, -2.8946398 43.2460442)",30,yes,,,,
"[217653849, 216612842, 217676423]",False,2,Calle Fuenlabrada,residential,False,172.07500000000002,"LINESTRING (-2.8950993 43.2463845, -2.8949848 43.2464658, -2.8946681 43.2466907, -2.8946552 43.2466999, -2.8940649 43.2471289, -2.8940134 43.2471667, -2.8938089 43.247317, -2.8937322 43.2473734, -2.8935932 43.2474759)",30,,,,,
93890636,False,2,Calle Munepe,residential,True,66.89699999999999,"LINESTRING (-2.8915012 43.2474893, -2.8916444 43.2475663, -2.8920537 43.2477866, -2.8921655 43.2478468)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,False,100.572,"LINESTRING (-2.8915012 43.2474893, -2.8911591 43.2479185, -2.8911174 43.2480929, -2.8909505 43.2482895)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,True,54.314,"LINESTRING (-2.8915012 43.2474893, -2.8916242 43.2472545, -2.8916717 43.2470199)",30,,,,,
"[128176450, 93894595, 128176451]",False,2,Calle Sabino Arana y Goiri,residential,False,144.37300000000002,"LINESTRING (-2.8935805 43.2476186, -2.8937208 43.2477047, -2.8940143 43.2478884, -2.8940712 43.2479217, -2.8941424 43.2479646, -2.8947409 43.2483254, -2.8948527 43.248387, -2.8949501 43.2484493)",,,,yes,,
217676425,True,2,,residential,False,17.224000000000004,"LINESTRING (-2.8935805 43.2476186, -2.8936103 43.2475866, -2.8936231 43.247549, -2.8936171 43.2475105, -2.8935932 43.2474759)",30,,roundabout,,,
"[128176450, 128176451, 93894595]",False,2,Calle Sabino Arana y Goiri,residential,True,144.37300000000002,"LINESTRING (-2.8949501 43.2484493, -2.8948527 43.248387, -2.8947409 43.2483254, -2.8941424 43.2479646, -2.8940712 43.2479217, -2.8940143 43.2478884, -2.8937208 43.2477047, -2.8935805 43.2476186)",,,,yes,,
613884351,True,,,residential,False,10.286999999999999,"LINESTRING (-2.8949501 43.2484493, -2.8949416 43.2484716, -2.8949422 43.2484947, -2.8949519 43.2485167, -2.8949699 43.2485358)",,,roundabout,,,
94092042,False,2,Calle Zuberoa,residential,False,165.275,"LINESTRING (-2.8931073 43.2495427, -2.8936186 43.2498628, -2.8937725 43.2499592, -2.8946295 43.2504957, -2.8946556 43.2505109)",,,,,,
593682143,False,2,Calle Nerbioi,residential,True,115.702,"LINESTRING (-2.8931073 43.2495427, -2.8928219 43.2497507, -2.8921989 43.2503434)",,,,,,
"[593682145, 216612845]",False,2,Calle Nerbioi,residential,False,190.86,"LINESTRING (-2.8931073 43.2495427, -2.8933313 43.249406, -2.8935657 43.2492818, -2.8936402 43.249244, -2.8942862 43.2489694, -2.8945464 43.2488494, -2.894689 43.2487856, -2.8948449 43.2487065, -2.8949112 43.2486516, -2.8949457 43.2485975, -2.8949699 43.2485358)",,,,,,
593682143,False,2,Calle Nerbioi,residential,False,115.702,"LINESTRING (-2.8921989 43.2503434, -2.8928219 43.2497507, -2.8931073 43.2495427)",,,,,,
593682144,False,2,Calle Nerbioi,residential,True,115.988,"LINESTRING (-2.8921989 43.2503434, -2.8915651 43.2509712, -2.8914629 43.2510949, -2.8913891 43.2512016)",,,,,,
551695814,True,,,residential,False,17.343,"LINESTRING (-2.8951552 43.2485025, -2.8951588 43.2484766, -2.8951508 43.2484513, -2.895132 43.2484292, -2.8951044 43.2484128, -2.895071 43.2484036, -2.8950353 43.2484028)",,,roundabout,,,
"[542942554, 94080988]",True,,Calle Barrondo,residential,False,114.336,"LINESTRING (-2.8912188 43.2455493, -2.891837 43.2451459, -2.8922021 43.2449076, -2.8922702 43.2448632)",30,,,,,
"[542942553, 94080998]",False,,Calle Santa Ana,residential,True,36.864999999999995,"LINESTRING (-2.8912188 43.2455493, -2.891248 43.2456017, -2.8912762 43.2456407, -2.891317 43.2456773, -2.8913603 43.2457143, -2.8913996 43.2457437, -2.8914852 43.2458142)",30,,,,,
542942556,False,2,Calle Santa Ana,residential,False,61.70700000000001,"LINESTRING (-2.8912188 43.2455493, -2.8911699 43.2454793, -2.8909506 43.2452906, -2.8907282 43.2451285)",30,,,,,
"[217310160, 94080990]",True,1,"['Amamen eta Aititeen kalea', 'Calle Errekaondo']",residential,False,149.37699999999998,"LINESTRING (-2.8922702 43.2448632, -2.8921739 43.2447888, -2.891604 43.2443484, -2.8912043 43.2440493, -2.8911438 43.2440043, -2.8911142 43.2439971, -2.8910855 43.2440026, -2.8910201 43.2440197, -2.8909419 43.2440402)",30,,,,,
392226116,False,2,Amamen eta Aititeen kalea,residential,False,36.024,"LINESTRING (-2.8922702 43.2448632, -2.8924897 43.2450468, -2.8925623 43.2451075)",30,,,,,
666289829,False,2,Calle Barrondo,residential,True,61.022999999999996,"LINESTRING (-2.8922702 43.2448632, -2.8923761 43.2447905, -2.8924227 43.2447585, -2.8928104 43.2444807)",30,,,,,
272554383,False,2,Avenida San Esteban,residential,False,53.654,"LINESTRING (-2.8922586 43.2453194, -2.8923316 43.2453007, -2.892438 43.2452968, -2.8925144 43.2453028, -2.892594 43.2453124, -2.8926599 43.2453244, -2.8927222 43.2453409, -2.8927613 43.2453513, -2.8928299 43.2453756, -2.8928872 43.2454034)",30,,,,,
"[542942557, 542942558]",False,2,Avenida San Esteban,residential,True,83.37900000000002,"LINESTRING (-2.8922586 43.2453194, -2.8921832 43.2453644, -2.8921094 43.245412, -2.8916014 43.2457397, -2.8915602 43.2457663, -2.8914852 43.2458142)",30,,,,,
"[542942552, 94080990]",True,1,"['Calle Errekaondo', 'Calle Santa Ana']",residential,False,216.05999999999997,"LINESTRING (-2.8909419 43.2440402, -2.8898829 43.2443178, -2.8898463 43.2443562, -2.8898071 43.2443993, -2.8897975 43.2444486, -2.8898053 43.2444875, -2.8898213 43.2445235, -2.8898466 43.2445567, -2.8907282 43.2451285)",30,,,,,
217310159,True,1,Calle Errekaondo,residential,False,172.277,"LINESTRING (-2.8907282 43.2451285, -2.8915915 43.2445338, -2.8914705 43.2444447, -2.8909419 43.2440402)",30,,,,,
542942556,False,2,Calle Santa Ana,residential,True,61.70700000000001,"LINESTRING (-2.8907282 43.2451285, -2.8909506 43.2452906, -2.8911699 43.2454793, -2.8912188 43.2455493)",30,,,,,
129208364,True,1,,residential,False,34.062,"LINESTRING (-2.8925623 43.2451075, -2.8924066 43.2452162, -2.8923528 43.2452537, -2.8922586 43.2453194)",30,yes,,,,
392226116,False,2,Amamen eta Aititeen kalea,residential,True,36.024,"LINESTRING (-2.8925623 43.2451075, -2.8924897 43.2450468, -2.8922702 43.2448632)",30,,,,,
94092026,False,2,Calle Arimasolo,residential,True,102.816,"LINESTRING (-2.8909505 43.2482895, -2.8910074 43.2483242, -2.8914211 43.2485765, -2.891806 43.2488113, -2.8919238 43.2488831)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,False,98.928,"LINESTRING (-2.8909505 43.2482895, -2.8903801 43.2489537, -2.8903124 43.2490478)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,True,100.572,"LINESTRING (-2.8909505 43.2482895, -2.8911174 43.2480929, -2.8911591 43.2479185, -2.8915012 43.2474893)",30,,,,,
94092039,True,,Calle Iberbengoa,residential,False,86.783,"LINESTRING (-2.8902523 43.249137, -2.8910764 43.2496358)",30,yes,,,,
"[216249731, 235161477]",False,2,"['Calle Bernar Etxepare', 'Calle Forua']",residential,False,219.20199999999997,"LINESTRING (-2.8902523 43.249137, -2.8902076 43.2491936, -2.8900716 43.2496202, -2.8900357 43.2499794, -2.8900703 43.2500664, -2.8901262 43.2501215, -2.8902063 43.2501606, -2.8902949 43.2501746, -2.8904027 43.2501708, -2.890521 43.2501298, -2.8907796 43.2499048, -2.8910115 43.2496946, -2.8910764 43.2496358)",30,yes,,,,
216249731,False,2,Calle Bernar Etxepare,residential,True,11.049,"LINESTRING (-2.8902523 43.249137, -2.8903124 43.2490478)",30,,,,,
94092027,True,2,Calle Lapurdi,residential,False,174.725,"LINESTRING (-2.8938349 43.2513677, -2.8921989 43.2503434)",,,,,,
94092031,False,2,Calle Araba,residential,False,104.554,"LINESTRING (-2.8938349 43.2513677, -2.8946521 43.2506803, -2.89468 43.2506569)",30,,,,,
94092035,True,,,residential,False,58.714,"LINESTRING (-2.8899938 43.2487971, -2.8899715 43.2487683, -2.8899403 43.2487497, -2.8898903 43.248739, -2.8898502 43.2487424, -2.8898015 43.2487636, -2.889781 43.2487837, -2.8897695 43.2488073, -2.8897689 43.2488369, -2.8897822 43.2488647, -2.8898079 43.2488876, -2.889845 43.2489031, -2.8898873 43.2489079, -2.8899291 43.2489011, -2.8899647 43.2488838, -2.8899892 43.2488583, -2.8899994 43.248828, -2.8899938 43.2487971)",,,roundabout,,,
"[185278723, 94092020]",False,1,,residential,True,388.903,"LINESTRING (-2.8899938 43.2487971, -2.8906198 43.2480924, -2.8907056 43.2480376, -2.8908562 43.2479768, -2.8909444 43.2478945, -2.8910206 43.2478062, -2.8911772 43.2476247, -2.8912871 43.2474646, -2.8913642 43.2473523, -2.8914467 43.247188, -2.8914948 43.2470002, -2.8915089 43.2467612, -2.8915023 43.2466663, -2.8914909 43.2466023, -2.8913713 43.2464192, -2.8913384 43.2463886, -2.8912964 43.2463681, -2.8912507 43.2463626, -2.8911954 43.2463698, -2.8906554 43.2465388, -2.8905568 43.2465466, -2.8904893 43.246535, -2.8904329 43.2465012)",,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,False,11.049,"LINESTRING (-2.8903124 43.2490478, -2.8902523 43.249137)",30,,,,,
216249731,False,2,Calle Bernar Etxepare,residential,True,98.928,"LINESTRING (-2.8903124 43.2490478, -2.8903801 43.2489537, -2.8909505 43.2482895)",30,,,,,
"[217336081, 36911837, 542942558]",False,2,Avenida San Esteban,residential,False,114.47,"LINESTRING (-2.8904329 43.2465012, -2.8905788 43.2464073, -2.8911169 43.2460556, -2.891188 43.2460091, -2.8912337 43.2459822, -2.8912757 43.2459565, -2.8914556 43.2458354, -2.8914852 43.2458142)",30,,,,,
36911837,False,2,Avenida San Esteban,residential,True,93.486,"LINESTRING (-2.8904329 43.2465012, -2.8898927 43.2468486, -2.8895832 43.2470302, -2.889555 43.2470467)",30,,,,,
"[185278723, 94092020]",False,1,,residential,False,388.90299999999996,"LINESTRING (-2.8904329 43.2465012, -2.8904893 43.246535, -2.8905568 43.2465466, -2.8906554 43.2465388, -2.8911954 43.2463698, -2.8912507 43.2463626, -2.8912964 43.2463681, -2.8913384 43.2463886, -2.8913713 43.2464192, -2.8914909 43.2466023, -2.8915023 43.2466663, -2.8915089 43.2467612, -2.8914948 43.2470002, -2.8914467 43.247188, -2.8913642 43.2473523, -2.8912871 43.2474646, -2.8911772 43.2476247, -2.8910206 43.2478062, -2.8909444 43.2478945, -2.8908562 43.2479768, -2.8907056 43.2480376, -2.8906198 43.2480924, -2.8899938 43.2487971)",,,,,,
593682144,False,2,Calle Nerbioi,residential,False,115.988,"LINESTRING (-2.8913891 43.2512016, -2.8914629 43.2510949, -2.8915651 43.2509712, -2.8921989 43.2503434)",,,,,,
94092026,False,2,Calle Arimasolo,residential,False,102.816,"LINESTRING (-2.8919238 43.2488831, -2.891806 43.2488113, -2.8914211 43.2485765, -2.8910074 43.2483242, -2.8909505 43.2482895)",30,,,,,
235161477,False,2,Calle Forua,residential,False,104.42,"LINESTRING (-2.8919238 43.2488831, -2.892015 43.2488036, -2.8923323 43.248527, -2.8925341 43.2483511, -2.8926568 43.2482442, -2.8927505 43.2481625)",30,yes,,,,
235161477,False,2,Calle Forua,residential,True,96.788,"LINESTRING (-2.8919238 43.2488831, -2.8918506 43.2489469, -2.8916343 43.2491354, -2.8915355 43.2492215, -2.8912305 43.2494985, -2.8911655 43.2495558)",30,yes,,,,
962754768,True,1,Avenida San Antonio,residential,False,11.341999999999999,"LINESTRING (-2.8862147 43.2473246, -2.8862753 43.2473351, -2.8863509 43.2473483)",,,,,,
962754767,True,,,residential,False,9.791,"LINESTRING (-2.8863509 43.2473483, -2.8863853 43.2473636, -2.8864236 43.2473726, -2.8864638 43.2473749)",,,roundabout,,,
94135791,False,2,"Avenida San Antonio 10,12,14,16,18 y 20",residential,False,106.474,"LINESTRING (-2.8859455 43.2472728, -2.8858698 43.2472479, -2.8852628 43.2470672, -2.8851358 43.247035, -2.8850521 43.2469994, -2.885009 43.2469582, -2.8850009 43.2469192, -2.885017 43.2468781, -2.8850545 43.2468449, -2.8851028 43.2468351, -2.8851538 43.246839)",,,,,,
94135831,True,1,,residential,False,22.552999999999997,"LINESTRING (-2.8859455 43.2472728, -2.8860782 43.2472992, -2.8862147 43.2473246)",,,,,,
353598988,True,1,Avenida San Antonio,residential,False,24.282,"LINESTRING (-2.8859455 43.2472728, -2.8858571 43.2474355, -2.8858502 43.2474786)",50,,,,,
966534864,True,,Calle Matxitxako,residential,False,12.622,"LINESTRING (-2.8850007 43.2430613, -2.8849747 43.2431113, -2.8849407 43.243166)",,,,,,
966534884,False,3,,trunk_link,True,9.412,"LINESTRING (-2.8843287 43.2457202, -2.8843066 43.2458033)",,,,,,
"[93890624, 115891357, 966534878]",False,"['2', '3']","['Calle Puente La Basconia', 'Puente La Basconia']",residential,True,158.134,"LINESTRING (-2.8843287 43.2457202, -2.8843717 43.2455635, -2.884545 43.2448856, -2.8845644 43.2448076, -2.8846317 43.2445369, -2.8846852 43.244322)",30,,,yes,,
