osmid,oneway,highway,reversed,length,geometry,ref,name,lanes,maxspeed,junction,bridge
165936547,False,primary_link,True,181.14099999999996,"LINESTRING (-2.3097136 43.0856363, -2.3096795 43.0853296, -2.3096302 43.0851502, -2.3095638 43.0849888, -2.3094929 43.084854, -2.3094252 43.0847501, -2.3093179 43.0846177, -2.3091855 43.0844823, -2.3091164 43.0844041, -2.3090414 43.0843004, -2.3090024 43.0842205, -2.3089769 43.0841274)",,,,,,
165936548,True,primary_link,False,49.760999999999996,"LINESTRING (-2.3097136 43.0856363, -2.3097168 43.0857739, -2.309752 43.0858481, -2.3098003 43.0859225, -2.3098325 43.0859715, -2.3098674 43.0860165, -2.3098888 43.0860565)",,,,,,
546040512,False,secondary,True,59.891000000000005,"LINESTRING (-2.3180639 43.0851539, -2.3175211 43.0854334, -2.3174612 43.0854643)",GI-2632,Euskal Herria hiribidea,,,,
546040514,False,secondary,False,38.805,"LINESTRING (-2.3180639 43.0851539, -2.3180751 43.085148, -2.3184507 43.084949)",GI-2632,Euskal Herria hiribidea,2,50,,
546040515,True,secondary,False,14.913,"LINESTRING (-2.3180639 43.0851539, -2.3179548 43.0851213, -2.317893 43.0851049)",,,1,,,
27078678,True,secondary,False,4.727,"LINESTRING (-2.3098888 43.0860565, -2.3098768 43.0860981)",GI-2632,,,,roundabout,
27078678,True,secondary,False,27.99,"LINESTRING (-2.3104395 43.0860372, -2.3104119 43.0860004, -2.3103751 43.0859682, -2.3103304 43.0859419, -2.3102795 43.0859224, -2.3102244 43.0859105, -2.3101672 43.0859066)",GI-2632,,,,roundabout,
27418487,True,primary_link,False,41.009,"LINESTRING (-2.3104395 43.0860372, -2.3104222 43.0859215, -2.3103847 43.085788, -2.3103259 43.0856801)",,,,,,
27078678,True,secondary,False,20.201,"LINESTRING (-2.3100502 43.085925, -2.3099963 43.0859476, -2.3099501 43.085978, -2.3099138 43.0860149, -2.3098888 43.0860565)",GI-2632,,,,roundabout,
27418484,True,primary_link,False,44.729,"LINESTRING (-2.3100502 43.085925, -2.309922 43.0858844, -2.3098271 43.0858322, -2.3097758 43.0857652, -2.3097136 43.0856363)",,,,,,
27078678,True,secondary,False,29.704,"LINESTRING (-2.3098768 43.0860981, -2.3098766 43.0861426, -2.3098889 43.0861862, -2.3099133 43.0862271, -2.3099487 43.0862633, -2.3099935 43.0862935, -2.3100459 43.0863162)",GI-2632,,,,roundabout,
252350673,True,secondary,False,35.355000000000004,"LINESTRING (-2.3098768 43.0860981, -2.3098459 43.0861693, -2.3098137 43.0862046, -2.3097762 43.086234, -2.3097306 43.0862575, -2.309685 43.086283, -2.3095836 43.0863074)",GI-2632,,,,,
27078678,True,secondary,False,2.595,"LINESTRING (-2.3100459 43.0863162, -2.3100756 43.0863248)",GI-2632,,,,roundabout,
374175249,True,secondary,False,10.11,"LINESTRING (-2.3102315 43.0863311, -2.3102906 43.0863168, -2.3103442 43.0862937)",,GI-2632,,,roundabout,
27078678,True,secondary,False,26.258999999999997,"LINESTRING (-2.3103442 43.0862937, -2.3103916 43.0862615, -2.3104282 43.0862226, -2.3104522 43.0861788, -2.3104626 43.0861322, -2.3104587 43.086085)",GI-2632,,,,roundabout,
252350671,True,secondary,False,28.903,"LINESTRING (-2.3103442 43.0862937, -2.3104226 43.0862712, -2.310495 43.0862594, -2.3105701 43.0862536, -2.3106291 43.0862516, -2.3106918 43.0862554)",GI-2632,,,,,
165936540,True,primary_link,False,153.91,"LINESTRING (-2.3102321 43.0833469, -2.3101432 43.0832421, -2.3100582 43.0831835, -2.3098404 43.0830535, -2.3096539 43.0829257, -2.3095448 43.0828345, -2.3094446 43.0827462, -2.3093472 43.0826086, -2.3091486 43.0822438)",,,,,,
165936541,False,primary_link,True,266.466,"LINESTRING (-2.3102321 43.0833469, -2.310302 43.0834241, -2.3103583 43.0835289, -2.3103778 43.0836491, -2.3103663 43.0837799, -2.3102943 43.0839873, -2.310192 43.0842516, -2.3101194 43.0845269, -2.3101035 43.0846602, -2.3100991 43.0847657, -2.3101317 43.0850251, -2.3102081 43.0853135, -2.3103259 43.0856801)",,,,,,
165936541,False,primary_link,False,266.466,"LINESTRING (-2.3103259 43.0856801, -2.3102081 43.0853135, -2.3101317 43.0850251, -2.3100991 43.0847657, -2.3101035 43.0846602, -2.3101194 43.0845269, -2.310192 43.0842516, -2.3102943 43.0839873, -2.3103663 43.0837799, -2.3103778 43.0836491, -2.3103583 43.0835289, -2.310302 43.0834241, -2.3102321 43.0833469)",,,,,,
165936546,True,primary_link,False,29.58,"LINESTRING (-2.3103259 43.0856801, -2.3102945 43.0858059, -2.310235 43.0858657, -2.3101672 43.0859066)",,,,,,
27078678,True,secondary,False,9.771,"LINESTRING (-2.3101672 43.0859066, -2.3101074 43.0859114, -2.3100502 43.085925)",GI-2632,,,,roundabout,
951526586,False,residential,True,8.891,"LINESTRING (-2.3146902 43.0835021, -2.3147518 43.0835682)",,,,,,
"[951526594, 374175434, 48122214]",False,residential,True,115.37900000000002,"LINESTRING (-2.3146902 43.0835021, -2.3147048 43.0834785, -2.3147139 43.0834601, -2.3148994 43.0832878, -2.3151039 43.0831031, -2.3153274 43.0829011, -2.3153976 43.0828087, -2.3154651 43.0827003, -2.3154857 43.0826516)",,,,,,
951526585,False,residential,False,30.723,"LINESTRING (-2.3146902 43.0835021, -2.3144414 43.0834312, -2.3143378 43.0834016)",,,,,,
46831414,True,secondary,False,54.199999999999996,"LINESTRING (-2.3182418 43.0854019, -2.3182732 43.0852982, -2.3182804 43.0851926, -2.3183351 43.0850784, -2.3184507 43.084949)",,,,,,
546040513,True,secondary,False,31.837,"LINESTRING (-2.3182418 43.0854019, -2.318186 43.0852599, -2.3181106 43.0851914, -2.3180639 43.0851539)",,,2,,,
46831413,True,secondary,False,48.51500000000001,"LINESTRING (-2.3184507 43.084949, -2.3181426 43.0850295, -2.3179624 43.0850861, -2.317893 43.0851049)",,,,,,
546040514,False,secondary,False,88.76100000000001,"LINESTRING (-2.3184507 43.084949, -2.3184813 43.0849301, -2.3185115 43.0849114, -2.3185723 43.0848738, -2.3186543 43.084823, -2.3188569 43.0846872, -2.3190772 43.0845158, -2.3192225 43.0843863)",GI-2632,Euskal Herria hiribidea,2,50,,
546040514,False,secondary,True,38.805,"LINESTRING (-2.3184507 43.084949, -2.3180751 43.085148, -2.3180639 43.0851539)",GI-2632,Euskal Herria hiribidea,2,50,,
46831415,True,residential,False,54.721000000000004,"LINESTRING (-2.31831 43.0858542, -2.3182282 43.0857918, -2.3181965 43.0857596, -2.3181806 43.0857307, -2.3181921 43.085689, -2.3182521 43.0854992, -2.3182418 43.0854019)",,,,,,
46831416,False,residential,False,69.551,"LINESTRING (-2.31831 43.0858542, -2.3184579 43.0858939, -2.3185363 43.0859235, -2.3186141 43.0859765, -2.3186502 43.0860431, -2.3186635 43.0861195, -2.3186308 43.0863378)",,Artiz auzoa,,,,
546040515,True,secondary,False,23.225,"LINESTRING (-2.317893 43.0851049, -2.3177799 43.0851142, -2.3176902 43.0851334, -2.3176208 43.0851605)",,,1,,,
46337221,False,residential,False,22.701999999999998,"LINESTRING (-2.3176208 43.0851605, -2.317596 43.0851348, -2.3175528 43.08509, -2.3174598 43.0849936)",,Izazpi auzoa etxetaldea,,,,
546040515,True,secondary,False,23.137,"LINESTRING (-2.3176208 43.0851605, -2.3175444 43.0852118, -2.3174894 43.085276, -2.3174765 43.0853014, -2.3174624 43.085329)",,,1,,,
46831408,True,secondary,False,28.993000000000002,"LINESTRING (-2.3174612 43.0854643, -2.3175054 43.0855328, -2.3175564 43.0855841, -2.3176084 43.0856259, -2.3176767 43.0856678)",,,2,,,
252350648,False,secondary,True,30.413,"LINESTRING (-2.3174612 43.0854643, -2.3173383 43.0855265, -2.3171534 43.0856201)",GI-2632,Euskal Herria hiribidea,,,,
546040512,False,secondary,False,59.891000000000005,"LINESTRING (-2.3174612 43.0854643, -2.3175211 43.0854334, -2.3180639 43.0851539)",GI-2632,Euskal Herria hiribidea,,,,
252350648,False,secondary,False,30.413,"LINESTRING (-2.3171534 43.0856201, -2.3173383 43.0855265, -2.3174612 43.0854643)",GI-2632,Euskal Herria hiribidea,,,,
252350648,False,secondary,True,27.657,"LINESTRING (-2.3171534 43.0856201, -2.3169589 43.0857219, -2.3168766 43.085765)",GI-2632,Euskal Herria hiribidea,,,,
46831408,True,secondary,False,62.072,"LINESTRING (-2.3176767 43.0856678, -2.3177877 43.0856736, -2.3178804 43.0856752, -2.3179776 43.0856559, -2.3180542 43.0856309, -2.3181254 43.0855876, -2.3181633 43.0855502, -2.3181806 43.0855332, -2.3182165 43.0854708, -2.3182418 43.0854019)",,,2,,,
46831410,True,residential,False,56.187999999999995,"LINESTRING (-2.3176767 43.0856678, -2.3177625 43.0857227, -2.3180471 43.0858039, -2.3181157 43.0858226, -2.31831 43.0858542)",,Barrio Artiz,,,,
46337221,False,residential,False,215.194,"LINESTRING (-2.3169999 43.0845688, -2.3169176 43.0845122, -2.3168847 43.084492, -2.3166904 43.0843732, -2.3165803 43.0843059, -2.3162424 43.0841245, -2.3160677 43.0840405, -2.3159787 43.0840037, -2.3157553 43.083909, -2.3157252 43.0838969, -2.3154986 43.0838052, -2.3154201 43.08378, -2.3151861 43.0837048, -2.3148612 43.0836019, -2.3148337 43.0835935, -2.3147518 43.0835682)",,Izazpi auzoa etxetaldea,,,,
46337221,False,residential,True,60.269000000000005,"LINESTRING (-2.3169999 43.0845688, -2.3170489 43.0846061, -2.3171522 43.0846938, -2.3173711 43.0849072, -2.3174598 43.0849936)",,Izazpi auzoa etxetaldea,,,,
"[1097145216, 48122073, 335085683]",False,residential,False,490.1930000000001,"LINESTRING (-2.3169999 43.0845688, -2.3169074 43.0846122, -2.3168692 43.0846314, -2.3164509 43.084842, -2.3159231 43.0851078, -2.315892 43.0851234, -2.315478 43.0853371, -2.3150557 43.0855508, -2.3148067 43.0856546, -2.3145949 43.085701, -2.3145073 43.0857036, -2.3144258 43.0857145, -2.3142552 43.0857113, -2.3139763 43.0856683, -2.313953 43.0856625, -2.313609 43.0855776, -2.312767 43.0853695, -2.3125783 43.0853251, -2.3124166 43.0852854, -2.3123883 43.0852785, -2.3115668 43.0850859)",,"['Jose Maria Busca Isusi etxetaldea', 'Izazpi auzoa etxetaldea', 'Ipar Haizea auzoa']",,,,
46337221,False,residential,False,60.269,"LINESTRING (-2.3174598 43.0849936, -2.3173711 43.0849072, -2.3171522 43.0846938, -2.3170489 43.0846061, -2.3169999 43.0845688)",,Izazpi auzoa etxetaldea,,,,
46337221,False,residential,True,22.701999999999998,"LINESTRING (-2.3174598 43.0849936, -2.3175528 43.08509, -2.317596 43.0851348, -2.3176208 43.0851605)",,Izazpi auzoa etxetaldea,,,,
