osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,junction,width,bridge
31257449,False,Ronda del Rec,residential,30,True,118.61699999999999,"LINESTRING (1.6188438 41.5770631, 1.6188883 41.5770648, 1.6189328 41.5770664, 1.6192129 41.5769776, 1.6193747 41.5769474, 1.619401 41.5769425, 1.6195594 41.5769348, 1.619663 41.5769527, 1.619755 41.5769504, 1.6198825 41.5769249, 1.6201939 41.5768058)",,,,
1171723381,False,Baixada del Carme,residential,,False,94.76,"LINESTRING (1.6188438 41.5770631, 1.6188404 41.5769709, 1.6188623 41.5768663, 1.6189425 41.5767074, 1.6190766 41.576278, 1.61909 41.5762359)",,,,
31257449,False,Ronda del Rec,residential,30,False,132.411,"LINESTRING (1.6133238 41.5758046, 1.6131352 41.5758562, 1.6129484 41.5759237, 1.612579 41.5760957, 1.6119438 41.5763918)",,,,
31257449,False,Ronda del Rec,residential,30,True,156.045,"LINESTRING (1.6133238 41.5758046, 1.6135577 41.5757615, 1.6137612 41.5757318, 1.6139852 41.5757123, 1.6142353 41.5757118, 1.6146056 41.5757292, 1.6147669 41.5757472, 1.6149098 41.5757732, 1.6151652 41.5758408)",,,,
31257650,False,Carrer d'Aragó,residential,50,False,49.047,"LINESTRING (1.6126396 41.575268, 1.6130991 41.5749916)",,,,
31257650,False,Carrer d'Aragó,residential,50,True,40.005,"LINESTRING (1.6126396 41.575268, 1.6122873 41.5755129)",,,,
31260641,True,Passeig del Pare Daniel,residential,50,False,57.276,"LINESTRING (1.6126396 41.575268, 1.6121923 41.5748764)",,,,
129214011,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,100.759,"LINESTRING (1.6205637 41.5809824, 1.6206984 41.5809359, 1.6215824 41.580631, 1.6216644 41.580604)",,,,
1170473791,True,Carrer de Sant Josep,residential,50,False,28.624000000000002,"LINESTRING (1.6205637 41.5809824, 1.6205808 41.581001, 1.6206746 41.5810938, 1.6207686 41.5811892)",,,,
31257585,False,Carrer d'Extremadura,residential,50,False,57.074,"LINESTRING (1.6135421 41.574695, 1.6139836 41.5750879)",,,,
31257650,False,Carrer d'Aragó,residential,50,True,49.454,"LINESTRING (1.6135421 41.574695, 1.6130991 41.5749916)",,,,
31257585,False,Carrer d'Extremadura,residential,50,True,57.074,"LINESTRING (1.6139836 41.5750879, 1.6135421 41.574695)",,,,
31257650,False,Carrer d'Aragó,residential,50,False,40.005,"LINESTRING (1.6122873 41.5755129, 1.6126396 41.575268)",,,,
31257650,False,Carrer d'Aragó,residential,50,True,91.265,"LINESTRING (1.6122873 41.5755129, 1.6115028 41.5760867)",,,,
31257427,False,Carrer de Sant Faust,residential,,False,199.616,"LINESTRING (1.6151652 41.5758408, 1.6151042 41.5760053, 1.6150826 41.5760646, 1.6150281 41.5762144, 1.615021 41.5762338, 1.6149823 41.5763401, 1.6149857 41.576387, 1.6150475 41.5766941, 1.6153175 41.5775916)",,,,
31257449,False,Ronda del Rec,residential,30,False,156.04500000000002,"LINESTRING (1.6151652 41.5758408, 1.6149098 41.5757732, 1.6147669 41.5757472, 1.6146056 41.5757292, 1.6142353 41.5757118, 1.6139852 41.5757123, 1.6137612 41.5757318, 1.6135577 41.5757615, 1.6133238 41.5758046)",,,,
31257449,False,Ronda del Rec,residential,30,True,44.979,"LINESTRING (1.6151652 41.5758408, 1.615381 41.5759072, 1.6155241 41.5759641, 1.6156543 41.5760124)",,,,
31278176,True,Baixada de la Unió,residential,,False,79.343,"LINESTRING (1.6163692 41.5772907, 1.6170355 41.5778013)",,,,
313860310,False,Carrer del Sol,residential,,False,90.677,"LINESTRING (1.6163692 41.5772907, 1.616838 41.5771551, 1.6168742 41.5767865, 1.6169135 41.5767231)",,,,
222862199,True,Carrer d'Òdena,residential,50,False,29.841,"LINESTRING (1.6192735 41.5816951, 1.6192546 41.5815757, 1.6192342 41.5814472, 1.6192312 41.5814286)",,,,
1180465263,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,195.515,"LINESTRING (1.6192735 41.5816951, 1.6190983 41.5817532, 1.6183537 41.5820004, 1.6172077 41.5823808, 1.6171249 41.5824083)",,,,
31278174,True,Carrer del Sol,residential,,False,93.661,"LINESTRING (1.6153175 41.5775916, 1.6163692 41.5772907)",,,,
31426845,True,Carrer del Sol,residential,,False,108.198,"LINESTRING (1.6153175 41.5775916, 1.6140876 41.5779084)",,,,
31257427,False,Carrer de Sant Faust,residential,,True,199.61600000000004,"LINESTRING (1.6153175 41.5775916, 1.6150475 41.5766941, 1.6149857 41.576387, 1.6149823 41.5763401, 1.615021 41.5762338, 1.6150281 41.5762144, 1.6150826 41.5760646, 1.6151042 41.5760053, 1.6151652 41.5758408)",,,,
210924619,True,Carrer de la Concepció,residential,,False,62.273,"LINESTRING (1.6170355 41.5778013, 1.6172406 41.5777583, 1.6176375 41.57766, 1.6177477 41.5776294)",,,,
31257650,False,Carrer d'Aragó,residential,50,False,49.454,"LINESTRING (1.6130991 41.5749916, 1.6135421 41.574695)",,,,
31257650,False,Carrer d'Aragó,residential,50,True,49.047,"LINESTRING (1.6130991 41.5749916, 1.6126396 41.575268)",,,,
31278173,False,Travessia d'Aragó,residential,,False,34.481,"LINESTRING (1.6130991 41.5749916, 1.6133672 41.5752281)",,,,
31278173,False,Travessia d'Aragó,residential,,True,34.481,"LINESTRING (1.6133672 41.5752281, 1.6130991 41.5749916)",,,,
"[187361940, 31283006]",True,"['Carrer de Sant Cristòfor', 'Carrer Nou']",residential,50,False,350.097,"LINESTRING (1.6199614 41.5788395, 1.6198039 41.5788103, 1.619648 41.5787825, 1.6191502 41.5789976, 1.6189154 41.5790136, 1.6183358 41.5790407, 1.6182191 41.5790484, 1.6182095 41.5790578, 1.6179694 41.5790808, 1.6176279 41.5791136, 1.6170065 41.5791786, 1.6167955 41.5791977, 1.6162081 41.57927, 1.6158722 41.5793115)",,,,
31371644,False,Carrer de Sant Jordi,tertiary,50,True,66.877,"LINESTRING (1.6199614 41.5788395, 1.61996 41.5783056, 1.6199632 41.5782381)",,,,
"[313459497, 31371646]",False,"['Rambla de Sant Isidre', 'Rambla del General Vives']",tertiary,50,False,122.09700000000001,"LINESTRING (1.6199614 41.5788395, 1.6199177 41.5789376, 1.6198192 41.5790002, 1.6197465 41.5790465, 1.6195373 41.5791488, 1.6193906 41.5792084, 1.6192061 41.5792909, 1.6189973 41.5793463, 1.6188057 41.5793783, 1.6187522 41.5793886)",,,,
31283003,True,Carrer de Santa Caterina,residential,,False,36.429,"LINESTRING (1.6150008 41.5798927, 1.6151129 41.5802094)",,,,
31371643,False,Rambla Nova,tertiary,50,True,112.487,"LINESTRING (1.6150008 41.5798927, 1.61632 41.57967)",,,,
1170472404,False,Rambla Nova,tertiary,50,False,81.966,"LINESTRING (1.6150008 41.5798927, 1.6140348 41.5800384)",,,,
311293289,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,14.381,"LINESTRING (1.6159316 41.5824982, 1.6160906 41.5824474)",1,,,
31563410,True,Plaça Catalunya,residential,,False,29.208,"LINESTRING (1.6159316 41.5824982, 1.615976 41.5826393, 1.616012 41.5827539)",,,,
34099004,True,Carrer de la Torre,residential,,False,99.286,"LINESTRING (1.6157684 41.5819434, 1.6146033 41.5821377)",,,,
222864241,True,Carrer de Santa Caterina,residential,,False,63.167,"LINESTRING (1.6157684 41.5819434, 1.6159316 41.5824982)",,,,
222732846,True,Avinguda Balmes,tertiary,50,False,33.959,"LINESTRING (1.6114678 41.5826417, 1.6115516 41.5829406)",,,,
31283005,True,Carrer de Sebastià Artés,residential,,False,39.942,"LINESTRING (1.6146033 41.5821377, 1.6145089 41.5817855)",,,,
34099004,True,Carrer de la Torre,residential,,False,75.154,"LINESTRING (1.6146033 41.5821377, 1.6137189 41.5822762)",,,,
31283005,True,Carrer de Sebastià Artés,residential,,False,33.753,"LINESTRING (1.6142521 41.5808496, 1.6143606 41.5807598, 1.6143689 41.5805774)",,,,
31283005,True,Carrer de Sebastià Artés,residential,,False,14.156,"LINESTRING (1.6143689 41.5805774, 1.6142503 41.5804861)",,,,
31283005,True,Carrer de Sebastià Artés,residential,,False,9.689,"LINESTRING (1.6142503 41.5804861, 1.6141419 41.5804542)",,,,
37234608,True,Carrer del Carme,residential,,False,79.915,"LINESTRING (1.6142503 41.5804861, 1.614314 41.5804128, 1.6151129 41.5802094)",,,,
31283005,True,Carrer de Sebastià Artés,residential,,False,47.085,"LINESTRING (1.6141419 41.5804542, 1.6140348 41.5800384)",,,,
37234607,True,Carrer de Roca,residential,,False,80.302,"LINESTRING (1.6141419 41.5804542, 1.6132015 41.5806176)",,,,
1170472404,False,Rambla Nova,tertiary,50,True,81.966,"LINESTRING (1.6140348 41.5800384, 1.6150008 41.5798927)",,,,
31371642,False,Rambla de Sant Ferran,tertiary,50,False,155.666,"LINESTRING (1.6140348 41.5800384, 1.6134717 41.5801307, 1.6133054 41.5801633, 1.6122084 41.5803435)",,,,
31283002,True,Plaça del Rei,tertiary,50,False,50.647,"LINESTRING (1.6197205 41.5779061, 1.619833 41.577904, 1.6199579 41.5779146, 1.6200157 41.5779392, 1.6200366 41.57801, 1.620043 41.5780794, 1.6200523 41.5781239, 1.6200422 41.5781636)",1,roundabout,,
31426841,False,Carrer de la Concepció,residential,50,False,77.429,"LINESTRING (1.6197205 41.5779061, 1.6195136 41.5778679, 1.619377 41.5778622, 1.6191904 41.5778549, 1.6189073 41.5778365, 1.6188025 41.5778117)",,,,
31257660,False,Carrer de la Soledat,tertiary,50,False,112.771,"LINESTRING (1.6200422 41.5781636, 1.6213798 41.5779982)",,,,
531529837,True,Plaça del Rei,tertiary,50,False,10.988999999999999,"LINESTRING (1.6200422 41.5781636, 1.6200224 41.578202, 1.6199946 41.578224, 1.6199632 41.5782381)",1,roundabout,,
31283005,True,Carrer de Sebastià Artés,residential,,False,80.067,"LINESTRING (1.6147939 41.5828435, 1.6146033 41.5821377)",,,,
"[31257642, 1136831117]",True,"['Carrer de Joan Maragall', 'Plaça de Catalunya']",residential,50,False,102.33399999999999,"LINESTRING (1.6147939 41.5828435, 1.6148925 41.5828162, 1.6153579 41.5826687, 1.6156044 41.5825781, 1.615825 41.5825336, 1.6158407 41.5825284, 1.6159316 41.5824982)",,,,
31426844,True,Carrer de Sant Faust,residential,,False,74.301,"LINESTRING (1.6157333 41.578183, 1.6153175 41.5775916)",,,,
210924320,False,Carrer de Santa Anna,residential,50,True,56.147,"LINESTRING (1.6157333 41.578183, 1.6152711 41.578551)",,,,
210924320,False,Carrer de Santa Anna,residential,50,False,28.668,"LINESTRING (1.6157333 41.578183, 1.6158293 41.5781006, 1.6159697 41.5779956)",,,,
31452363,True,Carrer de la Creueta,residential,,False,37.607,"LINESTRING (1.6125181 41.5784616, 1.6120892 41.5783546)",,,,
31452368,True,Carrer dels Traginers,residential,,False,66.99,"LINESTRING (1.6120892 41.5783546, 1.6122536 41.5779282, 1.612322 41.577778)",,,,
31452368,True,Carrer dels Traginers,residential,,False,37.179,"LINESTRING (1.6121704 41.57668, 1.6119438 41.5763918)",,,,
34057104,False,Carrer del Rec,residential,,False,106.433,"LINESTRING (1.6121704 41.57668, 1.6126838 41.5764715, 1.6129767 41.5764707, 1.6132029 41.5764842, 1.6133699 41.5765246)",,,,
31452359,False,Carrer de la Misericòrdia,residential,30,False,62.2,"LINESTRING (1.6230541 41.5768387, 1.6227755 41.5763196)",,,,
31426839,True,Carrer de la Caritat,residential,50,False,176.847,"LINESTRING (1.6230541 41.5768387, 1.6228998 41.5768728, 1.6210251 41.5773137)",,,,
34099018,True,Carrer de Sant Vicenç,residential,50,False,27.458,"LINESTRING (1.6232934 41.5803333, 1.6232276 41.5802513, 1.6231761 41.5801455, 1.623148 41.580113)",,,,
569137030,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,133.167,"LINESTRING (1.6232934 41.5803333, 1.6231914 41.5803676, 1.6218347 41.5808269)",,,,
311293289,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,84.253,"LINESTRING (1.6160906 41.5824474, 1.6169078 41.5821712, 1.6170137 41.5821354)",1,,,
1136831118,True,Plaça de Catalunya,residential,50,False,55.408,"LINESTRING (1.616012 41.5827539, 1.6159352 41.5827883, 1.6157127 41.582888, 1.6156904 41.582898, 1.6155126 41.5829805, 1.6154429 41.5830129)",,,,
31563409,True,Plaça Catalunya,residential,,False,29.806,"LINESTRING (1.6161891 41.5827051, 1.6161484 41.582593, 1.6161075 41.5824867, 1.6160906 41.5824474)",,,,
1180465263,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,15.698,"LINESTRING (1.6161891 41.5827051, 1.6161006 41.5827295, 1.616012 41.5827539)",,,,
34099018,True,Carrer de Sant Vicenç,residential,50,False,30.069000000000003,"LINESTRING (1.6219913 41.5785307, 1.6219566 41.5784996, 1.6218036 41.5783002)",,,,
187190410,True,Carrer de la Virtut,residential,50,False,79.567,"LINESTRING (1.6219913 41.5785307, 1.6220481 41.5784939, 1.6228937 41.5783078)",,,2,
31978348,True,Carrer de les Delícies,residential,50,False,27.052,"LINESTRING (1.6227637 41.5780848, 1.6228159 41.5781744, 1.6228937 41.5783078)",,,,
31257660,False,Carrer de la Soledat,tertiary,50,False,19.205,"LINESTRING (1.6213798 41.5779982, 1.6215998 41.5779458)",,,,
31257660,False,Carrer de la Soledat,tertiary,50,True,112.771,"LINESTRING (1.6213798 41.5779982, 1.6200422 41.5781636)",,,,
31978349,True,Carrer de la Trinitat,residential,50,False,36.967,"LINESTRING (1.6213798 41.5779982, 1.6214366 41.5781784, 1.6214613 41.578261, 1.6214433 41.5783222)",,,,
34099023,True,Carrer d'Antoni Franch,residential,50,False,81.762,"LINESTRING (1.6213798 41.5779982, 1.6212905 41.5777723, 1.6210251 41.5773137)",,,,
34099023,True,Carrer d'Antoni Franch,residential,50,False,34.161,"LINESTRING (1.6210251 41.5773137, 1.6208688 41.5770296)",,,,
31426839,True,Carrer de la Caritat,residential,50,False,118.789,"LINESTRING (1.6210251 41.5773137, 1.6199561 41.5775628, 1.619658 41.577622)",,,,
31978350,True,Travessia de Sant Domènec,residential,,False,34.481,"LINESTRING (1.6138513 41.578663, 1.6138877 41.5789719)",,,,
330595150,True,Carrer de Sant Domènec,residential,,False,17.595,"LINESTRING (1.6138513 41.578663, 1.6136485 41.578708)",,,,
31978352,True,Carrer de Sant Agustí,residential,,False,19.216,"LINESTRING (1.6138459 41.5794194, 1.6140748 41.579396)",,,,
37234617,True,Travessia del Vallès,residential,,False,70.6,"LINESTRING (1.6138459 41.5794194, 1.6140348 41.5800384)",,,,
31978353,True,Carrer del Pare Tous Soler,residential,,False,105.88600000000001,"LINESTRING (1.6140748 41.579396, 1.6141553 41.579228, 1.6142734 41.5790807, 1.6147073 41.5787106, 1.6147666 41.5786102)",,,,
31978354,True,Carrer de l'Alba,residential,,False,150.174,"LINESTRING (1.6140748 41.579396, 1.6146131 41.5794113, 1.6148118 41.5794038, 1.6150559 41.5793756, 1.6154285 41.5793442, 1.6155084 41.5793384, 1.6156406 41.579327, 1.6157273 41.5793212, 1.6158722 41.5793115)",,,,
31978355,True,Carrer de Sant Simplici,living_street,,False,129.17499999999998,"LINESTRING (1.6140748 41.579396, 1.6143389 41.5793074, 1.6147166 41.5791881, 1.6150588 41.5790583, 1.6152632 41.5789684, 1.6154604 41.5788759)",,,,
37234560,True,Baixada de Sant Nicolau,residential,,False,96.98500000000001,"LINESTRING (1.6147666 41.5786102, 1.6146917 41.5784698, 1.614539 41.5783433, 1.614424 41.5782331, 1.6140876 41.5779084)",,,,
330595150,True,Carrer de Sant Domènec,residential,,False,77.616,"LINESTRING (1.6147666 41.5786102, 1.6146162 41.5786064, 1.6144615 41.5785914, 1.6142909 41.5785764, 1.6140847 41.5786108, 1.6138513 41.578663)",,,,
313859024,True,Carrer de Sant Ignasi,residential,,False,87.428,"LINESTRING (1.6136485 41.578708, 1.6126359 41.5789188)",,,,
31452363,True,Carrer de la Creueta,residential,,False,97.936,"LINESTRING (1.6136485 41.578708, 1.6129809 41.5785627, 1.6125181 41.5784616)",,,,
187026513,False,Travessia dels Traginers,residential,,False,53.853,"LINESTRING (1.612322 41.577778, 1.6117034 41.5776351)",,,,
31452368,True,Carrer dels Traginers,residential,,False,123.023,"LINESTRING (1.612322 41.577778, 1.612227 41.5768344, 1.6121704 41.57668)",,,,
31153452,False,Plaça de la Creu,residential,,False,59.795,"LINESTRING (1.6154604 41.5788759, 1.6155324 41.5790029, 1.6158378 41.5792803, 1.6158722 41.5793115)",,,,
31153452,False,Plaça de la Creu,residential,,True,34.461,"LINESTRING (1.6154604 41.5788759, 1.6152978 41.5786047, 1.6152923 41.5785927)",,,,
"[187362816, 187362819, 37234568, 187363307, 330595153]",True,"[""Carrer de l'Argent"", 'Carrer de Sant Jaume', 'Carrer de Sant Roc', 'Plaça de Sant Miquel', 'Carrer de Sant Sebastià']",residential,,False,310.876,"LINESTRING (1.6154604 41.5788759, 1.6155503 41.5788247, 1.615582 41.5787721, 1.6157656 41.5786568, 1.6160774 41.5784494, 1.6162284 41.5783431, 1.6164698 41.5782703, 1.6167122 41.5782342, 1.6167586 41.5782291, 1.6170525 41.5782006, 1.6174373 41.5781509, 1.6175447 41.5780912, 1.617658 41.5780628, 1.6177144 41.5780512, 1.6177838 41.5780442, 1.6178943 41.578033, 1.6179665 41.578016, 1.6180023 41.5780209, 1.6180184 41.578023, 1.618064 41.5780289, 1.6181505 41.5780425, 1.6183846 41.5780914, 1.6186101 41.5782271, 1.6187602 41.578249)",,,,
31278178,True,Carrer de Sant Antoni de Baix,residential,50,False,177.168,"LINESTRING (1.6208688 41.5770296, 1.6218674 41.5766565, 1.6226392 41.5763683, 1.6227755 41.5763196)",,,,
31278178,True,Carrer de Sant Antoni de Baix,residential,50,False,37.087,"LINESTRING (1.6204676 41.5771751, 1.6208688 41.5770296)",,,,
34057093,False,Carrer de Llagasta,residential,50,False,46.954,"LINESTRING (1.6204676 41.5771751, 1.6202322 41.5768575, 1.6201939 41.5768058)",,,,
31257449,False,Ronda del Rec,residential,30,False,118.61700000000002,"LINESTRING (1.6201939 41.5768058, 1.6198825 41.5769249, 1.619755 41.5769504, 1.619663 41.5769527, 1.6195594 41.5769348, 1.619401 41.5769425, 1.6193747 41.5769474, 1.6192129 41.5769776, 1.6189328 41.5770664, 1.6188883 41.5770648, 1.6188438 41.5770631)",,,,
31257449,False,Ronda del Rec,residential,30,True,209.159,"LINESTRING (1.6201939 41.5768058, 1.6205713 41.576649, 1.620726 41.5765858, 1.6210785 41.5764516, 1.6214733 41.576297, 1.6215583 41.5762607, 1.621724 41.5762196, 1.6220024 41.5761779, 1.6222479 41.5761186, 1.6224794 41.576046)",,,,
34057093,False,Carrer de Llagasta,residential,50,True,46.954,"LINESTRING (1.6201939 41.5768058, 1.6202322 41.5768575, 1.6204676 41.5771751)",,,,
34057100,True,Carrer del Doctor Joan Mercader,residential,,False,80.152,"LINESTRING (1.6133699 41.5765246, 1.6133238 41.5758046)",,,,
34057104,False,Carrer del Rec,residential,,True,106.433,"LINESTRING (1.6133699 41.5765246, 1.6132029 41.5764842, 1.6129767 41.5764707, 1.6126838 41.5764715, 1.6121704 41.57668)",,,,
31426845,True,Carrer del Sol,residential,,False,99.959,"LINESTRING (1.6136011 41.578072, 1.6125181 41.5784616)",,,,
34057100,True,Carrer del Doctor Joan Mercader,residential,,False,48.327,"LINESTRING (1.6136011 41.578072, 1.613514 41.5776423)",,,,
34098991,True,Carrer de l'Amor,residential,50,False,156.217,"LINESTRING (1.6210691 41.5815178, 1.6193587 41.5820982)",,,,
222862200,True,Carrer de Sant Josep,residential,50,False,60.833,"LINESTRING (1.6210691 41.5815178, 1.6212749 41.5817403, 1.6213303 41.5817739, 1.6215196 41.5818569, 1.6215885 41.5818857)",,,,
222862199,True,Carrer d'Òdena,residential,50,False,45.381,"LINESTRING (1.6193587 41.5820982, 1.6193441 41.5820376, 1.61929 41.5817729, 1.6192735 41.5816951)",,,,
34098992,True,Carrer de Marià Cuiner,residential,50,False,26.573999999999998,"LINESTRING (1.6197132 41.5834893, 1.6197733 41.5833912, 1.6199059 41.5833055)",,,,
"[222862201, 222862199]",True,Carrer d'Òdena,residential,50,False,111.155,"LINESTRING (1.6197132 41.5834893, 1.6196928 41.5831099, 1.6196659 41.5828545, 1.6195963 41.5827209, 1.6195023 41.5825406, 1.6194893 41.5825156)",,,,
222862200,True,Carrer de Sant Josep,residential,50,False,58.403,"LINESTRING (1.6218986 41.5820154, 1.6225112 41.5822721)",,,,
222862200,True,Carrer de Sant Josep,residential,50,False,55.961999999999996,"LINESTRING (1.6225112 41.5822721, 1.6228186 41.5823951, 1.6229168 41.5824351, 1.6230814 41.5825021, 1.6231 41.5825146)",,,,
34098992,True,Carrer de Marià Cuiner,residential,50,False,219.656,"LINESTRING (1.6199059 41.5833055, 1.6205749 41.582801, 1.6207858 41.582653, 1.6218986 41.5820154)",,,,
34098995,True,Passatge Colomer,residential,50,False,16.424,"LINESTRING (1.6154429 41.5830129, 1.6154709 41.5830581, 1.6155339 41.5831439)",,,,
311293284,True,Carrer de Trobadiners,residential,50,False,78.42699999999999,"LINESTRING (1.6154429 41.5830129, 1.6153457 41.5830543, 1.6146323 41.5833732)",,,,
34099001,True,Carrer de Trobadiners,residential,50,False,52.675,"LINESTRING (1.6155339 41.5831439, 1.6161144 41.5829545)",,,,
34098996,False,Carrer de Trobadiners,living_street,,False,79.46600000000001,"LINESTRING (1.6155339 41.5831439, 1.6147301 41.5833668, 1.6146323 41.5833732)",,,,
34099000,True,Carrer de Santa Caterina,residential,50,False,23.876,"LINESTRING (1.6161144 41.5829545, 1.616012 41.5827539)",,,,
"[34099003, 34099004]",True,"['Carrer de Sant Magí', 'Carrer de la Torre']",residential,,False,138.836,"LINESTRING (1.6170137 41.5821354, 1.6170063 41.5821128, 1.6168895 41.5817571, 1.6157684 41.5819434)",,,,
311293289,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,105.99000000000001,"LINESTRING (1.6170137 41.5821354, 1.6170474 41.5821243, 1.6181799 41.5817512)",1,,,
34099003,True,Carrer de Sant Magí,residential,,False,31.724,"LINESTRING (1.6171249 41.5824083, 1.6170755 41.5822865, 1.6170274 41.582168, 1.6170137 41.5821354)",,,,
1180465263,True,Passeig Mossèn Jacint Verdaguer,residential,50,False,84.556,"LINESTRING (1.6171249 41.5824083, 1.6170142 41.5824438, 1.6162959 41.5826743, 1.6162531 41.5826848, 1.6161891 41.5827051)",,,,
37234609,True,Carrer de Sant Josep,residential,50,False,65.24,"LINESTRING (1.620137 41.5804901, 1.6205235 41.580936, 1.6205637 41.5809824)",,,,
34098996,False,Carrer de Trobadiners,living_street,,True,79.46600000000001,"LINESTRING (1.6146323 41.5833732, 1.6147301 41.5833668, 1.6155339 41.5831439)",,,,
31371646,False,Rambla de Sant Isidre,tertiary,50,False,204.84400000000002,"LINESTRING (1.6187522 41.5793886, 1.6180385 41.5794616, 1.617228 41.5795487, 1.6168629 41.5795818, 1.6165823 41.5796212, 1.61632 41.57967)",,,,
"[313459497, 31371646]",False,"['Rambla de Sant Isidre', 'Rambla del General Vives']",tertiary,50,True,122.09700000000002,"LINESTRING (1.6187522 41.5793886, 1.6188057 41.5793783, 1.6189973 41.5793463, 1.6192061 41.5792909, 1.6193906 41.5792084, 1.6195373 41.5791488, 1.6197465 41.5790465, 1.6198192 41.5790002, 1.6199177 41.5789376, 1.6199614 41.5788395)",,,,
37234609,True,Carrer de Sant Josep,residential,50,False,112.083,"LINESTRING (1.61908 41.5798649, 1.620137 41.5804901)",,,,
187365888,True,Carrer de Sant Pau,residential,,False,152.205,"LINESTRING (1.61908 41.5798649, 1.6191602 41.5798036, 1.6192809 41.5797434, 1.6194928 41.579625, 1.6198362 41.5794866, 1.6201133 41.5793711, 1.6202599 41.57931, 1.6206356 41.5791527)",,,,
