osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,ref,junction,access
28972629,True,Carrer Catalunya,residential,False,85.845,"LINESTRING (2.077446 41.3803037, 2.0764756 41.3800471)",,,,,
806941202,True,Carrer de l'Ateneu,residential,False,72.478,"LINESTRING (2.077446 41.3803037, 2.0776782 41.3797255, 2.0776966 41.3796796)",20,,,,
806941201,True,Carrer de l'Ateneu,residential,False,127.06700000000001,"LINESTRING (2.0776966 41.3796796, 2.0777381 41.3794562, 2.0777507 41.3793184, 2.0777482 41.3790694, 2.0777272 41.3788971, 2.0776507 41.3786225, 2.0776416 41.37859, 2.0776314 41.3785474)",,,,,
806941616,True,Carrer de l'Electricitat,residential,False,86.815,"LINESTRING (2.0776966 41.3796796, 2.07776 41.3796894, 2.078659 41.379828, 2.0787158 41.3798368)",20,,,,
"[1031362737, 28990689]",True,Carrer Bonavista,residential,False,85.82700000000001,"LINESTRING (2.0761982 41.3859195, 2.0762114 41.3858811, 2.0762326 41.3858156, 2.0764705 41.3852325, 2.0764923 41.38518)",,,,,
28984005,True,Carrer les Freixes,residential,False,47.955,"LINESTRING (2.0767685 41.3844945, 2.0768378 41.3845117, 2.0772119 41.384713, 2.0772524 41.3847196)",,,,,
150277878,True,Carrer de Bonavista,living_street,False,21.143,"LINESTRING (2.0769199 41.384103, 2.0768452 41.3842847)",,,,,
4783786,True,Carrer del Raval de la Creu,residential,False,168.645,"LINESTRING (2.0769199 41.384103, 2.0770593 41.3839884, 2.0772408 41.3838408, 2.077285 41.3838049, 2.0774442 41.383678, 2.0776 41.383581, 2.0776971 41.3835269, 2.0779943 41.3833614, 2.07818 41.3832745, 2.0784056 41.383155, 2.0784579 41.3831314)",,,,,
4783765,True,Carrer Bonavista,residential,False,157.37800000000001,"LINESTRING (2.0775115 41.3826507, 2.0775204 41.38263, 2.0780938 41.3813045)",,,,,
561363010,True,Carrer de la Creu,residential,False,85.338,"LINESTRING (2.0775115 41.3826507, 2.0774645 41.3826392, 2.0765392 41.3824124)",,,,,
28972625,False,Carrer Major,tertiary,True,85.708,"LINESTRING (2.0780938 41.3813045, 2.0771157 41.3810689)",30,,,,
"[28972625, 28968711]",False,Carrer Major,tertiary,False,164.118,"LINESTRING (2.0780938 41.3813045, 2.0790158 41.3815304, 2.0799649 41.3817599)",30,,,,
28972629,True,Carrer Catalunya,residential,False,85.689,"LINESTRING (2.078425 41.3805366, 2.077446 41.3803037)",,,,,
28990573,True,Carrer Bonavista,residential,False,89.747,"LINESTRING (2.078425 41.3805366, 2.0780938 41.3813045)",30,,,,
28990573,True,Carrer Bonavista,residential,False,81.50900000000001,"LINESTRING (2.0787158 41.3798368, 2.0786968 41.3798825, 2.078425 41.3805366)",30,,,,
378279508,False,Carrer de l'Electricitat,residential,False,117.976,"LINESTRING (2.0787158 41.3798368, 2.0787789 41.3798519, 2.0800626 41.38016)",30,,,,
561363010,True,Carrer de la Creu,residential,False,87.702,"LINESTRING (2.0755392 41.3821678, 2.0752706 41.3821089, 2.0746092 41.3819638, 2.0745323 41.3819419)",,,,,
4783766,True,Carrer de Montserrat,residential,False,156.946,"LINESTRING (2.076122 41.3808258, 2.0755392 41.3821678)",,,,,
807402574,True,Carrer de Montserrat,residential,False,91.476,"LINESTRING (2.076122 41.3808258, 2.0764756 41.3800471)",30,,,,
28972625,False,Carrer Major,tertiary,False,87.203,"LINESTRING (2.076122 41.3808258, 2.0768586 41.381006, 2.0769497 41.3810283, 2.0771157 41.3810689)",30,,,,
28972625,False,Carrer Major,tertiary,True,81.88300000000001,"LINESTRING (2.076122 41.3808258, 2.0753405 41.3806316, 2.0751875 41.3806015)",30,,,,
28972629,True,Carrer Catalunya,residential,False,78.52600000000001,"LINESTRING (2.0764756 41.3800471, 2.0756552 41.3798714, 2.0755718 41.3798503)",,,,,
28968707,False,Carrer de la Creu,residential,False,22.33,"LINESTRING (2.079345 41.383194, 2.0796115 41.3831754)",,,,,
561363010,True,Carrer de la Creu,residential,False,79.17699999999999,"LINESTRING (2.079345 41.383194, 2.0790316 41.3832135, 2.0788244 41.3831826, 2.0786102 41.3831178, 2.0784371 41.3830549)",,,,,
4783767,True,Carrer de la Verge del Pilar,residential,False,84.533,"LINESTRING (2.0799649 41.3817599, 2.0796485 41.3824821)",30,,,,
"[28972625, 28968711]",False,Carrer Major,tertiary,True,164.118,"LINESTRING (2.0799649 41.3817599, 2.0790158 41.3815304, 2.0780938 41.3813045)",30,,,,
28972729,True,Carrer de la Creu,residential,False,61.531,"LINESTRING (2.0736537 41.3817235, 2.0730088 41.3815688, 2.0729525 41.3815523)",30,,,,
"[1108083971, 474241365]",True,Carrer del Sagrat Cor,residential,False,69.21900000000001,"LINESTRING (2.0736537 41.3817235, 2.0736774 41.381673, 2.0739046 41.3811893, 2.0739295 41.3811364)",20,,,,
873218126,True,Carrer del Sagrat Cor,residential,False,43.991,"LINESTRING (2.0736537 41.3817235, 2.0736379 41.3817611, 2.0734951 41.3821008)",20,,,,
679998565,True,Carrer Major,tertiary,False,80.384,"LINESTRING (2.0742665 41.3803893, 2.0751875 41.3806015)",30,,,,
28985365,True,Carrer Catalunya,residential,False,94.189,"LINESTRING (2.0746054 41.3796132, 2.073487 41.3797284)",,1,,,
679998566,True,Carrer del Sagrat Cor,residential,False,90.813,"LINESTRING (2.0746054 41.3796132, 2.0742665 41.3803893)",20,,,,
150277760,True,Carrer del Sagrat Cor,residential,False,80.58,"LINESTRING (2.0749097 41.3789255, 2.0749017 41.3789471, 2.0748961 41.3789621, 2.0748929 41.3789707, 2.0746054 41.3796132)",20,,,,
664002581,True,Carretera Reial,primary,False,127.95,"LINESTRING (2.0749097 41.3789255, 2.0747568 41.3789426, 2.0737866 41.3790511, 2.0734864 41.3790847, 2.0733929 41.379095)",30,2,N-340,,
475552608,True,Carrer Font,residential,False,62.233000000000004,"LINESTRING (2.0712835 41.3819958, 2.0706707 41.3818962, 2.0705545 41.3818773)",,,,,
4783770,True,Carrer Sadet,living_street,False,89.395,"LINESTRING (2.0716117 41.3812305, 2.0712835 41.3819958)",,,,,
150264200,True,Carrer Sadet,living_street,False,159.111,"LINESTRING (2.0716117 41.3812305, 2.0722488 41.3798818)",,,,,
28972729,True,Carrer de la Creu,residential,False,61.749,"LINESTRING (2.0716117 41.3812305, 2.0711325 41.3808399, 2.0711105 41.3808219)",30,,,,
28972375,True,Carrer Major,tertiary,False,56.061,"LINESTRING (2.0722488 41.3798818, 2.0722929 41.3798924, 2.072883 41.3800483)",30,,,,
150264198,True,Carrer de Sadet,residential,False,72.228,"LINESTRING (2.0721304 41.3792392, 2.0721274 41.3792837, 2.0721306 41.3792995, 2.0722407 41.3798422, 2.0722488 41.3798818)",30,,,,
561362998,True,Carretera Reial,primary,False,8.607000000000001,"LINESTRING (2.0721304 41.3792392, 2.0721071 41.3792418, 2.0720283 41.3792503)",30,2,N-340,,
4783771,True,Carrer Roquetes,living_street,False,127.333,"LINESTRING (2.0705545 41.3818773, 2.0706357 41.3818262, 2.0711105 41.3808219)",,,,,
28972676,True,Carrer de Bovedilles,residential,False,54.916,"LINESTRING (2.0705545 41.3818773, 2.0706596 41.3821291, 2.0707221 41.3822789, 2.0707512 41.3823486)",,,,,
4783771,True,Carrer Roquetes,living_street,False,128.237,"LINESTRING (2.0711105 41.3808219, 2.0715478 41.3797163)",,,,,
28972729,True,Carrer de la Creu,residential,False,70.724,"LINESTRING (2.0711105 41.3808219, 2.0705967 41.3803923, 2.0705371 41.3803541)",30,,,,
28972375,True,Carrer Major,tertiary,False,61.315000000000005,"LINESTRING (2.0715478 41.3797163, 2.0716004 41.3797293, 2.0722488 41.3798818)",30,,,,
561363010,True,Carrer de la Creu,residential,False,89.351,"LINESTRING (2.0784371 41.3830549, 2.0775708 41.3826766, 2.0775115 41.3826507)",,,,,
28968707,False,Carrer de la Creu,residential,True,22.33,"LINESTRING (2.0796115 41.3831754, 2.079345 41.383194)",,,,,
777702237,True,Carrer de la Creu,residential,False,96.111,"LINESTRING (2.0796115 41.3831754, 2.080754 41.3830647)",,,,,
777702232,False,Carrer d'Àngel Guimerà,residential,True,31.492,"LINESTRING (2.0796115 41.3831754, 2.0795665 41.3834013, 2.0795557 41.3834555)",,,,,
4783803,False,Carrer Hereter,residential,False,67.519,"LINESTRING (2.0699868 41.384246, 2.0704508 41.3837485)",,,,,
4783803,False,Carrer Hereter,residential,True,58.68,"LINESTRING (2.0708866 41.3833351, 2.0708382 41.3833917, 2.0708108 41.3834237, 2.0704508 41.3837485)",,,,,
28972674,False,Avinguda de la Industria,tertiary,True,176.252,"LINESTRING (2.0708866 41.3833351, 2.0700724 41.3827136, 2.0699171 41.3826034, 2.0698493 41.3825552, 2.0695154 41.3823181, 2.069379 41.3822252)",30,2,,,
28985258,True,Carrer d'Hereter,residential,False,106.742,"LINESTRING (2.0708866 41.3833351, 2.0714525 41.3827883, 2.071527 41.3827249, 2.0717341 41.382628)",30,,,,
249007343,False,Avinguda de la Industria,tertiary,False,103.562,"LINESTRING (2.0708866 41.3833351, 2.0710667 41.3834328, 2.0717474 41.38385, 2.07185 41.3839216)",30,2,,,
4783803,False,Carrer Hereter,residential,True,67.519,"LINESTRING (2.0704508 41.3837485, 2.0699868 41.384246)",,,,,
4783804,False,Carrer del Clos,residential,True,82.156,"LINESTRING (2.0704508 41.3837485, 2.0697263 41.3832481)",30,,,,
4783803,False,Carrer Hereter,residential,False,58.68,"LINESTRING (2.0704508 41.3837485, 2.0708108 41.3834237, 2.0708382 41.3833917, 2.0708866 41.3833351)",,,,,
249007343,False,Avinguda de la Industria,tertiary,False,13.759,"LINESTRING (2.07185 41.3839216, 2.0719777 41.3839999)",30,2,,,
249007343,False,Avinguda de la Industria,tertiary,True,103.562,"LINESTRING (2.07185 41.3839216, 2.0717474 41.38385, 2.0710667 41.3834328, 2.0708866 41.3833351)",30,2,,,
4783805,True,Carrer Doctor Fleming,residential,False,64.467,"LINESTRING (2.0723672 41.382841, 2.0721216 41.3833907)",,,,,
"[249007349, 912805085]",True,Carrer Tudona,residential,False,132.107,"LINESTRING (2.0723672 41.382841, 2.0731789 41.383092, 2.0735851 41.3832176, 2.0737454 41.3832672, 2.0738312 41.3832937)",,,,,
28117163,True,Avinguda del Baix Llobregat,tertiary,False,128.436,"LINESTRING (2.0724936 41.3774934, 2.0720363 41.3785963)",50,3,,,
281855887,True,,primary,False,15.197,"LINESTRING (2.0719377 41.3789782, 2.0720114 41.3790184, 2.0720599 41.3790762)",40,2,N-340,roundabout,
"[28968706, 249007346]",False,"['Carrer de Josep Pedrosa', 'Plaça del Parador']",tertiary,True,26.825,"LINESTRING (2.0738312 41.3832937, 2.0737713 41.3833974, 2.0737057 41.3835158)",50,,,,
28972677,False,Plaça del Parador,tertiary,False,72.277,"LINESTRING (2.0738312 41.3832937, 2.0738824 41.3832043, 2.0740589 41.3828555, 2.0741439 41.3826876)",50,,,,
28972732,False,Carrer de Jacinto Benavente,residential,True,55.839,"LINESTRING (2.0702809 41.3827059, 2.0706409 41.3824322, 2.0707512 41.3823486)",,,,,
28972654,True,Carrer Santa Teresa,residential,False,42.787000000000006,"LINESTRING (2.0729525 41.3815523, 2.072927 41.3816079, 2.0727858 41.3819162)",,,,,
28972729,True,Carrer de la Creu,residential,False,58.647,"LINESTRING (2.0729525 41.3815523, 2.0729006 41.3815399, 2.0722829 41.3813918)",30,,,,
28972654,True,Carrer Santa Teresa,residential,False,43.591,"LINESTRING (2.0727858 41.3819162, 2.0726143 41.3822865)",,,,,
28968700,True,Carrer d'Enric Morera,residential,False,62.637,"LINESTRING (2.0727858 41.3819162, 2.0731337 41.3820067, 2.0734951 41.3821008)",,,,,
28968699,True,Carrer Santa Teresa,residential,False,76.029,"LINESTRING (2.0735449 41.3802078, 2.0732589 41.380857)",,1,,,
28968701,True,Carrer Santa Teresa,residential,False,53.525,"LINESTRING (2.0735449 41.3802078, 2.073487 41.3797284)",,,,,
28972375,True,Carrer Major,tertiary,False,63.499,"LINESTRING (2.0735449 41.3802078, 2.0742665 41.3803893)",30,,,,
561362998,True,Carretera Reial,primary,False,55.341,"LINESTRING (2.0733929 41.379095, 2.0730575 41.379129, 2.0727356 41.3791617)",30,2,N-340,,
150264203,True,Carrer Santa Teresa,residential,False,71.304,"LINESTRING (2.073487 41.3797284, 2.073379 41.3791836, 2.0733757 41.3791407, 2.0733929 41.379095)",,,,,
4783765,True,Carrer Bonavista,residential,False,88.059,"LINESTRING (2.0772085 41.3834093, 2.0775115 41.3826507)",,,,,
150277878,True,Carrer de Bonavista,living_street,False,80.807,"LINESTRING (2.0772085 41.3834093, 2.0769199 41.384103)",,,,,
28984380,True,Carrer de Carles Mercader,residential,False,106.41,"LINESTRING (2.0748035 41.3858799, 2.0738251 41.3854368, 2.0737115 41.3853854)",,,,,
28972288,True,,tertiary,False,10.692,"LINESTRING (2.0691993 41.3820931, 2.0692324 41.3820728, 2.0692726 41.382062, 2.0693153 41.3820618)",40,,,roundabout,
538554894,True,,tertiary,False,16.082,"LINESTRING (2.069209 41.3822245, 2.0691805 41.3821953, 2.0691687 41.3821603, 2.0691753 41.3821245, 2.0691993 41.3820931)",40,,,roundabout,
28972288,True,,tertiary,False,8.077,"LINESTRING (2.0693153 41.3820618, 2.0693606 41.3820746, 2.0693962 41.3820992)",40,,,roundabout,
28972331,True,Carrer de Salvador Espriu,residential,False,107.63600000000001,"LINESTRING (2.0693153 41.3820618, 2.06973 41.3816797, 2.0697899 41.3816091, 2.0698397 41.3815556, 2.0699181 41.3814508, 2.0700367 41.3812649)",,,,,
28972674,False,Avinguda de la Industria,tertiary,False,176.252,"LINESTRING (2.069379 41.3822252, 2.0695154 41.3823181, 2.0698493 41.3825552, 2.0699171 41.3826034, 2.0700724 41.3827136, 2.0708866 41.3833351)",30,2,,,
405456432,True,,tertiary,False,15.511000000000001,"LINESTRING (2.069379 41.3822252, 2.069348 41.3822407, 2.0693124 41.3822486, 2.0692752 41.3822485, 2.0692397 41.3822402, 2.069209 41.3822245)",40,,,roundabout,
28972426,True,Carrer de Salvador Espriu,residential,False,128.421,"LINESTRING (2.0700726 41.3811692, 2.0701227 41.3810827, 2.0702587 41.3807389, 2.0703408 41.3802869, 2.0703431 41.3800411)",,,,,
394906670,True,,residential,False,9.981,"LINESTRING (2.0700726 41.3811692, 2.0701107 41.3811603, 2.0701502 41.381164, 2.0701842 41.3811797)",,,,roundabout,
28972288,True,,tertiary,False,15.344999999999999,"LINESTRING (2.0693962 41.3820992, 2.0694161 41.3821303, 2.0694199 41.3821647, 2.0694069 41.3821978, 2.069379 41.3822252)",40,,,roundabout,
28972334,True,Carrer de Salvador Espriu,residential,False,108.197,"LINESTRING (2.0701309 41.3813007, 2.0699988 41.3814772, 2.069879 41.3816372, 2.0693962 41.3820992)",,,,,
394906670,True,,residential,False,9.29,"LINESTRING (2.0701309 41.3813007, 2.0700939 41.3812987, 2.0700608 41.3812861, 2.0700367 41.3812649)",,,,roundabout,
561363008,True,,residential,False,7.511,"LINESTRING (2.0701842 41.3811797, 2.0702023 41.3811976, 2.0702119 41.381219, 2.0702121 41.3812415)",,,,roundabout,
28972676,True,Carrer de Bovedilles,residential,False,76.251,"LINESTRING (2.0702121 41.3812415, 2.0702805 41.3813685, 2.0705297 41.3818312, 2.0705545 41.3818773)",,,,,
394906670,True,,residential,False,10.058,"LINESTRING (2.0702121 41.3812415, 2.0701976 41.3812696, 2.0701688 41.3812906, 2.0701309 41.3813007)",,,,roundabout,
394906669,False,Rambla de Sant Just,tertiary,False,10.468,"LINESTRING (2.0761358 41.3787439, 2.0761821 41.3786564)",50,,,,
28972616,False,Rambla de Sant Just,tertiary,True,78.459,"LINESTRING (2.0761358 41.3787439, 2.076096 41.378817, 2.0760109 41.3789888, 2.075857 41.3792903, 2.0757995 41.3794028)",50,,,,
249007344,True,Carretera Reial,primary,False,105.074,"LINESTRING (2.0761358 41.3787439, 2.0760846 41.3787732, 2.0759997 41.3788002, 2.0759219 41.3788099, 2.0756228 41.3788432, 2.0749097 41.3789255)",50,2,N-340,,
28972616,False,Rambla de Sant Just,tertiary,False,89.47200000000001,"LINESTRING (2.0751875 41.3806015, 2.0752551 41.3804701, 2.0755423 41.3799079, 2.0755718 41.3798503)",50,,,,
28972625,False,Carrer Major,tertiary,False,81.88300000000001,"LINESTRING (2.0751875 41.3806015, 2.0753405 41.3806316, 2.076122 41.3808258)",30,,,,
557491757,False,Rambla de Sant Just,tertiary,True,75.675,"LINESTRING (2.0751875 41.3806015, 2.0750983 41.3807947, 2.0748907 41.3812446)",50,,,,
28972616,False,Rambla de Sant Just,tertiary,False,78.459,"LINESTRING (2.0757995 41.3794028, 2.075857 41.3792903, 2.0760109 41.3789888, 2.076096 41.378817, 2.0761358 41.3787439)",50,,,,
28972616,False,Rambla de Sant Just,tertiary,True,53.264,"LINESTRING (2.0757995 41.3794028, 2.0755931 41.3798084, 2.0755718 41.3798503)",50,,,,
28972632,True,Carrer de l'Electricitat,residential,False,161.249,"LINESTRING (2.0757995 41.3794028, 2.075863 41.3794127, 2.0776966 41.3796796)",30,,,,
28972656,True,Carrer Font,living_street,False,56.771,"LINESTRING (2.0726143 41.3822865, 2.0720284 41.3821279, 2.0719742 41.3821133)",,,,,
28972656,True,Carrer Font,living_street,False,61.887,"LINESTRING (2.0733157 41.3824676, 2.0726143 41.3822865)",,,,,
469034088,False,Carrer Font,residential,True,41.616,"LINESTRING (2.0733157 41.3824676, 2.0733361 41.3824729, 2.0737868 41.3825906)",,,,,
561591141,True,Carrer Tudona,residential,False,57.887,"LINESTRING (2.0717341 41.382628, 2.0723672 41.382841)",,,,,
28972662,True,Carrer Hereter,residential,False,60.681,"LINESTRING (2.0717341 41.382628, 2.0717684 41.3825743, 2.0719578 41.3821501, 2.0719742 41.3821133)",,,,,
28972375,True,Carrer Major,tertiary,False,58.003,"LINESTRING (2.072883 41.3800483, 2.0729432 41.3800628, 2.0735449 41.3802078)",30,,,,
405456024,True,,tertiary,False,11.116,"LINESTRING (2.0735775 41.3853219, 2.0735973 41.3852921, 2.0736344 41.3852738, 2.0736788 41.3852721)",40,,,roundabout,
"[561591142, 912808583]",False,Avinguda de la Industria,tertiary,True,88.902,"LINESTRING (2.0735775 41.3853219, 2.0734606 41.3852954, 2.0733528 41.3852388, 2.072986 41.3849988, 2.0727974 41.3848)",30,2,,,
28972732,False,Carrer de Jacinto Benavente,residential,False,55.839,"LINESTRING (2.0707512 41.3823486, 2.0706409 41.3824322, 2.0702809 41.3827059)",,,,,
28990437,True,Carrer Tudona,residential,False,87.725,"LINESTRING (2.0707512 41.3823486, 2.0708522 41.3823773, 2.0715223 41.382577, 2.0717341 41.382628)",,,,,
249007343,False,Avinguda de la Industria,tertiary,True,13.759,"LINESTRING (2.0719777 41.3839999, 2.07185 41.3839216)",30,2,,,
28972679,True,Carrer de Josep Pedrosa,residential,False,156.71099999999998,"LINESTRING (2.0719777 41.3839999, 2.0721572 41.3839673, 2.0729864 41.3838575, 2.0731582 41.3837669, 2.0737057 41.3835158)",30,,,,
"[912808583, 249007343]",False,Avinguda de la Industria,tertiary,False,112.644,"LINESTRING (2.0719777 41.3839999, 2.0721277 41.3840953, 2.0727974 41.3848)",30,2,,,
557491757,False,Rambla de Sant Just,tertiary,False,83.102,"LINESTRING (2.0745323 41.3819419, 2.0748907 41.3812446)",50,,,,
561363011,False,Rambla de Sant Just,tertiary,True,89.026,"LINESTRING (2.0745323 41.3819419, 2.0742533 41.3824751, 2.0741439 41.3826876)",50,,,,
"[873218128, 873218125]",True,Carrer de la Creu,residential,False,77.222,"LINESTRING (2.0745323 41.3819419, 2.0737184 41.3817395, 2.0736801 41.38173, 2.0736537 41.3817235)",30,,,,
806947604,True,Carretera Reial,primary,False,61.18300000000001,"LINESTRING (2.0708877 41.3793723, 2.0703485 41.3794306, 2.0701619 41.3794508)",50,2,N-340,,
"[1062889973, 28972375]",True,Carrer Major,tertiary,False,77.326,"LINESTRING (2.0708877 41.3793723, 2.0708973 41.3794438, 2.0709232 41.379577, 2.0710246 41.3795996, 2.0715478 41.3797163)",30,,,,
"[1062889960, 28972426]",True,Carrer de Salvador Espriu,residential,False,67.533,"LINESTRING (2.0703431 41.3800411, 2.0703157 41.3799378, 2.070216 41.3795619, 2.0701979 41.3795097, 2.0701619 41.3794508)",,,,,
28983973,False,Carrer de Miquel Reverter,tertiary,False,166.232,"LINESTRING (2.0737057 41.3835158, 2.0736947 41.3836024, 2.0737179 41.3845057, 2.0737295 41.3849544, 2.0737309 41.3850101)",50,,,,
"[249007346, 28968706]",False,"['Carrer de Josep Pedrosa', 'Plaça del Parador']",tertiary,False,26.825,"LINESTRING (2.0737057 41.3835158, 2.0737713 41.3833974, 2.0738312 41.3832937)",50,,,,
28983973,False,Carrer de Miquel Reverter,tertiary,True,29.485,"LINESTRING (2.0736788 41.3852721, 2.0737122 41.385144, 2.0737309 41.3850101)",50,,,,
405456023,True,,tertiary,False,15.978000000000002,"LINESTRING (2.0736788 41.3852721, 2.0737208 41.3852893, 2.0737437 41.3853209, 2.0737403 41.3853567, 2.0737115 41.3853854)",40,,,roundabout,
405456023,True,,tertiary,False,4.061,"LINESTRING (2.0737115 41.3853854, 2.0736901 41.3853941, 2.0736663 41.3853979)",40,,,roundabout,
28984009,True,,tertiary,False,12.905999999999999,"LINESTRING (2.0736663 41.3853979, 2.0736346 41.3853949, 2.0736066 41.3853834, 2.0735863 41.3853649, 2.0735765 41.3853421, 2.0735775 41.3853219)",40,,,roundabout,
163315634,True,,primary,False,31.840000000000003,"LINESTRING (2.0720283 41.3792503, 2.0719838 41.3792844, 2.0719289 41.3793085, 2.0718676 41.3793211, 2.071804 41.3793212, 2.0717426 41.3793087, 2.0716876 41.3792847)",30,2,N-340,roundabout,
163315636,True,,primary,False,23.567999999999998,"LINESTRING (2.0715951 41.3791292, 2.0716199 41.3790611, 2.0716777 41.3790052, 2.0717595 41.3789703)",40,2,N-340,roundabout,
561363014,True,Carretera Reial,primary,False,26.287,"LINESTRING (2.0720599 41.3790762, 2.0723734 41.3790527)",50,2,N-340,,
163315630,True,,primary,False,20.185000000000002,"LINESTRING (2.0720599 41.3790762, 2.0720694 41.379136, 2.0720742 41.3791663, 2.0720571 41.3791977, 2.0720283 41.3792503)",40,2,N-340,roundabout,
28984311,True,Carretera Reial,primary,False,67.446,"LINESTRING (2.0716876 41.3792847, 2.0714696 41.379309, 2.0708877 41.3793723)",30,2,N-340,,
28984318,True,,primary,False,19.522,"LINESTRING (2.0716876 41.3792847, 2.0716433 41.3792423, 2.0716154 41.3792157, 2.0716084 41.379186, 2.0715951 41.3791292)",40,2,N-340,roundabout,
281855896,True,,primary,False,14.894,"LINESTRING (2.0717595 41.3789703, 2.0719377 41.3789782)",40,2,N-340,roundabout,
28984332,True,Avinguda del Baix Llobregat,primary_link,False,34.206,"LINESTRING (2.0717595 41.3789703, 2.0718682 41.3787616, 2.0718921 41.37868)",50,,,,
394906660,True,Avinguda del Baix Llobregat,primary_link,False,43.255,"LINESTRING (2.0720363 41.3785963, 2.0719377 41.3789782)",40,3,,,
28984325,True,Avinguda del Baix Llobregat,primary_link,False,68.89800000000001,"LINESTRING (2.0720363 41.3785963, 2.0720855 41.3786437, 2.0720399 41.3788318, 2.0720843 41.3789453, 2.0721924 41.3790202, 2.0723734 41.3790527)",40,1,,,
541985955,True,Carretera Reial,primary,False,28.993,"LINESTRING (2.0723734 41.3790527, 2.0725789 41.3790266, 2.0726266 41.3790205, 2.0727163 41.3790105)",50,2,N-340,,
1031362738,True,Carrer de Josep Anselm Clavé,residential,False,43.161,"LINESTRING (2.0751957 41.3856487, 2.0751721 41.3856664, 2.0751209 41.3857048, 2.0749246 41.385852, 2.0748937 41.3858751, 2.0748035 41.3858799)",,,,,
28983973,False,Carrer de Miquel Reverter,tertiary,False,29.485,"LINESTRING (2.0737309 41.3850101, 2.0737122 41.385144, 2.0736788 41.3852721)",50,,,,
28983973,False,Carrer de Miquel Reverter,tertiary,True,166.232,"LINESTRING (2.0737309 41.3850101, 2.0737295 41.3849544, 2.0737179 41.3845057, 2.0736947 41.3836024, 2.0737057 41.3835158)",50,,,,
28984382,True,Carrer de la Verge dels Dolors,residential,False,58.573,"LINESTRING (2.0737309 41.3850101, 2.0738642 41.3850574, 2.0743482 41.3852606)",,,,,
28984382,True,Carrer de la Verge dels Dolors,residential,False,82.834,"LINESTRING (2.0743482 41.3852606, 2.0750788 41.3855952, 2.0751957 41.3856487)",,,,,
28984390,True,Carrer de Sant Lluís,residential,False,111.86099999999999,"LINESTRING (2.0743482 41.3852606, 2.0743816 41.3852258, 2.0744299 41.3851756, 2.0745459 41.3851246, 2.0747316 41.3851345, 2.0749743 41.3851738, 2.0751968 41.3852584, 2.075455 41.3854125, 2.0754976 41.385436)",,,,,
"[1031362738, 1231398487]",True,Carrer de Josep Anselm Clavé,residential,False,37.242,"LINESTRING (2.0754976 41.385436, 2.0754932 41.3854775, 2.0754518 41.3855274, 2.0752878 41.3856363, 2.0751957 41.3856487)",,,,,
28985252,False,Carrer de Jacinto Benavente,residential,False,69.11,"LINESTRING (2.0691943 41.3837245, 2.0697263 41.3832481)",,,,,
475493684,True,Passeig de Can Sagrera,residential,False,87.944,"LINESTRING (2.0691943 41.3837245, 2.0699868 41.384246)",,,,,
28985323,True,Carrer Hereter,residential,False,99.43200000000002,"LINESTRING (2.0727356 41.3791617, 2.0727446 41.3792264, 2.0727521 41.3792676, 2.0728778 41.3799562, 2.0728857 41.3799997, 2.072883 41.3800483)",,,,,
561362998,True,Carretera Reial,primary,False,51.244,"LINESTRING (2.0727356 41.3791617, 2.0726143 41.3791734, 2.0722093 41.3792258, 2.0721304 41.3792392)",30,2,N-340,,
