osmid,ref,name,highway,oneway,reversed,length,geometry,junction,maxspeed,lanes,tunnel
173737782,A-7102R,Carretera de acceso a Coín,tertiary,False,False,17.578,"LINESTRING (-4.7569199 36.6616536, -4.7569802 36.6615031)",,,,
173737782,A-7102R,Carretera de acceso a Coín,tertiary,False,True,17.014,"LINESTRING (-4.7569199 36.6616536, -4.756955 36.661804)",,,,
187647010,,Calle Málaga,residential,True,False,98.603,"LINESTRING (-4.7569199 36.6616536, -4.7568312 36.6616863, -4.7564451 36.6618787, -4.7561877 36.6619402, -4.7559951 36.6619386, -4.7559047 36.6619244)",,,,
187646810,,Avenida de Fuengirola,tertiary,False,False,29.981,"LINESTRING (-4.7536073 36.6578836, -4.7533281 36.6577335)",,,,
187646926,,Avenida de Fuengirola,tertiary,True,False,24.372999999999998,"LINESTRING (-4.7536073 36.6578836, -4.7537182 36.6579583, -4.7538069 36.6580328)",,,,
187646810,,Avenida de Fuengirola,tertiary,False,True,249.51600000000002,"LINESTRING (-4.7510077 36.659689, -4.7519605 36.6587249, -4.7520281 36.6586507, -4.752072 36.6585748, -4.7520722 36.6585083, -4.7520587 36.6584367, -4.7520262 36.6582376, -4.7520508 36.6580974, -4.752133 36.657944, -4.7522317 36.6578199, -4.7522709 36.6577912)",,,,
187646996,,Calle Cañuto,residential,False,True,72.196,"LINESTRING (-4.7580177 36.6595945, -4.758143 36.6597306, -4.7583509 36.6599673, -4.7584769 36.6601288)",,,,
438949455,A-7102R,Plaza Escamilla,tertiary,True,False,52.295,"LINESTRING (-4.7580177 36.6595945, -4.7584713 36.6594578, -4.7585714 36.6594723)",,,,
173737782,A-7102R,Carretera de acceso a Coín,tertiary,False,False,17.014,"LINESTRING (-4.756955 36.661804, -4.7569199 36.6616536)",,,,
173737782,A-7102R,Carretera de acceso a Coín,tertiary,False,True,48.669999999999995,"LINESTRING (-4.756955 36.661804, -4.7569979 36.6618913, -4.7571754 36.6622043)",,,,
418587483,,Calle Matadero,residential,True,False,135.195,"LINESTRING (-4.756955 36.661804, -4.7570186 36.661811, -4.7577344 36.6622063, -4.758061 36.6623061, -4.7582589 36.6622075)",,,,
693963895,A-7102R,Calle La Cruz,tertiary,False,False,62.856,"LINESTRING (-4.7607789 36.6580592, -4.7611828 36.657596)",,,,
187647653,,Plaza de Alameda,residential,True,False,130.089,"LINESTRING (-4.7607789 36.6580592, -4.7608514 36.6581468, -4.7608294 36.6582663, -4.7606988 36.6587862, -4.7602504 36.6589904)",,,,
599108504,,Plaza de Alameda,residential,False,True,21.608,"LINESTRING (-4.7602504 36.6589904, -4.7601122 36.6588308)",,,,
"[231109836, 187647031]",,"['Calle Parra', 'Calle Mesones']",residential,False,False,94.25500000000001,"LINESTRING (-4.7602504 36.6589904, -4.7602326 36.6590528, -4.7602375 36.6591294, -4.7602875 36.6592154, -4.7607937 36.6590272, -4.7609252 36.658981, -4.7609506 36.6590259)",,,,
187646761,A-366,Avenida Reina Sofía,secondary,False,False,211.619,"LINESTRING (-4.75453 36.6625761, -4.7547299 36.6625838, -4.7550025 36.6626768, -4.755163 36.66267, -4.7561934 36.6623797, -4.7565821 36.6623405, -4.7568102 36.6623086)",,,,
187646761,A-366,Avenida Reina Sofía,secondary,False,True,127.189,"LINESTRING (-4.75453 36.6625761, -4.7542869 36.662644, -4.7535841 36.6628923, -4.7532175 36.6630218)",,,,
187646815,MA-3303,Carretera de Mijas,tertiary,False,True,5.813,"LINESTRING (-4.7543121 36.6579479, -4.7543772 36.6579502)",,,,
187646874,,Carretera de Mijas,tertiary,True,False,32.609,"LINESTRING (-4.7543121 36.6579479, -4.7539466 36.6579531)",,,,
187647029,,Calle Cañuelo,residential,False,True,86.827,"LINESTRING (-4.7585714 36.6594723, -4.7584878 36.6593544, -4.7583669 36.6592272, -4.7582214 36.6590996, -4.7580638 36.6589541, -4.7580502 36.6589106, -4.7581069 36.6588513)",,,,
231109837,A-7102R,Calle Feria,tertiary,True,False,101.72,"LINESTRING (-4.7585714 36.6594723, -4.7586223 36.659489, -4.7587752 36.6595712, -4.7590437 36.6594137, -4.7595189 36.6591631)",,,,
693963895,A-7102R,Calle La Cruz,tertiary,False,True,62.856,"LINESTRING (-4.7611828 36.657596, -4.7607789 36.6580592)",,,,
187647639,,Calle Torre de Los Trinitarios,tertiary,False,False,95.131,"LINESTRING (-4.7611828 36.657596, -4.7609369 36.657421, -4.7607655 36.6574077, -4.7605346 36.6575089, -4.7603036 36.6576655)",,,,
418606092,,Calle La Cruz,residential,False,False,118.98400000000001,"LINESTRING (-4.7611828 36.657596, -4.7612174 36.6575374, -4.7612281 36.6573577, -4.7613662 36.6571557, -4.7614368 36.656879, -4.7615962 36.6565939)",,,,
231109849,A-7102R,Calle La Cruz,tertiary,True,False,104.394,"LINESTRING (-4.7601122 36.6588308, -4.7607789 36.6580592)",,,,
599108504,,Plaza de Alameda,residential,False,False,21.608,"LINESTRING (-4.7601122 36.6588308, -4.7602504 36.6589904)",,,,
187646767,A-366,Avenida Reina Sofía,secondary,True,False,31.874,"LINESTRING (-4.7515324 36.6629176, -4.7511766 36.662891)",,,,
187646965,,Calle Gran Canaria,residential,False,False,50.26,"LINESTRING (-4.7515324 36.6629176, -4.7514782 36.6633675)",,,,
187646761,A-366,Avenida Reina Sofía,secondary,False,False,33.739000000000004,"LINESTRING (-4.7515324 36.6629176, -4.7517606 36.6629138, -4.7519106 36.6629149)",,,,
