osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,junction,bridge
36834502,A-347R1,secondary,40,True,False,40.252,"LINESTRING (-2.9458209 36.84197, -2.9460402 36.8422866)",1,Avenida Manuel Salmerón,,
36834458,A-347,secondary,,True,False,4.679,"LINESTRING (-2.9458209 36.84197, -2.9458449 36.8419614, -2.9458664 36.8419493)",,,roundabout,
36834502,A-347R1,secondary,40,True,False,56.769,"LINESTRING (-2.9469517 36.8433949, -2.9472328 36.8438532)",1,Avenida Manuel Salmerón,,
263641837,,residential,,False,False,34.506,"LINESTRING (-2.9469517 36.8433949, -2.9466152 36.8435491)",,,,
263641837,,residential,,False,True,31.969,"LINESTRING (-2.9469517 36.8433949, -2.9473071 36.8433529)",,,,
264271279,,residential,,False,True,86.533,"LINESTRING (-2.9487802 36.8463762, -2.9486807 36.846451, -2.9483681 36.8466203, -2.9480743 36.8468219, -2.9480218 36.8468607)",,,,
"[1123608104, 264280348]",A-347R1,secondary,40,True,False,104.562,"LINESTRING (-2.9487802 36.8463762, -2.9489886 36.8462732, -2.9491806 36.8461664, -2.9492334 36.846144, -2.9495712 36.8463039, -2.9498023 36.8462411)",,Calle de Agua,,
36834419,A-347,secondary,,False,False,14.697,"LINESTRING (-2.9443907 36.840774, -2.944512 36.8408637)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,13.525,"LINESTRING (-2.9443907 36.840774, -2.9442744 36.8406957)",,Avenida Jose Barrionuevo Peña,,
124365321,,residential,,False,False,43.866,"LINESTRING (-2.9443907 36.840774, -2.9442964 36.8408195, -2.9440144 36.8410267)",,Avenida Las Alpujarras,,
124365321,,residential,,False,False,34.486,"LINESTRING (-2.9440144 36.8410267, -2.9437247 36.8412327)",,Avenida Las Alpujarras,,
263641805,,residential,,False,False,53.7,"LINESTRING (-2.9440144 36.8410267, -2.9435619 36.8407072)",,Calle Valencia,,
263641808,,residential,,False,True,96.087,"LINESTRING (-2.9440144 36.8410267, -2.9447509 36.8416586)",,Calle Órgiva,,
124365321,,residential,,False,True,43.866,"LINESTRING (-2.9440144 36.8410267, -2.9442964 36.8408195, -2.9443907 36.840774)",,Avenida Las Alpujarras,,
124365321,,residential,,False,False,31.634,"LINESTRING (-2.9437247 36.8412327, -2.943459 36.8414217)",,Avenida Las Alpujarras,,
124365321,,residential,,False,True,34.486,"LINESTRING (-2.9437247 36.8412327, -2.9440144 36.8410267)",,Avenida Las Alpujarras,,
264280301,,residential,,False,False,25.28,"LINESTRING (-2.9422119 36.8454227, -2.9419613 36.8453156)",,Calle Los Cerezos,,
124365321,,residential,,False,True,147.51899999999998,"LINESTRING (-2.9422119 36.8454227, -2.9422548 36.8453111, -2.942684 36.8449505, -2.9428127 36.844796, -2.9427698 36.8445985, -2.9425874 36.8443581, -2.9425506 36.8443247)",,Avenida Las Alpujarras,,
264280301,,residential,,False,True,361.58000000000004,"LINESTRING (-2.9422119 36.8454227, -2.9422763 36.8455343, -2.9425123 36.8457061, -2.9426089 36.8457146, -2.9428342 36.8456975, -2.9431561 36.8456374, -2.9434243 36.8456116, -2.9434651 36.8456116, -2.9436067 36.8456116, -2.9437676 36.8456545, -2.9439607 36.8457576, -2.9444945 36.8458525, -2.9447332 36.8458949, -2.9449692 36.8459636, -2.9450336 36.8460151, -2.9452374 36.8462212, -2.9453662 36.8462899, -2.9458168 36.8463843)",,Calle Los Cerezos,,
264271283,,residential,,True,False,25.324,"LINESTRING (-2.9458168 36.8463843, -2.9456183 36.8465475)",,Calle Carolinas,,
264280301,,residential,,False,False,361.58,"LINESTRING (-2.9458168 36.8463843, -2.9453662 36.8462899, -2.9452374 36.8462212, -2.9450336 36.8460151, -2.9449692 36.8459636, -2.9447332 36.8458949, -2.9444945 36.8458525, -2.9439607 36.8457576, -2.9437676 36.8456545, -2.9436067 36.8456116, -2.9434651 36.8456116, -2.9434243 36.8456116, -2.9431561 36.8456374, -2.9428342 36.8456975, -2.9426089 36.8457146, -2.9425123 36.8457061, -2.9422763 36.8455343, -2.9422119 36.8454227)",,Calle Los Cerezos,,
264271279,,residential,,False,False,65.562,"LINESTRING (-2.9474798 36.8472601, -2.9480218 36.8468607)",,,,
264271952,,residential,,True,False,177.148,"LINESTRING (-2.9474798 36.8472601, -2.9458168 36.8463843)",,Calle Nueva,,
124365329,,residential,,False,False,26.529,"LINESTRING (-2.9465142 36.8455429, -2.9464119 36.845767)",,Calle la Mohaja,,
124365329,,residential,,False,True,141.89499999999998,"LINESTRING (-2.9465142 36.8455429, -2.9463264 36.8446156, -2.9462996 36.8442796)",,Calle la Mohaja,,
"[263641854, 264303654]",,residential,,False,"[False, True]",243.522,"LINESTRING (-2.9505871 36.8390837, -2.9504304 36.8392143, -2.9496258 36.8394547, -2.9496315 36.8396345, -2.9496292 36.8399035, -2.9496058 36.840068, -2.9495848 36.8402212, -2.9493863 36.840552, -2.9492388 36.8406959)",,"['Camino Viejo', 'Camino Viejo D Beneji']",,
237302815,,residential,,True,False,31.684,"LINESTRING (-2.9488297 36.8470977, -2.9488944 36.8470715, -2.9491277 36.8469772, -2.9491475 36.8469692)",,Calle Salvador Dali,,
264271280,,residential,,False,True,78.21600000000001,"LINESTRING (-2.9488297 36.8470977, -2.9484768 36.8470692, -2.9480218 36.8468607)",,,,
265944895,,residential,,False,True,40.023,"LINESTRING (-2.9488297 36.8470977, -2.9488848 36.8471434, -2.9492528 36.8471095)",,Plaza Federico García Lorca,,
36834419,A-347,secondary,,False,False,13.511,"LINESTRING (-2.943893 36.8404391, -2.9440092 36.8405173)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,20.965,"LINESTRING (-2.943893 36.8404391, -2.9437065 36.8403239)",,Avenida Jose Barrionuevo Peña,,
263641804,,residential,,True,False,58.199,"LINESTRING (-2.9430563 36.8410093, -2.943459 36.8414217)",,Calle Cataluña,,
263641801,,residential,,True,False,56.676,"LINESTRING (-2.9430563 36.8410093, -2.9434137 36.8408368, -2.9435619 36.8407072)",,Calle Andalucía,,
264284032,,residential,,False,False,78.124,"LINESTRING (-2.9416411 36.8421528, -2.9409598 36.8417097)",,Calle La Rioja,,
263641801,,residential,,True,False,51.872,"LINESTRING (-2.9416411 36.8421528, -2.9416395 36.8420441, -2.941831 36.8417208)",,Calle Andalucía,,
36834419,A-347,secondary,,False,False,7.38,"LINESTRING (-2.9433539 36.840106, -2.9434195 36.8401466)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,64.855,"LINESTRING (-2.9433539 36.840106, -2.942777 36.8397496)",,Avenida Jose Barrionuevo Peña,,
263641802,,residential,,True,False,40.491,"LINESTRING (-2.9433539 36.840106, -2.943272 36.8401689, -2.9430574 36.8403815)",,Calle Extremadura,,
263641802,,residential,,True,False,33.189,"LINESTRING (-2.9429972 36.8404156, -2.9427307 36.8406244)",,Calle Extremadura,,
263641803,,residential,,False,False,34.841,"LINESTRING (-2.9429972 36.8404156, -2.9426336 36.8405318)",,Calle Murcia,,
263641802,,residential,,True,False,56.412,"LINESTRING (-2.9423032 36.8409203, -2.9418299 36.8412578)",,Calle Extremadura,,
766063109,,residential,,False,True,40.734,"LINESTRING (-2.9423032 36.8409203, -2.9425819 36.8412109)",,,,
442445598,,residential,,False,True,41.966,"LINESTRING (-2.9404978 36.8425516, -2.9404161 36.8421799)",,Calle Extremadura,,
263641802,,residential,,True,False,20.261,"LINESTRING (-2.9416611 36.8413675, -2.9414912 36.8414888)",,Calle Extremadura,,
263641803,,residential,,False,True,153.753,"LINESTRING (-2.9416611 36.8413675, -2.9416579 36.8408156, -2.9426336 36.8405318)",,Calle Murcia,,
124365321,,residential,,False,True,31.634,"LINESTRING (-2.943459 36.8414217, -2.9437247 36.8412327)",,Avenida Las Alpujarras,,
124365321,,residential,,False,False,179.235,"LINESTRING (-2.943459 36.8414217, -2.943435 36.8414388, -2.9430273 36.8417307, -2.9428664 36.841808, -2.9426518 36.8418424, -2.9424801 36.8418509, -2.9423085 36.8419025, -2.9422226 36.8419969, -2.9421261 36.8423146, -2.942148 36.8424079)",,Avenida Las Alpujarras,,
"[263641810, 263641807]",,residential,,True,False,136.947,"LINESTRING (-2.943459 36.8414217, -2.944225 36.8420895, -2.9445075 36.8418559)",,"['Calle Picena', 'Calle Trevélez']",,
263641802,,residential,,True,False,50.298,"LINESTRING (-2.9427307 36.8406244, -2.9423032 36.8409203)",,Calle Extremadura,,
263641804,,residential,,True,False,51.685,"LINESTRING (-2.9427307 36.8406244, -2.9430563 36.8410093)",,Calle Cataluña,,
263641803,,residential,,False,True,34.841,"LINESTRING (-2.9426336 36.8405318, -2.9429972 36.8404156)",,Calle Murcia,,
263641804,,residential,,True,False,13.442,"LINESTRING (-2.9426336 36.8405318, -2.9427307 36.8406244)",,Calle Cataluña,,
263641803,,residential,,False,False,153.753,"LINESTRING (-2.9426336 36.8405318, -2.9416579 36.8408156, -2.9416611 36.8413675)",,Calle Murcia,,
263641804,,residential,,True,False,41.597,"LINESTRING (-2.9423727 36.8402214, -2.9426336 36.8405318)",,Calle Cataluña,,
263641806,,residential,,False,False,22.58,"LINESTRING (-2.9423727 36.8402214, -2.9425109 36.8400511)",,,,
263641805,,residential,,False,False,57.682,"LINESTRING (-2.9435619 36.8407072, -2.9430574 36.8403815)",,Calle Valencia,,
263641805,,residential,,False,True,53.7,"LINESTRING (-2.9435619 36.8407072, -2.9440144 36.8410267)",,Calle Valencia,,
263641801,,residential,,True,False,41.967,"LINESTRING (-2.9435619 36.8407072, -2.9438023 36.8405009, -2.943893 36.8404391)",,Calle Andalucía,,
263641802,,residential,,True,False,6.563,"LINESTRING (-2.9430574 36.8403815, -2.9429972 36.8404156)",,Calle Extremadura,,
263641805,,residential,,False,False,60.95,"LINESTRING (-2.9430574 36.8403815, -2.9425109 36.8400511)",,Calle Valencia,,
263641805,,residential,,False,True,57.682,"LINESTRING (-2.9430574 36.8403815, -2.9435619 36.8407072)",,Calle Valencia,,
263641805,,residential,,False,True,60.95,"LINESTRING (-2.9425109 36.8400511, -2.9430574 36.8403815)",,Calle Valencia,,
263641806,,residential,,False,True,22.58,"LINESTRING (-2.9425109 36.8400511, -2.9423727 36.8402214)",,,,
"[766063116, 263641805, 766063110]",,residential,,False,False,81.23100000000001,"LINESTRING (-2.9425109 36.8400511, -2.9421526 36.8398237, -2.9423614 36.8396073, -2.9424358 36.8395383)",,Calle Valencia,,
263641806,,residential,,False,False,41.045,"LINESTRING (-2.9425109 36.8400511, -2.9427084 36.8398273, -2.942777 36.8397496)",,,,
36834419,A-347,secondary,,False,False,64.855,"LINESTRING (-2.942777 36.8397496, -2.9433539 36.840106)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,3.078,"LINESTRING (-2.942777 36.8397496, -2.9427499 36.8397324)",,Avenida Jose Barrionuevo Peña,,
263641806,,residential,,False,True,41.045,"LINESTRING (-2.942777 36.8397496, -2.9427084 36.8398273, -2.9425109 36.8400511)",,,,
36834419,A-347,secondary,,False,True,77.235,"LINESTRING (-2.9451404 36.8413428, -2.944512 36.8408637)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,False,69.261,"LINESTRING (-2.9451404 36.8413428, -2.9453873 36.8415488, -2.9455205 36.8416467, -2.9456907 36.841783)",,Avenida Jose Barrionuevo Peña,,
263641808,,residential,,False,False,96.087,"LINESTRING (-2.9447509 36.8416586, -2.9440144 36.8410267)",,Calle Órgiva,,
263641807,,residential,,True,False,49.34,"LINESTRING (-2.9447509 36.8416586, -2.9450465 36.8414189, -2.9451404 36.8413428)",,Calle Trevélez,,
263641807,,residential,,True,False,21.112,"LINESTRING (-2.9445075 36.8418559, -2.9446742 36.8417208)",,Calle Trevélez,,
263641809,,residential,,True,False,98.258,"LINESTRING (-2.9445075 36.8418559, -2.9437247 36.8412327)",,Calle Ujíjar,,
263641811,,residential,,False,False,25.062,"LINESTRING (-2.9454274 36.8427367, -2.9456349 36.8425843)",,Calle Juan de la Cierva,,
263641811,,residential,,False,True,30.271,"LINESTRING (-2.9454274 36.8427367, -2.9452882 36.8429851)",,Calle Juan de la Cierva,,
"[264283147, 263641812]",,residential,,False,True,183.772,"LINESTRING (-2.9454274 36.8427367, -2.944659 36.8424862, -2.944594 36.8424927, -2.9445126 36.842548, -2.9445045 36.8426456, -2.9445248 36.8427172, -2.9446061 36.8427953, -2.9452882 36.8429851)",,"['Calle Juan Guttenberg', 'Calle Tomás A. Edison']",,
263641811,,residential,,False,True,48.955,"LINESTRING (-2.9460402 36.8422866, -2.9456349 36.8425843)",,Calle Juan de la Cierva,,
36834502,A-347R1,secondary,40,True,False,147.651,"LINESTRING (-2.9460402 36.8422866, -2.9462908 36.84255, -2.9469517 36.8433949)",1,Avenida Manuel Salmerón,,
263641811,,residential,,False,False,30.271,"LINESTRING (-2.9452882 36.8429851, -2.9454274 36.8427367)",,Calle Juan de la Cierva,,
"[264283147, 263641812]",,residential,,False,False,183.772,"LINESTRING (-2.9452882 36.8429851, -2.9446061 36.8427953, -2.9445248 36.8427172, -2.9445045 36.8426456, -2.9445126 36.842548, -2.944594 36.8424927, -2.944659 36.8424862, -2.9454274 36.8427367)",,"['Calle Juan Guttenberg', 'Calle Tomás A. Edison']",,
"[263641811, 264283148]",,residential,,False,"[False, True]",70.36500000000001,"LINESTRING (-2.9452882 36.8429851, -2.9452688 36.8430198, -2.9451406 36.8432563, -2.944749 36.8431324)",,"['Calle Isaac Peral', 'Calle Juan de la Cierva']",,
263641811,,residential,,False,False,48.955,"LINESTRING (-2.9456349 36.8425843, -2.9460402 36.8422866)",,Calle Juan de la Cierva,,
263641811,,residential,,False,True,25.062,"LINESTRING (-2.9456349 36.8425843, -2.9454274 36.8427367)",,Calle Juan de la Cierva,,
263641813,,residential,,True,False,62.245,"LINESTRING (-2.9456349 36.8425843, -2.9451698 36.8421662)",,Calle Miguel Hernández,,
263641807,,residential,,True,False,9.717,"LINESTRING (-2.9446742 36.8417208, -2.9447509 36.8416586)",,Calle Trevélez,,
29380588,A-347,secondary,,False,False,115.04,"LINESTRING (-2.9459771 36.8414476, -2.9464126 36.8404735)",,Carretera de Adra,,
29380588,A-347,secondary,,False,True,37.827,"LINESTRING (-2.9459771 36.8414476, -2.9458378 36.841769)",,Carretera de Adra,,
263641854,,residential,,False,True,43.696,"LINESTRING (-2.9487712 36.8414783, -2.9484661 36.8417862)",,Camino Viejo,,
380984534,,residential,,False,True,64.734,"LINESTRING (-2.9487712 36.8414783, -2.948044 36.8414633)",,Avenida Ramón y Cajal,,
263641854,,residential,,False,False,58.82,"LINESTRING (-2.9487712 36.8414783, -2.9488291 36.8413226, -2.9489784 36.8409761)",,Camino Viejo,,
263641816,,residential,,False,False,62.259,"LINESTRING (-2.9484661 36.8417862, -2.9477679 36.841822)",,Calle Jiménez Díaz,,
263641854,,residential,,False,False,43.696,"LINESTRING (-2.9484661 36.8417862, -2.9487712 36.8414783)",,Camino Viejo,,
263641854,,residential,,False,True,66.401,"LINESTRING (-2.9484661 36.8417862, -2.9483731 36.8423787)",,Camino Viejo,,
264282748,,residential,,True,False,91.726,"LINESTRING (-2.9466259 36.8405048, -2.947649 36.8406051)",,Calle La Unión,,
263641817,,living_street,,False,True,127.31,"LINESTRING (-2.9466259 36.8405048, -2.9468353 36.8407971, -2.9475108 36.8413976)",,Calle San José de Calasanz,,
263641818,,residential,,False,False,88.834,"LINESTRING (-2.9489784 36.8409761, -2.9480358 36.8407131)",,,,
263641854,,residential,,False,False,38.833,"LINESTRING (-2.9489784 36.8409761, -2.9492159 36.8407183, -2.9492388 36.8406959)",,Camino Viejo,,
263641854,,residential,,False,True,58.82,"LINESTRING (-2.9489784 36.8409761, -2.9488291 36.8413226, -2.9487712 36.8414783)",,Camino Viejo,,
263641818,,residential,,False,True,36.456,"LINESTRING (-2.947649 36.8406051, -2.9480358 36.8407131)",,,,
264282749,,residential,,False,False,39.544,"LINESTRING (-2.947649 36.8406051, -2.947722 36.8402543)",,,,
380984538,,residential,,False,True,69.615,"LINESTRING (-2.947649 36.8406051, -2.9475431 36.8412254)",,,,
29380588,A-347,secondary,,False,False,29.043,"LINESTRING (-2.9464126 36.8404735, -2.9465247 36.8402282)",,Carretera de Adra,,
29380588,A-347,secondary,,False,True,115.04,"LINESTRING (-2.9464126 36.8404735, -2.9459771 36.8414476)",,Carretera de Adra,,
264282748,,residential,,True,False,14.06,"LINESTRING (-2.9464126 36.8404735, -2.946568 36.8404963)",,Calle La Unión,,
380984538,,residential,,False,False,9.252,"LINESTRING (-2.9474964 36.84148, -2.9475108 36.8413976)",,,,
263641815,A-347R1,secondary,40,True,False,135.65699999999998,"LINESTRING (-2.9474964 36.84148, -2.9474173 36.8414657, -2.9461082 36.8414706, -2.9459771 36.8414476)",1,Avenida Ramón y Cajal,,
263641820,,residential,,False,False,143.635,"LINESTRING (-2.9492388 36.8406959, -2.947722 36.8402543)",,,,
"[264303654, 263641854]",,residential,,False,"[False, True]",243.52200000000002,"LINESTRING (-2.9492388 36.8406959, -2.9493863 36.840552, -2.9495848 36.8402212, -2.9496058 36.840068, -2.9496292 36.8399035, -2.9496315 36.8396345, -2.9496258 36.8394547, -2.9504304 36.8392143, -2.9505871 36.8390837)",,"['Camino Viejo', 'Camino Viejo D Beneji']",,
263641854,,residential,,False,True,38.833,"LINESTRING (-2.9492388 36.8406959, -2.9492159 36.8407183, -2.9489784 36.8409761)",,Camino Viejo,,
263641820,,residential,,False,False,88.902,"LINESTRING (-2.947722 36.8402543, -2.9467283 36.840172)",,,,
263641820,,residential,,False,True,143.635,"LINESTRING (-2.947722 36.8402543, -2.9492388 36.8406959)",,,,
264282749,,residential,,False,True,39.544,"LINESTRING (-2.947722 36.8402543, -2.947649 36.8406051)",,,,
264282749,,residential,,False,False,36.659,"LINESTRING (-2.947722 36.8402543, -2.9477777 36.8400021, -2.9478134 36.8399343)",,,,
263641821,,residential,,False,False,73.936,"LINESTRING (-2.9485922 36.8401659, -2.9478134 36.8399343)",,,,
263641821,,residential,,False,True,73.936,"LINESTRING (-2.9478134 36.8399343, -2.9485922 36.8401659)",,,,
763756530,,residential,,False,False,38.906,"LINESTRING (-2.9478134 36.8399343, -2.9479499 36.8396019)",,,,
264282749,,residential,,False,True,36.659,"LINESTRING (-2.9478134 36.8399343, -2.9477777 36.8400021, -2.947722 36.8402543)",,,,
763756529,,residential,,False,False,123.101,"LINESTRING (-2.9478134 36.8399343, -2.9468966 36.8398315, -2.9467283 36.840172)",,,,
263641822,,residential,,False,False,79.945,"LINESTRING (-2.9487914 36.8398536, -2.9479499 36.8396019)",,,,
263641822,,residential,,False,True,79.945,"LINESTRING (-2.9479499 36.8396019, -2.9487914 36.8398536)",,,,
263641823,,residential,,False,False,6.433,"LINESTRING (-2.9479499 36.8396019, -2.9479014 36.839559)",,,,
763756530,,residential,,False,False,85.594,"LINESTRING (-2.9479499 36.8396019, -2.9483021 36.8388856)",,,,
763756530,,residential,,False,True,38.906,"LINESTRING (-2.9479499 36.8396019, -2.9478134 36.8399343)",,,,
763756536,,residential,,False,True,67.983,"LINESTRING (-2.9471408 36.839616, -2.9479014 36.839559)",,,,
263641823,,residential,,False,True,76.551,"LINESTRING (-2.947829 36.838873, -2.9479014 36.839559)",,,,
763756533,,residential,,False,False,42.126,"LINESTRING (-2.947829 36.838873, -2.9483021 36.8388856)",,,,
"[763756533, 264303655]",,residential,,False,"[False, True]",73.38499999999999,"LINESTRING (-2.947829 36.838873, -2.9474366 36.8387238, -2.9475904 36.8384368)",,Avenida de las Flores,,
763756530,,residential,,False,False,46.072,"LINESTRING (-2.9483021 36.8388856, -2.9484854 36.8384981)",,,,
763756530,,residential,,False,True,85.594,"LINESTRING (-2.9483021 36.8388856, -2.9479499 36.8396019)",,,,
763756533,,residential,,False,True,42.126,"LINESTRING (-2.9483021 36.8388856, -2.947829 36.838873)",,,,
763756531,,residential,,False,False,46.96,"LINESTRING (-2.9479579 36.838487, -2.9484854 36.8384981)",,,,
763756531,,residential,,False,True,33.178,"LINESTRING (-2.9479579 36.838487, -2.9475904 36.8384368)",,,,
763756530,,residential,,False,True,46.072,"LINESTRING (-2.9484854 36.8384981, -2.9483021 36.8388856)",,,,
763756531,,residential,,False,True,46.96,"LINESTRING (-2.9484854 36.8384981, -2.9479579 36.838487)",,,,
36834419,A-347,secondary,,False,False,30.83,"LINESTRING (-2.9440092 36.8405173, -2.9442744 36.8406957)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,13.511,"LINESTRING (-2.9440092 36.8405173, -2.943893 36.8404391)",,Avenida Jose Barrionuevo Peña,,
1124682044,,residential,,True,False,52.657,"LINESTRING (-2.9440092 36.8405173, -2.9443653 36.8401391)",,Calle Córdoba,,
263641829,,residential,,False,True,19.14,"LINESTRING (-2.9446625 36.8398441, -2.9445275 36.8399781)",,Calle Córdoba,,
263641830,,residential,,False,False,35.845,"LINESTRING (-2.9449751 36.8405324, -2.9446615 36.8403301)",,Calle Málaga,,
"[1123608099, 263641828]",,residential,,False,False,79.341,"LINESTRING (-2.9449751 36.8405324, -2.9450075 36.8405148, -2.9453341 36.840288, -2.945027 36.8400587)",,Calle Huelva,,
263641829,,residential,,False,False,22.997,"LINESTRING (-2.9443653 36.8401391, -2.9445275 36.8399781)",,Calle Córdoba,,
263641830,,residential,,False,False,36.037,"LINESTRING (-2.9443653 36.8401391, -2.9441891 36.8398473)",,Calle Málaga,,
263641830,,residential,,False,True,33.851,"LINESTRING (-2.9443653 36.8401391, -2.9446615 36.8403301)",,Calle Málaga,,
263641832,,residential,,False,True,18.663,"LINESTRING (-2.943815 36.8384769, -2.9440238 36.8384926)",,Calle Maestro Diego Cara,,
360604113,,residential,,True,False,45.78,"LINESTRING (-2.943815 36.8384769, -2.9433006 36.8384731)",,Calle Maestro Diego Cara,,
263641830,,residential,,False,True,122.776,"LINESTRING (-2.943815 36.8384769, -2.9437599 36.8391449, -2.9440003 36.8395347)",,Calle Málaga,,
263641831,,residential,,False,True,140.69299999999998,"LINESTRING (-2.9433006 36.8384731, -2.9430013 36.8392418, -2.942909 36.8394378, -2.9427244 36.8396403)",,Calle Maestro Juan Rodríguez,,
"[360604113, 264280643]",,residential,,True,False,157.21,"LINESTRING (-2.9433006 36.8384731, -2.9429888 36.8384399, -2.9425629 36.8392458, -2.9423258 36.8394612)",,"['Calle Maestro Diego Cara', 'Calle Vicente Aleixandre']",,
263641832,,residential,,False,False,18.663,"LINESTRING (-2.9440238 36.8384926, -2.943815 36.8384769)",,Calle Maestro Diego Cara,,
36834419,A-347,secondary,,False,False,32.264,"LINESTRING (-2.9434195 36.8401466, -2.9437065 36.8403239)",,Avenida Jose Barrionuevo Peña,,
36834419,A-347,secondary,,False,True,7.38,"LINESTRING (-2.9434195 36.8401466, -2.9433539 36.840106)",,Avenida Jose Barrionuevo Peña,,
263641833,,residential,,True,False,85.445,"LINESTRING (-2.9434195 36.8401466, -2.9440003 36.8395347)",,Calle Sevilla,,
