osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name,ref,tunnel
809452426,2,secondary,50,roundabout,True,False,6.737,"LINESTRING (-3.8182604 40.4376393, -3.8182961 40.4376259, -3.818324 40.4376043)",,,
809156100,2,secondary,50,roundabout,True,False,18.991999999999997,"LINESTRING (-3.8183147 40.437492, -3.8182856 40.4374741, -3.8182506 40.4374641, -3.8182133 40.4374627, -3.8181772 40.4374703, -3.8181461 40.437486, -3.8181229 40.4375084)",,,
948288432,2,secondary,,,True,False,57.268,"LINESTRING (-3.8183147 40.437492, -3.8182783 40.4373035, -3.8182342 40.437171, -3.8181616 40.4369915)",Camino de las Huertas,,
"[28689266, 1041888534]",,secondary,50,,True,False,271.398,"LINESTRING (-3.8176209 40.4360444, -3.8175861 40.4359914, -3.8175608 40.4359223, -3.8175448 40.4358568, -3.8175293 40.4357553, -3.8175317 40.4355232, -3.8175269 40.4354461, -3.8175186 40.4353116, -3.8175282 40.4351653, -3.8175414 40.4349781, -3.8175438 40.4349449, -3.8175573 40.4347997, -3.8175771 40.4347476, -3.8176307 40.4346523, -3.8176452 40.4346136, -3.8176671 40.4344997, -3.8177266 40.4342059, -3.8177795 40.4340356, -3.817846 40.4338818, -3.8178726 40.4338433, -3.8179406 40.4337505, -3.8179728 40.433718, -3.8179882 40.4337011, -3.8180111 40.4336821)",Calle Campomanes,,
28689462,,residential,,,False,False,61.35299999999999,"LINESTRING (-3.8176209 40.4360444, -3.8181168 40.4359586, -3.8181356 40.4359528, -3.8181443 40.4359483, -3.8181502 40.4359422, -3.8181497 40.4359346, -3.8181443 40.4359254, -3.8181365 40.4359161, -3.8180586 40.4358295)",Callejón Chimeneas,,
4811258,2,secondary,50,roundabout,True,False,4.970000000000001,"LINESTRING (-3.818342 40.4375312, -3.8183315 40.4375103, -3.8183147 40.437492)",,,
638503536,2,secondary,50,,True,False,5.2669999999999995,"LINESTRING (-3.8181229 40.4375084, -3.8181113 40.4375304, -3.8181077 40.4375539)",Camino de las Huertas,,
4811260,2,secondary,50,,True,False,55.876,"LINESTRING (-3.8181077 40.4375539, -3.8179954 40.4378019, -3.8178604 40.438019)",Calle Camino de las Huertas,,
809156101,2,secondary,50,roundabout,True,False,18.487000000000002,"LINESTRING (-3.8181077 40.4375539, -3.8181138 40.4375812, -3.8181305 40.4376059, -3.8181562 40.4376255, -3.8181884 40.4376383, -3.8182243 40.437643, -3.8182604 40.4376393)",,,
29023532,,residential,,,False,False,159.214,"LINESTRING (-3.8178604 40.438019, -3.8162079 40.4373347)",Travesía Tahona,,
4806495,,secondary,50,,True,False,180.057,"LINESTRING (-3.8089828 40.4352782, -3.8090006 40.4350224, -3.8090859 40.4338335, -3.8090982 40.4336613)",Avenida de Pablo VI,,
28687693,,tertiary,,,True,False,23.384,"LINESTRING (-3.8090982 40.4336613, -3.8091472 40.4335958, -3.8091862 40.4335608, -3.8092358 40.4335343, -3.809288 40.4335181)",Avenida de Pablo VI,,
511197339,,secondary,,,True,False,64.169,"LINESTRING (-3.8090982 40.4336613, -3.8091342 40.4334006, -3.8092512 40.4330985)",Avenida de Pablo VI,,
4835618,2,residential,,,True,False,99.491,"LINESTRING (-3.8115602 40.4305638, -3.8117427 40.4305503, -3.812009 40.4305345, -3.8120305 40.4305332, -3.8127313 40.4304871)",Calle San Juan de la Cruz,,
423868553,3,secondary,,,True,False,26.384,"LINESTRING (-3.8107222 40.4316182, -3.810505 40.4317884)",Avenida de Pablo VI,,
28687907,,residential,,,False,True,56.312,"LINESTRING (-3.8127313 40.4304871, -3.8127737 40.4309925)",Camino Viejo de Madrid,,
4835618,2,residential,,,True,False,85.22399999999999,"LINESTRING (-3.8127313 40.4304871, -3.8128662 40.4304802, -3.8135709 40.4304353, -3.8137353 40.43044)",Calle San Juan de la Cruz,,
511202915,2,residential,,roundabout,True,False,3.471,"LINESTRING (-3.8137353 40.43044, -3.8137561 40.4304669)",,,
4835621,2,residential,,roundabout,True,False,15.812999999999999,"LINESTRING (-3.8137561 40.4304669, -3.8138355 40.4305044, -3.8139282 40.4304958)",,,
23947662,,residential,,,True,False,122.107,"LINESTRING (-3.8137561 40.4304669, -3.8137715 40.4305348, -3.813776 40.4306493, -3.8138017 40.4309603, -3.8138292 40.4312371, -3.8138131 40.4313998, -3.8137885 40.4314631, -3.8137543 40.4315558)",Camino de Alarcón,,
4833136,2,residential,,,True,False,80.452,"LINESTRING (-3.8140054 40.4304143, -3.8148088 40.4302239, -3.8149123 40.4301977)",Calle San Juan de la Cruz,,
511202918,2,residential,,roundabout,True,False,13.437000000000001,"LINESTRING (-3.8140054 40.4304143, -3.8139937 40.4303545, -3.8139414 40.4303091)",,,
511202917,2,residential,,roundabout,True,False,4.75,"LINESTRING (-3.8139414 40.4303091, -3.813889 40.4302938)",,,
511202916,2,residential,,roundabout,True,False,13.564,"LINESTRING (-3.813889 40.4302938, -3.8138095 40.4303013, -3.8137482 40.4303406)",,,
809156097,2,residential,,roundabout,True,False,11.441,"LINESTRING (-3.8137482 40.4303406, -3.8137256 40.4303891, -3.8137353 40.43044)",,,
32037424,2,tertiary,50,,False,False,84.555,"LINESTRING (-3.817587 40.4316446, -3.8174048 40.4316841, -3.8171958 40.4317659, -3.8167279 40.4320197)",Calle Antonio Becerril,,
813241097,2,tertiary,50,,False,True,13.113,"LINESTRING (-3.817587 40.4316446, -3.817671 40.4316434, -3.8177416 40.4316485)",Calle Antonio Becerril,,
"[421858030, 144383550]",2,tertiary,50,,False,False,51.535,"LINESTRING (-3.8135121 40.433792, -3.813472 40.4338145, -3.8133391 40.4338729, -3.8132133 40.4339077, -3.8130846 40.4339194, -3.8129442 40.4339024)",Calle Antonio Becerril,,
498015559,2,tertiary,50,,False,True,63.509,"LINESTRING (-3.8135121 40.433792, -3.8138708 40.4335818, -3.8139015 40.4335652, -3.8139817 40.4335209, -3.8141077 40.4334447)",Calle Antonio Becerril,,
511202914,2,tertiary,50,,False,False,5.132,"LINESTRING (-3.8129442 40.4339024, -3.8128893 40.4338828)",Carretera de Carabanchel,M-502,
"[144383550, 421858030]",2,tertiary,50,,False,True,51.535000000000004,"LINESTRING (-3.8129442 40.4339024, -3.8130846 40.4339194, -3.8132133 40.4339077, -3.8133391 40.4338729, -3.813472 40.4338145, -3.8135121 40.433792)",Calle Antonio Becerril,,
511202920,2,tertiary,50,,False,False,65.674,"LINESTRING (-3.8186228 40.4320164, -3.8186091 40.4319932, -3.8185902 40.4319732, -3.818554 40.4319504, -3.8185146 40.4319339, -3.8180692 40.431749, -3.8179702 40.431711)",Calle Antonio Becerril,,
673125444,,tertiary,,,False,True,154.201,"LINESTRING (-3.8186228 40.4320164, -3.8186252 40.4320399, -3.8186192 40.4320707, -3.8186057 40.4321044, -3.8184822 40.4324067, -3.8184563 40.4324849, -3.8184269 40.4326212, -3.8183857 40.4327608, -3.8183549 40.4328524, -3.8183167 40.4329517, -3.8181488 40.4332138, -3.8181265 40.4332539, -3.8180986 40.4332974, -3.8180769 40.4333303)",Calle Javier Fernández Golfín,,
4833137,2,residential,,,True,False,42.221999999999994,"LINESTRING (-3.8177416 40.4316485, -3.8177531 40.4315538, -3.8177829 40.4312701)",Calle San Juan de la Cruz,,
511202920,2,tertiary,50,,False,True,20.558999999999997,"LINESTRING (-3.8177416 40.4316485, -3.8178449 40.4316773, -3.8179702 40.431711)",Calle Antonio Becerril,,
813241097,2,tertiary,50,,False,False,13.113,"LINESTRING (-3.8177416 40.4316485, -3.817671 40.4316434, -3.817587 40.4316446)",Calle Antonio Becerril,,
4833134,,tertiary,,,True,False,81.022,"LINESTRING (-3.8108737 40.4360309, -3.811135 40.4358514, -3.8113557 40.4357328, -3.8116719 40.4356482)",Calle Sagunto,,
26841498,,residential,,,False,False,126.328,"LINESTRING (-3.8108737 40.4360309, -3.8108894 40.4361119, -3.8109453 40.4362276, -3.8110537 40.4363944, -3.8114845 40.4370632)",Calle Portugalete,,
144390763,,tertiary,,,False,True,221.35299999999998,"LINESTRING (-3.8108737 40.4360309, -3.8107541 40.4361069, -3.8104784 40.4362736, -3.8103623 40.4363488, -3.8094821 40.436913, -3.8091786 40.4371237, -3.8090584 40.4372302, -3.8089395 40.4373611)",Calle Juan Pablo II,,
421858029,,residential,30,,True,False,4.514,"LINESTRING (-3.8118954 40.4344182, -3.8118476 40.4344002)",Calle Calvario,,
4833134,,tertiary,,,True,False,30.798,"LINESTRING (-3.8116719 40.4356482, -3.8120297 40.4355977)",Calle Sagunto,,
28687665,,residential,,,True,False,168.525,"LINESTRING (-3.8116719 40.4356482, -3.811073 40.4342028)",Calle Nuestra Señora de la Consolación,,
4835617,2,secondary,,,True,False,239.769,"LINESTRING (-3.8092512 40.4330985, -3.8093521 40.4329866, -3.809455 40.4328869, -3.8106381 40.4319081, -3.8108684 40.4317145, -3.8110166 40.4315903, -3.8111356 40.4314905)",Avenida de Pablo VI,,
511197338,,secondary,,,True,False,25.709,"LINESTRING (-3.8092512 40.4330985, -3.8092095 40.4330613, -3.8091113 40.433024, -3.8089839 40.4330053)",Avenida de Pablo VI,,
28688115,,residential,,,True,False,17.387,"LINESTRING (-3.810622 40.4314932, -3.8104279 40.431442)",Calle Rumanía,,
