osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,width
679793890,True,Calle Alfonso Mejías,residential,False,48.362,,,"LINESTRING (-16.6155995 28.0997536, -16.6159437 28.100065)",
679793892,False,Calle Alfonso Mejías,residential,False,38.167,,,"LINESTRING (-16.6155995 28.0997536, -16.6153403 28.0994976)",
106059213,False,Carretera General del Sur,primary,True,193.781,2,TF-28,"LINESTRING (-16.6155995 28.0997536, -16.6156946 28.0997229, -16.6158968 28.099683, -16.6166521 28.0995415, -16.6168143 28.0995111, -16.617523 28.0993599)",
679793891,False,Carretera General del Sur,primary,False,197.458,2,TF-28,"LINESTRING (-16.6155995 28.0997536, -16.6155152 28.0997997, -16.6154229 28.099878, -16.6153742 28.0999571, -16.6153637 28.1000224, -16.6153881 28.100103, -16.6155814 28.10054, -16.615604 28.1006345, -16.6155936 28.1007167, -16.6155683 28.1007904, -16.6155504 28.1008165, -16.6154725 28.1009302, -16.6154063 28.1010144, -16.615335 28.101105, -16.6151835 28.1012976)",
25895914,False,Calle Morales,residential,False,150.736,,,"LINESTRING (-16.6198953 28.0980951, -16.6195533 28.0967735)",
170602969,False,Calle Morales,residential,True,46.919,,,"LINESTRING (-16.6198953 28.0980951, -16.6199605 28.0981473, -16.6201767 28.0983204, -16.6202406 28.0983863)",
193606666,False,Carretera General del Sur,primary,False,121.25300000000001,2,TF-28,"LINESTRING (-16.6198953 28.0980951, -16.6196896 28.0982277, -16.6196541 28.0982506, -16.6189758 28.0986681, -16.6188864 28.0987251)",
193606666,False,Carretera General del Sur,primary,True,151.11800000000002,2,TF-28,"LINESTRING (-16.6198953 28.0980951, -16.6199803 28.0980501, -16.6201856 28.0979628, -16.6208005 28.0977385, -16.6208835 28.0977, -16.6209423 28.0976686, -16.6209913 28.097636, -16.621035 28.0975987, -16.6211893 28.0974103)",
170603259,False,,residential,False,23.617,,,"LINESTRING (-16.6175165 28.1019066, -16.6177548 28.1018762)",
679793890,True,Calle Alfonso Mejías,residential,False,65.667,,,"LINESTRING (-16.6175165 28.1019066, -16.6175379 28.1020174, -16.6176358 28.1024877)",
679793892,False,Calle Alfonso Mejías,residential,True,38.167,,,"LINESTRING (-16.6153403 28.0994976, -16.6155995 28.0997536)",
405089365,False,Calle Alfonso Mejías,residential,False,31.212,,,"LINESTRING (-16.6153403 28.0994976, -16.6153968 28.0994524, -16.6154784 28.0992515)",
25895910,True,Calle Guzmán y Cáceres,residential,False,43.753,,,"LINESTRING (-16.6176563 28.0997354, -16.617523 28.0993599)",
25895912,False,Calle Fray Albino,residential,False,28.985,,,"LINESTRING (-16.6176563 28.0997354, -16.6173689 28.099796)",
25895912,False,Calle Fray Albino,residential,True,136.525,,,"LINESTRING (-16.6176563 28.0997354, -16.6190003 28.0994162)",
25895910,True,Calle Guzmán y Cáceres,residential,False,117.278,,,"LINESTRING (-16.617523 28.0993599, -16.6174866 28.0992674, -16.6171677 28.0983529)",
