osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,bridge,ref,junction,width
43624791,carrer de Sor Luquesia,residential,True,False,49.792,"LINESTRING (2.4195407 39.5748384, 2.41899 39.5746958)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,25.055,"LINESTRING (2.4195407 39.5748384, 2.4194492 39.5750524)",,,,,,
28923475,carrer Ramon Llull,residential,True,False,37.312,"LINESTRING (2.4196405 39.5746056, 2.4200528 39.5747133)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,27.263,"LINESTRING (2.4196405 39.5746056, 2.4195407 39.5748384)",,,,,,
43624801,carrer de sa Tafona,residential,False,False,120.564,"LINESTRING (2.4177493 39.5741414, 2.4190927 39.5744629)",,,,,,
67058003,,residential,False,False,72.492,"LINESTRING (2.4177493 39.5741414, 2.4177319 39.5734896)",,,,,,
67058003,,residential,False,True,51.017,"LINESTRING (2.4177493 39.5741414, 2.4177517 39.5746002)",,,,,,
143901894,travessera de sa Tanqueta,residential,False,False,45.018,"LINESTRING (2.4177493 39.5741414, 2.417234 39.574063)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,39.594,"LINESTRING (2.4211943 39.5736822, 2.4211847 39.5740382)",,,,Ma-10,,
188147208,carrer del Pare Pascual,residential,True,False,34.788,"LINESTRING (2.4198942 39.5740134, 2.419767 39.5743105)",,,,,,
43624794,carrer de Conquistador,residential,True,False,116.985,"LINESTRING (2.4198942 39.5740134, 2.420539 39.5741816, 2.4211871 39.5743506)",,,,,,
67029052,carrer del Pare Joan,residential,True,False,49.921,"LINESTRING (2.4200209 39.5737179, 2.4194729 39.5735658)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,34.606,"LINESTRING (2.4200209 39.5737179, 2.4198942 39.5740134)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,36.634,"LINESTRING (2.4201551 39.5734051, 2.4200209 39.5737179)",,,,,,
143888119,carrer Joan Pagès,residential,True,False,94.249,"LINESTRING (2.4201551 39.5734051, 2.4208005 39.5735779, 2.4211943 39.5736822)",,,,,,
28452595,carrer Menéndez y Pelayo,residential,True,False,49.311,"LINESTRING (2.4203277 39.5730022, 2.4197856 39.5728537)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,47.18,"LINESTRING (2.4203277 39.5730022, 2.4201551 39.5734051)",,,,,,
43624791,carrer de Sor Luquesia,residential,True,False,36.745,"LINESTRING (2.4199457 39.5749468, 2.4195407 39.5748384)",,,,,,
134768333,plaça d'Espanya,residential,True,False,27.539,"LINESTRING (2.4199457 39.5749468, 2.4200528 39.5747133)",,,,,,
134768333,plaça d'Espanya,residential,True,False,26.48,"LINESTRING (2.4203976 39.5750603, 2.420296 39.5752852)",,,,,,
143917229,carrer de sa Llova,residential,False,True,23.741,"LINESTRING (2.4211925 39.5750132, 2.4209298 39.5749455)",,,,,,
1124444318,avinguda Joan Carles I,tertiary,True,False,29.1,"LINESTRING (2.4211925 39.5750132, 2.4211947 39.5752749)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,36.517,"LINESTRING (2.4211871 39.5743506, 2.4211864 39.574679)",,,,Ma-10,,
43624793,carrer de l'Arxiduc,residential,True,False,49.551,"LINESTRING (2.419767 39.5743105, 2.4192198 39.5741667)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,34.558,"LINESTRING (2.419767 39.5743105, 2.4196405 39.5746056)",,,,,,
28923474,carrer d'Antoni Calafell,residential,True,False,109.645,"LINESTRING (2.4173708 39.5757466, 2.4185845 39.5760583)",,,,,,
67057893,carrer Biscaia,residential,False,True,26.517,"LINESTRING (2.4173708 39.5757466, 2.417478 39.5755229)",,,,,,
67057893,carrer Biscaia,residential,False,False,50.73,"LINESTRING (2.4173708 39.5757466, 2.4172587 39.5759284, 2.4170419 39.5759076, 2.4169702 39.5759742)",,,,,,
43624788,carrer Josep Ensenyat,residential,True,False,102.104,"LINESTRING (2.4186062 39.5758178, 2.417478 39.5755229)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,34.837,"LINESTRING (2.4186062 39.5758178, 2.4186332 39.5755052)",,,,,,
43624788,carrer Josep Ensenyat,residential,True,False,41.888,"LINESTRING (2.4190677 39.5759418, 2.4186062 39.5758178)",,,,,,
143901882,carrer del Pare Pascual,residential,False,True,26.586,"LINESTRING (2.4190677 39.5759418, 2.4189646 39.5761673)",,,,,,
43624789,carrer de Sallent,residential,True,False,50.599,"LINESTRING (2.4191912 39.5756538, 2.4186332 39.5755052)",,,,,,
188147208,carrer del Pare Pascual,residential,True,False,33.728,"LINESTRING (2.4191912 39.5756538, 2.4190677 39.5759418)",,,,,,
143901882,carrer del Pare Pascual,residential,False,False,26.586,"LINESTRING (2.4189646 39.5761673, 2.4190677 39.5759418)",,,,,,
28923474,carrer d'Antoni Calafell,residential,True,False,117.214,"LINESTRING (2.4189646 39.5761673, 2.4195886 39.5763364, 2.4202539 39.5765189)",,,,,,
143901876,,residential,False,False,34.222,"LINESTRING (2.4201325 39.5768121, 2.4202539 39.5765189)",,,,,,
"[43624800, 143901893]","['carrer del Pare Pascual', 'carrer de Pere Ferrer']",residential,True,False,153.594,"LINESTRING (2.4201325 39.5768121, 2.4197072 39.5767016, 2.4194581 39.5766369, 2.4192365 39.5765794, 2.4190786 39.5765362, 2.418832 39.5764742, 2.4189646 39.5761673)",,,,,,
32790665,carrer del Reverend Maties Flexas,residential,True,False,42.094,"LINESTRING (2.4211967 39.5755283, 2.4207328 39.575404)",,,,,,
1124444318,avinguda Joan Carles I,tertiary,True,False,36.595,"LINESTRING (2.4211967 39.5755283, 2.4211994 39.5758574)",,,,,,
43624788,carrer Josep Ensenyat,residential,True,False,26.838,"LINESTRING (2.4211711 39.5764924, 2.4208758 39.5764121)",,,,,,
"[384007054, 1124444318]","['Plaça des Pou', 'avinguda Joan Carles I']",tertiary,True,False,53.06400000000001,"LINESTRING (2.4211711 39.5764924, 2.4210451 39.5768553, 2.4210282 39.576956)",,,,,,
43624789,carrer de Sallent,residential,True,False,63.966,"LINESTRING (2.4211852 39.576181, 2.4204763 39.5760011)",,,,,,
1124444318,avinguda Joan Carles I,tertiary,True,False,34.664,"LINESTRING (2.4211852 39.576181, 2.4211809 39.5764024, 2.4211711 39.5764924)",,,,,,
43624800,carrer de Pere Ferrer,residential,True,False,76.674,"LINESTRING (2.4209768 39.5770401, 2.4201325 39.5768121)",,,,,,
143901884,Plaça des Pou,tertiary,False,True,10.337,"LINESTRING (2.4209768 39.5770401, 2.4210282 39.576956)",,,,Ma-1030,,
143901884,Plaça des Pou,tertiary,False,False,22.996000000000002,"LINESTRING (2.4209768 39.5770401, 2.4209218 39.5771669, 2.420934 39.5772394)",,,,Ma-1030,,
53626155,,residential,False,True,228.845,"LINESTRING (2.4229736 39.5789482, 2.4227254 39.5784484, 2.4223817 39.578528, 2.42217 39.5785836, 2.4219901 39.5786131, 2.421861 39.5786307, 2.421812 39.5786264, 2.4217657 39.5786223, 2.4216638 39.5785891, 2.4215983 39.5785334, 2.4215527 39.5784625, 2.4215753 39.5783514, 2.4216775 39.577954)",,,,,,3
32790613,carrer Catalunya,residential,True,False,77.0,"LINESTRING (2.4169702 39.5759742, 2.4173914 39.5762342, 2.4174625 39.5762781, 2.4176428 39.5764306)",,,,,,
67057893,carrer Biscaia,residential,False,True,50.730000000000004,"LINESTRING (2.4169702 39.5759742, 2.4170419 39.5759076, 2.4172587 39.5759284, 2.4173708 39.5757466)",,,,,,
67057902,carrer Catalunya,residential,False,False,85.79,"LINESTRING (2.4169702 39.5759742, 2.4169016 39.5759035, 2.4168499 39.5758716, 2.4165006 39.5756653, 2.4161818 39.5755057)",,,,,,
134768333,plaça d'Espanya,residential,True,False,40.854,"LINESTRING (2.420296 39.5752852, 2.4200714 39.575225, 2.4198462 39.5751636)",,,,,,
134768333,plaça d'Espanya,residential,True,False,26.651,"LINESTRING (2.4204993 39.5748338, 2.4203976 39.5750603)",,,,,,
143917229,carrer de sa Llova,residential,False,False,38.932,"LINESTRING (2.4204993 39.5748338, 2.4209298 39.5749455)",,,,,,
760812617,carrer de la Pau,residential,False,True,203.493,"LINESTRING (2.4181482 39.5777449, 2.4175746 39.5779017, 2.4174458 39.5781774, 2.4173926 39.5781886, 2.4174224 39.5781156, 2.4173815 39.5777762, 2.4175076 39.5774597, 2.4176335 39.5772003)",,,,,,
819560358,camí de Son Xina,unclassified,False,False,119.84299999999999,"LINESTRING (2.42586 39.573329, 2.4255428 39.5730898, 2.4250983 39.572729, 2.4247894 39.5727341)",,,,,,
134768333,plaça d'Espanya,residential,True,False,40.547,"LINESTRING (2.4200528 39.5747133, 2.4202817 39.5747757, 2.4204993 39.5748338)",,,,,,
134768333,plaça d'Espanya,residential,True,False,25.571,"LINESTRING (2.4198462 39.5751636, 2.4199457 39.5749468)",,,,,,
143917222,carrer Mallorca,residential,True,False,36.203,"LINESTRING (2.4198462 39.5751636, 2.4194492 39.5750524)",,,,,,
478512382,carrer de Son Sampol,residential,False,True,40.111,"LINESTRING (2.4227978 39.5760937, 2.4231543 39.57586)",,,,,,
143888172,passeig de Son Mas,residential,True,False,180.208,"LINESTRING (2.4227978 39.5760937, 2.4240158 39.577207, 2.4238536 39.5773137)",,,,,,
143917234,carrer del Metge Gaspar Pujol,residential,True,False,25.064,"LINESTRING (2.4194729 39.5735658, 2.4195534 39.5733491)",,,,,,
143888131,carrer de Son Moner,residential,True,False,16.729,"LINESTRING (2.4222692 39.5758439, 2.4224156 39.5757444)",,,,,,
143888150,passeig de Son Mas,residential,False,True,50.008,"LINESTRING (2.4222692 39.5758439, 2.4226421 39.5761898)",,,,,,
143888119,carrer Joan Pagès,residential,True,False,50.624,"LINESTRING (2.4195953 39.5732599, 2.4201551 39.5734051)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,23.692,"LINESTRING (2.4195953 39.5732599, 2.4196892 39.5730595)",,,,,,
143888170,carrer Fernando Poo,residential,False,True,51.994,"LINESTRING (2.4217592 39.5717463, 2.4216324 39.5718708, 2.4216026 39.5719001, 2.4212501 39.571886)",,,,,,
143888136,carrer Cervantes,residential,False,True,5.622,"LINESTRING (2.4212914 39.5727742, 2.4212288 39.5727893)",,,,,,
143888136,carrer Cervantes,residential,False,False,82.304,"LINESTRING (2.4212914 39.5727742, 2.421886 39.5725423, 2.4218682 39.5725082, 2.4220801 39.5724116)",,,,,,
143888153,carrer Tetuan,residential,False,True,78.78,"LINESTRING (2.4212914 39.5727742, 2.4215041 39.5728578, 2.4217678 39.5729415, 2.421634 39.5731343, 2.4217336 39.573173)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,24.33,"LINESTRING (2.4196892 39.5730595, 2.4197856 39.5728537)",,,,,,
143888150,passeig de Son Mas,residential,False,False,162.479,"LINESTRING (2.4238536 39.5773137, 2.4226421 39.5761898)",,,,,,
143917237,,residential,False,False,28.169,"LINESTRING (2.4238536 39.5773137, 2.4235894 39.5774644)",,,,,,
143888153,carrer Tetuan,residential,False,False,78.78,"LINESTRING (2.4217336 39.573173, 2.421634 39.5731343, 2.4217678 39.5729415, 2.4215041 39.5728578, 2.4212914 39.5727742)",,,,,,
143888163,carrer 12 d'octubre,residential,False,False,68.4,"LINESTRING (2.4217336 39.573173, 2.4218398 39.572968, 2.422118 39.572637)",,,,,,
143888163,carrer 12 d'octubre,residential,False,True,45.96,"LINESTRING (2.4217336 39.573173, 2.4216813 39.5732739, 2.4214299 39.573509)",,,,,,
43624795,carrer de sa Teulera,residential,False,True,43.126,"LINESTRING (2.4182135 39.5731419, 2.4177265 39.5730444)",,,,,,
143888133,carrer de Batabanó,residential,True,False,126.81400000000001,"LINESTRING (2.4182135 39.5731419, 2.4184793 39.5731271, 2.4187096 39.5731142, 2.4196892 39.5730595)",,,,,,
143888128,carrer Melilla,residential,False,False,51.367999999999995,"LINESTRING (2.4214299 39.573509, 2.4216785 39.573457, 2.4219304 39.573279)",,,,,,
143888163,carrer 12 d'octubre,residential,False,False,45.96,"LINESTRING (2.4214299 39.573509, 2.4216813 39.5732739, 2.4217336 39.573173)",,,,,,
143888163,carrer 12 d'octubre,residential,False,True,24.575,"LINESTRING (2.4214299 39.573509, 2.4213392 39.5735938, 2.4211962 39.5736077)",,,,,,
143888128,carrer Melilla,residential,False,True,23.833000000000002,"LINESTRING (2.4221614 39.573161, 2.4219745 39.5732478, 2.4219304 39.573279)",,,,,,
143888163,carrer 12 d'octubre,residential,False,True,68.4,"LINESTRING (2.422118 39.572637, 2.4218398 39.572968, 2.4217336 39.573173)",,,,,,
143888172,passeig de Son Mas,residential,True,False,50.81,"LINESTRING (2.4224156 39.5757444, 2.4227978 39.5760937)",,,,,,
25691482,carrer de Son Prim,residential,False,False,282.074,"LINESTRING (2.4228924 39.5708584, 2.4229993 39.5712089, 2.4230929 39.5713168, 2.4232076 39.5713798, 2.4238117 39.5715799, 2.4239839 39.5716327, 2.4241144 39.5716948, 2.4244107 39.5720062, 2.4247894 39.5727341)",,,,,,
25691482,carrer de Son Prim,residential,False,True,46.760999999999996,"LINESTRING (2.4228924 39.5708584, 2.4228415 39.5706915, 2.4226608 39.570485)",,,,,,
143888179,barri de Son Jofre,residential,False,False,146.151,"LINESTRING (2.4228924 39.5708584, 2.4231446 39.5709185, 2.423395 39.5710756, 2.4234413 39.5710307, 2.4235479 39.5710626, 2.4237658 39.571036, 2.4238923 39.5711172, 2.4239671 39.5710532, 2.4240685 39.5709933, 2.4243604 39.5709257)",,,,,,
143888179,barri de Son Jofre,residential,False,True,146.151,"LINESTRING (2.4243604 39.5709257, 2.4240685 39.5709933, 2.4239671 39.5710532, 2.4238923 39.5711172, 2.4237658 39.571036, 2.4235479 39.5710626, 2.4234413 39.5710307, 2.423395 39.5710756, 2.4231446 39.5709185, 2.4228924 39.5708584)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,8.286,"LINESTRING (2.4211962 39.5736077, 2.4211943 39.5736822)",,,,Ma-10,,
143888163,carrer 12 d'octubre,residential,False,False,24.575,"LINESTRING (2.4211962 39.5736077, 2.4213392 39.5735938, 2.4214299 39.573509)",,,,,,
143917242,avinguda Joan Carles I,tertiary,True,False,48.678,"LINESTRING (2.4212501 39.571886, 2.4212398 39.5723237)",,,,Ma-10,,
143888170,carrer Fernando Poo,residential,False,False,51.994,"LINESTRING (2.4212501 39.571886, 2.4216026 39.5719001, 2.4216324 39.5718708, 2.4217592 39.5717463)",,,,,,
143888127,carrer de Sevilla,residential,False,False,44.954,"LINESTRING (2.420058 39.5709428, 2.4205613 39.5710565)",,,,,,
143888145,carrer del Metge Gaspar Pujol,residential,True,False,29.35,"LINESTRING (2.42003 39.5722884, 2.4201383 39.572038)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,27.104,"LINESTRING (2.4209298 39.5749455, 2.4208304 39.5751769)",,,,,,
143917229,carrer de sa Llova,residential,False,False,23.741,"LINESTRING (2.4209298 39.5749455, 2.4211925 39.5750132)",,,,,,
143917229,carrer de sa Llova,residential,False,True,38.932,"LINESTRING (2.4209298 39.5749455, 2.4204993 39.5748338)",,,,,,
143901890,barri es Cós,residential,False,True,48.028999999999996,"LINESTRING (2.4162014 39.5750766, 2.4162144 39.5753891, 2.4161818 39.5755057)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,28.358,"LINESTRING (2.4203579 39.5762768, 2.4202539 39.5765189)",,,,,,
43624788,carrer Josep Ensenyat,residential,True,False,116.685,"LINESTRING (2.4203579 39.5762768, 2.4196902 39.5761026, 2.4190677 39.5759418)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,32.292,"LINESTRING (2.4204763 39.5760011, 2.4203579 39.5762768)",,,,,,
43624789,carrer de Sallent,residential,True,False,116.71700000000001,"LINESTRING (2.4204763 39.5760011, 2.4198128 39.5758203, 2.4191912 39.5756538)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,35.14,"LINESTRING (2.4206052 39.5757011, 2.4204763 39.5760011)",,,,,,
43624790,carrer Maura,residential,True,False,116.742,"LINESTRING (2.4206052 39.5757011, 2.4199405 39.5755263, 2.4193161 39.575362)",,,,,,
32790665,carrer del Reverend Maties Flexas,residential,True,False,39.699,"LINESTRING (2.4207328 39.575404, 2.420296 39.5752852)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,34.799,"LINESTRING (2.4207328 39.575404, 2.4206052 39.5757011)",,,,,,
43624792,carrer Francisca Mandilego,residential,True,False,39.295,"LINESTRING (2.4208304 39.5751769, 2.4203976 39.5750603)",,,,,,
143901877,carrer de la Balanguera,residential,True,False,26.602,"LINESTRING (2.4208304 39.5751769, 2.4207328 39.575404)",,,,,,
143917241,carrer del Metge Gaspar Pujol,residential,False,False,63.107,"LINESTRING (2.4184265 39.5766033, 2.4185189 39.5764833, 2.4185328 39.5763935, 2.4185845 39.5760583)",,,,,,
143901884,Plaça des Pou,tertiary,False,False,10.337,"LINESTRING (2.4210282 39.576956, 2.4209768 39.5770401)",,,,Ma-1030,,
143917232,carrer de sa Font de la Vila,tertiary,True,False,3.288,"LINESTRING (2.4145056 39.5773154, 2.4145406 39.5773275)",,,,Ma-1030,,
760812617,carrer de la Pau,residential,False,False,14.576,"LINESTRING (2.417663 39.5770712, 2.4176335 39.5772003)",,,,,,
1177319144,avinguda d'en Bartomeu Esteva,tertiary,True,False,22.002,"LINESTRING (2.4218456 39.5708367, 2.4216166 39.5709261)",,50,,,,
1177319148,avinguda d'en Bartomeu Esteva,tertiary,False,True,16.314,"LINESTRING (2.4218456 39.5708367, 2.4220064 39.5707582)",,50,,,,
760812617,carrer de la Pau,residential,False,True,14.576,"LINESTRING (2.4176335 39.5772003, 2.417663 39.5770712)",,,,,,
151780344,carrer del Carme,residential,False,False,177.27200000000002,"LINESTRING (2.4176335 39.5772003, 2.4177629 39.5771699, 2.417976 39.5771715, 2.4181828 39.5770812, 2.4184002 39.5770354, 2.418672 39.5770456, 2.4189298 39.5770929, 2.419281 39.5771574, 2.4193741 39.577159, 2.4194618 39.5769657)",,,,,,
760812617,carrer de la Pau,residential,False,False,203.493,"LINESTRING (2.4176335 39.5772003, 2.4175076 39.5774597, 2.4173815 39.5777762, 2.4174224 39.5781156, 2.4173926 39.5781886, 2.4174458 39.5781774, 2.4175746 39.5779017, 2.4181482 39.5777449)",,,,,,
143901888,carrer del Pare Pascual,residential,False,False,24.622,"LINESTRING (2.4212077 39.570982, 2.421105 39.5711888)",,,,,,
188304779,Barri de Son Maó,residential,False,False,84.19200000000001,"LINESTRING (2.4226927 39.5733755, 2.4225452 39.5734368, 2.4224915 39.573383, 2.4222421 39.5735071, 2.4219304 39.573279)",,,,,,
188304779,Barri de Son Maó,residential,False,True,52.533,"LINESTRING (2.4226927 39.5733755, 2.4227222 39.5736373, 2.4228688 39.5738139)",,,,,,
352861905,Barri de Son Maó,residential,False,False,56.886,"LINESTRING (2.4226927 39.5733755, 2.4228146 39.5732398, 2.4231438 39.5730038)",,,,,,
43624788,carrer Josep Ensenyat,residential,True,False,46.868,"LINESTRING (2.4208758 39.5764121, 2.4203579 39.5762768)",,,,,,
143888128,carrer Melilla,residential,False,False,23.833000000000002,"LINESTRING (2.4219304 39.573279, 2.4219745 39.5732478, 2.4221614 39.573161)",,,,,,
143888128,carrer Melilla,residential,False,True,51.367999999999995,"LINESTRING (2.4219304 39.573279, 2.4216785 39.573457, 2.4214299 39.573509)",,,,,,
188304779,Barri de Son Maó,residential,False,True,84.19200000000001,"LINESTRING (2.4219304 39.573279, 2.4222421 39.5735071, 2.4224915 39.573383, 2.4225452 39.5734368, 2.4226927 39.5733755)",,,,,,
32790450,via Joan Riera,residential,True,False,30.511,"LINESTRING (2.4228688 39.5738139, 2.4231929 39.5737004)",,,,,,
188304779,Barri de Son Maó,residential,False,False,52.533,"LINESTRING (2.4228688 39.5738139, 2.4227222 39.5736373, 2.4226927 39.5733755)",,,,,,
286603926,Avinguda de la Cúria,tertiary,True,False,14.864,"LINESTRING (2.4243536 39.5769587, 2.424519 39.5769989)",,,,,,
478512392,Avinguda de la Cúria,tertiary,False,True,159.66899999999998,"LINESTRING (2.4243536 39.5769587, 2.4241089 39.576744, 2.4233399 39.5760282, 2.4231543 39.57586)",,,,Ma-10,,
1267215155,,tertiary,True,False,1.5,"LINESTRING (2.4246074 39.5772127, 2.4245926 39.5772055)",,,,Ma-10,roundabout,
44332941,,tertiary,True,False,15.701,"LINESTRING (2.4249234 39.5772754, 2.4247544 39.5772209)",,,,Ma-1031,,
26423708,,tertiary,True,False,16.714,"LINESTRING (2.4247316 39.577224, 2.4246048 39.5773382)",,,,Ma-10,,
1267215154,,tertiary,True,False,10.858,"LINESTRING (2.4247316 39.577224, 2.4246683 39.5772261, 2.4246074 39.5772127)",,,,Ma-10,roundabout,
286603928,Carrer de Son Lluís,residential,True,False,11.023,"LINESTRING (2.4247756 39.5768403, 2.4247844 39.5769392)",,,,,,
478512383,Carrer de Son Lluís,residential,False,True,121.077,"LINESTRING (2.4247756 39.5768403, 2.4249853 39.5765909, 2.4251964 39.5764332, 2.4256508 39.5760936, 2.4257227 39.5760398)",,,,,,
32790493,,tertiary,True,False,4.491,"LINESTRING (2.4244984 39.5771091, 2.4244933 39.5770689)",,,,Ma-10,roundabout,
217759466,,tertiary,True,False,14.761,"LINESTRING (2.42445 39.5772365, 2.4244984 39.5771091)",,,,Ma-1030,,
143917230,,tertiary,False,True,90.58900000000001,"LINESTRING (2.42445 39.5772365, 2.4242984 39.5773993, 2.4242462 39.5774396, 2.4241525 39.5775119, 2.4239957 39.577553, 2.4238022 39.5775298, 2.4237402 39.5775107, 2.4235894 39.5774644)",,,,Ma-1030,,
"[28452599, 143917243, 52906959]","['plaça de Miquel Moner', 'carrer General Bernat Riera', 'carrer de la Pau']",tertiary,True,False,230.76600000000002,"LINESTRING (2.4194618 39.5769657, 2.4193306 39.5769389, 2.4190126 39.5768612, 2.4187001 39.5767848, 2.4184862 39.5767555, 2.4183619 39.5767256, 2.4183092 39.5767304, 2.418076 39.5767905, 2.4180402 39.5768013, 2.4178812 39.5768527, 2.4178538 39.5768182, 2.4178294 39.5767799, 2.4176353 39.5767376, 2.4174898 39.5767677, 2.4173667 39.5767932, 2.4170413 39.576875, 2.4169337 39.5768832)",,,,Ma-1030,,
151780344,carrer del Carme,residential,False,True,177.272,"LINESTRING (2.4194618 39.5769657, 2.4193741 39.577159, 2.419281 39.5771574, 2.4189298 39.5770929, 2.418672 39.5770456, 2.4184002 39.5770354, 2.4181828 39.5770812, 2.417976 39.5771715, 2.4177629 39.5771699, 2.4176335 39.5772003)",,,,,,
235135350,,residential,False,True,75.561,"LINESTRING (2.4256383 39.5750642, 2.4250196 39.5755483)",,,,,,
478512383,Carrer de Son Lluís,residential,False,False,153.375,"LINESTRING (2.4256383 39.5750642, 2.4257634 39.5751531, 2.4262916 39.5755285, 2.4262832 39.5756209, 2.4257227 39.5760398)",,,,,,
478512383,Carrer de Son Lluís,residential,False,True,81.58,"LINESTRING (2.4256383 39.5750642, 2.4252017 39.5747539, 2.4249385 39.5745669)",,,,,,
32790444,carrer de Son Bosc,residential,False,False,81.353,"LINESTRING (2.4250196 39.5755483, 2.4257227 39.5760398)",,,,,,
235135350,,residential,False,False,75.561,"LINESTRING (2.4250196 39.5755483, 2.4256383 39.5750642)",,,,,,
32790444,carrer de Son Bosc,residential,False,True,82.292,"LINESTRING (2.4250196 39.5755483, 2.4245036 39.5751902, 2.4243217 39.5750408)",,,,,,
235135352,avinguda d'en Bartomeu Esteva,tertiary,False,False,42.534,"LINESTRING (2.423 39.5702058, 2.4229168 39.5702743, 2.4227002 39.5704526, 2.4226608 39.570485)",2,50,,,,
274721171,Carrer Eibar,residential,False,False,69.487,"LINESTRING (2.423 39.5702058, 2.4231146 39.5703464, 2.4231953 39.5703398, 2.4235681 39.5706127)",,,,,,
274721323,Carrer Primer de Maig,residential,False,False,55.092,"LINESTRING (2.4224207 39.571137, 2.4220064 39.5707582)",,,,,,
274721323,Carrer Primer de Maig,residential,False,True,55.092,"LINESTRING (2.4220064 39.5707582, 2.4224207 39.571137)",,,,,,
1177319148,avinguda d'en Bartomeu Esteva,tertiary,False,False,16.314,"LINESTRING (2.4220064 39.5707582, 2.4218456 39.5708367)",,50,,,,
478512397,avinguda d'en Bartomeu Esteva,tertiary,False,True,63.789,"LINESTRING (2.4220064 39.5707582, 2.4224314 39.5705808, 2.4226608 39.570485)",,50,,,,
32790450,via Joan Riera,residential,True,False,7.94,"LINESTRING (2.4227845 39.5738435, 2.4228688 39.5738139)",,,,,,
274721324,Carrer Son Maó,residential,False,False,15.745,"LINESTRING (2.4227845 39.5738435, 2.4226775 39.5737284)",,,,,,
274721324,Carrer Son Maó,residential,False,True,15.745,"LINESTRING (2.4226775 39.5737284, 2.4227845 39.5738435)",,,,,,
285223387,carrer Larache,residential,False,True,37.171,"LINESTRING (2.4221275 39.5703831, 2.4220255 39.5704162, 2.4218853 39.5701919)",,,,,,
1177319142,carretera del Port,tertiary,True,False,21.272,"LINESTRING (2.4214118 39.5709021, 2.4212468 39.5707592)",,,,Ma-10,,
1177319146,,tertiary,True,False,9.290000000000001,"LINESTRING (2.4214118 39.5709021, 2.4214171 39.5708735, 2.4214344 39.570848, 2.4214623 39.5708336)",,,,Ma-10,roundabout,
1177319145,avinguda d'en Bartomeu Esteva,tertiary,True,False,20.72,"LINESTRING (2.4216059 39.5708608, 2.4218456 39.5708367)",,50,,,,
1177319147,,tertiary,True,False,7.547000000000001,"LINESTRING (2.4216059 39.5708608, 2.4216171 39.5708805, 2.4216223 39.5709027, 2.4216166 39.5709261)",,,,Ma-10,roundabout,
352861905,Barri de Son Maó,residential,False,True,56.886,"LINESTRING (2.4231438 39.5730038, 2.4228146 39.5732398, 2.4226927 39.5733755)",,,,,,
217759467,,tertiary,True,False,12.698,"LINESTRING (2.4245926 39.5772055, 2.42445 39.5772365)",,,,Ma-1030,,
"[1267215156, 32790493]",,tertiary,True,False,13.793000000000001,"LINESTRING (2.4245926 39.5772055, 2.4245579 39.5771873, 2.4245205 39.5771517, 2.4244984 39.5771091)",,,,Ma-10,roundabout,
1267215153,,tertiary,True,False,1.984,"LINESTRING (2.4247544 39.5772209, 2.4247316 39.577224)",,,,Ma-10,roundabout,
151777089,carretera del Port,tertiary,False,False,40.944,"LINESTRING (2.4212468 39.5707592, 2.4208714 39.5705315)",,,,Ma-10,,
1177319143,carretera del Port,tertiary,True,False,20.239,"LINESTRING (2.4212468 39.5707592, 2.4214623 39.5708336)",,,,Ma-10,,
143917242,avinguda Joan Carles I,tertiary,True,False,34.738,"LINESTRING (2.4211847 39.5740382, 2.4211871 39.5743506)",,,,Ma-10,,
67029052,carrer del Pare Joan,residential,True,False,105.926,"LINESTRING (2.4211847 39.5740382, 2.4206585 39.5739, 2.4200209 39.5737179)",,,,,,
274721171,Carrer Eibar,residential,False,True,69.487,"LINESTRING (2.4235681 39.5706127, 2.4231953 39.5703398, 2.4231146 39.5703464, 2.423 39.5702058)",,,,,,
143888136,carrer Cervantes,residential,False,True,82.304,"LINESTRING (2.4220801 39.5724116, 2.4218682 39.5725082, 2.421886 39.5725423, 2.4212914 39.5727742)",,,,,,
41350729,carrer del Nord,residential,False,True,120.95599999999999,"LINESTRING (2.4205305 39.5780784, 2.4204921 39.5780077, 2.4204137 39.5780318, 2.4203162 39.5780348, 2.4205943 39.5776025, 2.4206163 39.5775688, 2.4206567 39.5775079, 2.4208045 39.5772497)",,,,,,
