osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge,junction
107121655,Avenida de San Lázaro,trunk,False,False,24.625,N-525,"LINESTRING (-7.4432588 41.940254, -7.4432134 41.9404105, -7.4431797 41.9404665)",,,
107121655,Avenida de San Lázaro,trunk,False,True,69.41399999999999,N-525,"LINESTRING (-7.4432588 41.940254, -7.4432939 41.9400748, -7.4433484 41.9399361, -7.4434413 41.9398323, -7.4435314 41.9397736, -7.4436287 41.9397293)",,,
160549006,,living_street,False,True,62.659,,"LINESTRING (-7.4432588 41.940254, -7.4434575 41.9402258, -7.443495 41.9402079, -7.4435165 41.94016, -7.4435353 41.9400802, -7.4435567 41.9400283, -7.4435862 41.9399964, -7.4436184 41.9399685, -7.443664 41.9399545, -7.443774 41.9399505)",,,
107121655,Avenida de San Lázaro,trunk,False,False,72.37,N-525,"LINESTRING (-7.4452948 41.9398747, -7.4450875 41.9398969, -7.4448591 41.9398864, -7.4446479 41.9398431, -7.4445291 41.9398188, -7.4444381 41.9398001)",,,
71817138,Camiño do Río,residential,False,False,34.212,,"LINESTRING (-7.4418308 41.9404983, -7.441739 41.9407983)",,,
522001037,Avenida de San Lázaro,trunk,False,False,8.386,N-525,"LINESTRING (-7.4418308 41.9404983, -7.4419309 41.9405103)",,,
"[522001037, 107121654, 39577525]","['Avenida de San Lázaro', 'Ponte do Támega', 'Avenida Luis Espada']",trunk,False,True,84.42099999999999,N-525,"LINESTRING (-7.4418308 41.9404983, -7.4416699 41.940507, -7.4416371 41.9405088, -7.4411172 41.940577, -7.441027 41.9405842, -7.4409489 41.9405874, -7.4408202 41.940576)",,yes,
39577525,Avenida Luis Espada,trunk,False,False,71.94699999999999,N-525,"LINESTRING (-7.4365177 41.9401501, -7.4369158 41.9401558, -7.4373237 41.9401609, -7.4373874 41.9401618)",,,
39577525,Avenida Luis Espada,trunk,False,True,12.46,N-525,"LINESTRING (-7.4365177 41.9401501, -7.4364303 41.940152, -7.4363672 41.9401547)",,,
160489800,Praza de José García Barbón,living_street,False,False,9.984,,"LINESTRING (-7.4380685 41.9414653, -7.4380255 41.9413814)",,,
160489800,Praza de José García Barbón,living_street,False,True,39.115,,"LINESTRING (-7.4380685 41.9414653, -7.4382558 41.9417883)",,,
87535147,Rúa Irmáns Moreno,residential,False,False,110.15,,"LINESTRING (-7.4366835 41.9380307, -7.4365492 41.9380166, -7.4355371 41.9379103, -7.4353649 41.9378922)",,,
160474962,Rúa Laureano Peláez,residential,False,False,55.790000000000006,,"LINESTRING (-7.4366835 41.9380307, -7.4366616 41.9381328, -7.4366105 41.9384188, -7.4365914 41.9385277)",,,
"[1122780258, 1122780259, 107826751]","['Rúa Doutor Pedro González', 'Rúa Colón', 'Travesía do Concello']",residential,False,"[False, True]",134.28300000000002,,"LINESTRING (-7.4366835 41.9380307, -7.4367932 41.9380526, -7.4371791 41.9381296, -7.4370408 41.938602, -7.4369323 41.9385833, -7.4367378 41.9385521, -7.4365914 41.9385277)",,,
160474962,Rúa Laureano Peláez,residential,False,True,76.42999999999999,,"LINESTRING (-7.4366835 41.9380307, -7.4366959 41.9379573, -7.4367609 41.9375566, -7.4367806 41.9374047, -7.4367562 41.9373505)",,,
160492163,Rúa Laureano Peláez,residential,True,False,98.487,,"LINESTRING (-7.4363856 41.9396749, -7.4363951 41.9395742, -7.4364694 41.939062, -7.4365232 41.9387954)",,,
160489801,Rúa Lisa,residential,True,False,145.522,,"LINESTRING (-7.4373874 41.9401618, -7.4380255 41.9413814)",,,
39577525,Avenida Luis Espada,trunk,False,False,192.85299999999998,N-525,"LINESTRING (-7.4373874 41.9401618, -7.4378423 41.9401654, -7.4389693 41.9401593, -7.4389915 41.9401592, -7.43934 41.9401646, -7.4395781 41.9401723, -7.4397126 41.9402027)",,,
39577525,Avenida Luis Espada,trunk,False,True,71.947,N-525,"LINESTRING (-7.4373874 41.9401618, -7.4373237 41.9401609, -7.4369158 41.9401558, -7.4365177 41.9401501)",,,
39577825,Avenida de Portugal,primary,False,False,130.927,N-532,"LINESTRING (-7.4373874 41.9401618, -7.4374975 41.9398693, -7.4377577 41.9390173)",,,
136081309,Rúa Mariano Carrero,residential,True,False,115.973,,"LINESTRING (-7.4361633 41.94199, -7.4349074 41.9415262)",,,
87535153,Rúa Amaro Refojo,residential,True,False,63.092999999999996,,"LINESTRING (-7.4361633 41.94199, -7.436674 41.9418499, -7.4368428 41.9418004, -7.4368766 41.9417891)",,,
87535147,Rúa Irmáns Moreno,residential,False,True,110.15,,"LINESTRING (-7.4353649 41.9378922, -7.4355371 41.9379103, -7.4365492 41.9380166, -7.4366835 41.9380307)",,,
136081305,Rúa da Deputación,tertiary,False,False,51.599,,"LINESTRING (-7.4353649 41.9378922, -7.4353475 41.9379874, -7.4352982 41.9382564, -7.4352807 41.938352)",,,
136081305,Rúa da Deputación,tertiary,False,True,81.26100000000001,,"LINESTRING (-7.4353649 41.9378922, -7.4353822 41.9377952, -7.435476 41.937267, -7.4354937 41.9371677)",,,
87535139,Rúa da Cruz,residential,True,False,98.38300000000001,,"LINESTRING (-7.4369503 41.9417643, -7.4378989 41.9415263, -7.4380273 41.9414801, -7.4380685 41.9414653)",,,
87536450,Rúa da Mercede,residential,True,False,183.93599999999998,,"LINESTRING (-7.4369503 41.9417643, -7.4368609 41.9414738, -7.436681 41.9411269, -7.436578 41.9405366, -7.4365177 41.9401501)",1,,
160474581,Rúa da Canella Cega,residential,True,False,24.735,,"LINESTRING (-7.4353272 41.9364364, -7.4353959 41.9364553, -7.4354667 41.9364747, -7.4355364 41.9364927, -7.4355947 41.9365296)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,False,9.622,OU-113,"LINESTRING (-7.4349074 41.9415262, -7.4349009 41.9416126)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,True,138.904,OU-113,"LINESTRING (-7.4349074 41.9415262, -7.4349131 41.9414655, -7.4350155 41.9402796)",,,
87535220,Rúa Tresguerras Melo,residential,False,True,12.722,,"LINESTRING (-7.4419294 41.9383742, -7.4418103 41.9384466)",,,
136081308,Camiño Vello de Queizás,residential,False,False,48.885000000000005,,"LINESTRING (-7.4419294 41.9383742, -7.4420027 41.9382844, -7.4420573 41.9379523)",,,
87536449,Rúa Lamas Carbajal,residential,False,False,124.027,,"LINESTRING (-7.4420573 41.9379523, -7.4405614 41.9378755)",,,
136081308,Camiño Vello de Queizás,residential,False,False,48.269,,"LINESTRING (-7.4420573 41.9379523, -7.4421616 41.9375252)",,,
136081308,Camiño Vello de Queizás,residential,False,True,48.885000000000005,,"LINESTRING (-7.4420573 41.9379523, -7.4420027 41.9382844, -7.4419294 41.9383742)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,False,6.967,OU-113,"LINESTRING (-7.4348381 41.9421915, -7.4348345 41.9422541)",,,
87535153,Rúa Amaro Refojo,residential,True,False,20.401,,"LINESTRING (-7.4348381 41.9421915, -7.435079 41.9421521)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,True,64.58,OU-113,"LINESTRING (-7.4348381 41.9421915, -7.4348506 41.9420766, -7.4349009 41.9416126)",,,
560131317,Rúa Rosalía de Castro,residential,True,False,22.258,,"LINESTRING (-7.4348381 41.9421915, -7.4346443 41.9422463, -7.4345874 41.9422642)",,,
160489800,Praza de José García Barbón,living_street,False,False,41.637,,"LINESTRING (-7.4386662 41.9424531, -7.438524 41.9420939)",,,
986036309,Praza de José García Barbón,residential,False,False,21.814,,"LINESTRING (-7.4386662 41.9424531, -7.4384255 41.9425333)",,,
248336124,Praza da Alameda,residential,False,True,26.098,,"LINESTRING (-7.4386662 41.9424531, -7.4388504 41.9423932, -7.4389638 41.9423814)",,,
136081299,Rúa Xesús Taboada Chivite,residential,False,True,16.506,,"LINESTRING (-7.4395066 41.938404, -7.4396237 41.9382838)",,,
87536451,Rúa Elle,residential,True,False,146.55999999999997,,"LINESTRING (-7.4395066 41.938404, -7.4392459 41.9382126, -7.4390554 41.9380343, -7.4388607 41.9378573, -7.4387745 41.9377697, -7.4387154 41.9377131, -7.4386536 41.9376733, -7.4385528 41.9376363, -7.4384019 41.9376259, -7.438331 41.9376231, -7.4381982 41.9376179)",,,
160489800,Praza de José García Barbón,living_street,False,True,9.984,,"LINESTRING (-7.4380255 41.9413814, -7.4380685 41.9414653)",,,
136081310,Rúa Maior,residential,True,False,42.584,,"LINESTRING (-7.4380255 41.9413814, -7.4381949 41.9413339, -7.4385073 41.9412464)",,,
160474179,Rúa Constitución,residential,True,False,28.294,,"LINESTRING (-7.4359553 41.9367565, -7.4358824 41.9366962, -7.4358668 41.9366827, -7.4358019 41.9366264, -7.4357406 41.936559)",,,
160474421,Rúa Constitución,residential,False,False,79.19500000000001,,"LINESTRING (-7.4359553 41.9367565, -7.436471 41.9370896, -7.4365288 41.9371269, -7.4366877 41.9372147)",,,
107121655,Avenida de San Lázaro,trunk,False,True,12.083,N-525,"LINESTRING (-7.4430794 41.9405455, -7.4431797 41.9404665)",,,
107121657,Avenida de Vences,tertiary,True,False,16.947000000000003,OU-1021,"LINESTRING (-7.4430794 41.9405455, -7.4431494 41.9405768, -7.4431975 41.9406053, -7.4432428 41.9406365)",,,
522001037,Avenida de San Lázaro,trunk,False,True,96.52099999999999,N-525,"LINESTRING (-7.4430794 41.9405455, -7.4429598 41.9405769, -7.4428552 41.9405929, -7.4426361 41.9405945, -7.4423744 41.9405633, -7.4419309 41.9405103)",,,
39577525,Avenida Luis Espada,trunk,False,False,12.46,N-525,"LINESTRING (-7.4363672 41.9401547, -7.4364303 41.940152, -7.4365177 41.9401501)",,,
"[521038234, 39577525]",Avenida Luis Espada,trunk,False,"[False, True]",112.677,N-525,"LINESTRING (-7.4363672 41.9401547, -7.4359796 41.9401895, -7.4352235 41.9402617, -7.4351951 41.9402619, -7.4350155 41.9402796)",2,,
160492163,Rúa Laureano Peláez,residential,True,False,53.38,,"LINESTRING (-7.4363672 41.9401547, -7.4363668 41.9400857, -7.4363749 41.9398547, -7.4363856 41.9396749)",,,
48652150,Avenida de Vences,tertiary,True,False,2.415,OU-1021,"LINESTRING (-7.4432428 41.9406365, -7.443244 41.9406148)",,,
986036311,Avenida de Vences,tertiary,False,False,10.441,OU-1021,"LINESTRING (-7.4432428 41.9406365, -7.4432582 41.9407297)",,,
160474962,Rúa Laureano Peláez,residential,False,True,55.790000000000006,,"LINESTRING (-7.4365914 41.9385277, -7.4366105 41.9384188, -7.4366616 41.9381328, -7.4366835 41.9380307)",,,
"[1122780258, 1122780259, 107826751]","['Rúa Doutor Pedro González', 'Travesía do Concello', 'Rúa Colón']",residential,False,"[False, True]",134.28300000000002,,"LINESTRING (-7.4365914 41.9385277, -7.4367378 41.9385521, -7.4369323 41.9385833, -7.4370408 41.938602, -7.4371791 41.9381296, -7.4367932 41.9380526, -7.4366835 41.9380307)",,,
249411573,Rúa José Santamarina,residential,False,False,110.335,,"LINESTRING (-7.4365914 41.9385277, -7.4364498 41.938491, -7.4360214 41.9384398, -7.4354336 41.9383675, -7.4352807 41.938352)",,,
107428775,Rúa Rosalía de Castro,residential,False,False,4.857,,"LINESTRING (-7.4346424 41.9422795, -7.4345874 41.9422642)",,,
560131316,Rúa Rosalía de Castro,residential,True,False,16.137,,"LINESTRING (-7.4346424 41.9422795, -7.4347565 41.9422643, -7.4348345 41.9422541)",,,
560131318,Rúa Rosalía de Castro,residential,True,False,18.856,,"LINESTRING (-7.4346424 41.9422795, -7.4347403 41.9423154, -7.4347787 41.9423402, -7.4348271 41.9423757)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,True,9.622,OU-113,"LINESTRING (-7.4349009 41.9416126, -7.4349074 41.9415262)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,False,64.58,OU-113,"LINESTRING (-7.4349009 41.9416126, -7.4348506 41.9420766, -7.4348381 41.9421915)",,,
48652801,Rúa Irmáns Fernández Álvarez,tertiary,False,True,6.967,OU-113,"LINESTRING (-7.4348345 41.9422541, -7.4348381 41.9421915)",,,
136135104,Avenida de Laza,tertiary,False,False,8.917,OU-113,"LINESTRING (-7.4348345 41.9422541, -7.4348293 41.9423342)",,,
107480072,Rúa da Preguiza,residential,False,True,101.67099999999999,,"LINESTRING (-7.4406645 41.9441834, -7.4406561 41.9439116, -7.4405393 41.9435176, -7.4404701 41.9432842)",,,
107480062,Travesía da Veiga,residential,False,True,68.045,,"LINESTRING (-7.4384255 41.9425333, -7.4382515 41.9431314)",,,
986036309,Praza de José García Barbón,residential,False,True,21.814,,"LINESTRING (-7.4384255 41.9425333, -7.4386662 41.9424531)",,,
248336121,Rúa Viriato,residential,False,False,91.93299999999999,,"LINESTRING (-7.4384255 41.9425333, -7.4382103 41.9425935, -7.4379899 41.9426347, -7.4378724 41.9426524, -7.4376824 41.9426406, -7.4376747 41.9426385, -7.43752 41.9425954, -7.4374197 41.9425473, -7.4373815 41.9425346, -7.4373724 41.9425358)",,,
87535153,Rúa Amaro Refojo,residential,True,False,91.665,,"LINESTRING (-7.435079 41.9421521, -7.4359356 41.9420463, -7.4361633 41.94199)",,,
107480019,Rúa da Muralla,residential,True,False,118.46199999999999,,"LINESTRING (-7.435079 41.9421521, -7.435192 41.9422544, -7.4353946 41.9424468, -7.4355185 41.9425326, -7.4357448 41.94262, -7.4361968 41.9427815)",,,
107480039,Rúa Maior,residential,False,False,25.234,,"LINESTRING (-7.4404434 41.9407038, -7.4405587 41.9404937)",,,
136081310,Rúa Maior,residential,True,False,34.757,,"LINESTRING (-7.4404434 41.9407038, -7.4407159 41.9406385, -7.4408202 41.940576)",,,
107480019,Rúa da Muralla,residential,True,False,8.351,,"LINESTRING (-7.4382515 41.9431314, -7.4383484 41.9431525)",,,
107480062,Travesía da Veiga,residential,False,False,68.045,,"LINESTRING (-7.4382515 41.9431314, -7.4384255 41.9425333)",,,
107480035,Rúa Marbana,residential,False,False,24.394,,"LINESTRING (-7.436622 41.9429254, -7.4365311 41.9431341)",,,
107480019,Rúa da Muralla,residential,True,False,136.974,,"LINESTRING (-7.436622 41.9429254, -7.4367341 41.9429598, -7.4374853 41.9430424, -7.4382515 41.9431314)",,,
136118597,Rúa Traviesa,residential,False,True,11.808,,"LINESTRING (-7.436622 41.9429254, -7.4366182 41.9428275, -7.4366161 41.9428194)",,,
87536483,Praza da Alameda,residential,True,False,135.035,,"LINESTRING (-7.4400568 41.9431523, -7.440114 41.9430158, -7.4401763 41.9427164, -7.4402504 41.9423557, -7.4402791 41.9421165, -7.4402966 41.9419536)",,,
107480043,Rúa da Preguiza,residential,False,False,37.254999999999995,,"LINESTRING (-7.4400568 41.9431523, -7.4402074 41.9432103, -7.4404701 41.9432842)",,,
107480056,Estrada da Veiga,residential,False,True,121.082,,"LINESTRING (-7.4389381 41.9445534, -7.4387721 41.9442298, -7.4384502 41.9436887, -7.4383885 41.943545)",,,
107480038,Rúa Eduardo Pondal,residential,False,False,107.528,,"LINESTRING (-7.4371732 41.9436979, -7.4373273 41.9446581)",,,
107480048,Rúa Silvio Santiago,residential,False,False,101.942,,"LINESTRING (-7.4371732 41.9436979, -7.4383885 41.943545)",,,
107480048,Rúa Silvio Santiago,residential,False,True,63.311,,"LINESTRING (-7.4371732 41.9436979, -7.4364171 41.9437868)",,,
87536483,Praza da Alameda,residential,True,False,48.283,,"LINESTRING (-7.4394826 41.9431635, -7.4396223 41.9431911, -7.4398362 41.9431861, -7.4400568 41.9431523)",,,
136118584,Rúa Otero Pedrayo,residential,True,False,51.903999999999996,,"LINESTRING (-7.4394826 41.9431635, -7.4394739 41.9435311, -7.4394672 41.9436301)",,,
107480035,Rúa Marbana,residential,False,True,24.394,,"LINESTRING (-7.4365311 41.9431341, -7.436622 41.9429254)",,,
107480035,Rúa Marbana,residential,False,False,73.733,,"LINESTRING (-7.4365311 41.9431341, -7.4364054 41.9435565, -7.4364171 41.9437868)",,,
136135101,Rúa do Foxo,residential,True,False,147.5,,"LINESTRING (-7.4365311 41.9431341, -7.4363828 41.9430832, -7.4362465 41.9430225, -7.4359944 41.9429188, -7.4357637 41.942855, -7.4355169 41.9428071, -7.4353775 41.9427871, -7.4351629 41.9426674, -7.4349805 41.9425278)",,,
107480019,Rúa da Muralla,residential,True,False,93.894,,"LINESTRING (-7.4383484 41.9431525, -7.4390177 41.943176, -7.4394826 41.9431635)",,,
107480056,Estrada da Veiga,residential,False,False,44.812,,"LINESTRING (-7.4383484 41.9431525, -7.4383258 41.9433656, -7.4383292 41.9434507, -7.4383885 41.943545)",,,
107480038,Rúa Eduardo Pondal,residential,False,True,107.528,,"LINESTRING (-7.4373273 41.9446581, -7.4371732 41.9436979)",,,
"[107480043, 107480059]","['Rúa da Preguiza', 'Paseo do Támega']","['residential', 'living_street']",False,False,168.906,,"LINESTRING (-7.4404701 41.9432842, -7.4407782 41.9432767, -7.4409523 41.9419935)",,,
107480043,Rúa da Preguiza,residential,False,True,37.254999999999995,,"LINESTRING (-7.4404701 41.9432842, -7.4402074 41.9432103, -7.4400568 41.9431523)",,,
107480072,Rúa da Preguiza,residential,False,False,101.67099999999999,,"LINESTRING (-7.4404701 41.9432842, -7.4405393 41.9435176, -7.4406561 41.9439116, -7.4406645 41.9441834)",,,
107480059,Paseo do Támega,living_street,False,True,145.578,,"LINESTRING (-7.4410552 41.9406935, -7.4410931 41.9409233, -7.4410965 41.9412276, -7.440977 41.9418605, -7.4409534 41.9419854, -7.4409523 41.9419935)",,,
107480035,Rúa Marbana,residential,False,True,138.242,,"LINESTRING (-7.436456 41.9450297, -7.4364388 41.9445481, -7.4364171 41.9437868)",,,
136118584,Rúa Otero Pedrayo,residential,True,False,89.727,,"LINESTRING (-7.4394672 41.9436301, -7.4385718 41.9435548, -7.4383885 41.943545)",,,
248336119,Rúa Regato da Rasela,residential,True,False,119.11600000000001,,"LINESTRING (-7.4394672 41.9436301, -7.4394907 41.943955, -7.4394739 41.9440196, -7.4394066 41.9441223, -7.4391641 41.9444128, -7.4390867 41.9444905, -7.4389381 41.9445534)",,,
39577525,Avenida Luis Espada,trunk,False,False,19.67,N-525,"LINESTRING (-7.4405587 41.9404937, -7.4407779 41.9405623)",,,
107480039,Rúa Maior,residential,False,True,25.234,,"LINESTRING (-7.4405587 41.9404937, -7.4404434 41.9407038)",,,
39577525,Avenida Luis Espada,trunk,False,True,77.175,N-525,"LINESTRING (-7.4405587 41.9404937, -7.4404198 41.9404333, -7.4397126 41.9402027)",,,
87536451,Rúa Elle,residential,True,False,51.56999999999999,,"LINESTRING (-7.4405587 41.9404937, -7.440635 41.9403555, -7.4406857 41.9402197, -7.4406808 41.9400463)",,,
87536483,Praza da Alameda,residential,True,False,99.031,,"LINESTRING (-7.4389638 41.9423814, -7.4389892 41.9424283, -7.4390599 41.9425198, -7.4392603 41.9426976, -7.4394018 41.9428655, -7.4394338 41.9430195, -7.4394826 41.9431635)",,,
248336124,Praza da Alameda,residential,False,False,26.098,,"LINESTRING (-7.4389638 41.9423814, -7.4388504 41.9423932, -7.4386662 41.9424531)",,,
107480048,Rúa Silvio Santiago,residential,False,True,101.942,,"LINESTRING (-7.4383885 41.943545, -7.4371732 41.9436979)",,,
107480056,Estrada da Veiga,residential,False,False,121.082,,"LINESTRING (-7.4383885 41.943545, -7.4384502 41.9436887, -7.4387721 41.9442298, -7.4389381 41.9445534)",,,
107480056,Estrada da Veiga,residential,False,True,44.812,,"LINESTRING (-7.4383885 41.943545, -7.4383292 41.9434507, -7.4383258 41.9433656, -7.4383484 41.9431525)",,,
87536483,Praza da Alameda,residential,True,False,125.795,,"LINESTRING (-7.4403033 41.9418919, -7.4400719 41.9419687, -7.4396745 41.94203, -7.4392401 41.9421929, -7.4390414 41.9423219, -7.4389638 41.9423814)",,,
136081298,Rúa da Alameda,residential,False,False,157.162,,"LINESTRING (-7.4403033 41.9418919, -7.4405323 41.9416905, -7.44064 41.9415803, -7.4406858 41.9413609, -7.4407748 41.9408919, -7.4408202 41.940576)",,,
107480048,Rúa Silvio Santiago,residential,False,False,63.311,,"LINESTRING (-7.4364171 41.9437868, -7.4371732 41.9436979)",,,
107480035,Rúa Marbana,residential,False,False,138.242,,"LINESTRING (-7.4364171 41.9437868, -7.4364388 41.9445481, -7.436456 41.9450297)",,,
107480035,Rúa Marbana,residential,False,True,73.733,,"LINESTRING (-7.4364171 41.9437868, -7.4364054 41.9435565, -7.4365311 41.9431341)",,,
522001037,Avenida de San Lázaro,trunk,False,True,8.386,N-525,"LINESTRING (-7.4419309 41.9405103, -7.4418308 41.9404983)",,,
107490510,Rúa Olivar,residential,False,False,355.423,,"LINESTRING (-7.4419309 41.9405103, -7.4417637 41.9399951, -7.4417098 41.9399187, -7.4416593 41.9397847, -7.4417064 41.9395605, -7.4418277 41.9393425, -7.4419122 41.939225, -7.4419826 41.9391271, -7.4421661 41.9389543, -7.4424019 41.9388165, -7.4427689 41.938601, -7.4430872 41.9384294, -7.4432825 41.9383881, -7.4435553 41.9383956, -7.4439426 41.9384645)",,,
522001037,Avenida de San Lázaro,trunk,False,False,96.521,N-525,"LINESTRING (-7.4419309 41.9405103, -7.4423744 41.9405633, -7.4426361 41.9405945, -7.4428552 41.9405929, -7.4429598 41.9405769, -7.4430794 41.9405455)",,,
71817138,Camiño do Río,residential,False,True,34.212,,"LINESTRING (-7.441739 41.9407983, -7.4418308 41.9404983)",,,
71817138,Camiño do Río,residential,False,False,303.714,,"LINESTRING (-7.441739 41.9407983, -7.4416841 41.9409777, -7.441684 41.9410025, -7.4416839 41.9410526, -7.4415941 41.9418833, -7.4414886 41.9420004, -7.4414653 41.9420882, -7.4413186 41.9424448, -7.4412507 41.942466, -7.4412203 41.942506, -7.4411702 41.9427108, -7.441138 41.9430115, -7.441138 41.943376, -7.4412113 41.9434026)",,,
107490500,Rúa San Lázaro,residential,False,True,70.116,,"LINESTRING (-7.441739 41.9407983, -7.44221 41.9408751, -7.4425754 41.9408826)",,,
160548979,Camiño Vello,residential,False,True,33.436,,"LINESTRING (-7.4441723 41.9398991, -7.443774 41.9399505)",,,
107490525,Subida a Monterrei,residential,False,True,73.198,,"LINESTRING (-7.4441723 41.9398991, -7.4442596 41.9400915, -7.4442854 41.9401685, -7.4442223 41.9402093, -7.4441886 41.9402719, -7.4442286 41.9403862, -7.4443215 41.9404941)",,,
986036310,Avenida de San Lázaro,residential,False,False,25.54,,"LINESTRING (-7.4441723 41.9398991, -7.4443922 41.939847, -7.4444381 41.9398001)",,,
522001036,Rúa da Costa,residential,False,False,11.351,,"LINESTRING (-7.4441273 41.9407505, -7.4440424 41.9406703)",,,
107490515,Rúa da Costa,residential,False,True,99.001,,"LINESTRING (-7.4441273 41.9407505, -7.4441381 41.9408167, -7.444126 41.9409129, -7.4440559 41.940978, -7.443804 41.9409109, -7.4432582 41.9407297)",,,
107490562,Rúa da Costa,residential,False,False,72.20799999999998,,"LINESTRING (-7.4441273 41.9407505, -7.4442463 41.9408421, -7.4443638 41.9408854, -7.4445233 41.9409103, -7.4446235 41.9409487, -7.4447722 41.9410666, -7.4448453 41.941086)",,,
107490510,Rúa Olivar,residential,False,True,355.42300000000006,,"LINESTRING (-7.4439426 41.9384645, -7.4435553 41.9383956, -7.4432825 41.9383881, -7.4430872 41.9384294, -7.4427689 41.938601, -7.4424019 41.9388165, -7.4421661 41.9389543, -7.4419826 41.9391271, -7.4419122 41.939225, -7.4418277 41.9393425, -7.4417064 41.9395605, -7.4416593 41.9397847, -7.4417098 41.9399187, -7.4417637 41.9399951, -7.4419309 41.9405103)",,,
522001036,Rúa da Costa,residential,False,True,11.351,,"LINESTRING (-7.4440424 41.9406703, -7.4441273 41.9407505)",,,
160549005,,living_street,False,True,70.206,,"LINESTRING (-7.4440424 41.9406703, -7.4439456 41.9406747, -7.4438625 41.9406688, -7.4437981 41.9406548, -7.4437525 41.9406229, -7.4437123 41.9405969, -7.4436586 41.940583, -7.443613 41.940581, -7.4435621 41.9405949, -7.4434709 41.9406249, -7.4433904 41.9406309, -7.4433471 41.9406261, -7.443244 41.9406148)",,,
522001035,Rúa do Outeiro,residential,False,False,31.166999999999998,,"LINESTRING (-7.4440424 41.9406703, -7.4441661 41.9406249, -7.4442539 41.9405273, -7.4443215 41.9404941)",,,
986036311,Avenida de Vences,tertiary,False,True,10.441,OU-1021,"LINESTRING (-7.4432582 41.9407297, -7.4432428 41.9406365)",,,
107490515,Rúa da Costa,residential,False,False,99.00100000000002,,"LINESTRING (-7.4432582 41.9407297, -7.443804 41.9409109, -7.4440559 41.940978, -7.444126 41.9409129, -7.4441381 41.9408167, -7.4441273 41.9407505)",,,
522001034,Subida a Monterrei,residential,False,True,9.641,,"LINESTRING (-7.4448453 41.941086, -7.444879 41.941169)",,,
107490525,Subida a Monterrei,residential,False,False,85.56,,"LINESTRING (-7.4448453 41.941086, -7.4448874 41.9410469, -7.444869 41.940965, -7.444751 41.9408374, -7.4445383 41.9407189, -7.4444954 41.9406786, -7.444398 41.9405306, -7.4443215 41.9404941)",,,
107490562,Rúa da Costa,residential,False,True,72.20800000000001,,"LINESTRING (-7.4448453 41.941086, -7.4447722 41.9410666, -7.4446235 41.9409487, -7.4445233 41.9409103, -7.4443638 41.9408854, -7.4442463 41.9408421, -7.4441273 41.9407505)",,,
107121655,Avenida de San Lázaro,trunk,False,False,68.99100000000001,N-525,"LINESTRING (-7.4444381 41.9398001, -7.444 41.9397101, -7.4438209 41.9396963, -7.4436599 41.9397151, -7.4436287 41.9397293)",,,
