osmid,oneway,highway,maxspeed,reversed,length,geometry,lanes,ref,name,junction,bridge,tunnel
28189975,True,motorway_link,50,False,120.293,"LINESTRING (-1.6931719 42.7893049, -1.6931065 42.7893283, -1.6930395 42.7893692, -1.692559 42.7897268, -1.6920971 42.7900411)",1,,,,,
823514954,True,residential,40,False,61.80100000000001,"LINESTRING (-1.6931719 42.7893049, -1.6931638 42.7893741, -1.69318 42.7894425, -1.6932195 42.7895057, -1.6932796 42.7895594, -1.6933564 42.7896, -1.6934448 42.7896249, -1.6935389 42.7896324, -1.6936325 42.789622)",2,,Anillo de Zizur,roundabout,yes,
180811989,False,tertiary,50,True,20.576,"LINESTRING (-1.6875398 42.7920108, -1.6876879 42.7919987, -1.6877904 42.7920072)",2,NA-6053,Carretera Zizur Mayor - Cizur Menor,,,
237867968,False,residential,30,False,74.428,"LINESTRING (-1.6922428 42.7928276, -1.692375 42.792833, -1.6930961 42.7928754, -1.6931523 42.7928781)",2,,Avenida Belascoáin,,,
237867968,False,residential,30,True,41.687,"LINESTRING (-1.6922428 42.7928276, -1.6921413 42.7928205, -1.6917345 42.7927899)",2,,Avenida Belascoáin,,,
237867968,False,residential,30,True,8.679,"LINESTRING (-1.6906831 42.7926394, -1.6905788 42.7926241)",2,,Avenida Belascoáin,,,
32087182,False,living_street,,False,117.705,"LINESTRING (-1.6906831 42.7926394, -1.6906953 42.7925934, -1.6907797 42.792274, -1.690355 42.792214, -1.6902688 42.7925427, -1.6902599 42.7925763)",,,Plaza Artzarapea,,,
237867968,False,residential,30,False,84.152,"LINESTRING (-1.6906831 42.7926394, -1.6914909 42.7927586, -1.6916946 42.792787)",2,,Avenida Belascoáin,,,
"[1125894728, 22734206]",False,tertiary,50,False,16.759,"LINESTRING (-1.6880173 42.7920602, -1.6879606 42.7920425, -1.6878786 42.7920212, -1.6878231 42.7920124)",2,NA-6053,Carretera Zizur Mayor - Cizur Menor,,yes,
"[26557001, 1125894732]",False,tertiary,50,True,59.201,"LINESTRING (-1.6880173 42.7920602, -1.688041 42.7920716, -1.6884365 42.7922614, -1.6886228 42.7923535)",2,NA-6053,Carretera Zizur Mayor - Cizur Menor,,yes,
"[117508890, 1125894727]",True,motorway_link,,False,26.779999999999998,"LINESTRING (-1.6880173 42.7920602, -1.6879969 42.7920315, -1.6879811 42.7920094, -1.6879438 42.7919501, -1.6879272 42.7918619, -1.687923 42.7918329)",1,,,,yes,
817842507,True,residential,,False,46.903,"LINESTRING (-1.6932487 42.7889939, -1.6930657 42.7889004, -1.6929884 42.7888298, -1.692943 42.7887885, -1.6929064 42.7887455, -1.6928618 42.7886907)",,,Ronda San Cristóbal,,,
300933553,True,residential,,False,12.767000000000001,"LINESTRING (-1.6873462 42.787673, -1.6873627 42.7876394, -1.6873588 42.7876132, -1.6873417 42.78759, -1.6873139 42.7875733)",,,,roundabout,,
32087219,True,residential,,False,80.793,"LINESTRING (-1.692466 42.788638, -1.6923747 42.7886904, -1.6921722 42.7888065, -1.692008 42.7889131, -1.691958 42.7889448, -1.6917669 42.7890713, -1.6917006 42.7890963)",,,Ronda San Cristóbal,,,
32087239,True,residential,,False,24.128999999999998,"LINESTRING (-1.692466 42.788638, -1.6924582 42.7886932, -1.6924731 42.788738, -1.6925124 42.7887824, -1.6925824 42.7888179)",,,,roundabout,,
28189954,True,residential,,False,22.0,"LINESTRING (-1.6927135 42.7888239, -1.692797 42.7888853, -1.6928519 42.7889204, -1.6928688 42.7889322, -1.6929052 42.7889627)",,,Ronda San Cristóbal,,,
300933549,True,residential,,False,20.237000000000002,"LINESTRING (-1.6927135 42.7888239, -1.6928028 42.7887858, -1.692846 42.7887389, -1.6928618 42.7886907)",,,,roundabout,,
27672753,True,residential,,False,147.877,"LINESTRING (-1.691141 42.7850605, -1.6910394 42.7851302, -1.6907385 42.7853365, -1.6905342 42.7854746, -1.6899138 42.7859017, -1.6898982 42.7859125, -1.6898169 42.7859684)",,,Calle Lurbeltzeta,,,
27672753,True,residential,,False,102.129,"LINESTRING (-1.6920614 42.7844382, -1.6919755 42.7844962, -1.6912436 42.7849883, -1.691141 42.7850605)",,,Calle Lurbeltzeta,,,
117500187,True,residential,,False,10.251999999999999,"LINESTRING (-1.6920614 42.7844382, -1.6921038 42.7844593, -1.692158 42.7844675, -1.692177 42.7844665)",,,,roundabout,,
117508871,True,residential,,False,134.33599999999998,"LINESTRING (-1.6898169 42.7859684, -1.6897156 42.7858878, -1.6894091 42.785644, -1.6892438 42.7855125, -1.689062 42.7853679, -1.6887928 42.7851538, -1.6887518 42.7851212, -1.6886996 42.7850812)",,,Parque Erreniega,,,
"[244760881, 244760882, 262418876, 282470190]",True,residential,,False,429.78100000000006,"LINESTRING (-1.6898169 42.7859684, -1.6899059 42.7860392, -1.6902315 42.7862982, -1.6905074 42.7865176, -1.6905648 42.7865633, -1.6906615 42.7866402, -1.6910798 42.7869729, -1.6911916 42.7870618, -1.6914842 42.7872946, -1.6918102 42.7875539, -1.6919144 42.7876368, -1.6919308 42.7876498, -1.6919588 42.7876722, -1.6923921 42.7880167, -1.6924802 42.7880868, -1.6925663 42.7881537, -1.6926406 42.7881085, -1.6928832 42.7879415, -1.6930758 42.7878101, -1.6931849 42.7877344, -1.693226 42.787767, -1.6932409 42.7877791, -1.693373 42.7878847, -1.6933868 42.7878947, -1.6934372 42.7879345)",,,"['Calle Zabalgaina', 'Parque Erreniega']",,,building_passage
28190039,True,residential,,False,7.032,"LINESTRING (-1.6871909 42.7876707, -1.6872219 42.7876927, -1.687263 42.7877021)",,,,roundabout,,
299962540,True,motorway_link,,False,105.51,"LINESTRING (-1.6871716 42.7926014, -1.6875054 42.7925987, -1.6881856 42.7926447, -1.6883242 42.7926432, -1.6883969 42.7926314, -1.6884559 42.792615)",1,,,,,
715546914,True,motorway_link,,False,92.77199999999999,"LINESTRING (-1.6871716 42.7926014, -1.6873595 42.7925328, -1.6876597 42.7924313, -1.6880348 42.7923057, -1.6880678 42.7922947, -1.6881726 42.792218)",,,,,,
93021976,True,motorway_link,,False,45.816,"LINESTRING (-1.6884559 42.792615, -1.6886088 42.7925782, -1.6888825 42.7924859, -1.6889667 42.7924472)",,,,,,
237867969,True,motorway_link,,False,33.925999999999995,"LINESTRING (-1.6884559 42.792615, -1.6885351 42.7925681, -1.6885803 42.7925222, -1.6886122 42.7924634, -1.6886245 42.7923947, -1.6886228 42.7923535)",,,,,,
32087274,True,residential,40,False,89.80699999999999,"LINESTRING (-1.6978053 42.7872792, -1.6979494 42.7873278, -1.6980701 42.7873906, -1.6984783 42.7876442, -1.6985141 42.7876819, -1.6985479 42.7877218, -1.6985853 42.7878151)",2,,Calle Sagüesgaña,,,
817842511,True,motorway_link,40,False,18.244,"LINESTRING (-1.6978053 42.7872792, -1.6978664 42.7872479, -1.6979155 42.7872068, -1.6979495 42.7871581)",2,,,roundabout,,
32087160,True,motorway_link,40,False,19.13,"LINESTRING (-1.6979495 42.7871581, -1.6979668 42.7871022, -1.6979642 42.7870449, -1.6979419 42.7869899)",2,,,roundabout,,
823514956,True,motorway_link,40,False,20.789,"LINESTRING (-1.6979419 42.7869899, -1.6978971 42.786937, -1.6978341 42.7868952, -1.6977578 42.7868678)",2,,,roundabout,,
32087159,True,motorway_link,,False,373.889,"LINESTRING (-1.6962707 42.7864679, -1.6962922 42.786575, -1.6963166 42.7866861, -1.6963159 42.7867836, -1.6962984 42.7868667, -1.696249 42.7869717, -1.6962001 42.7870674, -1.6961175 42.7871678, -1.6959673 42.7872926, -1.6956891 42.7874981, -1.6948538 42.7880714, -1.6944834 42.7883288, -1.6940519 42.7886259, -1.6936994 42.7888707, -1.6936815 42.7888831, -1.6936229 42.7889236, -1.6935265 42.7889826)",1,,,,,
817842505,True,motorway_link,40,False,47.895999999999994,"LINESTRING (-1.6962707 42.7864679, -1.6963102 42.7865336, -1.6963756 42.7865869, -1.6964604 42.7866227, -1.6965562 42.7866374, -1.6966534 42.7866294, -1.6967424 42.7865996)",2,,,roundabout,,
32087239,True,residential,,False,10.855,"LINESTRING (-1.6925824 42.7888179, -1.6926631 42.7888291, -1.6927135 42.7888239)",,,,roundabout,,
300933554,True,residential,,False,5.793,"LINESTRING (-1.6928618 42.7886907, -1.6928542 42.7886389)",,,,roundabout,,
300934414,True,motorway,60,False,200.68699999999998,"LINESTRING (-1.690359 42.7911684, -1.6895972 42.7915485, -1.6889349 42.7918315, -1.6882489 42.7920911)",3,A-12,Autovía del Camino de Santiago / Donejakue Bidearen autobia,,,
300933551,True,residential,,False,16.563000000000002,"LINESTRING (-1.6926055 42.7885375, -1.6925379 42.788562, -1.6924853 42.7886054, -1.692466 42.788638)",,,,roundabout,,
28190039,True,residential,,False,7.7780000000000005,"LINESTRING (-1.687263 42.7877021, -1.6873098 42.7876956, -1.6873462 42.787673)",,,,roundabout,,
32087216,True,residential,,False,165.999,"LINESTRING (-1.687263 42.7877021, -1.6873154 42.7877771, -1.6874203 42.7879537, -1.6874787 42.7880441, -1.6874999 42.7880825, -1.6876913 42.7883344, -1.6878775 42.7885612, -1.6880309 42.7887107, -1.6881663 42.7888373, -1.6882536 42.7889201, -1.6882638 42.7889297, -1.6883115 42.7889738)",,,Ronda San Cristóbal,,,
28190039,True,residential,,False,9.734,"LINESTRING (-1.6873139 42.7875733, -1.6872551 42.7875659, -1.6872022 42.7875861)",,,,roundabout,,
28829465,False,residential,,True,75.526,"LINESTRING (-1.6883239 42.7850184, -1.688287 42.7850264, -1.6882042 42.7850444, -1.6874377 42.7852142)",,,Calle Talluntze,,,
28829466,True,residential,,False,38.132999999999996,"LINESTRING (-1.6883239 42.7850184, -1.688352 42.7850628, -1.6883969 42.7850991, -1.6884546 42.7851238, -1.6885196 42.7851347, -1.6885862 42.7851307, -1.6886481 42.7851123, -1.6886996 42.7850812)",,,Parque Talluntze,roundabout,,
28829466,True,residential,,False,21.569,"LINESTRING (-1.6884025 42.7848446, -1.6883564 42.7848793, -1.6883264 42.7849225, -1.6883152 42.7849703, -1.6883239 42.7850184)",,,Parque Talluntze,roundabout,,
32087138,True,residential,,False,79.161,"LINESTRING (-1.6884025 42.7848446, -1.6883613 42.7847906, -1.6883215 42.7847579, -1.6882074 42.784664, -1.6877626 42.7843116)",,,Calle de Astráin,,,
817842513,True,residential,40,False,20.418,"LINESTRING (-1.6985853 42.7878151, -1.698587 42.7878498, -1.6985966 42.7878827, -1.6986236 42.7879271, -1.698683 42.7879775)",2,,,roundabout,,
28829528,False,residential,30,False,25.211,"LINESTRING (-1.698683 42.7879775, -1.6986174 42.7880349, -1.6985751 42.788072, -1.6984846 42.7881513)",2,,Calle Arrobia,,,
22734145,True,residential,40,False,26.401,"LINESTRING (-1.6984105 42.7929498, -1.6984843 42.7929365, -1.6985487 42.7929019, -1.6985887 42.7928511, -1.6985959 42.7927869)",,,,roundabout,,
22734148,False,residential,30,False,141.346,"LINESTRING (-1.6980727 42.7901064, -1.6980771 42.7901451, -1.6980856 42.7902178, -1.698091 42.7902641, -1.6981485 42.7907557, -1.6981792 42.7910179, -1.6982115 42.7912948, -1.6982207 42.7913729)",,,Calle Arridia,,,
28829531,True,residential,30,False,26.003,"LINESTRING (-1.6980727 42.7901064, -1.6981121 42.7901023, -1.6981495 42.7900921, -1.6981831 42.7900765, -1.6982115 42.790056, -1.6982334 42.7900315, -1.6982477 42.7900043, -1.6982539 42.7899754, -1.6982516 42.7899462)",,,,roundabout,,
28829531,True,residential,30,False,23.143,"LINESTRING (-1.6982516 42.7899462, -1.698245 42.789926, -1.6982342 42.7899067, -1.6982196 42.7898889, -1.6982015 42.7898728, -1.6981804 42.789859, -1.6981566 42.7898476, -1.6981308 42.789839, -1.6981035 42.7898333, -1.6980754 42.7898307, -1.698047 42.7898313)",,,,roundabout,,
28829531,True,residential,30,False,47.07400000000001,"LINESTRING (-1.698047 42.7898313, -1.6980117 42.7898365, -1.6979783 42.7898466, -1.6979482 42.7898611, -1.6979224 42.7898796, -1.697902 42.7899014, -1.6978875 42.7899257, -1.6978797 42.7899515, -1.6978787 42.7899779, -1.6978846 42.790004, -1.6978971 42.7900288, -1.697916 42.7900514, -1.6979403 42.7900709, -1.6979693 42.7900867, -1.6980018 42.7900981, -1.6980367 42.7901047, -1.6980727 42.7901064)",,,,roundabout,,
28829533,False,residential,30,False,104.531,"LINESTRING (-1.698047 42.7898313, -1.698041 42.7897804, -1.6980334 42.7897149, -1.697947 42.7889787, -1.6979371 42.7888947)",,,Calle Arridia,,,
117394719,False,residential,,False,305.01699999999994,"LINESTRING (-1.6945152 42.785895, -1.6945873 42.785869, -1.6946747 42.7858731, -1.6947427 42.7859159, -1.6947758 42.7859456, -1.6948228 42.7859878, -1.6950759 42.7862609, -1.695416 42.7867259, -1.6955172 42.7868642, -1.6955616 42.7869843, -1.6955582 42.7870429, -1.6955572 42.7870609, -1.6955213 42.7871095, -1.6954713 42.7871585, -1.6953819 42.7872136, -1.6953078 42.7872639, -1.6945194 42.7877993, -1.6943416 42.7879241)",,,Calle de Iturbarren,,,
117394719,False,residential,,True,43.892,"LINESTRING (-1.6945152 42.785895, -1.6941993 42.7861176, -1.6941619 42.7861438, -1.6941271 42.7861683)",,,Calle de Iturbarren,,,
117394719,False,residential,,True,305.0169999999999,"LINESTRING (-1.6943416 42.7879241, -1.6945194 42.7877993, -1.6953078 42.7872639, -1.6953819 42.7872136, -1.6954713 42.7871585, -1.6955213 42.7871095, -1.6955572 42.7870609, -1.6955582 42.7870429, -1.6955616 42.7869843, -1.6955172 42.7868642, -1.695416 42.7867259, -1.6950759 42.7862609, -1.6948228 42.7859878, -1.6947758 42.7859456, -1.6947427 42.7859159, -1.6946747 42.7858731, -1.6945873 42.785869, -1.6945152 42.785895)",,,Calle de Iturbarren,,,
162356923,False,residential,,False,56.027,"LINESTRING (-1.6943416 42.7879241, -1.6943142 42.7879075, -1.6942811 42.7878982, -1.6942456 42.7878972, -1.6942115 42.7879045, -1.6941824 42.7879194, -1.6941613 42.7879403, -1.6941504 42.7879651, -1.6941509 42.7879912, -1.6941626 42.7880157, -1.6941845 42.7880363, -1.6942141 42.7880506, -1.6942499 42.7880574, -1.6942868 42.7880551, -1.6943205 42.7880438, -1.6943473 42.788025, -1.6943639 42.7880008, -1.6943687 42.7879738, -1.6943609 42.7879473, -1.6943416 42.7879241)",,,Calle de Iturbarren,,,
162356923,False,residential,,True,56.027000000000015,"LINESTRING (-1.6943416 42.7879241, -1.6943609 42.7879473, -1.6943687 42.7879738, -1.6943639 42.7880008, -1.6943473 42.788025, -1.6943205 42.7880438, -1.6942868 42.7880551, -1.6942499 42.7880574, -1.6942141 42.7880506, -1.6941845 42.7880363, -1.6941626 42.7880157, -1.6941509 42.7879912, -1.6941504 42.7879651, -1.6941613 42.7879403, -1.6941824 42.7879194, -1.6942115 42.7879045, -1.6942456 42.7878972, -1.6942811 42.7878982, -1.6943142 42.7879075, -1.6943416 42.7879241)",,,Calle de Iturbarren,,,
32087163,True,motorway_link,50,False,71.85900000000001,"LINESTRING (-1.6967424 42.7865996, -1.6968804 42.7866803, -1.6972544 42.7868967, -1.6973111 42.7869569, -1.6973368 42.7869843, -1.6973616 42.7870423)",2,,,,yes,
817842505,True,motorway_link,40,False,23.369,"LINESTRING (-1.6967424 42.7865996, -1.6968129 42.7865523, -1.6968604 42.7864916, -1.6968805 42.7864231)",2,,,roundabout,,
32087158,True,motorway_link,40,False,11.144,"LINESTRING (-1.6968805 42.7864231, -1.696877 42.7863731, -1.6968586 42.7863248)",2,,,roundabout,,
32087158,True,motorway_link,40,False,42.042,"LINESTRING (-1.6965213 42.7861851, -1.6964237 42.7862094, -1.6963424 42.7862558, -1.6962862 42.7863192, -1.6962614 42.7863926, -1.6962707 42.7864679)",2,,,roundabout,,
823514956,True,motorway_link,40,False,19.002,"LINESTRING (-1.6977578 42.7868678, -1.6976816 42.786857, -1.6976041 42.7868607, -1.6975305 42.7868787)",2,,,roundabout,,
32087162,True,motorway_link,50,False,76.68599999999999,"LINESTRING (-1.6975305 42.7868787, -1.6973504 42.7868087, -1.6969167 42.7865508, -1.6969132 42.7865385, -1.6968805 42.7864231)",2,,,,yes,
"[817842504, 817842503]",True,motorway_link,40,False,23.606,"LINESTRING (-1.6975305 42.7868787, -1.6974512 42.786919, -1.697393 42.7869754, -1.6973616 42.7870423)",2,,,roundabout,,
817842503,True,motorway_link,40,False,35.517,"LINESTRING (-1.6973616 42.7870423, -1.697359 42.7871061, -1.6973811 42.7871679, -1.697426 42.7872227, -1.6974901 42.7872659, -1.6975682 42.7872941)",2,,,roundabout,,
817842510,True,motorway_link,40,False,19.911,"LINESTRING (-1.6975682 42.7872941, -1.6976278 42.7873036, -1.6976888 42.7873043, -1.6977487 42.787296, -1.6978053 42.7872792)",2,,,roundabout,,
"[22734148, 1125498414]",False,"['living_street', 'residential']","['20', '30']",False,103.18900000000001,"LINESTRING (-1.6982207 42.7913729, -1.6982805 42.7918848, -1.6982861 42.7919323, -1.6983151 42.7921803, -1.6983199 42.7922217, -1.6983257 42.792271, -1.6983288 42.7922975)",,,Calle Arridia,,,
22734148,False,residential,30,True,141.346,"LINESTRING (-1.6982207 42.7913729, -1.6982115 42.7912948, -1.6981792 42.7910179, -1.6981485 42.7907557, -1.698091 42.7902641, -1.6980856 42.7902178, -1.6980771 42.7901451, -1.6980727 42.7901064)",,,Calle Arridia,,,
1125894740,False,residential,30,False,75.97900000000001,"LINESTRING (-1.6972842 42.7928735, -1.6979297 42.7928374, -1.6980777 42.7928291, -1.6981452 42.7928256, -1.6982127 42.7928221)",2,,Avenida Belascoáin,,,
1125894740,False,residential,30,True,116.79599999999999,"LINESTRING (-1.6972842 42.7928735, -1.6971997 42.7928796, -1.6969145 42.7928997, -1.6966659 42.7929174, -1.6958595 42.792975)",2,,Avenida Belascoáin,,,
32087182,False,living_street,,True,117.705,"LINESTRING (-1.6902599 42.7925763, -1.6902688 42.7925427, -1.690355 42.792214, -1.6907797 42.792274, -1.6906953 42.7925934, -1.6906831 42.7926394)",,,Plaza Artzarapea,,,
237867968,False,residential,30,False,26.561,"LINESTRING (-1.6902599 42.7925763, -1.6903583 42.7925895, -1.6905788 42.7926241)",2,,Avenida Belascoáin,,,
237867968,False,residential,30,True,61.201,"LINESTRING (-1.6902599 42.7925763, -1.6901105 42.7925556, -1.6897143 42.7924993, -1.6895234 42.7924722)",2,,Avenida Belascoáin,,,
237867968,False,residential,30,False,3.272,"LINESTRING (-1.6916946 42.792787, -1.6917345 42.7927899)",2,,Avenida Belascoáin,,,
32087184,False,residential,,False,45.849000000000004,"LINESTRING (-1.6916946 42.792787, -1.6916991 42.7927337, -1.691706 42.7926508, -1.6917258 42.7924874, -1.6917224 42.7923756)",,,Calle Víctor Baraibar,,,
237867968,False,residential,30,True,84.152,"LINESTRING (-1.6916946 42.792787, -1.6914909 42.7927586, -1.6906831 42.7926394)",2,,Avenida Belascoáin,,,
32087186,False,residential,,True,26.452,"LINESTRING (-1.6895234 42.7924722, -1.6895112 42.7925251, -1.6894681 42.7927066)",,,Paseo Elizpea,,,
"[161707800, 868433876, 32087184]",False,"['living_street', 'residential']",,"[False, True]",258.858,"LINESTRING (-1.6895234 42.7924722, -1.6895372 42.7923873, -1.6895928 42.7920462, -1.6893986 42.791867, -1.6897119 42.7916925, -1.6902876 42.7914297, -1.6905784 42.7914076, -1.6908986 42.7913834, -1.6912989 42.7917016)",,,"['Calle Víctor Baraibar', 'Calle San Miguel']",,,
237867968,False,residential,30,False,61.201,"LINESTRING (-1.6895234 42.7924722, -1.6897143 42.7924993, -1.6901105 42.7925556, -1.6902599 42.7925763)",2,,Avenida Belascoáin,,,
237867968,False,residential,30,True,45.652,"LINESTRING (-1.6895234 42.7924722, -1.6892477 42.7924448, -1.689076 42.7924421, -1.6889667 42.7924472)",2,,Avenida Belascoáin,,,
"[32087184, 161707800, 868433876]",False,"['living_street', 'residential']",,"[False, True]",258.858,"LINESTRING (-1.6912989 42.7917016, -1.6908986 42.7913834, -1.6905784 42.7914076, -1.6902876 42.7914297, -1.6897119 42.7916925, -1.6893986 42.791867, -1.6895928 42.7920462, -1.6895372 42.7923873, -1.6895234 42.7924722)",,,"['Calle Víctor Baraibar', 'Calle San Miguel']",,,
32087184,False,residential,,True,83.029,"LINESTRING (-1.6912989 42.7917016, -1.6913461 42.7918564, -1.691608 42.7922195, -1.6917224 42.7923756)",,,Calle Víctor Baraibar,,,
32087189,False,residential,,False,90.501,"LINESTRING (-1.6912989 42.7917016, -1.6914631 42.7917394, -1.6918697 42.791816, -1.6923627 42.7919308)",,,Calle Ixurmendi,,,
290219404,False,residential,,True,13.532,"LINESTRING (-1.6933372 42.7916416, -1.6932339 42.7917368)",,,Camino del Pozo,,,
290219404,False,residential,,False,48.931,"LINESTRING (-1.6933372 42.7916416, -1.6935171 42.791419, -1.6936297 42.7912896, -1.6936568 42.7912703)",,,Camino del Pozo,,,
115560811,True,residential,,False,19.91,"LINESTRING (-1.6938111 42.7908983, -1.693694 42.7907954, -1.6936409 42.7907729)",,,Calle Etxesakan,,,
1167301867,True,residential,,False,14.595,"LINESTRING (-1.6938111 42.7908983, -1.6937483 42.7908886, -1.6937069 42.7908925, -1.6936804 42.7909044, -1.6936583 42.7909305)",,,,roundabout,,
161707796,False,residential,,False,19.22,"LINESTRING (-1.6962617 42.7916961, -1.6964873 42.7917458)",,,Calle Etxesakan,,,
32087195,True,residential,,False,59.537,"LINESTRING (-1.6962617 42.7916961, -1.6962467 42.7917388, -1.6962406 42.7917563, -1.6960802 42.7922147)",,,Calle Euntzemearra,,,
161707796,False,residential,,True,36.563,"LINESTRING (-1.6962617 42.7916961, -1.6960311 42.7916402, -1.6958363 42.7915928)",,,Calle Etxesakan,,,
237861499,False,living_street,20,True,3.533,"LINESTRING (-1.6950622 42.7929885, -1.6950189 42.7929889)",2,NA-8108,Avenida Belascoáin,,,
32087196,True,residential,,False,42.343999999999994,"LINESTRING (-1.6950622 42.7929885, -1.6950609 42.792897, -1.6950621 42.7926077)",,,Calle Julio Paternáin,,,
"[237861499, 1125894740]",False,"['living_street', 'residential']","['20', '30']",False,38.226,"LINESTRING (-1.6950622 42.7929885, -1.6951413 42.7929896, -1.6952206 42.7929907, -1.6953379 42.7929922, -1.6953801 42.7929928, -1.6955306 42.792991)",2,NA-8108,Avenida Belascoáin,,,
115560805,True,residential,,False,27.383,"LINESTRING (-1.6950621 42.7926077, -1.6950687 42.7924113, -1.6950683 42.7923615)",,,Calle Julio Paternáin,,,
115560844,True,residential,,False,70.67,"LINESTRING (-1.6950621 42.7926077, -1.6953996 42.7926197, -1.6958795 42.7926657, -1.6959235 42.7926689)",,,Calle Errondoa,,,
32087195,True,residential,,False,34.535,"LINESTRING (-1.6959235 42.7926689, -1.6958664 42.7928954, -1.695857 42.7929352, -1.6958595 42.792975)",,,Calle Euntzemearra,,,
32087197,False,living_street,20,False,42.149,"LINESTRING (-1.6941606 42.7929348, -1.6941992 42.7929739, -1.6944238 42.7930829, -1.6945791 42.7931518)",,,Plaza de los Fueros de Navarra,,,
237861499,False,living_street,20,False,45.325,"LINESTRING (-1.6941606 42.7929348, -1.6943309 42.792941, -1.6945628 42.792955, -1.6947144 42.7929656)",2,NA-8108,Avenida Belascoáin,,,
"[1125894739, 237861499]",False,"['living_street', 'residential']","['20', '30']",True,66.18799999999999,"LINESTRING (-1.6941606 42.7929348, -1.6939085 42.7929214, -1.6938358 42.7929185, -1.6937794 42.7929151, -1.6937118 42.7929114, -1.6936072 42.7929056, -1.6933516 42.7928915)",2,NA-8108,Avenida Belascoáin,,,
49909830,True,motorway_link,,False,23.001,"LINESTRING (-1.6935265 42.7889826, -1.6934274 42.7889994, -1.6933474 42.7890048, -1.6932487 42.7889939)",1,,,,,
817842506,True,motorway_link,,False,14.647,"LINESTRING (-1.6935265 42.7889826, -1.6934901 42.789013, -1.6934673 42.78904, -1.6934533 42.7890986)",1,,,,,
32087248,True,residential,,False,90.55599999999998,"LINESTRING (-1.6928542 42.7886389, -1.6928858 42.7885365, -1.6929615 42.7883954, -1.6930495 42.7883165, -1.6931144 42.7882693, -1.6931792 42.7882221, -1.6932449 42.7881743, -1.6933521 42.7881261, -1.6934201 42.7881108, -1.6934908 42.7880935, -1.6935615 42.7880762)",,,Ronda San Cristóbal,,,
