osmid,oneway,name,highway,reversed,length,geometry,ref,junction,tunnel,bridge
152442665,True,Plaça de la Inmaculada,residential,False,11.341999999999999,"LINESTRING (-0.4278541 39.2847446, -0.42779 39.2847354, -0.4277376 39.2847672)",,,,
149317788,True,Carrer Alginet,residential,False,3.63,"LINESTRING (-0.4286749 39.2845224, -0.428695 39.2844937)",,,,
152442693,True,Carrer de Muza,residential,False,28.25,"LINESTRING (-0.4286749 39.2845224, -0.4289462 39.2846654)",,,,
152442707,True,Carrer Bernabé Sanchis,residential,False,75.724,"LINESTRING (-0.4286749 39.2845224, -0.4285751 39.2845151, -0.4278541 39.2847446)",,,,
96063045,True,,tertiary,False,18.215,"LINESTRING (-0.4313832 39.2885342, -0.4315808 39.2884755)",CV-520,,,
"[151594368, 149317770, 149317771]",False,Avinguda dels Reis Catòlics,tertiary,True,363.56499999999994,"LINESTRING (-0.4313832 39.2885342, -0.4307989 39.2887687, -0.4306434 39.2888253, -0.4304773 39.288852, -0.4303165 39.2888549, -0.4301718 39.2888517, -0.4274808 39.2887065, -0.4272597 39.2886938)",CV-520,,,
149317781,True,Avinguda de les Germanies,tertiary,False,2.5300000000000002,"LINESTRING (-0.4252247 39.2824877, -0.4252325 39.2824807, -0.4252428 39.2824698)",,roundabout,,
1267904036,True,Avinguda de la Caixa d'Estalvis,tertiary,False,21.038,"LINESTRING (-0.4209693 39.2855428, -0.4211257 39.2856882)",,,,
1267904024,True,,tertiary,False,6.4190000000000005,"LINESTRING (-0.4209693 39.2855428, -0.4209928 39.2855204, -0.4210073 39.2854938)",,roundabout,,
149317933,True,Carrer de Juan Ramón Jiménez,residential,False,158.792,"LINESTRING (-0.4259693 39.280941, -0.4258744 39.2810081, -0.4246876 39.2818484, -0.4246089 39.2819056)",,,,
151630846,False,Carrer de l'Arquitecte Artal,residential,False,33.378,"LINESTRING (-0.4259693 39.280941, -0.4260193 39.2809958, -0.426193 39.2811862)",,,,
149317833,True,Plaça de Vicent Blasco Ibáñez,tertiary,False,44.309,"LINESTRING (-0.427123 39.2811768, -0.4270429 39.2811739, -0.4269944 39.2811722, -0.4268693 39.2811956, -0.4267576 39.281245, -0.4266681 39.2813166)",,roundabout,,
149317841,False,Carrer de Vicente Martí Mateu,residential,True,38.93,"LINESTRING (-0.4244348 39.2811977, -0.4241013 39.2814342)",,,,
149317833,True,Plaça de Vicent Blasco Ibáñez,tertiary,False,11.098,"LINESTRING (-0.4266681 39.2813166, -0.426608 39.2814049)",,roundabout,,
460548832,True,,residential,False,18.741,"LINESTRING (-0.4266681 39.2813166, -0.4265623 39.2813394, -0.4264949 39.281334, -0.426456 39.2813263)",,,,
149317833,True,Plaça de Vicent Blasco Ibáñez,tertiary,False,26.164,"LINESTRING (-0.426608 39.2814049, -0.426584 39.2814844, -0.4265841 39.2815444, -0.4265842 39.2815656, -0.4266047 39.2816363)",,roundabout,,
498700922,True,Avinguda Germanies,tertiary,False,17.179,"LINESTRING (-0.426608 39.2814049, -0.4264959 39.2814728, -0.4264508 39.2815001)",,,,
149317841,False,Carrer de Vicente Martí Mateu,residential,False,38.93,"LINESTRING (-0.4241013 39.2814342, -0.4244348 39.2811977)",,,,
