osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,junction,bridge
1163334374,True,1,A-5054,Ronda Norte,secondary,False,10.917,"LINESTRING (-7.3241763 37.2050318, -7.3241983 37.2049352)",,
386771901,True,,,Calle Muelle Marina,tertiary,False,11.631,"LINESTRING (-7.3241763 37.2050318, -7.3242425 37.2049877, -7.3242864 37.2049797)",,
70451332,False,2,A-5150,Carretera de Isla Cristina,tertiary,True,124.31700000000001,"LINESTRING (-7.3262642 37.2080752, -7.3261663 37.2079185, -7.325755 37.2074354, -7.3256375 37.2073505, -7.3255004 37.2073049, -7.3253567 37.2072989)",,
70503520,True,2,A-5054,,secondary,False,3.785,"LINESTRING (-7.3205 37.2020718, -7.3204956 37.2020552, -7.3204869 37.2020396)",roundabout,
70503512,True,,A-5054,,secondary,False,7.426,"LINESTRING (-7.3238789 37.2036217, -7.3238471 37.2036315, -7.3238079 37.2036559)",roundabout,
1163334379,True,1,A-5054,Ronda Norte,secondary,False,18.315,"LINESTRING (-7.3238789 37.2036217, -7.3238436 37.2035944, -7.3237228 37.2035138)",,
168657388,False,,,Calle Flores,tertiary,True,9.971,"LINESTRING (-7.3229507 37.2027658, -7.3230058 37.2026876)",,
70503541,True,,A-5054,,secondary,False,11.330000000000002,"LINESTRING (-7.3229507 37.2027658, -7.3229195 37.2027603, -7.3228877 37.2027628, -7.3228584 37.202773, -7.3228345 37.20279)",roundabout,
70503541,True,,A-5054,,secondary,False,11.891,"LINESTRING (-7.3230145 37.2028516, -7.3230133 37.2028249, -7.3230011 37.2027999, -7.3229795 37.2027795, -7.3229507 37.2027658)",roundabout,
70503512,True,,A-5054,,secondary,False,12.304,"LINESTRING (-7.3239899 37.2036787, -7.323955 37.2036434, -7.3239186 37.203626, -7.3238789 37.2036217)",roundabout,
386770306,False,,,Calle del Prado,tertiary,False,23.609,"LINESTRING (-7.3239899 37.2036787, -7.3241365 37.2036367, -7.3242222 37.2035808)",,
1163334391,True,1,A-5054,Ronda Norte,secondary,False,13.598,"LINESTRING (-7.3204672 37.2021401, -7.3206207 37.2021374)",,
70503520,True,2,A-5054,,secondary,False,8.399000000000001,"LINESTRING (-7.3204672 37.2021401, -7.320487 37.2021204, -7.3204983 37.2020969, -7.3205 37.2020718)",roundabout,
70503541,True,,A-5054,,secondary,False,13.421000000000001,"LINESTRING (-7.3228345 37.20279, -7.3228191 37.2028108, -7.322812 37.2028342, -7.3228138 37.2028583, -7.3228245 37.2028809, -7.3228431 37.2029)",roundabout,
70503543,False,2,A-5054,Ronda Norte,secondary,False,133.136,"LINESTRING (-7.3228345 37.20279, -7.3225983 37.2026859, -7.3222766 37.2025786, -7.32144 37.2023499)",,
70503520,True,2,A-5054,,secondary,False,6.452,"LINESTRING (-7.3204394 37.2020057, -7.3204161 37.2020002, -7.3203919 37.2019992, -7.320368 37.2020028)",roundabout,
168460181,False,,,Calle Roque Barcía,tertiary,True,113.09,"LINESTRING (-7.3204394 37.2020057, -7.320622 37.201668, -7.3209488 37.2010731)",,
"[40773064, 1163334366]",True,1,"['A-5150', 'A-5054']","['Ronda Norte', 'Puente Infanta Cristina']","['secondary', 'tertiary']",False,55.799,"LINESTRING (-7.3241602 37.2047379, -7.3241089 37.2050535, -7.3241016 37.2051473, -7.3241108 37.2052366)",,yes
969260092,True,1,,,secondary_link,False,22.964,"LINESTRING (-7.3241602 37.2047379, -7.3241829 37.2047851, -7.3241677 37.2048796, -7.3241983 37.2049352)",,
70503512,True,,A-5054,,secondary,False,9.850000000000001,"LINESTRING (-7.32392 37.203786, -7.3239658 37.2037646, -7.3239963 37.2037252)",roundabout,
687746154,True,1,A-5054,Ronda Norte,secondary,False,110.46600000000001,"LINESTRING (-7.32392 37.203786, -7.3239914 37.2038645, -7.324071 37.2040149, -7.3241409 37.2042197, -7.3241725 37.2043958, -7.3241827 37.2045523, -7.3241602 37.2047379)",,
