osmid,oneway,name,highway,reversed,length,geometry,tunnel,bridge,maxspeed,lanes,junction,ref
56079495,True,Nagusia etorbidea,residential,False,39.809,"LINESTRING (-2.8907014 43.2352756, -2.8909384 43.2353009, -2.8910208 43.2353181, -2.8910917 43.2353553, -2.8911478 43.2353956)",,,,,,
152411405,False,Kale Nagusia,residential,False,28.519,"LINESTRING (-2.8907014 43.2352756, -2.8905575 43.2352792, -2.8903496 43.2352851)",,,,,,
56128902,True,Autonomia kalea,residential,False,47.454,"LINESTRING (-2.8879361 43.2373102, -2.8883207 43.2369883)",,,,,,
"[900357185, 93890643, 93890615]",True,Avenida Lehendakari Aguirre,residential,False,333.07099999999997,"LINESTRING (-2.8879361 43.2373102, -2.8894816 43.237415, -2.8907848 43.2374821, -2.8910307 43.2374977, -2.8913137 43.2375152, -2.8919574 43.2375598, -2.8920252 43.237584)",yes,,,,,
56128900,True,Kale Nagusia,residential,False,75.545,"LINESTRING (-2.889159 43.2353367, -2.8889893 43.2353464, -2.8888081 43.2353705, -2.888258 43.2355)",,,,,,
"[152411405, 127657341, 127657342]",False,"['Kale Nagusia', 'Nagusia etorbidea']",residential,True,96.62899999999999,"LINESTRING (-2.889159 43.2353367, -2.8893596 43.2353248, -2.8894234 43.2353222, -2.8898111 43.2353066, -2.8899474 43.2352999, -2.8903496 43.2352851)",,yes,,,,
56355621,False,Araba Kalea,living_street,True,41.214,"LINESTRING (-2.8861727 43.2371808, -2.8862176 43.2368116)",,,,,,
56148078,True,Avenida Lehendakari Aguirre,residential,False,78.654,"LINESTRING (-2.8861727 43.2371808, -2.8867215 43.2372248, -2.8871378 43.2372582)",,,30,,,
56128902,True,Autonomia kalea,residential,False,144.86700000000002,"LINESTRING (-2.8888179 43.2365722, -2.8890388 43.2363923, -2.8890722 43.2363165, -2.8891507 43.2354302, -2.889159 43.2353367)",,,,,,
56129400,True,Begoñako Andra Mari Kalea,residential,False,54.586,"LINESTRING (-2.8888179 43.2365722, -2.8886752 43.2364895, -2.8881841 43.2364753)",,,30,,,
56129401,True,Nafarroa kalea,residential,False,87.898,"LINESTRING (-2.887248 43.2364718, -2.8871378 43.2372582)",,,,,,
56128900,True,Kale Nagusia,residential,False,76.638,"LINESTRING (-2.8873318 43.2357024, -2.8870794 43.2357779, -2.886843 43.2358612, -2.8864925 43.236017)",,,,,,
56129401,True,Nafarroa kalea,residential,False,38.559,"LINESTRING (-2.8873318 43.2357024, -2.88732 43.2358116, -2.8872945 43.2360481)",,,,,,
1229791437,False,Nafarroa kalea,residential,True,47.65,"LINESTRING (-2.8868847 43.2386467, -2.8870035 43.238227)",,,,1,,
93862619,True,,residential,False,24.854000000000003,"LINESTRING (-2.8868847 43.2386467, -2.8868514 43.2386414, -2.8868175 43.2386439, -2.8867864 43.2386539, -2.8867611 43.2386706, -2.8867443 43.2386923, -2.8867376 43.2387166, -2.8867418 43.2387413, -2.8867563 43.2387637, -2.8867797 43.2387818)",,,,,roundabout,
56129401,True,Nafarroa kalea,residential,False,47.264,"LINESTRING (-2.8872945 43.2360481, -2.887248 43.2364718)",,,,,,
56129692,True,Calle Clemente Beltrán Heredia,residential,False,74.371,"LINESTRING (-2.8872945 43.2360481, -2.8882097 43.2361007)",,,30,,,
56129400,True,Begoñako Andra Mari Kalea,residential,False,75.834,"LINESTRING (-2.8881841 43.2364753, -2.887248 43.2364718)",,,30,,,
56129691,True,,residential,False,41.705,"LINESTRING (-2.8881841 43.2364753, -2.8882097 43.2361007)",,,,,,
56129691,True,,residential,False,66.909,"LINESTRING (-2.8882097 43.2361007, -2.888252 43.2355743, -2.888258 43.2355)",,,,,,
56128900,True,Kale Nagusia,residential,False,78.49099999999999,"LINESTRING (-2.888258 43.2355, -2.8880649 43.2355328, -2.8879075 43.2355595, -2.8874348 43.2356674, -2.8873318 43.2357024)",,,,,,
56130237,False,Calle Matxitxako,residential,False,102.441,"LINESTRING (-2.8867797 43.2387818, -2.8867033 43.2389082, -2.8866864 43.2389362, -2.8863903 43.2396572)",,,,,,
93862619,True,,residential,False,9.72,"LINESTRING (-2.8867797 43.2387818, -2.8868058 43.2387925, -2.886835 43.2387976, -2.886865 43.2387966, -2.8868934 43.2387896)",,,,,roundabout,
56355621,False,Araba Kalea,living_street,False,38.022,"LINESTRING (-2.8862522 43.2364706, -2.8862328 43.2366766, -2.8862176 43.2368116)",,,,,,
56129402,False,Nafarroa kalea,residential,False,9.741,"LINESTRING (-2.8870551 43.23791, -2.887054 43.2379976)",,,,,,
"[633017450, 56355667]",True,Calle Uribarri,residential,False,98.339,"LINESTRING (-2.8860411 43.2385162, -2.8860891 43.2384985, -2.8867192 43.2382823, -2.8868865 43.238199, -2.886971 43.2381055, -2.8870363 43.2380434)",,,,1,,
1229569165,False,Nafarroa kalea,residential,True,5.291,"LINESTRING (-2.8870363 43.2380434, -2.887054 43.2379976)",,,,,,
1229791437,False,Nafarroa kalea,residential,False,20.588,"LINESTRING (-2.8870363 43.2380434, -2.8870035 43.238227)",,,,1,,
1201051991,True,Nafarroa kalea,residential,False,72.786,"LINESTRING (-2.8871378 43.2372582, -2.8870551 43.23791)",,,30,1,,
56148078,True,Avenida Lehendakari Aguirre,residential,False,62.669,"LINESTRING (-2.8871378 43.2372582, -2.8875341 43.2372827, -2.8879084 43.2373078)",,,30,,,
1110227748,False,Calle Kareaga Goikoa,primary,False,12.09,"LINESTRING (-2.8966817 43.2384742, -2.8968197 43.2385156)",,,40,2,,BI-712
313621129,False,Calle Kareaga Goikoa,primary,True,189.68800000000002,"LINESTRING (-2.8966817 43.2384742, -2.8965123 43.2384208, -2.8959236 43.2382365, -2.8956807 43.2381586, -2.8954997 43.2380972, -2.8952163 43.237982, -2.8950848 43.2379331, -2.8949246 43.2378886, -2.8946628 43.2378282, -2.8945368 43.2377972)",,,40,2,,BI-712
1110227749,False,Calle Karmelo Torre,residential,False,40.295,"LINESTRING (-2.8966817 43.2384742, -2.8967302 43.2383661, -2.8968281 43.2381943, -2.8968956 43.2381555)",,,,,,
80035899,False,Calle Axular,residential,True,6.353,"LINESTRING (-2.8947071 43.236742, -2.8946315 43.2367268)",,,,,,
80035899,False,Calle Axular,residential,False,55.061,"LINESTRING (-2.8947071 43.236742, -2.8953047 43.2366269, -2.8953642 43.2366154)",,,,,,
133183727,False,Jazinto Benabente kalea,residential,True,52.562,"LINESTRING (-2.8947071 43.236742, -2.8947187 43.236753, -2.894758 43.2367903, -2.8950611 43.2369408, -2.8951925 43.2369865, -2.8952445 43.2369934)",,,,,,
313621129,False,Calle Kareaga Goikoa,primary,False,16.695,"LINESTRING (-2.8917508 43.2364943, -2.891873 43.2366152)",,,40,2,,BI-712
80035899,False,Calle Axular,residential,False,46.915000000000006,"LINESTRING (-2.8917508 43.2364943, -2.8919164 43.2364849, -2.8923279 43.2365108)",,,,,,
313621129,False,Calle Kareaga Goikoa,primary,True,104.994,"LINESTRING (-2.8917508 43.2364943, -2.8915606 43.2363144, -2.8914918 43.2362299, -2.8914522 43.2361568, -2.891418 43.2360782, -2.8913813 43.2359914, -2.8913131 43.2357612, -2.8912931 43.2356596, -2.8912875 43.235631)",,,40,2,,BI-712
80035897,False,Calle Karmelo Torre,residential,True,18.384,"LINESTRING (-2.8961624 43.2364155, -2.8962618 43.236424, -2.8963886 43.2364266)",,,,,,
80035899,False,Calle Axular,residential,True,68.489,"LINESTRING (-2.8961624 43.2364155, -2.8960854 43.2364372, -2.8958626 43.2365, -2.8956138 43.2365701, -2.8955741 43.2365773, -2.8953642 43.2366154)",,,,,,
219699469,True,Calle Axular,residential,False,57.513999999999996,"LINESTRING (-2.8961624 43.2364155, -2.896225 43.2363251, -2.8962467 43.2363063, -2.8963758 43.2361945, -2.8965259 43.2360527, -2.8965617 43.2359918)",,,,,,
80035897,False,Calle Karmelo Torre,residential,False,111.72,"LINESTRING (-2.8977628 43.2365021, -2.8974106 43.2364788, -2.8970584 43.2364554, -2.896728 43.2364291, -2.8965366 43.2364277, -2.8963886 43.2364266)",,,,,,
133183726,False,,residential,True,125.919,"LINESTRING (-2.8977628 43.2365021, -2.8975153 43.2370334, -2.8974215 43.2370784, -2.897282 43.2371292, -2.8971425 43.2371409, -2.8968019 43.2370256)",,,,,,
