osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction
570478772,Calle Soledad,residential,30,False,False,29.864,,"LINESTRING (-3.5106662 40.6937362, -3.5109941 40.6938378)",
692085196,Calle Soledad,residential,,False,True,44.774,,"LINESTRING (-3.5106662 40.6937362, -3.5101697 40.6935933)",
465936312,Calle Torrelaguna,secondary,,False,False,222.437,M-103,"LINESTRING (-3.5106662 40.6937362, -3.5106622 40.6938718, -3.5106605 40.6940497, -3.5106486 40.694284, -3.5106296 40.6944578, -3.5105886 40.6946494, -3.5105355 40.6948232, -3.5104175 40.6951239, -3.5103085 40.6953905, -3.5101841 40.6956886)",
465936312,Calle Torrelaguna,secondary,,False,True,4.407,M-103,"LINESTRING (-3.5101688 40.6957265, -3.5101841 40.6956886)",
97096778,Calle Arena,residential,30,False,False,94.926,,"LINESTRING (-3.5101688 40.6957265, -3.5099634 40.6957236, -3.5098436 40.6957257, -3.5097211 40.6957334, -3.5092452 40.6957808, -3.50905 40.695805)",
465936312,Calle Torrelaguna,secondary,,False,False,245.046,M-103,"LINESTRING (-3.5101688 40.6957265, -3.5101206 40.695856, -3.510071 40.6959847, -3.5100378 40.6961117, -3.5100009 40.6962505, -3.5099032 40.6967193, -3.5098491 40.6970029, -3.5098218 40.6971377, -3.509759 40.6975105, -3.5097071 40.6978992)",
99730365,Calle Madrid,residential,30,True,False,22.144,,"LINESTRING (-3.5148924 40.6954449, -3.5146583 40.6953546)",
99730369,Calle Madrid,residential,30,False,True,30.953,,"LINESTRING (-3.5148924 40.6954449, -3.5149855 40.6954643, -3.5150477 40.6954835, -3.5152262 40.6955575)",
34113480,Calle Maroto,residential,30,False,False,95.946,,"LINESTRING (-3.5163566 40.6946644, -3.5153568 40.6948493, -3.5152486 40.6948589)",
34113480,Calle Maroto,residential,30,False,True,175.74999999999997,,"LINESTRING (-3.5163566 40.6946644, -3.5168572 40.6945493, -3.5169159 40.6945358, -3.5169738 40.6945173, -3.5170349 40.6944903, -3.5170969 40.694458, -3.5171968 40.6943985, -3.5172929 40.6943371, -3.5173687 40.6943008, -3.5174963 40.6942512, -3.5175637 40.6942265, -3.5176593 40.6942018, -3.5182679 40.694079)",
97120975,Calle Miralrío,residential,30,False,True,113.847,,"LINESTRING (-3.5163566 40.6946644, -3.5167385 40.6938183, -3.5167957 40.6936962)",
