osmid,oneway,ref,name,highway,reversed,length,junction,geometry,lanes,maxspeed
23316666,True,CV-3182,Avinguda de la Verge del Puig,tertiary,False,34.679,,"LINESTRING (-0.3079519 39.5877432, -0.3082747 39.5875551)",,
737939384,True,CV-318,,tertiary,False,22.656,roundabout,"LINESTRING (-0.3079519 39.5877432, -0.3079336 39.5876831, -0.3078898 39.5876314, -0.3078032 39.5875868)",,
737939386,True,CV-318,,tertiary,False,26.906000000000002,roundabout,"LINESTRING (-0.3078032 39.5875868, -0.3077245 39.5875753, -0.3076777 39.5875785, -0.3076029 39.5876006, -0.3075265 39.5876581)",,
23316667,True,,Avinguda de la Verge del Puig,tertiary,False,23.579,,"LINESTRING (-0.3075265 39.5876581, -0.3072581 39.5877048)",,
737939386,True,CV-318,,tertiary,False,15.971,roundabout,"LINESTRING (-0.3075265 39.5876581, -0.3074961 39.5877152, -0.307498 39.5877971)",,
737939386,True,CV-318,,tertiary,False,13.708,roundabout,"LINESTRING (-0.307498 39.5877971, -0.307531 39.5878533, -0.3075868 39.5878974)",,
23316675,True,CV-319,,tertiary,False,26.432,,"LINESTRING (-0.3075868 39.5878974, -0.3075846 39.5881351)",,
737939385,True,CV-318,,tertiary,False,14.451,roundabout,"LINESTRING (-0.3075868 39.5878974, -0.307659 39.5879242, -0.3077472 39.5879298)",,
23316665,True,CV-318,,tertiary,False,29.777,roundabout,"LINESTRING (-0.3077472 39.5879298, -0.3078241 39.5879124, -0.3078989 39.5878669, -0.3079387 39.5878133, -0.3079519 39.5877432)",,
23316669,True,CV-3182,Avinguda de la Verge del Puig,tertiary,False,11.776,,"LINESTRING (-0.3082747 39.5875551, -0.3081378 39.5875643)",,
23316668,True,,Avinguda de la Verge del Puig,tertiary,False,22.977,,"LINESTRING (-0.3072581 39.5877048, -0.307498 39.5877971)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,60.452,,"LINESTRING (-0.3072581 39.5877048, -0.3067882 39.5877883, -0.3065673 39.5878131)",,
23316676,True,CV-319,,tertiary,False,26.745,,"LINESTRING (-0.3075846 39.5881351, -0.3077472 39.5879298)",,
23316683,False,CV-319,Avinguda de València,tertiary,False,15.699,,"LINESTRING (-0.3075846 39.5881351, -0.3076144 39.5882744)",,
23316679,True,CV-319,,tertiary,False,34.125,,"LINESTRING (-0.3085752 39.5914135, -0.3088446 39.5914968, -0.3089448 39.5915278)",,
737939375,True,CV-319,,tertiary,False,14.39,roundabout,"LINESTRING (-0.3085752 39.5914135, -0.3086249 39.5913619, -0.3086488 39.5912994)",,
23316677,True,CV-319,,tertiary,False,30.876,roundabout,"LINESTRING (-0.3086488 39.5912994, -0.3086434 39.5912353, -0.3085962 39.5911622, -0.3085331 39.5911203, -0.3084508 39.5910969)",,
23316680,True,CV-319,,tertiary,False,30.665,,"LINESTRING (-0.3084508 39.5910969, -0.3082736 39.5908573)",,
737939374,True,CV-319,,tertiary,False,15.142,roundabout,"LINESTRING (-0.3084508 39.5910969, -0.3083674 39.5910972, -0.3082806 39.5911236)",,
641180559,True,CV-319,,tertiary,False,8.458,roundabout,"LINESTRING (-0.3082806 39.5911236, -0.3082131 39.5911791)",,
261687262,True,,,tertiary,False,10.469999999999999,roundabout,"LINESTRING (-0.30818 39.5913311, -0.308208 39.5913786, -0.3082449 39.5914095)",,
641180558,True,CV-319,,tertiary,False,17.505,roundabout,"LINESTRING (-0.3083861 39.5914631, -0.3084692 39.5914584, -0.3085752 39.5914135)",,
23316681,True,CV-319,,tertiary,False,35.893,,"LINESTRING (-0.3089448 39.5915278, -0.3087509 39.5913782, -0.3086488 39.5912994)",,
23316682,True,CV-319,,tertiary,False,29.617,,"LINESTRING (-0.3082736 39.5908573, -0.3082806 39.5911236)",,
23316683,False,CV-319,Avinguda de València,tertiary,True,94.511,,"LINESTRING (-0.3082736 39.5908573, -0.3082303 39.5906506, -0.3080564 39.5900242)",,
23316683,False,CV-319,Avinguda de València,tertiary,False,78.887,,"LINESTRING (-0.3077648 39.5888296, -0.3079351 39.5895268)",,
23316683,False,CV-319,Avinguda de València,tertiary,True,63.066,,"LINESTRING (-0.3077648 39.5888296, -0.3076144 39.5882744)",,
23318159,False,,Carrer de l'Estació,residential,True,73.076,,"LINESTRING (-0.3077648 39.5888296, -0.3086002 39.5886976)",,
23316683,False,CV-319,Avinguda de València,tertiary,False,56.277,,"LINESTRING (-0.3079351 39.5895268, -0.3080564 39.5900242)",,
23316683,False,CV-319,Avinguda de València,tertiary,True,78.887,,"LINESTRING (-0.3079351 39.5895268, -0.3077648 39.5888296)",,
23316683,False,CV-319,Avinguda de València,tertiary,True,56.277,,"LINESTRING (-0.3080564 39.5900242, -0.3079351 39.5895268)",,
156158712,True,,Carrer de Sagunt,residential,False,80.534,,"LINESTRING (-0.3080564 39.5900242, -0.3071319 39.5901545)",,
23316683,False,CV-319,Avinguda de València,tertiary,False,94.511,,"LINESTRING (-0.3080564 39.5900242, -0.3082303 39.5906506, -0.3082736 39.5908573)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,57.575,,"LINESTRING (-0.3065673 39.5878131, -0.3058984 39.5877644)",,
156042721,True,,Carrer de la Font Blanca,residential,False,64.425,,"LINESTRING (-0.3065673 39.5878131, -0.3064804 39.5872376)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,60.452,,"LINESTRING (-0.3065673 39.5878131, -0.3067882 39.5877883, -0.3072581 39.5877048)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,59.331,,"LINESTRING (-0.3058984 39.5877644, -0.3052101 39.5877066)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,57.575,,"LINESTRING (-0.3058984 39.5877644, -0.3065673 39.5878131)",,
156050343,True,,Carrer de Sant Joan de Ribera,residential,False,122.588,,"LINESTRING (-0.3058984 39.5877644, -0.3058273 39.5888655)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,61.508,,"LINESTRING (-0.3052101 39.5877066, -0.3044985 39.5876342)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,59.331,,"LINESTRING (-0.3052101 39.5877066, -0.3058984 39.5877644)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,32.782,,"LINESTRING (-0.3044985 39.5876342, -0.3041191 39.5875964)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,61.508,,"LINESTRING (-0.3044985 39.5876342, -0.3052101 39.5877066)",,
156050388,True,,Carrer del Trencall,residential,False,146.445,,"LINESTRING (-0.3044985 39.5876342, -0.3047497 39.5889369)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,False,90.978,,"LINESTRING (-0.3041191 39.5875964, -0.3030626 39.5875157)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,32.782,,"LINESTRING (-0.3041191 39.5875964, -0.3044985 39.5876342)",,
23318172,False,,Glorieta del Monestir,residential,False,156.949,,"LINESTRING (-0.3041191 39.5875964, -0.3040889 39.5878407, -0.3040754 39.5879498, -0.3040018 39.5881288, -0.3039625 39.5882245, -0.3041548 39.5889784)",,
23316687,False,,Avinguda de la Verge del Puig,tertiary,True,90.978,,"LINESTRING (-0.3030626 39.5875157, -0.3041191 39.5875964)",,
